team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulFiftyFifty,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Brentford_94,2025-26,200720,Caoimhín Kelleher,Brentford,Goalkeeper,Ireland,9.0,2.0,7.0,37.0,,,,,,23.0,10.0,,,,,4.0,22.0,6.0,16.0,0.2554,,,,49.0624,,795.0,3.0,,,37.0,249.0,115.0,,199.0,10.0,,49.0,45.0,4.0,13.0,4.0,9.0,,,,,,,1.0,2.0,,,277.0,,,,945.0,,,3.0,8.0,3.0,,,5.0,31.0,,,300.0,,,223.0,3.0,110.0,1.0,69.0,38.0,29.0,1.0,,,,,,,,37.0,0.0,,,,,,3.0,,118.0,,248.0,173.0,672.0,597.0,1.0,,1.0,,,3330.0,,47.0,3.0,6.0,460.0,1295.0,0.0,,1.0,,450.0,1674.0,,,,,275.0,,448.0,61.0,2.0,0.0,1.0
Brentford_94,2025-26,507433,Hákon Valdimarsson,Brentford,Goalkeeper,Iceland,,,,1.0,,,,,,,,,,,,,,,,0.0011,,,,1.2825,,21.0,,,,1.0,9.0,3.0,,6.0,,,3.0,3.0,,,,,,,,,,,,,,,10.0,,,,31.0,,,,,,,,,,,,7.0,,,10.0,,1.0,,1.0,,1.0,,,,,,,,,1.0,0.0,,,,,,,,4.0,,12.0,7.0,23.0,18.0,,,,,,90.0,,,,,11.0,41.0,0.0,,,,11.0,48.0,,,,,8.0,,11.0,3.0,,0.0,0.0
Brentford_94,2025-26,235448,Ellery Balcombe,Brentford,Goalkeeper,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2025-26,535017,Julian Eyestone,Brentford,Goalkeeper,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2025-26,472713,Aaron Hickey,Brentford,Defender,Scotland,18.0,9.0,9.0,21.0,,,66.0,1.0,6.0,,,,,1.0,,,66.0,33.0,33.0,0.1384,0.4549,,0.2445,8.969,,78.0,4.0,,,21.0,,,,,,,9.0,7.0,2.0,48.0,24.0,24.0,,,,,1.0,1.0,8.0,1.0,,,27.0,,,,279.0,1.0,,,,,,,,,14.0,6.0,35.0,,,115.0,,,,,,,,,1.0,,4.0,1.0,1.0,,8.0,0.0,7.0,13.0,,,,1.0,,3.0,2.0,11.0,104.0,135.0,228.0,8.0,7.0,,9.0,39.0,685.0,12.0,23.0,7.0,9.0,81.0,286.0,0.0,5.0,15.0,10.0,47.0,447.0,,4.0,4.0,7.0,8.0,,12.0,20.0,35.0,0.0,1.0
Brentford_94,2025-26,194010,Rico Henry,Brentford,Defender,Jamaica,40.0,21.0,19.0,25.0,,,144.0,1.0,5.0,,3.0,,,7.0,,,134.0,68.0,66.0,0.5462,0.1792,,,20.6413,,180.0,5.0,,,25.0,,,1.0,,,,22.0,21.0,1.0,94.0,47.0,47.0,,,,,,,8.0,3.0,1.0,,39.0,1.0,,2.0,480.0,2.0,,1.0,,,,,4.0,,21.0,1.0,72.0,,,118.0,,,,,,,,,,1.0,4.0,,,,14.0,0.0,8.0,11.0,,3.0,3.0,15.0,,5.0,1.0,23.0,174.0,199.0,347.0,4.0,11.0,,26.0,79.0,1328.0,24.0,41.0,15.0,17.0,218.0,481.0,0.0,4.0,15.0,14.0,111.0,817.0,,22.0,22.0,15.0,20.0,,36.0,43.0,75.0,0.0,2.0
Brentford_94,2025-26,444765,Sepp van den Berg,Brentford,Defender,Netherlands,211.0,71.0,140.0,32.0,,,119.0,3.0,23.0,,8.0,1.0,,4.0,,,271.0,96.0,175.0,1.4865,3.1253,,2.0279,39.1401,,444.0,3.0,,,32.0,29.0,,2.0,29.0,,,41.0,38.0,3.0,60.0,25.0,35.0,1.0,,,,2.0,7.0,29.0,5.0,1.0,,409.0,1.0,,,1377.0,,,,,,,,3.0,,18.0,11.0,109.0,,,450.0,,,,,,,,,2.0,1.0,13.0,7.0,7.0,,30.0,0.0,,2.0,,,,1.0,,6.0,,53.0,332.0,927.0,1206.0,13.0,10.0,1.0,1.0,3.0,2761.0,4.0,195.0,15.0,11.0,184.0,1422.0,0.0,20.0,23.0,55.0,163.0,1815.0,,,,,32.0,,50.0,53.0,113.0,0.0,2.0
Brentford_94,2025-26,231065,Ethan Pinnock,Brentford,Defender,Jamaica,23.0,10.0,13.0,4.0,,,16.0,,5.0,,1.0,,,1.0,,,34.0,14.0,20.0,0.0603,0.0106,,0.1209,3.885,,55.0,,,,4.0,1.0,,,1.0,,,5.0,5.0,,11.0,4.0,7.0,,,,,,1.0,5.0,,1.0,,33.0,,,,132.0,,1.0,,,,,,,,3.0,2.0,11.0,,,29.0,,,,,,,,,,,,1.0,1.0,,4.0,0.0,3.0,,,,,1.0,,4.0,,9.0,23.0,87.0,101.0,1.0,4.0,,2.0,,321.0,1.0,27.0,,2.0,27.0,133.0,0.0,1.0,5.0,9.0,23.0,196.0,,,,,4.0,,9.0,6.0,14.0,0.0,1.0
Brentford_94,2025-26,191866,Kristoffer Ajer,Brentford,Defender,Norway,105.0,45.0,60.0,27.0,,,71.0,2.0,16.0,,4.0,,,7.0,,,194.0,89.0,105.0,0.7218,0.7805,,0.5102,28.1905,,262.0,11.0,,,27.0,,,1.0,,,,32.0,30.0,2.0,89.0,44.0,45.0,1.0,,,,1.0,3.0,18.0,3.0,,,212.0,1.0,,,703.0,,,1.0,,,,,3.0,,19.0,9.0,59.0,,,161.0,,,,,,,,,1.0,1.0,5.0,3.0,3.0,,20.0,0.0,7.0,7.0,,1.0,1.0,3.0,,9.0,,24.0,156.0,410.0,541.0,15.0,22.0,,2.0,26.0,1807.0,14.0,119.0,23.0,5.0,180.0,706.0,0.0,8.0,37.0,47.0,141.0,1026.0,,6.0,6.0,8.0,30.0,,61.0,29.0,80.0,0.0,4.0
Brentford_94,2025-26,432830,Nathan Collins,Brentford,Defender,Ireland,162.0,73.0,89.0,35.0,,1.0,130.0,4.0,41.0,,9.0,1.0,,4.0,,,258.0,114.0,144.0,1.622,2.2774,,1.6987,44.7338,,650.0,3.0,1.0,,35.0,53.0,12.0,2.0,65.0,,1.0,44.0,40.0,4.0,96.0,41.0,55.0,,1.0,1.0,0.0,3.0,5.0,37.0,9.0,1.0,,514.0,1.0,,2.0,1653.0,1.0,1.0,1.0,,,,,4.0,,18.0,14.0,139.0,,,459.0,,,,,,,,,3.0,1.0,10.0,5.0,6.0,,32.0,0.0,,3.0,,1.0,1.0,7.0,,21.0,,88.0,409.0,1049.0,1369.0,17.0,14.0,,,4.0,2972.0,13.0,209.0,20.0,17.0,333.0,1753.0,0.0,16.0,31.0,80.0,296.0,2245.0,,,,3.0,93.0,,159.0,81.0,137.0,0.0,7.0
Brentford_94,2025-26,607464,Michael Kayode,Brentford,Defender,Italy,68.0,27.0,41.0,37.0,,0.0,294.0,4.0,15.0,,8.0,2.0,,23.0,,,369.0,156.0,213.0,2.9359,1.1757,,1.4273,48.181,,333.0,11.0,,,37.0,,,1.0,,,1.0,49.0,46.0,3.0,301.0,129.0,172.0,1.0,1.0,,1.0,3.0,2.0,38.0,33.0,,,436.0,1.0,,1.0,1126.0,5.0,1.0,2.0,,,,,5.0,,47.0,21.0,163.0,,,78.0,,,,,,,2.0,,3.0,1.0,2.0,2.0,3.0,,37.0,0.0,6.0,,,14.0,14.0,55.0,,10.0,2.0,38.0,418.0,566.0,932.0,22.0,45.0,2.0,176.0,215.0,3264.0,83.0,99.0,26.0,50.0,523.0,1141.0,0.0,5.0,67.0,35.0,171.0,2177.0,,42.0,42.0,52.0,27.0,1.0,47.0,64.0,124.0,0.0,8.0
Brentford_94,2025-26,494556,Ollie Shield,Brentford,Defender,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2025-26,649240,Joshua Stephenson,Brentford,Defender,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2025-26,587433,Conor McManus,Brentford,Defender,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2025-26,56979,Jordan Henderson,Brentford,Midfielder,England,31.0,18.0,13.0,32.0,,0.0,175.0,2.0,7.0,,2.0,,3.0,5.0,,,99.0,51.0,48.0,2.4524,0.3319,,0.6364,27.7565,,423.0,11.0,,,32.0,,,3.0,,,1.0,28.0,25.0,3.0,68.0,33.0,35.0,,,,1.0,1.0,,17.0,16.0,1.0,,295.0,1.0,,1.0,1120.0,1.0,,,,,,,1.0,,20.0,9.0,98.0,,1.0,265.0,,,,,,,,,1.0,1.0,3.0,,1.0,,22.0,0.0,12.0,10.0,1.0,17.0,12.0,3.0,,13.0,32.0,71.0,434.0,485.0,831.0,14.0,13.0,6.0,,2.0,1922.0,11.0,34.0,13.0,7.0,318.0,1158.0,0.0,4.0,27.0,13.0,256.0,1382.0,1.0,32.0,26.0,5.0,50.0,,119.0,52.0,137.0,0.0,6.0
Brentford_94,2025-26,513418,Kevin Schade,Brentford,Midfielder,Germany,173.0,86.0,87.0,35.0,,2.0,124.0,12.0,3.0,,5.0,,1.0,24.0,,,431.0,241.0,190.0,2.0848,12.1782,,9.826,35.3262,,177.0,19.0,2.0,,35.0,,,3.0,,,8.0,34.0,31.0,3.0,258.0,155.0,103.0,1.0,3.0,4.0,6.0,12.0,15.0,18.0,25.0,,1.0,64.0,,1.0,10.0,523.0,11.0,,,,,1.0,,2.0,,48.0,24.0,94.0,,4.0,162.0,,,,,,,1.0,,12.0,,21.0,15.0,24.0,1.0,32.0,1.0,13.0,3.0,1.0,5.0,4.0,20.0,,1.0,22.0,7.0,253.0,109.0,350.0,17.0,24.0,4.0,2.0,9.0,2757.0,100.0,31.0,50.0,43.0,388.0,527.0,1.0,45.0,41.0,141.0,170.0,1088.0,,17.0,17.0,55.0,5.0,3.0,11.0,33.0,159.0,0.0,6.0
Brentford_94,2025-26,207283,Mathias Jensen,Brentford,Midfielder,Denmark,29.0,21.0,8.0,36.0,3.0,2.0,176.0,10.0,4.0,,4.0,,65.0,12.0,,,199.0,116.0,83.0,6.0183,2.2661,0.1288,1.8919,33.8616,,396.0,11.0,,3.0,36.0,,,1.0,,,3.0,33.0,30.0,3.0,170.0,95.0,75.0,,,1.0,1.0,1.0,2.0,21.0,32.0,,,237.0,9.0,3.0,2.0,1071.0,2.0,,,,,,,4.0,,33.0,18.0,117.0,,3.0,313.0,,,,,,,2.0,,1.0,9.0,11.0,2.0,8.0,3.0,26.0,0.0,13.0,10.0,17.0,38.0,13.0,19.0,,14.0,35.0,98.0,584.0,361.0,809.0,18.0,23.0,13.0,5.0,23.0,2252.0,41.0,37.0,20.0,15.0,405.0,1122.0,0.0,19.0,41.0,40.0,215.0,1603.0,43.0,88.0,35.0,16.0,36.0,2.0,81.0,44.0,134.0,0.0,3.0
Brentford_94,2025-26,183656,Josh Dasilva,Brentford,Midfielder,England,,,,2.0,,,1.0,,,,,,,,,,1.0,1.0,,0.0015,0.0762,,,,,2.0,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,5.0,,,,,,,,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,1.0,,,,,0.0,,2.0,,,,,,,1.0,,2.0,2.0,4.0,,,,,,2.0,1.0,,,,2.0,5.0,0.0,1.0,,1.0,1.0,8.0,,,,1.0,,,,,1.0,0.0,0.0
Brentford_94,2025-26,244858,Fábio Carvalho,Brentford,Midfielder,Portugal,4.0,3.0,1.0,6.0,,0.0,5.0,,,,,,3.0,1.0,,,11.0,6.0,5.0,0.0312,0.6992,,0.6839,2.77,,7.0,,,,6.0,,,,,,1.0,4.0,4.0,,7.0,3.0,4.0,,,,1.0,,,,,,,7.0,,,,22.0,,,,,,,,,,1.0,1.0,5.0,,1.0,6.0,,,,,,,,,,,1.0,,1.0,,1.0,0.0,,5.0,1.0,1.0,,1.0,,,1.0,2.0,11.0,10.0,18.0,1.0,2.0,,,,100.0,3.0,,,,14.0,25.0,0.0,2.0,3.0,2.0,5.0,45.0,1.0,4.0,3.0,2.0,,,,,5.0,0.0,0.0
Brentford_94,2025-26,543295,Antoni Milambo,Brentford,Midfielder,Netherlands,3.0,1.0,2.0,1.0,,,2.0,,,,,,,,,,6.0,1.0,5.0,0.0116,,,,2.3906,,5.0,,,,1.0,,,,,,,3.0,3.0,,3.0,,3.0,,,,,,,,,,,4.0,,,,11.0,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,,,1.0,,5.0,3.0,8.0,2.0,1.0,,,,45.0,,,,,4.0,11.0,0.0,,3.0,,3.0,19.0,,,,,,,,1.0,3.0,0.0,0.0
Brentford_94,2025-26,508395,Yehor Yarmoliuk,Brentford,Midfielder,Ukraine,58.0,26.0,32.0,37.0,,0.0,290.0,4.0,14.0,,6.0,,,8.0,,,282.0,153.0,129.0,1.3883,1.2018,,0.7708,38.0746,,370.0,12.0,,,37.0,,,2.0,,,1.0,42.0,40.0,2.0,224.0,127.0,97.0,,,1.0,1.0,3.0,1.0,28.0,12.0,,,329.0,1.0,2.0,1.0,1334.0,2.0,,,,,,,4.0,,64.0,43.0,187.0,,1.0,358.0,,,,,,,1.0,,3.0,1.0,8.0,1.0,4.0,2.0,30.0,0.0,15.0,7.0,,8.0,8.0,15.0,,8.0,21.0,67.0,532.0,612.0,1069.0,25.0,45.0,2.0,,6.0,2665.0,50.0,41.0,37.0,12.0,328.0,1347.0,0.0,12.0,70.0,18.0,211.0,1782.0,,22.0,22.0,27.0,35.0,1.0,74.0,49.0,137.0,0.0,7.0
Brentford_94,2025-26,440089,Mikkel Damsgaard,Brentford,Midfielder,Denmark,46.0,27.0,19.0,33.0,1.0,3.0,160.0,5.0,4.0,,3.0,,43.0,15.0,,,271.0,155.0,116.0,5.442,2.6169,0.1681,3.1071,27.4444,,374.0,11.0,,1.0,33.0,,,4.0,,,4.0,32.0,30.0,2.0,225.0,128.0,97.0,1.0,1.0,1.0,1.0,2.0,3.0,25.0,38.0,,,176.0,3.0,4.0,4.0,907.0,3.0,,,,,,,4.0,,49.0,22.0,139.0,,3.0,241.0,,,,,,,,,2.0,3.0,13.0,3.0,11.0,4.0,24.0,0.0,15.0,9.0,13.0,28.0,12.0,18.0,,6.0,34.0,37.0,530.0,224.0,689.0,22.0,35.0,14.0,1.0,6.0,2057.0,66.0,16.0,19.0,23.0,425.0,951.0,0.0,24.0,57.0,80.0,225.0,1420.0,25.0,69.0,33.0,33.0,21.0,1.0,55.0,40.0,170.0,1.0,0.0
Brentford_94,2025-26,204580,Vitaly Janelt,Brentford,Midfielder,Germany,38.0,15.0,23.0,25.0,,1.0,134.0,3.0,8.0,,4.0,1.0,37.0,7.0,,,132.0,66.0,66.0,2.2719,0.9081,,1.2013,22.3305,,280.0,7.0,,,25.0,,,4.0,,,1.0,21.0,19.0,2.0,94.0,51.0,43.0,1.0,1.0,1.0,0.0,1.0,1.0,30.0,17.0,,,176.0,2.0,1.0,,773.0,1.0,,,,,,,3.0,,14.0,5.0,85.0,,,221.0,,,,,,,,,1.0,2.0,6.0,1.0,3.0,1.0,15.0,0.0,4.0,10.0,11.0,19.0,5.0,5.0,,5.0,14.0,43.0,357.0,370.0,665.0,11.0,16.0,2.0,,5.0,1437.0,12.0,34.0,20.0,13.0,172.0,811.0,0.0,9.0,27.0,22.0,103.0,1081.0,21.0,42.0,13.0,6.0,18.0,1.0,42.0,28.0,61.0,0.0,8.0
Brentford_94,2025-26,606689,Romelle Donovan,Brentford,Midfielder,England,1.0,1.0,,4.0,,,4.0,2.0,,,,,,1.0,,,15.0,7.0,8.0,0.0173,0.0958,,0.0475,,,4.0,2.0,,,4.0,,,,,,,,,,14.0,6.0,8.0,,,,,,,,1.0,,,5.0,2.0,1.0,,16.0,,,,,,,,,,1.0,,5.0,,,3.0,,,,,,,,,,2.0,,,1.0,1.0,,0.0,,4.0,,,,5.0,,,,1.0,8.0,1.0,8.0,,,,,,38.0,3.0,,2.0,3.0,14.0,16.0,0.0,1.0,,5.0,7.0,34.0,,2.0,2.0,1.0,1.0,,1.0,3.0,6.0,0.0,0.0
Brentford_94,2025-26,559610,Luka Bentt,Brentford,Midfielder,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2025-26,547671,Riley Owen,Brentford,Midfielder,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2025-26,502500,Igor Thiago,Brentford,Forward,Brazil,291.0,179.0,112.0,38.0,,9.0,198.0,17.0,8.0,,9.0,1.0,,19.0,,,525.0,322.0,203.0,1.8834,20.584,,20.0216,49.2128,,142.0,15.0,,,38.0,,,1.0,,,22.0,50.0,47.0,3.0,234.0,143.0,91.0,4.0,2.0,3.0,13.0,15.0,21.0,12.0,23.0,,6.0,154.0,2.0,,23.0,610.0,8.0,,,,,9.0,8.0,5.0,,38.0,23.0,93.0,,14.0,136.0,,,,,,,,,15.0,2.0,24.0,21.0,43.0,,37.0,0.0,7.0,1.0,,7.0,7.0,29.0,,1.0,56.0,13.0,268.0,175.0,423.0,16.0,22.0,4.0,,,3284.0,66.0,64.0,73.0,26.0,387.0,630.0,0.0,67.0,38.0,169.0,194.0,1215.0,,12.0,12.0,24.0,3.0,19.0,12.0,43.0,182.0,7.0,7.0
Brentford_94,2025-26,200641,Reiss Nelson,Brentford,Forward,England,,,,10.0,,,20.0,,1.0,,,,,1.0,,,24.0,13.0,11.0,0.1165,0.7111,,0.5036,3.575,,13.0,,,,10.0,,,1.0,,,,2.0,2.0,,24.0,13.0,11.0,,,1.0,,,,,1.0,,,16.0,,1.0,,73.0,1.0,,,,,,,1.0,,3.0,2.0,16.0,,,25.0,,,,,,,,,,,4.0,,1.0,1.0,,0.0,,10.0,,,,5.0,,,2.0,2.0,52.0,16.0,66.0,1.0,3.0,,,,118.0,11.0,2.0,,2.0,24.0,74.0,0.0,5.0,4.0,8.0,6.0,115.0,,2.0,2.0,7.0,,,1.0,,5.0,0.0,0.0
Brentford_94,2025-26,533463,Dango Ouattara,Brentford,Forward,Burkina Faso,107.0,55.0,52.0,32.0,,2.0,123.0,14.0,,,1.0,,28.0,29.0,,,325.0,187.0,138.0,4.3238,7.7177,,6.8412,32.5666,,149.0,17.0,5.0,,32.0,,,3.0,,,7.0,35.0,32.0,3.0,218.0,132.0,86.0,,2.0,1.0,5.0,10.0,10.0,24.0,24.0,,5.0,166.0,4.0,3.0,9.0,473.0,9.0,,,,,,,4.0,,61.0,32.0,85.0,,,47.0,,,,,,,,,10.0,4.0,22.0,10.0,20.0,3.0,25.0,0.0,13.0,7.0,7.0,19.0,11.0,23.0,,4.0,18.0,18.0,241.0,84.0,288.0,11.0,13.0,5.0,1.0,3.0,2279.0,88.0,52.0,27.0,39.0,438.0,485.0,0.0,42.0,24.0,119.0,179.0,1075.0,18.0,89.0,71.0,57.0,12.0,2.0,21.0,34.0,158.0,3.0,5.0
Brentford_94,2025-26,249231,Keane Lewis-Potter,Brentford,Forward,England,39.0,28.0,11.0,36.0,6.0,2.0,141.0,12.0,2.0,,5.0,,2.0,13.0,,,183.0,97.0,86.0,2.5026,3.0378,0.3966,2.2722,32.3425,,230.0,5.0,,6.0,36.0,,,3.0,,,3.0,32.0,28.0,4.0,144.0,69.0,75.0,,1.0,2.0,1.0,6.0,4.0,12.0,16.0,,1.0,54.0,6.0,2.0,3.0,562.0,2.0,,,,,,,2.0,,31.0,10.0,96.0,,1.0,143.0,,,,,,,,,6.0,6.0,10.0,4.0,9.0,2.0,22.0,0.0,12.0,14.0,1.0,22.0,21.0,16.0,,8.0,8.0,24.0,260.0,203.0,417.0,9.0,14.0,1.0,16.0,46.0,1968.0,43.0,37.0,15.0,36.0,266.0,568.0,0.0,19.0,23.0,74.0,127.0,993.0,1.0,47.0,46.0,28.0,33.0,,56.0,35.0,71.0,1.0,1.0
Brentford_94,2025-26,593174,Kaye Furo,Brentford,Forward,Belgium,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,3.0,,0.0,,,,,3.0,,,,,,,,,,0.0,0.0
