team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,otherGoals,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulFiftyFifty,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Nottm_Forest_17,2024-25,510500,Jota Silva,Nottingham Forest,Forward,Portugal,51.0,30.0,21.0,31.0,,2.0,36.0,7.0,1.0,,,,1.0,10.0,,182.0,101.0,81.0,1.8427,2.1066,,1.9939,16.8003,,56.0,12.0,1.0,,31.0,,,1.0,,,3.0,16.0,12.0,4.0,131.0,71.0,60.0,1.0,,1.0,1.0,5.0,3.0,12.0,13.0,,1.0,61.0,2.0,1.0,8.0,170.0,,6.0,,,,,,,,,20.0,8.0,43.0,,2.0,18.0,,,,,,,,,5.0,2.0,9.0,3.0,7.0,1.0,5.0,0.0,5.0,26.0,,4.0,4.0,10.0,,4.0,5.0,6.0,86.0,31.0,107.0,13.0,14.0,1.0,1.0,1.0,840.0,27.0,16.0,24.0,23.0,135.0,171.0,0.0,16.0,27.0,48.0,58.0,399.0,,17.0,17.0,15.0,7.0,,9.0,14.0,49.0,0.0,5.0
Nottm_Forest_17,2024-25,449434,Anthony Elanga,Newcastle United,Forward,Sweden,61.0,37.0,24.0,38.0,6.0,3.0,192.0,7.0,1.0,,3.0,,86.0,31.0,,255.0,140.0,115.0,5.1083,4.4708,0.2388,7.3599,40.5698,,124.0,2.0,,6.0,38.0,,,11.0,,,6.0,35.0,32.0,3.0,194.0,103.0,91.0,,,1.0,3.0,4.0,11.0,6.0,39.0,,5.0,202.0,3.0,7.0,18.0,621.0,,7.0,,,,,,,3.0,,34.0,10.0,89.0,,1.0,114.0,,,,,,,,,4.0,3.0,13.0,11.0,24.0,7.0,31.0,0.0,19.0,7.0,21.0,43.0,13.0,25.0,,3.0,26.0,11.0,414.0,120.0,480.0,5.0,14.0,3.0,,6.0,2507.0,82.0,20.0,9.0,47.0,455.0,632.0,0.0,37.0,19.0,122.0,141.0,1216.0,61.0,142.0,63.0,39.0,7.0,7.0,11.0,22.0,130.0,4.0,1.0
Nottm_Forest_17,2024-25,502222,Ramón Sosa,Nottingham Forest,Forward,Paraguay,12.0,8.0,4.0,19.0,,1.0,25.0,3.0,,,,,4.0,3.0,,52.0,27.0,25.0,0.3634,1.0116,,1.5301,3.4885,,21.0,3.0,,,19.0,,,,,,1.0,5.0,5.0,,40.0,19.0,21.0,,,,0.0,3.0,2.0,4.0,8.0,,,15.0,,2.0,3.0,82.0,,2.0,,,,,,,,,11.0,9.0,25.0,,1.0,23.0,,,,,,,,,3.0,,3.0,2.0,5.0,2.0,1.0,0.0,1.0,18.0,,3.0,3.0,8.0,,,3.0,3.0,39.0,24.0,57.0,2.0,3.0,,1.0,3.0,281.0,10.0,4.0,6.0,8.0,50.0,84.0,0.0,8.0,5.0,15.0,24.0,175.0,3.0,5.0,1.0,5.0,2.0,,2.0,3.0,22.0,0.0,1.0
Nottm_Forest_17,2025-26,221389,John Victor,Nottingham Forest,Goalkeeper,Brazil,,,,5.0,,,,,,1.0,1.0,,,,,,,,0.0089,,,,5.0368,,80.0,,,,5.0,25.0,13.0,,31.0,,,8.0,6.0,2.0,,,,,,,,,,,,,,32.0,,,,89.0,,,,,1.0,,,,1.0,3.0,,,26.0,,,18.0,,6.0,,6.0,,2.0,,,,,,,,,5.0,0.0,1.0,,,,,,,20.0,,30.0,24.0,59.0,53.0,,,,,,438.0,,4.0,,,50.0,130.0,0.0,,,,47.0,151.0,,,,,31.0,,47.0,5.0,,0.0,1.0
Nottm_Forest_17,2025-26,107265,Angus Gunn,Nottingham Forest U21,Goalkeeper,Scotland,,,,1.0,,,,,,1.0,,,,,,,,,0.0014,,,,,,19.0,,,,1.0,4.0,4.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,2.0,,6.0,6.0,,,,,,,,45.0,,1.0,,,13.0,19.0,0.0,,,,13.0,21.0,,,,,7.0,,13.0,1.0,,0.0,0.0
Nottm_Forest_17,2025-26,85633,Matz Sels,Nottingham Forest,Goalkeeper,Belgium,6.0,1.0,5.0,31.0,,,,,,14.0,7.0,,,,1.0,14.0,3.0,11.0,0.0938,,,,39.0399,,518.0,,,,31.0,218.0,83.0,,197.0,3.0,,39.0,32.0,7.0,8.0,2.0,6.0,,,,,,,,1.0,,,146.0,,,,498.0,,,,,5.0,1.0,,,4.0,12.0,,,198.0,,,120.0,1.0,95.0,1.0,63.0,32.0,32.0,,,,,,,,,30.0,0.0,1.0,1.0,,,,,,78.0,,150.0,115.0,333.0,298.0,,1.0,,,,2667.0,,26.0,,5.0,342.0,784.0,0.0,,1.0,,336.0,1038.0,,,,,197.0,,332.0,53.0,4.0,0.0,2.0
Nottm_Forest_17,2025-26,88248,Stefan Ortega,Nottingham Forest,Goalkeeper,Germany,1.0,,1.0,3.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,44.0,,,,3.0,14.0,4.0,,14.0,,,4.0,4.0,,,,,,,,,,,,,,,18.0,,,,51.0,,,,,,,,,,1.0,,,8.0,,,6.0,,8.0,,7.0,1.0,,,,,,,,,,3.0,0.0,,,,,,,,8.0,,23.0,10.0,37.0,24.0,,,,,,270.0,,1.0,,,21.0,68.0,0.0,,,,21.0,81.0,,,,,14.0,,21.0,2.0,,0.0,0.0
Nottm_Forest_17,2025-26,536682,Aaron Bott,Nottingham Forest U21,Goalkeeper,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Nottm_Forest_17,2025-26,571449,Keehan Willows,Nottingham Forest U21,Goalkeeper,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Nottm_Forest_17,2025-26,215136,Neco Williams,Nottingham Forest,Defender,Wales,78.0,39.0,39.0,37.0,2.0,1.0,276.0,18.0,17.0,,9.0,,23.0,29.0,,386.0,170.0,216.0,3.9553,1.9715,0.0985,2.9876,45.2486,,501.0,18.0,,2.0,37.0,,,3.0,,,2.0,47.0,38.0,9.0,308.0,131.0,177.0,3.0,,,1.0,6.0,6.0,47.0,33.0,2.0,,165.0,12.0,11.0,4.0,1302.0,,,,1.0,,,,,4.0,,86.0,31.0,164.0,,2.0,383.0,,,,,,,1.0,,6.0,12.0,9.0,6.0,19.0,11.0,36.0,1.0,2.0,1.0,6.0,29.0,23.0,31.0,,18.0,5.0,47.0,561.0,552.0,1037.0,34.0,62.0,,68.0,222.0,3206.0,68.0,88.0,30.0,52.0,549.0,1325.0,1.0,28.0,96.0,68.0,241.0,2387.0,15.0,113.0,98.0,40.0,60.0,,103.0,77.0,138.0,0.0,6.0
Nottm_Forest_17,2025-26,485047,Morato,Nottingham Forest,Defender,Brazil,37.0,14.0,23.0,21.0,,1.0,35.0,,15.0,,2.0,2.0,,1.0,,102.0,37.0,65.0,0.1628,1.3171,,1.3096,22.1631,,343.0,7.0,,,21.0,20.0,2.0,,22.0,,1.0,23.0,20.0,3.0,65.0,23.0,42.0,,1.0,,0.0,,1.0,11.0,2.0,3.0,,157.0,,,1.0,718.0,,,,,,,,,,,19.0,13.0,53.0,,,222.0,,,,,,,,,,,3.0,1.0,2.0,,14.0,0.0,1.0,7.0,,,,5.0,,8.0,,48.0,206.0,440.0,598.0,13.0,17.0,1.0,1.0,3.0,1342.0,,87.0,16.0,7.0,124.0,757.0,0.0,5.0,30.0,12.0,111.0,980.0,,2.0,2.0,,21.0,,56.0,45.0,55.0,0.0,5.0
Nottm_Forest_17,2025-26,575476,Murillo,Nottingham Forest,Defender,Brazil,46.0,22.0,24.0,25.0,2.0,1.0,75.0,5.0,24.0,,6.0,2.0,,2.0,,138.0,64.0,74.0,0.482,0.7396,0.1153,1.2554,26.1775,,494.0,11.0,,2.0,25.0,26.0,2.0,,28.0,,1.0,29.0,21.0,8.0,92.0,42.0,50.0,,,,0.0,1.0,1.0,34.0,8.0,2.0,1.0,164.0,4.0,2.0,,1065.0,,,2.0,,,,,,4.0,,28.0,22.0,102.0,,,399.0,,,,,,,,,1.0,4.0,2.0,1.0,4.0,2.0,25.0,0.0,3.0,,,,,9.0,,7.0,1.0,82.0,335.0,611.0,864.0,13.0,22.0,3.0,,4.0,2133.0,14.0,130.0,23.0,7.0,223.0,1132.0,0.0,6.0,35.0,10.0,186.0,1483.0,,3.0,2.0,5.0,33.0,,86.0,55.0,100.0,1.0,5.0
Nottm_Forest_17,2025-26,575458,Jair Cunha,Nottingham Forest U21,Defender,Brazil,9.0,4.0,5.0,9.0,,,17.0,2.0,2.0,,,,,1.0,,34.0,12.0,22.0,0.065,0.2877,,0.1372,9.5545,,96.0,,,,9.0,3.0,1.0,,4.0,,,7.0,6.0,1.0,25.0,8.0,17.0,,,,,2.0,1.0,5.0,1.0,1.0,,62.0,,,,213.0,,,,,,,,,1.0,,5.0,2.0,13.0,,,46.0,,,,,,,,,2.0,,,1.0,1.0,,6.0,0.0,3.0,3.0,,,,2.0,,3.0,,5.0,55.0,122.0,172.0,4.0,5.0,,,9.0,516.0,3.0,31.0,,6.0,54.0,221.0,0.0,1.0,9.0,4.0,44.0,304.0,,2.0,2.0,2.0,11.0,,16.0,19.0,28.0,0.0,0.0
Nottm_Forest_17,2025-26,470315,Luca Netz,Nottingham Forest,Defender,Germany,11.0,9.0,2.0,7.0,,,25.0,,3.0,,,,,,,36.0,18.0,18.0,0.4186,,,,5.8569,,29.0,4.0,,,7.0,1.0,,,1.0,,,5.0,5.0,,25.0,9.0,16.0,,,,,,,3.0,2.0,,,9.0,,,,99.0,,,,,,,,,,,4.0,1.0,15.0,,,37.0,,,,,,,,,,,,,,,3.0,0.0,2.0,4.0,,,,2.0,,2.0,4.0,5.0,33.0,50.0,78.0,5.0,7.0,,4.0,13.0,355.0,2.0,9.0,5.0,2.0,28.0,100.0,0.0,,12.0,5.0,17.0,163.0,,2.0,2.0,2.0,4.0,,5.0,9.0,12.0,0.0,0.0
Nottm_Forest_17,2025-26,90585,Willy Boly,Nottingham Forest,Defender,Cote d’Ivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Nottm_Forest_17,2025-26,227444,Nikola Milenkovic,Nottingham Forest,Defender,Serbia,128.0,39.0,89.0,38.0,,,111.0,2.0,36.0,,9.0,,,2.0,,214.0,71.0,143.0,0.7152,0.8444,,0.0768,48.1217,,502.0,10.0,,,38.0,5.0,,,5.0,,,51.0,42.0,9.0,86.0,32.0,54.0,,,,,2.0,1.0,29.0,3.0,2.0,,565.0,,,1.0,1498.0,,,1.0,,,,,,5.0,,28.0,14.0,108.0,,,361.0,,,,,,,,,2.0,,13.0,1.0,1.0,,37.0,0.0,,1.0,,,,3.0,,27.0,4.0,84.0,391.0,942.0,1249.0,14.0,17.0,1.0,,4.0,3375.0,2.0,218.0,21.0,20.0,224.0,1539.0,0.0,14.0,31.0,35.0,206.0,1980.0,,2.0,2.0,,75.0,1.0,119.0,64.0,87.0,0.0,6.0
Nottm_Forest_17,2025-26,159506,Ola Aina,Nottingham Forest U21,Defender,Nigeria,39.0,14.0,25.0,18.0,,,87.0,3.0,3.0,,6.0,,1.0,13.0,,158.0,73.0,85.0,0.8249,0.4028,,0.0269,20.2253,,281.0,8.0,,,18.0,,,,,,,19.0,17.0,2.0,119.0,59.0,60.0,1.0,,1.0,,2.0,,25.0,9.0,,,210.0,1.0,1.0,,614.0,,2.0,,,,,,,3.0,,38.0,13.0,81.0,,,51.0,,,,,,,1.0,,2.0,1.0,8.0,,1.0,1.0,18.0,0.0,3.0,,,7.0,7.0,15.0,,8.0,3.0,36.0,286.0,254.0,497.0,10.0,21.0,,45.0,90.0,1590.0,34.0,71.0,13.0,15.0,229.0,629.0,0.0,9.0,31.0,10.0,96.0,1093.0,,31.0,31.0,19.0,15.0,,31.0,31.0,65.0,0.0,3.0
Nottm_Forest_17,2025-26,500151,Nicolò Savona,Nottingham Forest,Defender,Italy,12.0,5.0,7.0,14.0,,1.0,75.0,1.0,3.0,,3.0,,,7.0,,70.0,36.0,34.0,0.4388,1.3398,,1.6127,15.6895,,153.0,4.0,,,14.0,,,,,,2.0,18.0,13.0,5.0,58.0,31.0,27.0,,,,1.0,1.0,1.0,4.0,7.0,,1.0,148.0,,,1.0,390.0,,1.0,,,,,,,2.0,,19.0,9.0,27.0,,1.0,23.0,,,,,,,,,1.0,,1.0,1.0,3.0,,11.0,0.0,2.0,3.0,,8.0,8.0,2.0,,2.0,1.0,13.0,149.0,173.0,301.0,8.0,12.0,,28.0,76.0,1026.0,5.0,29.0,12.0,5.0,147.0,399.0,0.0,4.0,20.0,15.0,85.0,637.0,,19.0,19.0,3.0,17.0,,34.0,26.0,51.0,0.0,2.0
Nottm_Forest_17,2025-26,549067,Zach Abbott,Nottingham Forest U21,Defender,England,8.0,2.0,6.0,3.0,,,6.0,,1.0,,,,,,,20.0,8.0,12.0,0.0114,,,,4.015,,33.0,,,,3.0,,,,,,,4.0,4.0,,12.0,6.0,6.0,,,,,,,1.0,,,,19.0,,,,60.0,,,,1.0,,,,,,,2.0,1.0,10.0,,,4.0,,,,,,,,,,,,,,,2.0,0.0,2.0,1.0,,1.0,1.0,1.0,,,,1.0,17.0,28.0,43.0,,4.0,,8.0,8.0,165.0,4.0,7.0,3.0,1.0,34.0,62.0,0.0,,4.0,,18.0,107.0,,2.0,2.0,2.0,3.0,,7.0,4.0,11.0,0.0,0.0
Nottm_Forest_17,2025-26,687076,Lamin Sillah,Nottingham Forest U21,Forward,Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Nottm_Forest_17,2025-26,536687,Justin Hanks,Nottingham Forest U21,Defender,Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Nottm_Forest_17,2025-26,210462,Ibrahim Sangaré,Nottingham Forest,Midfielder,Cote d’Ivoire,51.0,27.0,24.0,28.0,,0.0,148.0,2.0,19.0,,7.0,,,5.0,,230.0,119.0,111.0,1.7954,1.1464,,1.9742,27.3749,,294.0,29.0,,,28.0,1.0,,2.0,1.0,,2.0,26.0,23.0,3.0,179.0,92.0,87.0,1.0,,1.0,2.0,,2.0,25.0,10.0,,,281.0,2.0,1.0,,922.0,,2.0,,2.0,,,,,3.0,,35.0,24.0,114.0,,2.0,233.0,,,,,,,,,,2.0,9.0,2.0,5.0,1.0,25.0,0.0,9.0,3.0,,,,11.0,,5.0,27.0,38.0,430.0,400.0,792.0,29.0,30.0,3.0,,7.0,2080.0,27.0,50.0,42.0,18.0,191.0,956.0,0.0,14.0,59.0,18.0,126.0,1294.0,,8.0,8.0,12.0,17.0,2.0,30.0,37.0,96.0,0.0,5.0
Nottm_Forest_17,2025-26,215379,Elliot Anderson,Nottingham Forest,Midfielder,England,112.0,46.0,66.0,38.0,2.0,2.0,416.0,18.0,16.0,,7.0,1.0,87.0,21.0,,542.0,245.0,297.0,4.7863,2.8989,0.0903,2.4148,46.7149,,810.0,36.0,,2.0,38.0,,,4.0,,,4.0,50.0,41.0,9.0,430.0,199.0,231.0,,,,2.0,7.0,2.0,41.0,50.0,,1.0,549.0,11.0,4.0,2.0,2247.0,,3.0,,1.0,,,1.0,1.0,5.0,,83.0,50.0,306.0,,3.0,608.0,,,,,,,1.0,,7.0,11.0,16.0,2.0,10.0,4.0,37.0,0.0,4.0,1.0,23.0,51.0,24.0,50.0,,11.0,40.0,119.0,1157.0,932.0,1919.0,41.0,63.0,9.0,,12.0,3334.0,104.0,49.0,57.0,80.0,656.0,2383.0,0.0,26.0,104.0,62.0,345.0,3300.0,53.0,125.0,50.0,42.0,34.0,,104.0,88.0,241.0,0.0,8.0
Nottm_Forest_17,2025-26,222531,Morgan Gibbs-White,Nottingham Forest,Midfielder,England,117.0,76.0,41.0,37.0,5.0,8.0,289.0,24.0,3.0,,6.0,,1.0,22.0,,322.0,192.0,130.0,2.916,10.8391,0.3391,12.8855,43.7367,,343.0,13.0,1.0,5.0,37.0,,,4.0,,,15.0,45.0,36.0,9.0,205.0,116.0,89.0,2.0,3.0,,7.0,14.0,8.0,13.0,45.0,,2.0,282.0,10.0,9.0,5.0,1180.0,,6.0,,,,,1.0,1.0,5.0,,64.0,24.0,110.0,,10.0,294.0,,,,,,,,1.0,14.0,10.0,27.0,8.0,32.0,9.0,35.0,0.0,16.0,2.0,,9.0,9.0,30.0,,2.0,62.0,42.0,714.0,275.0,938.0,5.0,15.0,10.0,2.0,5.0,3110.0,70.0,32.0,26.0,41.0,435.0,1208.0,0.0,59.0,20.0,126.0,228.0,1744.0,,34.0,33.0,33.0,7.0,7.0,33.0,45.0,195.0,3.0,1.0
Nottm_Forest_17,2025-26,250199,Nicolás Domínguez,Nottingham Forest,Midfielder,Argentina,34.0,21.0,13.0,27.0,,1.0,105.0,8.0,5.0,,,,4.0,3.0,,156.0,70.0,86.0,0.789,1.4678,,1.7487,18.2202,,192.0,8.0,,,27.0,,,1.0,,,1.0,20.0,18.0,2.0,122.0,49.0,73.0,,1.0,,0.0,3.0,2.0,7.0,10.0,,,120.0,5.0,2.0,,506.0,,2.0,,,,,,,1.0,,23.0,13.0,58.0,,,118.0,,,,,,,1.0,,3.0,5.0,5.0,2.0,5.0,2.0,17.0,0.0,16.0,10.0,2.0,6.0,4.0,6.0,,1.0,19.0,15.0,238.0,224.0,441.0,26.0,30.0,2.0,,2.0,1175.0,11.0,17.0,16.0,11.0,112.0,535.0,0.0,10.0,56.0,17.0,79.0,733.0,1.0,8.0,7.0,6.0,4.0,1.0,9.0,30.0,70.0,0.0,3.0
Nottm_Forest_17,2025-26,204968,Ryan Yates,Nottingham Forest,Midfielder,England,30.0,10.0,20.0,22.0,,,50.0,4.0,3.0,,,,,2.0,,84.0,34.0,50.0,0.3923,0.4979,,0.0222,8.4735,,96.0,6.0,,,22.0,,,2.0,,,,7.0,5.0,2.0,54.0,24.0,30.0,1.0,,,,1.0,2.0,9.0,3.0,,,55.0,3.0,,,240.0,,,,,,,,,,,6.0,3.0,18.0,,,59.0,,,,,,,,,1.0,3.0,3.0,2.0,2.0,,2.0,0.0,2.0,20.0,,2.0,2.0,1.0,,,5.0,4.0,99.0,106.0,199.0,6.0,10.0,,,,604.0,7.0,23.0,13.0,13.0,75.0,260.0,0.0,5.0,16.0,10.0,57.0,377.0,,2.0,2.0,1.0,4.0,,9.0,16.0,48.0,0.0,3.0
Nottm_Forest_17,2025-26,432714,James McAtee,Nottingham Forest,Midfielder,England,6.0,5.0,1.0,14.0,,,38.0,2.0,1.0,,,,2.0,1.0,,44.0,28.0,16.0,0.3658,0.1724,,,8.2052,,22.0,3.0,,,14.0,,,1.0,,,,9.0,7.0,2.0,38.0,23.0,15.0,,,,,1.0,,3.0,5.0,,,26.0,1.0,,2.0,117.0,,,,,,,,,1.0,,12.0,7.0,18.0,,,35.0,,,,,,,,,1.0,1.0,2.0,,,,2.0,0.0,1.0,12.0,,,,3.0,,,3.0,3.0,73.0,29.0,99.0,3.0,4.0,2.0,,,289.0,15.0,3.0,4.0,5.0,49.0,121.0,0.0,2.0,7.0,15.0,19.0,192.0,2.0,9.0,7.0,6.0,,,3.0,6.0,16.0,0.0,1.0
Nottm_Forest_17,2025-26,568159,Archie Whitehall,Nottingham Forest U21,Midfielder,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Nottm_Forest_17,2025-26,590040,Jimmy Sinclair,Nottingham Forest U21,Defender,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Nottm_Forest_17,2025-26,209046,Callum Hudson-Odoi,Nottingham Forest,Forward,England,12.0,9.0,3.0,30.0,1.0,1.0,230.0,10.0,2.0,,1.0,,7.0,21.0,,137.0,78.0,59.0,2.9843,2.803,0.0305,2.6981,25.6528,,109.0,4.0,,1.0,30.0,,,4.0,,,3.0,26.0,21.0,5.0,125.0,69.0,56.0,2.0,,1.0,2.0,7.0,6.0,8.0,40.0,,,72.0,3.0,1.0,3.0,650.0,,8.0,,,,,,,5.0,,27.0,8.0,68.0,,3.0,246.0,,,,,,,,,7.0,3.0,10.0,6.0,10.0,1.0,21.0,0.0,17.0,9.0,1.0,13.0,12.0,30.0,,,17.0,24.0,484.0,115.0,562.0,7.0,7.0,1.0,1.0,8.0,1844.0,50.0,14.0,12.0,12.0,248.0,657.0,0.0,20.0,14.0,66.0,71.0,1005.0,3.0,78.0,75.0,28.0,5.0,1.0,13.0,15.0,58.0,1.0,0.0
Nottm_Forest_17,2025-26,210156,Taiwo Awoniyi,Nottingham Forest,Forward,Nigeria,50.0,41.0,9.0,17.0,,4.0,24.0,1.0,1.0,,,,,4.0,,82.0,62.0,20.0,0.7695,3.578,,3.5817,6.3468,,17.0,2.0,1.0,,17.0,,,1.0,,,4.0,4.0,3.0,1.0,32.0,21.0,11.0,,1.0,,0.0,1.0,4.0,1.0,5.0,,1.0,13.0,,,6.0,74.0,,2.0,,,,,,,,,5.0,2.0,18.0,,2.0,21.0,,,,,,,,,1.0,,6.0,4.0,8.0,,3.0,0.0,2.0,14.0,,,,2.0,,,8.0,,36.0,24.0,60.0,1.0,1.0,1.0,,,481.0,7.0,4.0,10.0,7.0,54.0,75.0,0.0,14.0,2.0,25.0,15.0,161.0,,1.0,1.0,2.0,,1.0,,1.0,15.0,0.0,2.0
Nottm_Forest_17,2025-26,60689,Chris Wood,Nottingham Forest U21,Forward,New Zealand,65.0,39.0,26.0,15.0,,1.0,46.0,,4.0,,,,,3.0,,87.0,53.0,34.0,0.3206,4.2481,,2.5952,13.9114,,39.0,2.0,,,15.0,,,,,,3.0,14.0,12.0,2.0,22.0,14.0,8.0,,,2.0,2.0,,5.0,1.0,5.0,,2.0,35.0,,1.0,4.0,158.0,,,,,,,,,1.0,,6.0,,14.0,,1.0,40.0,,,,,,,,,,,14.0,5.0,9.0,1.0,11.0,0.0,11.0,4.0,,,,1.0,,,22.0,2.0,66.0,45.0,109.0,,1.0,1.0,,,906.0,3.0,9.0,6.0,6.0,75.0,160.0,0.0,23.0,1.0,37.0,49.0,241.0,,1.0,1.0,1.0,,4.0,1.0,11.0,48.0,0.0,0.0
Nottm_Forest_17,2025-26,456512,Dan Ndoye,Nottingham Forest,Forward,Switzerland,25.0,14.0,11.0,24.0,,0.0,101.0,4.0,2.0,,,,5.0,13.0,,149.0,80.0,69.0,1.5374,1.0617,,0.9376,15.4967,,60.0,3.0,,,24.0,,,1.0,,,1.0,17.0,12.0,5.0,124.0,66.0,58.0,1.0,1.0,,1.0,4.0,2.0,10.0,13.0,,,46.0,,1.0,9.0,280.0,,4.0,,,,,,,1.0,,29.0,14.0,50.0,,,75.0,,,,,,,,,4.0,,7.0,2.0,4.0,1.0,14.0,0.0,11.0,10.0,1.0,9.0,8.0,13.0,,,6.0,7.0,169.0,61.0,214.0,10.0,13.0,1.0,1.0,4.0,1176.0,39.0,12.0,16.0,22.0,179.0,282.0,0.0,11.0,23.0,52.0,61.0,555.0,3.0,33.0,30.0,20.0,1.0,3.0,6.0,19.0,55.0,1.0,1.0
Nottm_Forest_17,2025-26,569014,Eric da Silva Moreira,Nottingham Forest U21,Forward,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
