season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385627,8,17,Nottingham_Forest,Home,838399,208912.0,Joe Worrall,joe-worrall,D,True,,,1.0,9.0,13.0,22.0,,1.0,1.0,1.0,,,,,,1.0,1.0,,,0.2773,0.0,0.0,1.0,,,,,,,2.0,,27.0,,,,,,,,9.0,,6.8,,,,,,,,5.0,,15.0,16.0,31.0,0,,32.0,,,,
2022-23,10385627,8,17,Nottingham_Forest,Home,844424,230251.0,Emmanuel Dennis,emmanuel-dennis,F,True,,,,,,,,,,,,,,,1.0,1.0,,,,0.0,0.0,0.0,1.0,,,,,,,,,9.0,,,,,,,,2.0,,6.4,,,,,,,,,1.0,,,,0,,3.0,1.0,,,
2022-23,10385627,8,17,Nottingham_Forest,Home,846252,204968.0,Ryan Yates,ryan-yates,M,False,,,2.0,9.0,15.0,24.0,1.0,4.0,3.0,1.0,,,1.0,,,4.0,5.0,,,0.00376429,0.2699,0.0184,2.0,1.0,,,,,1.0,1.0,,90.0,1.0,2.0,,,,,,5.0,,7.3,,,2.0,1.0,,,,4.0,,12.0,16.0,28.0,3,,40.0,1.0,1.0,,
2022-23,10385627,8,17,Nottingham_Forest,Home,851150,233420.0,Renan Lodi,renan-lodi,D,False,1.0,,2.0,15.0,19.0,33.0,,1.0,7.0,,,1.0,,,3.0,4.0,3.0,,,0.113165,0.0536,0.0,1.0,,,,,,1.0,2.0,,90.0,,,,,,,,17.0,,6.4,,,,2.0,,6.0,,6.0,,27.0,21.0,42.0,1,1.0,67.0,,1.0,,1.0
2022-23,10385627,8,17,Nottingham_Forest,Home,865912,222531.0,Morgan Gibbs-White,morgan-gibbs-white,M,False,2.0,,,13.0,3.0,14.0,4.0,2.0,3.0,,,2.0,1.0,,1.0,9.0,3.0,,,0.0970057,0.0779,0.0,2.0,,,,,,1.0,2.0,,90.0,,,,,,,,25.0,,6.5,,,,,1.0,4.0,,2.0,,27.0,6.0,29.0,2,,48.0,5.0,1.0,,
2022-23,10385627,8,17,Nottingham_Forest,Home,920936,243345.0,Lewis O'Brien,lewis-obrien,M,True,,,,8.0,5.0,13.0,1.0,,4.0,,,,,,,1.0,5.0,,,0.00284337,0.1633,0.3859,,,1.0,,,,1.0,,,20.0,1.0,,,,,,,1.0,,7.8,,,,,1.0,,,,,9.0,5.0,14.0,1,2.0,22.0,,2.0,1.0,1.0
2022-23,10385627,8,17,Nottingham_Forest,Home,927356,215136.0,Neco Williams,neco-williams,D,False,,,3.0,1.0,16.0,17.0,,1.0,6.0,,,,,,2.0,3.0,3.0,,,0.00119931,0.0375,0.0,,,,,,,1.0,,,88.0,,,,,,,,17.0,,6.3,,,2.0,,1.0,3.0,,6.0,,12.0,18.0,27.0,2,1.0,45.0,,1.0,,
2022-23,10385627,8,17,Nottingham_Forest,Home,965331,437753.0,Giulian Biancone,giulian-biancone,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385627,8,17,Nottingham_Forest,Home,1085180,242898.0,Brennan Johnson,brennan-johnson,F,False,,,,3.0,3.0,6.0,1.0,,2.0,,,,,,,1.0,1.0,,,0.0246659,0.0,0.0,1.0,,,,,,,1.0,,90.0,,,,,,,,6.0,,6.5,,,,,,1.0,,,,5.0,4.0,8.0,0,,13.0,1.0,1.0,,
2022-23,10385631,9,17,Nottingham_Forest,Away,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385631,9,17,Nottingham_Forest,Away,42707,56917.0,Steve Cook,steve-cook,D,False,,,5.0,10.0,53.0,63.0,,1.0,8.0,,,,1.0,,1.0,3.0,2.0,,,0.00426096,0.0224,0.0,1.0,,,,,,2.0,,,90.0,,1.0,,,,,,14.0,,6.4,,,1.0,6.0,,,,12.0,,18.0,56.0,74.0,1,1.0,89.0,1.0,,,1.0
2022-23,10385631,9,17,Nottingham_Forest,Away,45944,55037.0,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,1.0,5.0,5.0,10.0,,2.0,1.0,,,,1.0,,,2.0,4.0,,,0.00735108,0.0,0.0,1.0,,,,,,1.0,,,45.0,,,,,,,,6.0,,6.4,,,,,1.0,,,2.0,,8.0,7.0,15.0,0,1.0,20.0,1.0,,1.0,1.0
2022-23,10385631,9,17,Nottingham_Forest,Away,105697,80226.0,Serge Aurier,serge-aurier,D,True,1.0,,,11.0,11.0,21.0,,1.0,4.0,,,,,,1.0,1.0,5.0,,,0.0639208,0.0,0.0,,,,,,,1.0,1.0,,45.0,,,,,,,,8.0,,6.9,,,,,1.0,1.0,,1.0,,15.0,14.0,28.0,0,2.0,43.0,,1.0,1.0,1.0
2022-23,10385631,9,17,Nottingham_Forest,Away,115516,89076.0,Remo Freuler,remo-freuler,M,True,1.0,,,11.0,20.0,30.0,,,4.0,,,,,,,,,,,0.0802099,0.0,0.0,,,,,,,1.0,1.0,,45.0,,,,,,,,4.0,,6.8,,,,1.0,,1.0,,,,11.0,24.0,34.0,0,,40.0,,,,
2022-23,10385631,9,17,Nottingham_Forest,Away,139310,90585.0,Willy Boly,willy-boly,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385631,9,17,Nottingham_Forest,Away,205508,109322.0,Jesse Lingard,jesse-lingard,F,False,,,1.0,8.0,6.0,14.0,1.0,,2.0,,,1.0,1.0,,,5.0,2.0,,,0.0105122,0.0926,0.0,2.0,,,,,,,,,69.0,,,,,,,,5.0,,6.2,,,,,1.0,,,2.0,,9.0,7.0,16.0,1,1.0,23.0,2.0,1.0,,1.0
2022-23,10385631,9,17,Nottingham_Forest,Away,358108,168281.0,Scott McKenna,scott-mckenna,D,False,,,2.0,6.0,51.0,57.0,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,,,0.00204686,0.0,0.0,,,,,,,,1.0,,90.0,,,,,,,,6.0,,6.3,,,,3.0,,,,4.0,,9.0,53.0,62.0,0,,66.0,,,,
2022-23,10385631,9,17,Nottingham_Forest,Away,359664,210156.0,Taiwo Awoniyi,taiwo-awoniyi,F,False,,,,3.0,3.0,6.0,,2.0,,,2.0,,1.0,,,2.0,2.0,,,0.00136134,0.4938,0.1936,1.0,,,,,1.0,,,,62.0,1.0,,,,,,,2.0,,6.1,,,2.0,2.0,,,,,1.0,5.0,3.0,8.0,3,,13.0,,,,
2022-23,10385631,9,17,Nottingham_Forest,Away,788134,172649.0,Dean Henderson,dean-henderson,G,False,,,7.0,5.0,25.0,30.0,,,7.0,,,,,,,,,,,0.00070653,0.0,0.0,,,,-1.7777,,,,,,90.0,,,,,,,,16.0,,5.9,3.0,4.0,,,,,,23.0,,16.0,30.0,46.0,0,,54.0,,,,
2022-23,10385631,9,17,Nottingham_Forest,Away,793988,179519.0,Orel Mangala,orel-mangala,M,True,,,,4.0,5.0,9.0,,,1.0,,,,,,,2.0,3.0,,,0.00168789,0.0,0.0,,,,,,,,,,21.0,,,,,,,,5.0,,6.4,,,,,2.0,,,,,5.0,7.0,12.0,0,1.0,17.0,,2.0,,1.0
2022-23,10385631,9,17,Nottingham_Forest,Away,817567,217331.0,Sam Surridge,sam-surridge,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385631,9,17,Nottingham_Forest,Away,838399,208912.0,Joe Worrall,joe-worrall,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385631,9,17,Nottingham_Forest,Away,844424,230251.0,Emmanuel Dennis,emmanuel-dennis,F,True,1.0,,,5.0,,4.0,3.0,1.0,,1.0,,,,,1.0,4.0,2.0,,,0.136143,0.1076,0.0,,,,,,,,1.0,,28.0,,,,,,,,2.0,,6.9,,,1.0,,,1.0,,,2.0,5.0,1.0,5.0,1,,10.0,,1.0,,
2022-23,10385631,9,17,Nottingham_Forest,Away,846252,204968.0,Ryan Yates,ryan-yates,M,True,,,1.0,4.0,10.0,14.0,,1.0,3.0,,,,,,1.0,1.0,2.0,,,0.00362407,0.0778,0.0,,,,,,,,,,45.0,,,,,,,,3.0,,6.5,,,1.0,,,,,3.0,,5.0,11.0,16.0,1,,20.0,,1.0,,
2022-23,10385631,9,17,Nottingham_Forest,Away,851150,233420.0,Renan Lodi,renan-lodi,D,False,,,1.0,8.0,31.0,39.0,,,6.0,,,,,,,4.0,8.0,,,0.00239159,0.0,0.0,2.0,,,,,,3.0,,,90.0,,,,,,,,17.0,,6.3,,,,1.0,5.0,2.0,,7.0,,15.0,38.0,51.0,0,3.0,74.0,,2.0,3.0,2.0
2022-23,10385631,9,17,Nottingham_Forest,Away,865912,222531.0,Morgan Gibbs-White,morgan-gibbs-white,M,False,1.0,,1.0,18.0,12.0,29.0,5.0,,4.0,1.0,1.0,,,,,6.0,1.0,,,0.505108,0.1995,0.1889,,,,,,,1.0,2.0,,90.0,1.0,,,,,,,19.0,,7.0,,,,,1.0,7.0,,2.0,,33.0,13.0,39.0,1,,56.0,1.0,1.0,,
2022-23,10385631,9,17,Nottingham_Forest,Away,920936,243345.0,Lewis O'Brien,lewis-obrien,M,False,,,,3.0,8.0,11.0,1.0,,4.0,,,1.0,1.0,,,2.0,5.0,,,0.00071146,0.012,0.0,,,,,,,,,,45.0,,,,,,,,7.0,,6.5,,,,,2.0,,,1.0,,6.0,9.0,15.0,1,2.0,27.0,3.0,1.0,2.0,
2022-23,10385631,9,17,Nottingham_Forest,Away,927356,215136.0,Neco Williams,neco-williams,D,False,,,,4.0,5.0,9.0,1.0,1.0,3.0,,,,,,,3.0,4.0,,,0.00040016,0.0,0.0,3.0,,,,,,4.0,,,45.0,,1.0,,,,,,12.0,,6.5,,,,2.0,1.0,,,4.0,,11.0,8.0,19.0,0,2.0,34.0,,,1.0,2.0
2022-23,10385631,9,17,Nottingham_Forest,Away,1085180,242898.0,Brennan Johnson,brennan-johnson,F,False,,,,13.0,3.0,16.0,,1.0,2.0,,,,,,1.0,3.0,5.0,,,0.105639,0.1556,0.1395,2.0,,,,,,,1.0,,90.0,1.0,1.0,,,,,,13.0,,6.6,,,,,3.0,1.0,,,1.0,21.0,4.0,24.0,1,,39.0,1.0,1.0,3.0,
2022-23,10385761,10,17,Nottingham_Forest,Home,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385761,10,17,Nottingham_Forest,Home,42707,56917.0,Steve Cook,steve-cook,D,False,,,4.0,3.0,24.0,27.0,,4.0,5.0,,,,,,,1.0,5.0,,,0.0032858,0.0,0.0,1.0,,,,,,,,,90.0,,,,,,,,13.0,,6.7,,,,4.0,,,,11.0,,10.0,30.0,40.0,0,1.0,49.0,,,,
2022-23,10385761,10,17,Nottingham_Forest,Home,45944,55037.0,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,,8.0,7.0,15.0,,2.0,9.0,,,,1.0,,1.0,3.0,7.0,,,0.00824535,0.0949,0.3725,1.0,,,,,,1.0,,,90.0,2.0,1.0,,,,,,7.0,,7.2,,,,2.0,,,,,,10.0,9.0,19.0,2,3.0,34.0,2.0,2.0,,2.0
2022-23,10385761,10,17,Nottingham_Forest,Home,105697,80226.0,Serge Aurier,serge-aurier,D,False,1.0,,,10.0,15.0,24.0,1.0,1.0,2.0,,,,1.0,,2.0,5.0,2.0,,,0.038163,0.0,0.0,1.0,,,,,,2.0,1.0,,58.0,,1.0,,,,,,11.0,,6.5,,,,3.0,,1.0,,,,11.0,16.0,26.0,0,,53.0,1.0,1.0,,
2022-23,10385761,10,17,Nottingham_Forest,Home,115516,89076.0,Remo Freuler,remo-freuler,M,False,,,3.0,16.0,16.0,32.0,1.0,2.0,6.0,,,,2.0,,,6.0,7.0,,,0.00865284,0.0,0.0,2.0,,,,,,1.0,,,90.0,,2.0,,,,,,9.0,,6.8,,,,3.0,4.0,,,4.0,,20.0,19.0,39.0,0,2.0,55.0,1.0,,3.0,1.0
2022-23,10385761,10,17,Nottingham_Forest,Home,139310,90585.0,Willy Boly,willy-boly,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385761,10,17,Nottingham_Forest,Home,205508,109322.0,Jesse Lingard,jesse-lingard,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385761,10,17,Nottingham_Forest,Home,358108,168281.0,Scott McKenna,scott-mckenna,D,False,,,2.0,7.0,18.0,25.0,,,4.0,,,,,,,,2.0,,,0.00384403,0.0,0.0,,,,,,,1.0,,,90.0,,1.0,,,,,,4.0,,7.0,,,,5.0,1.0,,,4.0,,8.0,21.0,29.0,0,1.0,40.0,,,1.0,1.0
2022-23,10385761,10,17,Nottingham_Forest,Home,358218,114241.0,Harry Toffolo,harry-toffolo,D,False,1.0,,2.0,15.0,10.0,24.0,,1.0,3.0,,,,,,1.0,2.0,2.0,,,0.0232691,0.0,0.0,1.0,,,,,,,,,90.0,,1.0,,,,,,13.0,,6.6,,,,1.0,,2.0,,4.0,,22.0,11.0,31.0,0,,48.0,2.0,1.0,,
2022-23,10385761,10,17,Nottingham_Forest,Home,359664,210156.0,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385761,10,17,Nottingham_Forest,Home,788134,172649.0,Dean Henderson,dean-henderson,G,False,,1.0,13.0,11.0,9.0,20.0,,,9.0,,,,,,,,,,,0.00354099,0.0,0.0,,,,-0.6379,3.0,,,,,90.0,,,,,,,,6.0,,6.5,1.0,1.0,,,,,1.0,19.0,,16.0,10.0,26.0,0,,38.0,,,,
2022-23,10385761,10,17,Nottingham_Forest,Home,793988,179519.0,Orel Mangala,orel-mangala,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385761,10,17,Nottingham_Forest,Home,817567,217331.0,Sam Surridge,sam-surridge,F,True,,,,3.0,,3.0,2.0,,2.0,,,,,,,3.0,2.0,,,0.00499351,0.0,0.0,2.0,,,,,,,1.0,,19.0,,,,,,,,3.0,,6.7,,,,,,1.0,,,,6.0,,5.0,0,,8.0,,2.0,,
2022-23,10385761,10,17,Nottingham_Forest,Home,838399,208912.0,Joe Worrall,joe-worrall,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385761,10,17,Nottingham_Forest,Home,844424,230251.0,Emmanuel Dennis,emmanuel-dennis,F,False,,,,8.0,1.0,9.0,,3.0,2.0,,,,,,2.0,8.0,7.0,,,0.00798676,0.0571,0.0891,1.0,,1.0,,,,,1.0,,71.0,1.0,,,,,,,19.0,,6.8,,,,,6.0,,,,,14.0,4.0,18.0,1,,37.0,3.0,3.0,1.0,
2022-23,10385761,10,17,Nottingham_Forest,Home,846252,204968.0,Ryan Yates,ryan-yates,M,False,,,,12.0,16.0,28.0,,4.0,8.0,,,,2.0,,1.0,6.0,13.0,,,0.00666943,0.0,0.0,3.0,,,,,,,,,90.0,,1.0,,,,,,7.0,,7.1,,,,4.0,,,,1.0,,16.0,17.0,33.0,0,3.0,51.0,1.0,7.0,,1.0
2022-23,10385761,10,17,Nottingham_Forest,Home,865912,222531.0,Morgan Gibbs-White,morgan-gibbs-white,M,False,1.0,,2.0,16.0,4.0,19.0,,3.0,5.0,,,1.0,1.0,,2.0,6.0,10.0,,,0.0833942,0.1028,0.0,1.0,1.0,,,,,1.0,1.0,,89.0,,1.0,,,,,,23.0,,7.3,,,1.0,1.0,6.0,3.0,,4.0,,26.0,8.0,31.0,2,2.0,58.0,4.0,1.0,4.0,2.0
2022-23,10385761,10,17,Nottingham_Forest,Home,920936,243345.0,Lewis O'Brien,lewis-obrien,M,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385761,10,17,Nottingham_Forest,Home,927356,215136.0,Neco Williams,neco-williams,D,True,,,1.0,2.0,5.0,7.0,2.0,,4.0,,,,,,,3.0,3.0,,,0.00211191,0.0,0.0,,,,,,,1.0,,,32.0,,,,,,,,12.0,,6.6,,,,,1.0,2.0,,5.0,,6.0,10.0,14.0,0,2.0,24.0,1.0,1.0,,2.0
2022-23,10385761,10,17,Nottingham_Forest,Home,1085180,242898.0,Brennan Johnson,brennan-johnson,F,False,1.0,,,9.0,5.0,13.0,3.0,1.0,2.0,,,1.0,,,1.0,5.0,2.0,,,0.0102086,0.0507,0.0,,,,,,,,1.0,,90.0,,,,,,,,14.0,,6.5,,,,,1.0,3.0,,1.0,,17.0,8.0,22.0,1,,32.0,1.0,1.0,,
2022-23,10385705,11,17,Nottingham_Forest,Away,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385705,11,17,Nottingham_Forest,Away,42707,56917.0,Steve Cook,steve-cook,D,False,,,2.0,4.0,25.0,29.0,1.0,4.0,2.0,,,,,,,1.0,5.0,,,0.212649,0.0,0.0,,,,,,,1.0,1.0,,90.0,,,,,,,,8.0,,6.8,,,,5.0,,,,4.0,,9.0,28.0,37.0,0,,44.0,,1.0,,
2022-23,10385705,11,17,Nottingham_Forest,Away,45944,55037.0,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,,2.0,6.0,8.0,,2.0,2.0,,,,1.0,,1.0,5.0,7.0,,,0.00043549,0.0019,0.3215,3.0,,,,,,,,,70.0,1.0,,,,,,,8.0,,6.8,,,,2.0,,,,,,6.0,8.0,14.0,1,3.0,27.0,1.0,2.0,,2.0
2022-23,10385705,11,17,Nottingham_Forest,Away,115516,89076.0,Remo Freuler,remo-freuler,M,False,,,2.0,11.0,21.0,32.0,,,,,,,,,,1.0,3.0,,,0.00968479,0.0,0.0,1.0,,,,,,3.0,1.0,,84.0,,,,,,,,6.0,,7.0,,,,1.0,,,,4.0,,15.0,23.0,38.0,0,2.0,46.0,,1.0,,
2022-23,10385705,11,17,Nottingham_Forest,Away,139310,90585.0,Willy Boly,willy-boly,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385705,11,17,Nottingham_Forest,Away,205508,109322.0,Jesse Lingard,jesse-lingard,F,True,,,1.0,4.0,1.0,5.0,,,1.0,,,,1.0,,1.0,3.0,,,,0.0171647,0.0,0.0,1.0,,,,,,1.0,1.0,,20.0,,,,,,,,5.0,,6.5,,,,,,,,1.0,,6.0,1.0,7.0,0,,13.0,1.0,,,
2022-23,10385705,11,17,Nottingham_Forest,Away,358108,168281.0,Scott McKenna,scott-mckenna,D,False,,,4.0,11.0,26.0,37.0,1.0,3.0,5.0,,,,,,,2.0,5.0,,,0.0124192,0.0597,0.0,1.0,,,,,,,,,90.0,,,,,,,,12.0,,6.8,,,1.0,5.0,,,,9.0,,20.0,28.0,48.0,1,1.0,59.0,1.0,1.0,,1.0
2022-23,10385705,11,17,Nottingham_Forest,Away,358218,114241.0,Harry Toffolo,harry-toffolo,D,False,,,,7.0,5.0,12.0,,,4.0,,,,,,1.0,3.0,1.0,,,0.00903649,0.0,0.0,1.0,,,,,,,,,89.0,,,1.0,,,,,17.0,,5.9,,,,4.0,2.0,3.0,,3.0,,16.0,8.0,21.0,0,1.0,40.0,1.0,,,
2022-23,10385705,11,17,Nottingham_Forest,Away,359664,210156.0,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,1.736e-05,0.0,0.0,,,,,,,,,,17.0,,,,,,,,3.0,,6.5,,,,,,,,,,1.0,2.0,3.0,0,,4.0,1.0,,,
2022-23,10385705,11,17,Nottingham_Forest,Away,788134,172649.0,Dean Henderson,dean-henderson,G,False,,,4.0,2.0,13.0,15.0,,,12.0,,,,,,,,,,,0.00057251,0.0,0.0,,,,0.0209,1.0,,,,,90.0,,,,1.0,,,,16.0,,6.4,,1.0,,,,,,20.0,,17.0,14.0,31.0,0,,38.0,,,,
2022-23,10385705,11,17,Nottingham_Forest,Away,793988,179519.0,Orel Mangala,orel-mangala,M,True,,,,2.0,7.0,9.0,,1.0,,,,1.0,,,,,1.0,,,0.00241311,0.0828,0.0,,,,,,,,,,20.0,,,,,,,,2.0,,6.6,,,1.0,,,1.0,,1.0,,4.0,7.0,10.0,2,,15.0,,,,
2022-23,10385705,11,17,Nottingham_Forest,Away,817567,217331.0,Sam Surridge,sam-surridge,F,True,,,,,,,,,,,,,,,,,1.0,,,0.0,0.0,0.0,,,,,,,,,,12.0,,,,,,,,1.0,,6.5,,,,,,,,,,,,,0,,2.0,1.0,1.0,,
2022-23,10385705,11,17,Nottingham_Forest,Away,838399,208912.0,Joe Worrall,joe-worrall,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385705,11,17,Nottingham_Forest,Away,844424,230251.0,Emmanuel Dennis,emmanuel-dennis,F,False,,,,3.0,3.0,6.0,,1.0,3.0,,,,,,3.0,4.0,7.0,,,0.0018021,0.0,0.0,1.0,,,,,,,,,70.0,,,,,,,,9.0,,6.5,,,,,1.0,1.0,,,1.0,5.0,3.0,7.0,0,,24.0,4.0,5.0,1.0,
2022-23,10385705,11,17,Nottingham_Forest,Away,846252,204968.0,Ryan Yates,ryan-yates,M,False,,,,8.0,13.0,21.0,3.0,3.0,6.0,,,,,,1.0,4.0,9.0,,,0.00946228,0.2405,0.0,,,,,,,1.0,,,90.0,,1.0,,,,,1.0,10.0,,7.5,,,1.0,4.0,,,,2.0,,11.0,17.0,28.0,1,4.0,44.0,2.0,2.0,,
2022-23,10385705,11,17,Nottingham_Forest,Away,865912,222531.0,Morgan Gibbs-White,morgan-gibbs-white,M,False,2.0,,3.0,15.0,7.0,20.0,1.0,,6.0,,,,1.0,,2.0,6.0,3.0,,,0.1077,0.1672,0.0,1.0,,,,,,1.0,1.0,,90.0,,,,,,,,17.0,,7.1,,,2.0,,3.0,7.0,,6.0,,25.0,9.0,27.0,2,1.0,46.0,1.0,,2.0,1.0
2022-23,10385705,11,17,Nottingham_Forest,Away,927356,215136.0,Neco Williams,neco-williams,D,False,1.0,,6.0,8.0,15.0,22.0,,1.0,4.0,,,,,,1.0,5.0,10.0,,,0.0192274,0.0935,0.0,4.0,,,,,,,1.0,,90.0,,,,,,,,13.0,,7.2,,,1.0,,4.0,3.0,,6.0,,13.0,18.0,28.0,1,3.0,56.0,1.0,3.0,3.0,1.0
2022-23,10385705,11,17,Nottingham_Forest,Away,965331,437753.0,Giulian Biancone,giulian-biancone,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385705,11,17,Nottingham_Forest,Away,1006489,,Loïc Badé,loic-bade,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385705,11,17,Nottingham_Forest,Away,1085180,242898.0,Brennan Johnson,brennan-johnson,F,False,,,,4.0,4.0,8.0,2.0,2.0,5.0,,1.0,1.0,,,1.0,5.0,4.0,,,0.0028059,0.8395,0.9919,,,,,,,,,,90.0,1.0,,,,1.0,,,11.0,,5.9,,,,,3.0,,,1.0,,8.0,6.0,14.0,2,1.0,24.0,1.0,,1.0,1.0
2022-23,10385713,12,17,Nottingham_Forest,Away,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385713,12,17,Nottingham_Forest,Away,42707,56917.0,Steve Cook,steve-cook,D,False,,,2.0,2.0,29.0,31.0,4.0,3.0,,,,,,,,4.0,4.0,,,0.0011698,0.0,0.0,,,,,,,,,,90.0,,,,,,,,13.0,,6.8,,,,7.0,,,,8.0,,8.0,34.0,42.0,0,,54.0,2.0,1.0,,
2022-23,10385713,12,17,Nottingham_Forest,Away,45944,55037.0,Cheikhou Kouyaté,cheikhou-kouyate,M,True,,,,2.0,3.0,5.0,,,1.0,,,,,,,,1.0,,,0.0150006,0.0,0.0,,,,,,,,1.0,,29.0,,,,,,,,2.0,,6.8,,,,1.0,,,,,,4.0,3.0,7.0,0,1.0,11.0,,,,1.0
2022-23,10385713,12,17,Nottingham_Forest,Away,105697,80226.0,Serge Aurier,serge-aurier,D,False,,,,4.0,8.0,12.0,,1.0,3.0,,,,,,1.0,2.0,3.0,,,0.00522596,0.0,0.0,2.0,,,,,,,,,69.0,,1.0,,,,,,17.0,,6.9,,,,1.0,,,,1.0,,10.0,14.0,24.0,0,2.0,44.0,,,,1.0
2022-23,10385713,12,17,Nottingham_Forest,Away,115516,89076.0,Remo Freuler,remo-freuler,M,False,,,2.0,9.0,21.0,30.0,,2.0,5.0,,,,,,,4.0,5.0,,,0.00760696,0.0,0.0,3.0,,,,,,,,,90.0,,,,,,,,11.0,,6.8,,,,1.0,2.0,,,4.0,,15.0,24.0,39.0,0,2.0,51.0,1.0,,1.0,1.0
2022-23,10385713,12,17,Nottingham_Forest,Away,139310,90585.0,Willy Boly,willy-boly,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385713,12,17,Nottingham_Forest,Away,205508,109322.0,Jesse Lingard,jesse-lingard,F,False,,,,9.0,2.0,11.0,,,1.0,,,,,,,1.0,,,,0.00437343,0.0,0.0,1.0,,,,,,,,,86.0,,,,,,,,3.0,,6.6,,,,1.0,,,,,,10.0,3.0,13.0,0,,16.0,,,,
