season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576232,9,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,4.0,,4.0,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,9.0,,,,,,,,,1.0,,6.2,,,,,,,,,,4.0,,4.0,0,,6.0,,,,
2021-22,9576232,9,21,West_Ham_United,Home,354808,172841,Saïd Benrahma,said-benrahma,M,False,,,,12.0,11.0,23.0,1.0,,3.0,,,2.0,2.0,,,8.0,2.0,,,1.0,,,,,,,,,85.0,1.0,,,,,,,,12.0,,6.2,,,,,5.0,1.0,,,,16.0,12.0,27.0,3,1.0,43.0,3.0,,1.0,1.0
2021-22,9576232,9,21,West_Ham_United,Home,357596,180151,Nikola Vlašić,nikola-vlasic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576232,9,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,1.0,,,12.0,,11.0,2.0,,3.0,,,2.0,1.0,,2.0,6.0,5.0,,,1.0,,,,,,,1.0,,89.0,,,,,,,,,13.0,,6.7,,,,,1.0,3.0,,1.0,,14.0,3.0,14.0,2,3.0,35.0,6.0,1.0,1.0,2.0
2021-22,9576232,9,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,1.0,11.0,22.0,33.0,2.0,3.0,6.0,,1.0,,1.0,,,4.0,4.0,,,2.0,,,,,,1.0,2.0,,90.0,,,,,,,,,10.0,,6.8,,,2.0,4.0,,1.0,,3.0,,18.0,24.0,41.0,2,1.0,57.0,1.0,,,1.0
2021-22,9576232,9,21,West_Ham_United,Home,816763,217593,Pablo Fornals,pablo-fornals,M,False,1.0,,1.0,16.0,10.0,25.0,1.0,,6.0,1.0,,,3.0,,1.0,5.0,6.0,,,,,,,,,1.0,3.0,,90.0,2.0,,,,,,,,9.0,,8.0,,,1.0,2.0,3.0,1.0,,3.0,,22.0,12.0,33.0,3,2.0,53.0,,1.0,3.0,2.0
2021-22,9576232,9,21,West_Ham_United,Home,825719,219924,Issa Diop,issa-diop,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576232,9,21,West_Ham_United,Home,856714,204480,Declan Rice,declan-rice,M,False,,,5.0,20.0,18.0,38.0,1.0,1.0,9.0,,,,2.0,,,6.0,11.0,,,2.0,,,,,,2.0,,,90.0,,,,,,,,,6.0,,7.7,,,,1.0,3.0,,,5.0,,22.0,19.0,41.0,0,8.0,60.0,1.0,,2.0,4.0
2021-22,9576232,9,21,West_Ham_United,Home,914412,222018,Ben Johnson,ben-johnson,D,False,1.0,,4.0,16.0,16.0,31.0,,1.0,8.0,,,,,,,,7.0,,,,,,,,,1.0,1.0,,90.0,,,,,,,,,19.0,,7.8,,,1.0,1.0,1.0,1.0,,8.0,,25.0,19.0,43.0,1,5.0,71.0,2.0,,1.0,2.0
2021-22,9576232,9,21,West_Ham_United,Home,1084284,441024,Harrison Ashby,harrison-ashby,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576070,10,21,West_Ham_United,Away,9741,18073,Mark Noble,mark-noble,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576070,10,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,4.0,1.0,12.0,13.0,,1.0,5.0,,,,,,,,1.0,,,,,,,,,,,,90.0,,,,,,,,,8.0,1.0,6.8,2.0,2.0,,1.0,,,,11.0,,7.0,14.0,21.0,0,,28.0,,,,
2021-22,9576070,10,21,West_Ham_United,Away,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,2.0,7.0,41.0,48.0,1.0,1.0,6.0,,,,,,,2.0,1.0,,,1.0,,,,,,1.0,,,90.0,,,,,,,,,8.0,,6.5,,,,5.0,,,,9.0,,14.0,42.0,56.0,0,,62.0,,,,
2021-22,9576070,10,21,West_Ham_United,Away,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576070,10,21,West_Ham_United,Away,43443,55459,Aaron Cresswell,aaron-cresswell,D,False,1.0,,5.0,32.0,20.0,51.0,1.0,1.0,3.0,,,1.0,,,1.0,3.0,2.0,,,1.0,,,,,,1.0,2.0,,90.0,,,,,,,,,9.0,,7.0,,,,2.0,,2.0,,6.0,,38.0,21.0,57.0,1,1.0,73.0,,,,1.0
2021-22,9576070,10,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,,,,9.0,4.0,13.0,4.0,3.0,6.0,1.0,,1.0,1.0,,3.0,12.0,6.0,,,1.0,,,,,,,2.0,,90.0,,,,,,,,,19.0,,6.7,,,1.0,,4.0,2.0,,1.0,,14.0,5.0,17.0,2,1.0,40.0,7.0,1.0,1.0,
2021-22,9576070,10,21,West_Ham_United,Away,50027,60232,Craig Dawson,craig-dawson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576070,10,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576070,10,21,West_Ham_United,Away,138024,164555,Vladimír Coufal,vladimir-coufal,D,True,,,,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,3.0,0,,4.0,,,,
2021-22,9576070,10,21,West_Ham_United,Away,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,2.0,10.0,31.0,41.0,2.0,2.0,5.0,,,,,,,2.0,3.0,,,,,,,,,1.0,,,90.0,,,,,,,,,10.0,,6.7,,,,4.0,,,,5.0,,17.0,33.0,50.0,0,,58.0,1.0,1.0,,
2021-22,9576070,10,21,West_Ham_United,Away,174975,105717,Arthur Masuaku,arthur-masuaku,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576070,10,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,13.0,14.0,27.0,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,1.0,,,,,,1.0,,26.0,,,,,,,,,2.0,,7.1,,,1.0,,,1.0,,,,14.0,14.0,27.0,1,,33.0,,1.0,,
2021-22,9576070,10,21,West_Ham_United,Away,354808,172841,Saïd Benrahma,said-benrahma,M,False,,,1.0,12.0,5.0,17.0,1.0,,4.0,,,1.0,2.0,,,5.0,3.0,,,,1.0,,,,,,2.0,,64.0,,,,,,,,,7.0,,6.6,,,1.0,1.0,3.0,1.0,,2.0,,15.0,5.0,19.0,2,1.0,31.0,2.0,1.0,1.0,1.0
2021-22,9576070,10,21,West_Ham_United,Away,357596,180151,Nikola Vlašić,nikola-vlasic,M,True,,,,4.0,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,0,1.0,5.0,,,,1.0
2021-22,9576070,10,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,1.0,,2.0,10.0,5.0,14.0,2.0,1.0,9.0,,1.0,2.0,2.0,,1.0,10.0,10.0,,,2.0,,1.0,,,,1.0,2.0,,89.0,3.0,,,,,,,,18.0,,7.6,,,1.0,,6.0,5.0,,3.0,,17.0,9.0,21.0,6,3.0,55.0,2.0,3.0,3.0,2.0
2021-22,9576070,10,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,3.0,17.0,20.0,37.0,7.0,4.0,8.0,,,1.0,1.0,,,11.0,5.0,,,3.0,,,,,,3.0,,,90.0,1.0,,,,,,,,9.0,,6.9,,,1.0,5.0,,,,5.0,,21.0,24.0,45.0,3,1.0,60.0,1.0,,,1.0
2021-22,9576070,10,21,West_Ham_United,Away,816763,217593,Pablo Fornals,pablo-fornals,M,False,,,1.0,17.0,9.0,26.0,2.0,,2.0,,,1.0,1.0,,,7.0,1.0,,,3.0,,1.0,,,,1.0,2.0,,89.0,1.0,,,,,,,,12.0,,7.1,,,,2.0,2.0,4.0,,2.0,,26.0,9.0,31.0,2,,46.0,1.0,,1.0,
2021-22,9576070,10,21,West_Ham_United,Away,825719,219924,Issa Diop,issa-diop,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576070,10,21,West_Ham_United,Away,856714,204480,Declan Rice,declan-rice,M,False,,,3.0,35.0,33.0,68.0,3.0,3.0,8.0,,,1.0,1.0,,,6.0,8.0,,,2.0,1.0,1.0,,,,2.0,2.0,,90.0,2.0,,,,,,,,11.0,,8.7,,,,1.0,1.0,,,6.0,,42.0,36.0,78.0,3,4.0,92.0,1.0,,1.0,
2021-22,9576070,10,21,West_Ham_United,Away,914412,222018,Ben Johnson,ben-johnson,D,False,,,2.0,10.0,10.0,20.0,2.0,,6.0,,,,,,1.0,3.0,8.0,,,,,1.0,,,,3.0,,,90.0,1.0,1.0,,,,,,,21.0,,8.1,,,,2.0,,1.0,,6.0,,19.0,12.0,30.0,1,8.0,68.0,2.0,,,4.0
2021-22,9576419,11,21,West_Ham_United,Home,9741,18073,Mark Noble,mark-noble,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576419,11,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,8.0,6.0,5.0,11.0,,,10.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,14.0,,6.4,3.0,3.0,,,,,,21.0,,15.0,10.0,25.0,0,,32.0,,,,
2021-22,9576419,11,21,West_Ham_United,Home,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,,,1.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,22.0,,,,,,,,,2.0,,6.5,,,,,,,,2.0,,1.0,2.0,3.0,0,,4.0,,1.0,,
2021-22,9576419,11,21,West_Ham_United,Home,43443,55459,Aaron Cresswell,aaron-cresswell,D,False,,,4.0,15.0,13.0,28.0,1.0,1.0,7.0,,,,2.0,,,3.0,3.0,,,,,,,,,2.0,,,90.0,,,,,,,,,12.0,,6.4,,,,5.0,1.0,3.0,,9.0,,25.0,15.0,37.0,0,,56.0,,1.0,1.0,
2021-22,9576419,11,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,,,1.0,6.0,1.0,7.0,7.0,2.0,4.0,,,1.0,1.0,,1.0,11.0,3.0,,,2.0,,,,,,,,,90.0,,,,,,,,,18.0,,6.3,,,,,1.0,2.0,,2.0,1.0,12.0,4.0,14.0,1,,27.0,7.0,,1.0,
2021-22,9576419,11,21,West_Ham_United,Home,50027,60232,Craig Dawson,craig-dawson,D,True,,,2.0,3.0,12.0,15.0,,2.0,1.0,,,,,,,,5.0,,,,,,,,1.0,2.0,,,68.0,1.0,3.0,,,,,,,5.0,,7.5,,,1.0,4.0,2.0,,,3.0,,5.0,15.0,20.0,2,1.0,34.0,,,2.0,1.0
2021-22,9576419,11,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576419,11,21,West_Ham_United,Home,106920,81012,Ryan Fredericks,ryan-fredericks,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576419,11,21,West_Ham_United,Home,138024,164555,Vladimír Coufal,vladimir-coufal,D,True,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,1.0,,6.5,,,,,,,,1.0,,1.0,,1.0,0,,1.0,,,,
2021-22,9576419,11,21,West_Ham_United,Home,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,1.0,5.0,14.0,19.0,2.0,2.0,5.0,,,,,,,3.0,2.0,,,1.0,,1.0,,,,2.0,,,90.0,1.0,3.0,,,,,,,6.0,,7.5,,,,7.0,,,,5.0,,10.0,15.0,25.0,1,,38.0,,,,
2021-22,9576419,11,21,West_Ham_United,Home,174975,105717,Arthur Masuaku,arthur-masuaku,D,True,,,,,1.0,1.0,,1.0,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,9.0,,,,,,,,,1.0,,6.5,,,,,1.0,,,,,,1.0,1.0,0,,4.0,,1.0,,
2021-22,9576419,11,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576419,11,21,West_Ham_United,Home,354808,172841,Saïd Benrahma,said-benrahma,M,False,1.0,,2.0,16.0,7.0,22.0,1.0,1.0,7.0,,,,1.0,,,3.0,3.0,,,,,,,,,,2.0,,86.0,,,,,,,,,10.0,,6.7,,,,1.0,2.0,3.0,,3.0,,22.0,7.0,26.0,0,,39.0,3.0,1.0,1.0,
2021-22,9576419,11,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,1.0,,2.0,6.0,6.0,11.0,1.0,,5.0,2.0,,1.0,3.0,,1.0,6.0,1.0,,,2.0,2.0,,,,,,2.0,,84.0,,,,,,,,,14.0,,7.4,,,,,2.0,4.0,,2.0,,12.0,8.0,16.0,1,,34.0,3.0,,1.0,
2021-22,9576419,11,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,,7.0,17.0,24.0,3.0,5.0,6.0,,,,,,,7.0,6.0,,,4.0,,,,,,3.0,,,90.0,,,,,,,,,10.0,,6.6,,,,6.0,,,,1.0,,13.0,21.0,34.0,0,1.0,47.0,,,,
2021-22,9576419,11,21,West_Ham_United,Home,816763,217593,Pablo Fornals,pablo-fornals,M,False,1.0,,1.0,13.0,13.0,25.0,1.0,3.0,8.0,,,,1.0,,1.0,3.0,5.0,,,,,1.0,,,,1.0,2.0,,90.0,1.0,,,,,,,,17.0,,7.6,,,,1.0,1.0,3.0,,3.0,1.0,21.0,19.0,37.0,1,,54.0,1.0,1.0,1.0,
2021-22,9576419,11,21,West_Ham_United,Home,825719,219924,Issa Diop,issa-diop,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576419,11,21,West_Ham_United,Home,825740,195728,Alex Král,alex-kral,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576419,11,21,West_Ham_United,Home,856714,204480,Declan Rice,declan-rice,M,False,,,3.0,16.0,15.0,31.0,,,10.0,,,,1.0,,,2.0,6.0,,,1.0,,,,,,1.0,,,90.0,,,,,,,,,5.0,,7.1,,,,,,,,4.0,,19.0,15.0,34.0,0,5.0,47.0,2.0,1.0,,2.0
2021-22,9576419,11,21,West_Ham_United,Home,914412,222018,Ben Johnson,ben-johnson,D,False,1.0,,2.0,8.0,9.0,16.0,2.0,,6.0,,,,1.0,,,4.0,3.0,,,1.0,,,,,,3.0,,,90.0,,,,,,,,,15.0,,6.9,,,1.0,11.0,2.0,1.0,,6.0,,14.0,13.0,26.0,1,1.0,61.0,2.0,,2.0,
2021-22,9576264,12,21,West_Ham_United,Away,9741,18073,Mark Noble,mark-noble,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576264,12,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,1.0,5.0,1.0,21.0,22.0,,,7.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,,2.0,1.0,7.1,1.0,4.0,,1.0,,,1.0,7.0,,3.0,21.0,24.0,0,,35.0,,,,
2021-22,9576264,12,21,West_Ham_United,Away,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,2.0,,,7.0,1.0,6.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,19.0,,,,,,,,,2.0,,6.5,,,,,1.0,2.0,,,,7.0,1.0,6.0,1,,11.0,,,,
2021-22,9576264,12,21,West_Ham_United,Away,43443,55459,Aaron Cresswell,aaron-cresswell,D,False,4.0,,2.0,31.0,31.0,58.0,,,5.0,,,,,,,2.0,2.0,,,1.0,,,,,,1.0,2.0,,90.0,,2.0,,,,,,,18.0,,7.4,,,,3.0,2.0,7.0,,7.0,,41.0,35.0,69.0,0,1.0,95.0,2.0,,1.0,1.0
2021-22,9576264,12,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,,,1.0,11.0,1.0,12.0,1.0,,4.0,,,1.0,,,2.0,7.0,4.0,,,1.0,,,,,,,2.0,,90.0,,,,,,,,,17.0,,6.6,,,1.0,,5.0,2.0,,2.0,,18.0,1.0,17.0,2,,37.0,3.0,2.0,2.0,
2021-22,9576264,12,21,West_Ham_United,Away,50027,60232,Craig Dawson,craig-dawson,D,False,,,3.0,17.0,28.0,45.0,2.0,3.0,1.0,,,,1.0,,,5.0,3.0,,,2.0,,,,,,,,,90.0,,,,,,,,,8.0,,6.5,,,1.0,7.0,,,,8.0,,25.0,28.0,53.0,1,,62.0,,,,
2021-22,9576264,12,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576264,12,21,West_Ham_United,Away,138024,164555,Vladimír Coufal,vladimir-coufal,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576264,12,21,West_Ham_United,Away,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,2.0,13.0,35.0,48.0,,2.0,4.0,,,,,,,1.0,4.0,,,1.0,,,,,,1.0,,,90.0,,,,,,,,,5.0,,6.9,,,,4.0,,,,3.0,,18.0,35.0,53.0,0,2.0,62.0,,,,1.0
2021-22,9576264,12,21,West_Ham_United,Away,174975,105717,Arthur Masuaku,arthur-masuaku,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576264,12,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,24.0,17.0,41.0,,,4.0,,,,,,,1.0,1.0,,,,,,,,,,,,31.0,,,,,,,,,3.0,,6.6,,,,1.0,2.0,,,,,26.0,17.0,43.0,0,,47.0,,,1.0,
2021-22,9576264,12,21,West_Ham_United,Away,354808,172841,Saïd Benrahma,said-benrahma,M,False,,,3.0,15.0,13.0,28.0,,1.0,6.0,,,,2.0,,1.0,4.0,3.0,,,,,,,,,1.0,,,71.0,,,,,,,,,13.0,,6.4,,,,,2.0,3.0,,3.0,,21.0,14.0,32.0,0,1.0,48.0,3.0,,1.0,
2021-22,9576264,12,21,West_Ham_United,Away,357596,180151,Nikola Vlašić,nikola-vlasic,M,True,,,,9.0,4.0,13.0,1.0,,2.0,,,,1.0,,1.0,5.0,2.0,,,1.0,,,,,,,,,19.0,,,,,,,,,3.0,,6.3,,,,,1.0,1.0,,,,10.0,4.0,13.0,0,1.0,19.0,,1.0,,1.0
2021-22,9576264,12,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,1.0,5.0,3.0,8.0,1.0,,1.0,,,,1.0,,,5.0,4.0,,,1.0,,,,,,2.0,,,71.0,1.0,,,,,,,,7.0,,6.7,,,1.0,,3.0,3.0,,1.0,1.0,9.0,3.0,9.0,2,1.0,24.0,1.0,2.0,1.0,1.0
2021-22,9576264,12,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,,16.0,19.0,35.0,5.0,4.0,7.0,,,,2.0,,,7.0,7.0,,,1.0,,,,,,3.0,,,90.0,1.0,,,,,,,,12.0,,6.9,,,,3.0,,,,2.0,,25.0,20.0,45.0,1,2.0,58.0,1.0,1.0,,1.0
2021-22,9576264,12,21,West_Ham_United,Away,816763,217593,Pablo Fornals,pablo-fornals,M,False,,,1.0,8.0,5.0,13.0,,,4.0,,,,3.0,,,4.0,2.0,,,,,,,,,,,,59.0,,,,,,,,,8.0,,6.3,,,,,1.0,1.0,,1.0,,10.0,10.0,19.0,0,2.0,25.0,,,,1.0
2021-22,9576264,12,21,West_Ham_United,Away,825719,219924,Issa Diop,issa-diop,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576264,12,21,West_Ham_United,Away,825740,195728,Alex Král,alex-kral,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576264,12,21,West_Ham_United,Away,856714,204480,Declan Rice,declan-rice,M,False,,,2.0,27.0,29.0,56.0,,1.0,3.0,,,,2.0,,,4.0,4.0,,,1.0,,,,,,1.0,,,90.0,1.0,,,,,,,,7.0,,6.9,,,,1.0,3.0,3.0,,3.0,,32.0,30.0,59.0,1,1.0,72.0,,,2.0,1.0
2021-22,9576264,12,21,West_Ham_United,Away,914412,222018,Ben Johnson,ben-johnson,D,False,,,3.0,22.0,9.0,31.0,1.0,,2.0,,,,2.0,,1.0,4.0,2.0,,,,,,,,,3.0,1.0,,90.0,,1.0,,,,,,,13.0,,6.7,,,,2.0,1.0,1.0,,8.0,,31.0,10.0,40.0,0,1.0,63.0,,,1.0,
2021-22,9576424,13,21,West_Ham_United,Away,9741,18073,Mark Noble,mark-noble,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576424,13,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,7.0,4.0,11.0,15.0,,,3.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,15.0,,7.3,5.0,6.0,,,,,,22.0,,11.0,19.0,30.0,0,,36.0,,,,
2021-22,9576424,13,21,West_Ham_United,Away,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576424,13,21,West_Ham_United,Away,43443,55459,Aaron Cresswell,aaron-cresswell,D,False,1.0,,2.0,9.0,7.0,15.0,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,61.0,,1.0,,,,,,,3.0,,6.8,,,,4.0,,3.0,,2.0,1.0,12.0,7.0,16.0,1,,26.0,,,,
2021-22,9576424,13,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,,,1.0,5.0,2.0,7.0,1.0,,2.0,,,,,,3.0,7.0,5.0,,,1.0,,,,,,,,,90.0,,,,,,,,,16.0,,6.3,,,,,3.0,,,1.0,1.0,10.0,2.0,12.0,0,1.0,30.0,5.0,3.0,1.0,
2021-22,9576424,13,21,West_Ham_United,Away,50027,60232,Craig Dawson,craig-dawson,D,False,,,3.0,11.0,14.0,25.0,2.0,3.0,4.0,,,,,,,2.0,4.0,,,,,,,,,2.0,,,90.0,,2.0,,,,,,,12.0,,6.9,,,,7.0,,,,10.0,,17.0,18.0,35.0,0,1.0,50.0,,,,1.0
2021-22,9576424,13,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576424,13,21,West_Ham_United,Away,138024,164555,Vladimír Coufal,vladimir-coufal,D,True,,,2.0,5.0,5.0,10.0,,,2.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,,29.0,,,,,,,,,3.0,,6.7,,,,1.0,1.0,,,3.0,,6.0,7.0,13.0,0,,17.0,,,1.0,
2021-22,9576424,13,21,West_Ham_United,Away,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,,5.0,23.0,28.0,1.0,1.0,5.0,,,,,,,1.0,1.0,,,,,,,,,2.0,,,90.0,,,,,,,,,3.0,,6.5,,,,4.0,,,,2.0,,6.0,25.0,31.0,0,,38.0,,,,
2021-22,9576424,13,21,West_Ham_United,Away,174975,105717,Arthur Masuaku,arthur-masuaku,D,False,,,1.0,12.0,6.0,18.0,1.0,1.0,6.0,,,,,,,2.0,4.0,,,,,,,,,1.0,,,74.0,,,,,,,,,10.0,,6.8,,,,,2.0,3.0,,2.0,,16.0,8.0,21.0,0,2.0,34.0,2.0,,1.0,2.0
2021-22,9576424,13,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,1.0,11.0,7.0,18.0,,,4.0,,,,1.0,,,2.0,3.0,,,1.0,,1.0,,,,,,,31.0,1.0,,,,,,,,1.0,,7.3,,,,,1.0,,,1.0,1.0,12.0,7.0,19.0,1,2.0,23.0,,,1.0,1.0
2021-22,9576424,13,21,West_Ham_United,Away,354808,172841,Saïd Benrahma,said-benrahma,M,False,,,,4.0,4.0,8.0,1.0,,4.0,,,,2.0,,1.0,4.0,1.0,,,,,,,,,,,,59.0,1.0,,,,,,,,10.0,,6.5,,,,,1.0,3.0,,,,10.0,5.0,12.0,1,,21.0,2.0,,1.0,
2021-22,9576424,13,21,West_Ham_United,Away,357596,180151,Nikola Vlašić,nikola-vlasic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576424,13,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,True,,,1.0,5.0,2.0,7.0,,,2.0,,,,,,1.0,2.0,2.0,,,,,,,,,,,,16.0,,,,,,,,,6.0,,6.4,,,,,1.0,2.0,,1.0,,8.0,2.0,8.0,0,,16.0,,2.0,,
2021-22,9576424,13,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,,7.0,12.0,19.0,3.0,4.0,6.0,,,,1.0,,1.0,8.0,9.0,,,3.0,,,,,,1.0,,,90.0,,,,,,,,,10.0,,6.9,,,1.0,,1.0,1.0,,,,14.0,14.0,27.0,1,4.0,40.0,,,1.0,4.0
