season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025284,20,2,Leeds_United,Home,973431,427637,Brenden Aaronson,brenden-aaronson,M,False,,,,18.0,8.0,26.0,1.0,2.0,18.0,8.0,,,,1.0,,3.0,9.0,2.0,,,0.15598,0.3196,0.6821,1.0,0.0,1.0,,,,1.0,1.0,,,,,,,87.0,1.0,,,,,,,18.0,3.0,,7.2,,,1.0,168.40499520599,,3.0,1.0,,,,25.0,8.0,33.0,75.285,45.120687544823,2,,51.0,3.0,,,
2025-26,14025284,20,2,Leeds_United,Home,998951,492859,Wilfried Gnonto,wilfried-gnonto,F,True,,,,3.0,2.0,5.0,1.0,,4.0,2.0,,,,,,1.0,3.0,,,,0.00173072,,,1.0,0.0,,,,,,,,,,,,,10.0,,,,,,,,5.0,,,6.3,,,,34.511649910897,1.0,,1.0,,,,5.0,3.0,8.0,-8.925,,0,,13.0,,,,
2025-26,14025284,20,2,Leeds_United,Home,1584929,565863,Sam Chambers,sam-chambers,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025052,21,2,Leeds_United,Away,123689,59735,Karl Darlow,karl-darlow,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025052,21,2,Leeds_United,Away,254713,113564,Sam Byram,sam-byram,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025052,21,2,Leeds_United,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,9.0,4.0,13.0,5.0,3.0,4.0,2.0,,,2.0,,1.0,1.0,11.0,4.0,,,0.0230339,0.9444,0.8421,4.0,1.0,1.0,,,,,1.0,,,,,,,87.0,1.0,1.0,,,,,,11.0,,,7.4,,,,34.669685874193,,2.0,1.0,,,,13.0,4.0,17.0,11.76,,3,,31.0,3.0,1.0,,
2025-26,14025052,21,2,Leeds_United,Away,803185,174594,Lukas Nmecha,lukas-nmecha,F,True,,,,2.0,,2.0,,,2.0,2.0,,,,1.0,,,1.0,,,,0.00094051,0.0982,0.2178,,0.0,,,,,1.0,,,,,,,,17.0,1.0,,,,,,,,2.0,,6.8,,,1.0,51.322994620518,,,,,,,2.0,,2.0,48.3,51.322994620518,2,,5.0,,,,
2025-26,14025052,21,2,Leeds_United,Away,826167,437738,Sebastiaan Bornauw,sebastiaan-bornauw,D,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,,1.0,,,,
2025-26,14025052,21,2,Leeds_United,Away,827681,220627,James Justin,james-justin,D,False,,,1.0,5.0,8.0,13.0,1.0,1.0,4.0,5.0,,1.0,,2.0,,,3.0,5.0,,,0.00140059,0.1138,,,0.0,,,,1.0,3.0,,,,,,,,90.0,,,,,,,,9.0,,,6.1,,,1.0,17.149153183387,2.0,,,,1.0,,12.0,9.0,21.0,9.66,,1,2.0,38.0,1.0,2.0,,
2025-26,14025052,21,2,Leeds_United,Away,828640,214225,Joe Rodon,joe-rodon,D,False,,,1.0,10.0,7.0,17.0,1.0,1.0,5.0,,,,,,,,1.0,2.0,,,0.0058064,,,,0.0,,,,,1.0,,,,,,,,89.0,,1.0,,,,,,5.0,1.0,,6.0,,,,50.150042952609,1.0,,1.0,,1.0,,11.0,7.0,18.0,39.48,18.826464591102,0,,27.0,1.0,1.0,,
2025-26,14025052,21,2,Leeds_United,Away,829570,221399,Jack Harrison,jack-harrison,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025052,21,2,Leeds_United,Away,834308,243526,Gabriel Gudmundsson,gabriel-gudmundsson,D,False,1.0,,3.0,10.0,6.0,16.0,,,11.0,5.0,1.0,,,1.0,,1.0,4.0,2.0,,,0.120948,,,,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,,18.0,1.0,,6.6,,,,128.46967888283,3.0,2.0,2.0,,9.0,,17.0,7.0,24.0,68.775,23.730791895763,0,1.0,43.0,3.0,1.0,,
2025-26,14025052,21,2,Leeds_United,Away,836675,222694,Pascal Struijk,pascal-struijk,D,False,,,3.0,25.0,15.0,40.0,5.0,4.0,7.0,2.0,,1.0,,1.0,,,6.0,4.0,,,0.0184585,0.375,,,0.0,,,,,2.0,,,,,,,,90.0,,2.0,,,,,,9.0,,,6.8,,,2.0,40.483085126532,9.0,,,,6.0,,31.0,17.0,48.0,-7.245,,2,,65.0,1.0,,,
2025-26,14025052,21,2,Leeds_United,Away,847097,199598,Ethan Ampadu,ethan-ampadu,M,False,,,1.0,22.0,17.0,39.0,3.0,1.0,9.0,6.0,,,,1.0,,1.0,9.0,7.0,,,0.0771842,,,4.0,0.0,,,,,3.0,,,,,,,,90.0,,1.0,,,,,,14.0,,,6.7,,,,55.846548642203,1.0,,,,2.0,,27.0,17.0,44.0,3.99,,0,4.0,66.0,2.0,2.0,,2.0
2025-26,14025052,21,2,Leeds_United,Away,850823,235826,Joël Piroe,joel-piroe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025052,21,2,Leeds_United,Away,865523,435997,Noah Okafor,noah-okafor,F,True,,,,1.0,2.0,3.0,,,2.0,1.0,,,,,,,2.0,1.0,,,0.0176061,,,,0.0,,,,,1.0,,,,,,,,10.0,,,,,,,,4.0,1.0,,6.7,,,,38.784108256035,2.0,3.0,,,1.0,,2.0,2.0,4.0,38.535,33.343365292064,0,,12.0,1.0,,1.0,
2025-26,14025052,21,2,Leeds_United,Away,871290,201595,Lucas Perri,lucas-perri,G,False,,,9.0,9.0,3.0,12.0,,1.0,3.0,6.0,,,,,,,,1.0,,,0.0036771,,,,0.0,,-1.1289,2.0,,,,,,,,,,90.0,,,,,1.0,,,15.0,,2.0,6.9,2.0,3.0,,14.431192925221,4.0,,,,21.0,,19.0,5.0,24.0,-0.21000000000001,,0,,39.0,,1.0,,
2025-26,14025052,21,2,Leeds_United,Away,871886,248056,Ao Tanaka,ao-tanaka,M,True,,,,,1.0,1.0,1.0,,,1.0,,,,1.0,,,2.0,,,,6.41e-06,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,2.0,,,0,,2.0,,,,
2025-26,14025052,21,2,Leeds_United,Away,886930,434752,Jaka Bijol,jaka-bijol,D,False,,,4.0,12.0,11.0,23.0,4.0,6.0,7.0,2.0,,,1.0,,,,4.0,6.0,,,0.0235323,0.0368,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,11.0,,,6.4,,,,75.179856880967,8.0,,,,7.0,,20.0,13.0,33.0,45.99,,1,,45.0,1.0,,,
2025-26,14025052,21,2,Leeds_United,Away,889861,466525,Anton Stach,anton-stach,M,False,3.0,,,13.0,5.0,18.0,1.0,,9.0,4.0,1.0,,,,,1.0,3.0,5.0,,,0.312448,0.1042,0.0643,1.0,0.0,,,,,,4.0,1.0,,,,,,80.0,1.0,,,,,,,13.0,1.0,,7.2,,,1.0,97.647708729733,,2.0,7.0,,1.0,,21.0,5.0,26.0,82.845,45.810267680947,2,3.0,42.0,,,2.0,1.0
2025-26,14025052,21,2,Leeds_United,Away,911679,486520,Ilia Gruev,ilia-gruev,M,False,,,2.0,19.0,13.0,32.0,1.0,,6.0,7.0,,,,1.0,,,2.0,5.0,,,0.0370843,,,,1.0,,,,,3.0,2.0,,,,,,,89.0,,,,,,,,5.0,,,7.2,,,,36.848797125471,1.0,2.0,,,4.0,,22.0,14.0,36.0,10.605,,0,2.0,49.0,1.0,1.0,2.0,2.0
2025-26,14025052,21,2,Leeds_United,Away,973431,427637,Brenden Aaronson,brenden-aaronson,M,False,,,,16.0,11.0,27.0,1.0,2.0,12.0,7.0,,,,,,4.0,5.0,9.0,,,0.0717105,0.2195,1.0981,1.0,0.0,2.0,,,,,1.0,,,,,,,89.0,3.0,,,1.0,,,,18.0,3.0,,9.3,,,,98.612554715552,,3.0,1.0,,,,23.0,12.0,35.0,70.665,43.19350613318,3,4.0,58.0,5.0,,3.0,1.0
2025-26,14025052,21,2,Leeds_United,Away,998951,492859,Wilfried Gnonto,wilfried-gnonto,F,True,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,1.0,2.0,,,,1.0
2025-26,14025073,22,2,Leeds_United,Home,123689,59735,Karl Darlow,karl-darlow,G,False,,2.0,7.0,5.0,14.0,19.0,,,12.0,6.0,,,,,,,,1.0,,1.0,0.0010556,,,,0.0,,0.0899,,,,,,,,,,,90.0,,,,,,,,26.0,,,6.4,1.0,1.0,,75.832127533318,2.0,1.0,,2.0,31.0,,27.0,17.0,44.0,34.965,,0,,52.0,,,1.0,
2025-26,14025073,22,2,Leeds_United,Home,254713,113564,Sam Byram,sam-byram,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025073,22,2,Leeds_United,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,6.0,5.0,11.0,8.0,7.0,4.0,1.0,,1.0,,,,1.0,11.0,9.0,,,0.0297687,0.2472,0.0638,,0.0,,,,,,,,,,,,,90.0,1.0,,,,,,,13.0,,,6.4,,,1.0,39.922572108622,,2.0,,,,3.0,10.0,5.0,15.0,-5.775,,2,,30.0,6.0,2.0,,
2025-26,14025073,22,2,Leeds_United,Home,803185,174594,Lukas Nmecha,lukas-nmecha,F,True,,,,2.0,1.0,3.0,,1.0,2.0,1.0,,1.0,,,,,,1.0,,,0.00223196,0.3785,0.8879,,0.0,1.0,,,,,,,,,,,,9.0,2.0,,,,,,,4.0,1.0,,7.6,,,1.0,27.31521979241,,,,,,,6.0,1.0,7.0,20.895,24.061244377629,3,,10.0,,,,
2025-26,14025073,22,2,Leeds_United,Home,826167,437738,Sebastiaan Bornauw,sebastiaan-bornauw,D,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,,1.0,,,,
2025-26,14025073,22,2,Leeds_United,Home,827681,220627,James Justin,james-justin,D,False,2.0,,1.0,14.0,27.0,41.0,4.0,2.0,24.0,5.0,1.0,,,1.0,,,7.0,6.0,,,0.164116,0.1714,0.0571,1.0,0.0,,,,,2.0,2.0,,,,,,,90.0,1.0,,,,,,,15.0,,,6.9,,,1.0,149.89402477376,2.0,1.0,6.0,,5.0,,19.0,29.0,48.0,11.76,,2,3.0,80.0,1.0,1.0,,2.0
2025-26,14025073,22,2,Leeds_United,Home,828640,214225,Joe Rodon,joe-rodon,D,False,,,1.0,12.0,35.0,47.0,4.0,1.0,20.0,3.0,,,,1.0,,,7.0,2.0,,,0.00292921,,,2.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,6.0,,,6.5,,,,131.24842623871,1.0,,,,1.0,,15.0,37.0,52.0,26.145,,0,,56.0,,1.0,,
2025-26,14025073,22,2,Leeds_United,Home,834308,243526,Gabriel Gudmundsson,gabriel-gudmundsson,D,False,,,1.0,10.0,12.0,22.0,,2.0,13.0,5.0,,,,,,,,5.0,,,0.00462327,0.0823,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,8.0,2.0,,7.1,,,1.0,118.12249781611,,,2.0,,3.0,,13.0,13.0,26.0,65.73,48.195340847151,1,2.0,41.0,,1.0,,2.0
2025-26,14025073,22,2,Leeds_United,Home,836675,222694,Pascal Struijk,pascal-struijk,D,False,,,,11.0,35.0,46.0,3.0,3.0,23.0,4.0,,1.0,,,,,3.0,3.0,,,0.00225542,0.1472,,,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,,10.0,1.0,,6.8,,,1.0,169.71034499353,4.0,,,,4.0,2.0,16.0,39.0,55.0,97.23,32.635257008334,1,,66.0,,1.0,,
2025-26,14025073,22,2,Leeds_United,Home,847097,199598,Ethan Ampadu,ethan-ampadu,M,False,2.0,,6.0,21.0,20.0,41.0,1.0,2.0,18.0,4.0,1.0,,,,,1.0,2.0,6.0,,,0.386855,,,,1.0,,,,,,4.0,,,,,,,90.0,,,,,,,,15.0,,,8.0,,,,111.77458924404,1.0,1.0,3.0,,8.0,,29.0,20.0,49.0,36.855,,0,1.0,68.0,,2.0,1.0,1.0
2025-26,14025073,22,2,Leeds_United,Home,850823,235826,Joël Piroe,joel-piroe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025073,22,2,Leeds_United,Home,865523,435997,Noah Okafor,noah-okafor,F,False,,,2.0,9.0,3.0,12.0,,,15.0,3.0,,,,,,,,,,,0.0694609,0.0814,0.1102,,0.0,,,,,,1.0,,,,,,,70.0,1.0,,,,,,,7.0,4.0,,6.7,,,1.0,152.87451694761,1.0,,2.0,,3.0,,11.0,4.0,15.0,66.57,83.784687390934,2,,23.0,2.0,,,
2025-26,14025073,22,2,Leeds_United,Home,866191,180135,Sean Longstaff,sean-longstaff,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025073,22,2,Leeds_United,Home,871290,201595,Lucas Perri,lucas-perri,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025073,22,2,Leeds_United,Home,871886,248056,Ao Tanaka,ao-tanaka,M,True,,,,3.0,3.0,6.0,,,3.0,2.0,,,,,,,,,,,0.00291539,,,,0.0,,,,,,,,,,,,,9.0,,,,,,,,1.0,,,6.6,,,,25.521304156331,,,,,1.0,,3.0,4.0,7.0,21.735,,0,,8.0,,,,
2025-26,14025073,22,2,Leeds_United,Home,911679,486520,Ilia Gruev,ilia-gruev,M,False,,,,8.0,16.0,24.0,3.0,3.0,6.0,2.0,,,,,,1.0,4.0,3.0,,,0.00448152,0.0318,,,0.0,,,,,1.0,1.0,,,,,,,81.0,,,,,,,,9.0,,,6.6,,,1.0,32.658003164205,1.0,,3.0,,,,11.0,17.0,28.0,4.305,,1,,37.0,,,,
2025-26,14025073,22,2,Leeds_United,Home,929132,226182,Jayden Bogle,jayden-bogle,D,False,,,,9.0,10.0,19.0,1.0,1.0,11.0,6.0,1.0,,,1.0,,1.0,4.0,4.0,,,0.0515187,,,,0.0,,,,,1.0,1.0,,,,,,,81.0,,,,,,,,14.0,,,7.0,,,,70.779158051482,,1.0,1.0,,2.0,,16.0,12.0,28.0,-25.41,,0,2.0,39.0,1.0,1.0,,2.0
2025-26,14025073,22,2,Leeds_United,Home,973431,427637,Brenden Aaronson,brenden-aaronson,M,False,1.0,,,8.0,7.0,15.0,2.0,,14.0,5.0,2.0,1.0,,,,7.0,11.0,6.0,,,0.170253,0.2596,,2.0,0.0,,,,,1.0,2.0,,,,,,,89.0,,1.0,,,,,,20.0,2.0,,6.7,,,1.0,160.90124640379,,2.0,4.0,,,3.0,14.0,7.0,21.0,48.195,65.521087283737,1,2.0,55.0,2.0,2.0,2.0,1.0
2025-26,14025073,22,2,Leeds_United,Home,998951,492859,Wilfried Gnonto,wilfried-gnonto,F,True,,,,4.0,1.0,5.0,1.0,,3.0,,,,1.0,,,,3.0,,,,0.0151897,0.0312,,1.0,0.0,,,,,,1.0,,,,,,,20.0,,,,,,,,3.0,2.0,,6.4,,,,29.020248997544,,1.0,,,,,5.0,2.0,7.0,18.375,23.250942626757,1,,10.0,,,,
2025-26,14025073,22,2,Leeds_United,Home,1117025,536916,Facundo Buonanotte,facundo-buonanotte,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,15129439,23,2,Leeds_United,Away,123689,59735,Karl Darlow,karl-darlow,G,False,,1.0,11.0,8.0,18.0,26.0,,,11.0,8.0,,,,,,,,,,,0.00271013,,,,0.0,,-0.0027,1.0,,,,,,,,,,90.0,,,,,,,,18.0,,,7.2,1.0,2.0,,50.016352134416,1.0,,,1.0,29.0,,24.0,20.0,44.0,-0.73499999999999,,0,,51.0,,,,
2025-26,15129439,23,2,Leeds_United,Away,254713,113564,Sam Byram,sam-byram,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,15129439,23,2,Leeds_United,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,1.0,10.0,2.0,12.0,13.0,4.0,5.0,1.0,,2.0,,,,,17.0,6.0,,,0.0170054,0.7374,0.1736,2.0,0.0,,,,1.0,,,,,,,,,90.0,1.0,,,,,,,15.0,1.0,,5.5,,,1.0,79.997039800539,1.0,2.0,,,1.0,,17.0,3.0,20.0,40.635,43.487778984446,2,1.0,34.0,5.0,1.0,,1.0
2025-26,15129439,23,2,Leeds_United,Away,803185,174594,Lukas Nmecha,lukas-nmecha,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,15129439,23,2,Leeds_United,Away,826167,437738,Sebastiaan Bornauw,sebastiaan-bornauw,D,False,,,2.0,4.0,29.0,33.0,7.0,4.0,10.0,4.0,,,,,,,8.0,7.0,,,0.00131964,,,1.0,0.0,,,,,1.0,,,,,,,,85.0,,2.0,,,,,,5.0,,,7.0,,,,53.413932705426,10.0,,,,7.0,,7.0,31.0,38.0,2.625,,0,3.0,56.0,,,,1.0
2025-26,15129439,23,2,Leeds_United,Away,827681,220627,James Justin,james-justin,D,False,,,3.0,10.0,21.0,31.0,2.0,3.0,12.0,5.0,,,2.0,3.0,,1.0,8.0,10.0,,1.0,0.00596652,0.2942,0.2484,1.0,0.0,1.0,,,,,1.0,,,,,,,90.0,1.0,,,,,,,17.0,1.0,,7.7,,,2.0,122.05844236888,2.0,1.0,,,7.0,,18.0,23.0,41.0,45.465,44.017892952753,5,6.0,68.0,2.0,1.0,,5.0
2025-26,15129439,23,2,Leeds_United,Away,828640,214225,Joe Rodon,joe-rodon,D,False,,,1.0,5.0,13.0,18.0,,1.0,2.0,1.0,,,,,,1.0,1.0,5.0,,1.0,0.00113989,,,,0.0,,,,,,,,,,,,,90.0,,,,,,,,14.0,,,6.7,,,,9.1076789637794,7.0,,,,3.0,,8.0,17.0,25.0,1.26,,0,4.0,50.0,2.0,,,1.0
2025-26,15129439,23,2,Leeds_United,Away,836675,222694,Pascal Struijk,pascal-struijk,D,False,,,1.0,13.0,32.0,45.0,1.0,4.0,16.0,6.0,,,,,,,1.0,8.0,,,0.0406852,0.0352,,,0.0,,,,,2.0,,,,,,,,90.0,,,,,,,,10.0,2.0,,7.3,,,1.0,107.97726222165,12.0,,,,5.0,,20.0,33.0,53.0,26.775,32.559129388466,1,3.0,77.0,2.0,1.0,,2.0
2025-26,15129439,23,2,Leeds_United,Away,847097,199598,Ethan Ampadu,ethan-ampadu,M,False,,,1.0,18.0,23.0,41.0,1.0,2.0,14.0,9.0,,,,,,,2.0,6.0,,,0.0239668,0.0257,,1.0,0.0,,,,,3.0,,,,,,,,90.0,,,,,,,,10.0,1.0,,7.2,,,1.0,142.03706026844,2.0,,,,4.0,,22.0,27.0,49.0,76.02,47.542304119594,1,3.0,68.0,,2.0,,2.0
2025-26,15129439,23,2,Leeds_United,Away,850823,235826,Joël Piroe,joel-piroe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,15129439,23,2,Leeds_United,Away,865523,435997,Noah Okafor,noah-okafor,F,True,,,,2.0,1.0,3.0,,,4.0,3.0,,,,,,,2.0,1.0,,,0.0219712,,,,0.0,,,,,,2.0,,,,,,,10.0,,,,,,,,3.0,3.0,,6.8,,,,79.46180816155,,3.0,,,,,2.0,1.0,3.0,70.56,74.411461638785,0,,8.0,,,1.0,
2025-26,15129439,23,2,Leeds_United,Away,866191,180135,Sean Longstaff,sean-longstaff,M,True,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,,,,0.0351317,0.0786,,,0.0,,,,,,1.0,,,,,,,10.0,,,,,,,,1.0,,,6.4,,,1.0,3.4662371528792,,,2.0,,,,1.0,,1.0,-2.52,,1,,4.0,,,,
2025-26,15129439,23,2,Leeds_United,Away,871290,201595,Lucas Perri,lucas-perri,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,15129439,23,2,Leeds_United,Away,871886,248056,Ao Tanaka,ao-tanaka,M,True,,,1.0,2.0,4.0,6.0,,,2.0,2.0,,,,,,,,2.0,,,0.00202042,,,,0.0,,,,,,,,,,,,,24.0,,,,,,,,4.0,,,6.6,,,,14.069595441731,1.0,,,,2.0,,5.0,5.0,10.0,-3.465,,0,2.0,15.0,,,,1.0
2025-26,15129439,23,2,Leeds_United,Away,889861,466525,Anton Stach,anton-stach,M,False,1.0,,,8.0,5.0,13.0,,3.0,6.0,5.0,2.0,,,1.0,,2.0,7.0,8.0,,,0.375986,0.0852,0.1936,2.0,1.0,,,,,1.0,2.0,,,,,,,85.0,1.0,1.0,,,,,,15.0,1.0,,7.5,,,,64.521157231906,4.0,2.0,4.0,,1.0,,14.0,5.0,19.0,52.08,29.952877808318,1,5.0,44.0,2.0,,,4.0
2025-26,15129439,23,2,Leeds_United,Away,911679,486520,Ilia Gruev,ilia-gruev,M,False,,,1.0,9.0,22.0,31.0,2.0,1.0,6.0,2.0,,,,1.0,,,4.0,1.0,,,0.00428113,0.0408,,1.0,0.0,,,,,,,,,,,,,66.0,,,,,,,,5.0,,,6.4,,,1.0,47.162096255061,,,1.0,,1.0,,13.0,22.0,35.0,27.405,,1,,40.0,,,,
2025-26,15129439,23,2,Leeds_United,Away,929132,226182,Jayden Bogle,jayden-bogle,D,False,,,4.0,11.0,8.0,19.0,3.0,1.0,10.0,7.0,,,,1.0,,1.0,10.0,4.0,,,0.0818556,,,4.0,0.0,,,,,2.0,1.0,,,,,,,90.0,,,,,,,,19.0,,,6.7,,,,88.203444582994,2.0,1.0,4.0,,4.0,,17.0,10.0,27.0,1.365,,0,1.0,53.0,3.0,2.0,,1.0
2025-26,15129439,23,2,Leeds_United,Away,973431,427637,Brenden Aaronson,brenden-aaronson,M,False,,,1.0,15.0,8.0,23.0,1.0,,19.0,6.0,,,,3.0,,2.0,11.0,5.0,,,0.0939692,0.0541,0.1786,1.0,0.0,,,,,,1.0,,,,,,,85.0,1.0,1.0,,,,,,14.0,7.0,,6.8,,,,216.08946988958,2.0,5.0,1.0,,2.0,,16.0,10.0,26.0,130.725,119.63369877985,1,3.0,50.0,1.0,2.0,,2.0
2025-26,15129439,23,2,Leeds_United,Away,998951,492859,Wilfried Gnonto,wilfried-gnonto,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,15129439,23,2,Leeds_United,Away,1117025,536916,Facundo Buonanotte,facundo-buonanotte,M,True,,,,2.0,,2.0,,,2.0,1.0,,,1.0,1.0,,,1.0,,,,0.00612322,0.0401,,,0.0,,,,,1.0,,,,,,,,10.0,,,,,,,,1.0,,,6.5,,,,16.10571670236,,,,,,,3.0,,3.0,14.28,,1,,5.0,,,,
2025-26,14025134,24,2,Leeds_United,Home,123689,59735,Karl Darlow,karl-darlow,G,False,,,11.0,8.0,10.0,18.0,,,9.0,11.0,,,,,,,,,,,0.00875675,,,,0.0,,-2.4862,,,,,,,,,,,90.0,,,,,,,,24.0,,1.0,5.7,3.0,4.0,,62.49260746316,1.0,,,,34.0,,30.0,12.0,42.0,34.52893691864,,0,,53.0,,,,
2025-26,14025134,24,2,Leeds_United,Home,254713,113564,Sam Byram,sam-byram,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025134,24,2,Leeds_United,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,3.0,2.0,5.0,7.0,5.0,1.0,,,,,,,,9.0,5.0,,,0.00309112,,,2.0,0.0,,,,,,,,,,,,,85.0,,,,,,,,8.0,,,6.5,,,,4.1735208158101,1.0,,,,,,8.0,2.0,10.0,-2.6836303369204,,0,,15.0,3.0,,,
2025-26,14025134,24,2,Leeds_United,Home,826167,437738,Sebastiaan Bornauw,sebastiaan-bornauw,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025134,24,2,Leeds_United,Home,827681,220627,James Justin,james-justin,D,False,,,,3.0,6.0,9.0,,1.0,3.0,,,,,,,,,1.0,,,0.00095296,,,,0.0,,,,,,,,,,,,,45.0,,,,,,,,10.0,,,6.2,,,,15.784229348934,3.0,,2.0,,1.0,,5.0,6.0,11.0,10.505177642554,,0,,25.0,,,,
2025-26,14025134,24,2,Leeds_United,Home,828640,214225,Joe Rodon,joe-rodon,D,False,,,,15.0,32.0,47.0,1.0,2.0,15.0,1.0,,,,2.0,,,3.0,6.0,,,0.00550802,,,,0.0,,,,,4.0,,,,,,,,90.0,,1.0,,,,,,6.0,1.0,,6.5,,,,126.42407647414,7.0,,,,3.0,,20.0,33.0,53.0,39.721802083266,20.797422917275,0,2.0,70.0,,2.0,,
