season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025276,20,7,Aston_Villa,Home,827679,199798.0,Ezri Konsa,ezri-konsa,D,False,,,1.0,46.0,46.0,92.0,,,43.0,1.0,,,,,,,,,5.0,,,0.0292493,,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,7.0,1.0,,7.2,,,,304.12499268674,1.0,,,,5.0,,53.0,46.0,99.0,145.74,19.077272446553,0,1.0,107.0,,4.0,,1.0
2025-26,14025276,20,7,Aston_Villa,Home,833956,199796.0,Matty Cash,matty-cash,D,False,1.0,,1.0,35.0,23.0,58.0,,1.0,17.0,3.0,,,,,,,,1.0,3.0,,,0.158444,,,1.0,1.0,,,,,1.0,1.0,,,,,,,89.0,,,,,,,10.0,,,7.2,,,,110.6944304622,2.0,1.0,3.0,,2.0,1.0,38.0,25.0,63.0,-17.43,,0,,87.0,1.0,1.0,1.0,
2025-26,14025276,20,7,Aston_Villa,Home,851100,209243.0,Jadon Sancho,jadon-sancho,M,True,,,,4.0,2.0,6.0,,,5.0,,,,1.0,,,,,1.0,,,,0.00141272,0.0201,,,0.0,,,,,,,,,,,,,21.0,,,,,,,3.0,1.0,,6.5,,,,32.716326408929,,1.0,1.0,,,,5.0,2.0,7.0,0.62999999999999,7.6465335937273,1,,10.0,,,,
2025-26,14025276,20,7,Aston_Villa,Home,948261,244850.0,Morgan Rogers,morgan-rogers,M,False,,,,28.0,8.0,36.0,,,19.0,4.0,1.0,,2.0,2.0,,,4.0,10.0,3.0,,,0.196864,0.1885,,2.0,1.0,,,,,,2.0,,,,,,,90.0,,,,,,,20.0,6.0,,6.9,,,,200.25696214417,,2.0,2.0,,,,34.0,9.0,43.0,120.225,102.26703509882,2,,70.0,5.0,3.0,,
2025-26,14025276,20,7,Aston_Villa,Home,976263,441302.0,Ian Maatsen,ian-maatsen,D,False,,,1.0,19.0,14.0,33.0,,,18.0,6.0,,,,2.0,,,1.0,4.0,3.0,,,0.0201753,0.1111,,,0.0,,,,,2.0,,,,,,,,69.0,,,,,,,12.0,2.0,,6.3,,,2.0,134.65319404058,2.0,2.0,2.0,,1.0,,21.0,14.0,35.0,-1.995,41.451143738581,2,1.0,60.0,5.0,1.0,1.0,
2025-26,14025276,20,7,Aston_Villa,Home,1089388,515597.0,Lamare Bogarde,lamare-bogarde,M,True,,,,,2.0,2.0,,,3.0,,,,,,,,,1.0,3.0,,1.0,7.685e-05,,,1.0,0.0,,,,,,,,,,,,,15.0,,,,,,,1.0,,,6.5,,,,12.695826682023,,,,,,,,2.0,2.0,-4.515,,0,,7.0,1.0,3.0,,
2025-26,14025276,20,7,Aston_Villa,Home,1398204,577285.0,George Hemmings,george-hemmings,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025276,20,7,Aston_Villa,Home,1410178,559962.0,Jamaldeen Jimoh,jamaldeen-jimoh,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025276,20,7,Aston_Villa,Home,1457536,606798.0,Andrés García,andres-garcia,D,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,6.618e-05,,,,0.0,,,,,,,,,,,,,8.0,,,,,,,1.0,,,6.6,,,,,,,,,,,1.0,,1.0,,,0,,3.0,1.0,,,
2025-26,14025276,20,7,Aston_Villa,Home,1881907,618027.0,TJ Carroll,tj-carroll,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025058,21,7,Aston_Villa,Away,96538,101188.0,Lucas Digne,lucas-digne,D,False,1.0,,1.0,26.0,21.0,47.0,1.0,1.0,11.0,3.0,,,1.0,,,,,1.0,5.0,,,0.146307,0.0257,,,0.0,,,,,1.0,1.0,,,,,,,73.0,,1.0,,,,,10.0,,,7.7,,,,79.392444504075,1.0,,3.0,,2.0,,28.0,24.0,52.0,2.73,,1,3.0,72.0,,1.0,,2.0
2025-26,14025058,21,7,Aston_Villa,Away,100390,72147.0,Marco Bizot,marco-bizot,G,True,,1.0,1.0,1.0,15.0,16.0,,,8.0,6.0,,,,,,,,,,,,0.00016895,,,,0.0,,1.5296,,,,,,,,,,,45.0,,,,,,,2.0,,,8.0,4.0,4.0,,51.2827391725,1.0,,,1.0,3.0,,3.0,15.0,18.0,23.31,,0,,28.0,,,,
2025-26,14025058,21,7,Aston_Villa,Away,143334,184667.0,Victor Lindelöf,victor-lindelof,D,False,,,2.0,13.0,75.0,88.0,,1.0,24.0,2.0,1.0,,,,,,,,1.0,,,0.00419122,0.0312,,,0.0,,,,,,1.0,,,,,,,90.0,,1.0,,,,,,,,7.5,,,1.0,160.59725279782,3.0,,,,2.0,,13.0,75.0,88.0,58.485,,1,,95.0,,,,
2025-26,14025058,21,7,Aston_Villa,Away,158263,98980.0,Emiliano Martínez,emiliano-martinez,G,False,,,,,33.0,33.0,,,5.0,3.0,,,,,,,,,,,,5.465e-05,,,,0.0,,0.0553,,,,,,,,,,,45.0,,,,,,,1.0,,,7.2,1.0,1.0,,37.946112191879,,,,,1.0,,,34.0,34.0,33.075,,0,,36.0,,,,
2025-26,14025058,21,7,Aston_Villa,Away,250223,122806.0,John McGinn,john-mcginn,M,False,1.0,,,12.0,2.0,14.0,,1.0,3.0,1.0,,,,,,,2.0,3.0,1.0,,,0.132094,,,1.0,0.0,,,,,,1.0,,,,,,,73.0,,1.0,,,,,10.0,,,6.3,,,,27.893981753253,,,1.0,,1.0,,19.0,2.0,21.0,11.655,,0,,29.0,1.0,,,
2025-26,14025058,21,7,Aston_Villa,Away,331737,166989.0,Youri Tielemans,youri-tielemans,M,False,,,4.0,28.0,29.0,57.0,,,14.0,3.0,1.0,1.0,,,,,,1.0,3.0,,,0.25205,0.2446,,1.0,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,10.0,1.0,,7.2,,,1.0,85.760553233759,,,,,4.0,,33.0,32.0,65.0,38.745,10.199517684675,1,2.0,71.0,2.0,1.0,,1.0
2025-26,14025058,21,7,Aston_Villa,Away,555386,178301.0,Ollie Watkins,ollie-watkins,F,False,,,,6.0,1.0,7.0,3.0,3.0,6.0,2.0,,2.0,1.0,,,,,5.0,7.0,,,0.00926588,0.9534,0.43,,0.0,,,,1.0,1.0,,,,,,,,90.0,1.0,,,,,,12.0,1.0,,6.7,,,2.0,33.12453474168,1.0,4.0,,,,,11.0,2.0,13.0,8.925,4.5643489130433,4,1.0,31.0,4.0,1.0,2.0,1.0
2025-26,14025058,21,7,Aston_Villa,Away,783126,195546.0,Emiliano Buendía,emiliano-buendia,M,True,,,,3.0,5.0,8.0,,,3.0,1.0,,,,,,,1.0,3.0,2.0,,,0.0113278,0.0978,,1.0,0.0,,,,,,,,,,,,,25.0,,1.0,,,,,5.0,,,6.6,,,1.0,17.665743376297,1.0,2.0,,,,,5.0,5.0,10.0,-4.095,,1,,19.0,,1.0,1.0,
2025-26,14025058,21,7,Aston_Villa,Away,803039,204646.0,Donyell Malen,donyell-malen,F,True,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,17.0,,,,,,,1.0,,,6.6,,,,3.873474022115,,,1.0,,,,0.0,,,3.675,,0,,2.0,,,,
2025-26,14025058,21,7,Aston_Villa,Away,826204,226944.0,Boubacar Kamara,boubacar-kamara,M,False,,,2.0,26.0,21.0,47.0,2.0,1.0,17.0,4.0,,,1.0,,,,1.0,4.0,2.0,,,0.0678893,0.0662,,,0.0,,,,,2.0,3.0,,,,,,,82.0,,,,,,,9.0,2.0,,6.8,,,,159.47391535578,1.0,1.0,1.0,,6.0,,30.0,23.0,53.0,127.785,45.023446734123,1,,64.0,,1.0,,
2025-26,14025058,21,7,Aston_Villa,Away,827679,199798.0,Ezri Konsa,ezri-konsa,D,False,,,4.0,9.0,65.0,74.0,,1.0,34.0,5.0,,,1.0,,,,2.0,2.0,4.0,,,0.00711539,0.051,,,0.0,,,,,3.0,,,,,,,,90.0,,,,,,,6.0,,,7.4,,,,299.54921368421,4.0,1.0,,,6.0,,13.0,65.0,78.0,189.84,,1,1.0,91.0,,1.0,1.0,1.0
2025-26,14025058,21,7,Aston_Villa,Away,833956,199796.0,Matty Cash,matty-cash,D,False,2.0,,3.0,18.0,16.0,34.0,1.0,2.0,12.0,6.0,,,1.0,,,,1.0,2.0,6.0,,,0.19244,0.0356,,,0.0,,,,,1.0,2.0,,,,,,,90.0,,,,,,,21.0,2.0,,7.6,,,,121.72632029969,4.0,1.0,6.0,,5.0,,25.0,20.0,45.0,36.855,47.293774201942,1,3.0,74.0,,,1.0,1.0
2025-26,14025058,21,7,Aston_Villa,Away,851100,209243.0,Jadon Sancho,jadon-sancho,M,False,,,,10.0,5.0,15.0,2.0,,6.0,,,,,1.0,,,,4.0,1.0,,,0.0159542,,,,0.0,,,,,1.0,,,,,,,,65.0,,,,,,,9.0,,,6.2,,,,44.007861711887,1.0,1.0,1.0,,,,14.0,5.0,19.0,-9.555,,0,1.0,30.0,3.0,,,
2025-26,14025058,21,7,Aston_Villa,Away,864169,244954.0,Pau Torres,pau-torres,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025058,21,7,Aston_Villa,Away,948261,244850.0,Morgan Rogers,morgan-rogers,M,False,,,2.0,18.0,6.0,24.0,2.0,,15.0,2.0,1.0,,,1.0,,,4.0,10.0,4.0,,,0.0858202,0.1983,0.3281,,0.0,,,,,,2.0,,,,,,,90.0,2.0,,,,,,27.0,4.0,,6.3,,,1.0,132.07148652903,,5.0,2.0,,4.0,,25.0,8.0,33.0,68.04,63.097890961891,3,2.0,65.0,8.0,,2.0,1.0
2025-26,14025058,21,7,Aston_Villa,Away,976263,441302.0,Ian Maatsen,ian-maatsen,D,True,,,,2.0,1.0,3.0,,,1.0,2.0,,,,,,,,1.0,2.0,,,0.00039716,0.0356,,,0.0,,,,,,,,,,,,,17.0,,,,,,,4.0,,,6.8,,,1.0,18.394043193382,3.0,1.0,1.0,,,,3.0,1.0,4.0,-16.485,,1,1.0,16.0,1.0,1.0,,1.0
2025-26,14025058,21,7,Aston_Villa,Away,1089388,515597.0,Lamare Bogarde,lamare-bogarde,M,True,,,,1.0,2.0,3.0,,,1.0,,,,,,,,,,,,,0.00692319,,,,0.0,,,,,,,,,,,,,8.0,,,,,,,1.0,,,6.6,,,,3.9148047205448,1.0,,,,1.0,,2.0,2.0,4.0,-1.68,,0,,5.0,,,,
2025-26,14025058,21,7,Aston_Villa,Away,1398204,577285.0,George Hemmings,george-hemmings,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025058,21,7,Aston_Villa,Away,1410178,559962.0,Jamaldeen Jimoh,jamaldeen-jimoh,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025058,21,7,Aston_Villa,Away,1457536,606798.0,Andrés García,andres-garcia,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025064,22,7,Aston_Villa,Home,96538,101188.0,Lucas Digne,lucas-digne,D,True,,,,2.0,2.0,4.0,1.0,1.0,2.0,1.0,,,,,,,,1.0,1.0,,,0.00101391,0.0491,0.0501,,0.0,,,,,,,,,,,,,17.0,1.0,,,,,,6.0,,,6.6,,,,17.3011266569,1.0,,3.0,,1.0,,2.0,4.0,6.0,15.75,,1,,14.0,,,,
2025-26,14025064,22,7,Aston_Villa,Home,100390,72147.0,Marco Bizot,marco-bizot,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025064,22,7,Aston_Villa,Home,143334,184667.0,Victor Lindelöf,victor-lindelof,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025064,22,7,Aston_Villa,Home,158263,98980.0,Emiliano Martínez,emiliano-martinez,G,False,,1.0,1.0,,32.0,32.0,,1.0,13.0,6.0,,,,,,,,,1.0,1.0,,0.00018361,,,,0.0,,-0.0165,2.0,,,,,,,,,,90.0,,,,,,,7.0,,,6.1,,2.0,,109.33798343026,1.0,,,1.0,7.0,,5.0,33.0,38.0,89.565,,0,,47.0,1.0,,,
2025-26,14025064,22,7,Aston_Villa,Home,250223,122806.0,John McGinn,john-mcginn,M,False,,,,5.0,3.0,8.0,,,2.0,,,,,,,,1.0,1.0,2.0,,,0.00758784,,,,0.0,,,,,,,,,,,,,18.0,,,,,,,2.0,,,6.6,,,,10.071180535591,,,,,1.0,,6.0,3.0,9.0,-6.195,,0,,15.0,,2.0,,
2025-26,14025064,22,7,Aston_Villa,Home,303638,149484.0,Tyrone Mings,tyrone-mings,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025064,22,7,Aston_Villa,Home,331737,166989.0,Youri Tielemans,youri-tielemans,M,False,1.0,,5.0,41.0,16.0,57.0,1.0,2.0,15.0,5.0,,,1.0,,,,,2.0,4.0,,,0.428069,0.061,,1.0,0.0,,,,,1.0,5.0,,,,,,,90.0,,,,,,,11.0,,,7.6,,,1.0,111.57594717791,2.0,,2.0,,8.0,,49.0,17.0,66.0,74.655,,2,2.0,79.0,1.0,,,1.0
2025-26,14025064,22,7,Aston_Villa,Home,555386,178301.0,Ollie Watkins,ollie-watkins,F,False,,,,13.0,4.0,17.0,3.0,1.0,5.0,1.0,,,1.0,,,,1.0,6.0,1.0,,,0.0331741,0.0963,,1.0,0.0,,,,,,,,,,,,,90.0,,,,,,,6.0,3.0,,6.1,,,,47.149223541221,,1.0,1.0,,1.0,,15.0,4.0,19.0,37.065,37.366796703623,1,,26.0,1.0,,,
2025-26,14025064,22,7,Aston_Villa,Home,783126,195546.0,Emiliano Buendía,emiliano-buendia,M,False,,,4.0,24.0,8.0,32.0,2.0,2.0,19.0,9.0,,,1.0,,,,1.0,7.0,6.0,,,0.194728,0.1163,,3.0,0.0,,,,,,2.0,,,,,,,90.0,,,,,,,13.0,4.0,,6.9,,,1.0,144.67153730172,1.0,2.0,1.0,,7.0,,29.0,11.0,40.0,56.49,60.900076444139,2,,56.0,2.0,3.0,1.0,
2025-26,14025064,22,7,Aston_Villa,Home,827679,199798.0,Ezri Konsa,ezri-konsa,D,False,,,3.0,25.0,55.0,80.0,1.0,1.0,26.0,4.0,,,1.0,,,,,1.0,6.0,,,0.0180419,0.0238,,,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,8.0,,,7.6,,,,185.38658941823,3.0,,,,4.0,,28.0,59.0,87.0,109.935,,1,3.0,99.0,1.0,2.0,,
2025-26,14025064,22,7,Aston_Villa,Home,833956,199796.0,Matty Cash,matty-cash,D,False,2.0,,4.0,15.0,23.0,38.0,1.0,1.0,16.0,6.0,,,,,,,,4.0,5.0,,,0.153363,,,2.0,0.0,,,,,,1.0,,,,,,,90.0,,1.0,,,,,15.0,1.0,,7.0,,,,124.68590395387,2.0,3.0,6.0,,6.0,,20.0,23.0,43.0,5.04,19.566722387768,0,1.0,76.0,2.0,2.0,2.0,
2025-26,14025064,22,7,Aston_Villa,Home,864169,244954.0,Pau Torres,pau-torres,D,False,,,2.0,20.0,37.0,57.0,2.0,3.0,23.0,5.0,,,,,,,,2.0,6.0,1.0,,0.0438317,,,,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,11.0,4.0,,6.6,,,,281.02865819213,2.0,1.0,,,5.0,,23.0,42.0,65.0,198.87,91.062036008695,0,2.0,75.0,3.0,,1.0,
2025-26,14025064,22,7,Aston_Villa,Home,930245,485337.0,Evann Guessand,evann-guessand,F,True,,,,7.0,1.0,8.0,3.0,3.0,5.0,1.0,,,,1.0,,,1.0,7.0,7.0,,,0.0356996,0.22,0.1703,,0.0,,,,1.0,1.0,1.0,,,,,,,72.0,1.0,2.0,,,,,3.0,,,7.2,,,2.0,52.158354298683,1.0,2.0,,,,,7.0,1.0,8.0,-15.75,,3,2.0,23.0,,2.0,,2.0
2025-26,14025064,22,7,Aston_Villa,Home,948261,244850.0,Morgan Rogers,morgan-rogers,M,False,,,,12.0,10.0,22.0,,,7.0,5.0,,,1.0,,,,5.0,11.0,,,,0.0176903,0.817,0.7383,4.0,0.0,,,,,1.0,2.0,,,,,,,90.0,2.0,,,,,,22.0,3.0,,5.5,,,3.0,108.36116185191,,2.0,2.0,,,1.0,15.0,11.0,26.0,82.32,78.447326123951,6,,56.0,8.0,,,
2025-26,14025064,22,7,Aston_Villa,Home,976263,441302.0,Ian Maatsen,ian-maatsen,D,False,1.0,,1.0,24.0,14.0,38.0,2.0,,17.0,3.0,,,,,,,1.0,4.0,3.0,,,0.305076,0.0191,0.0102,1.0,0.0,,,,,,3.0,,,,,,,73.0,1.0,,,,,,12.0,6.0,,7.2,,,,240.93307678085,1.0,1.0,4.0,,2.0,,27.0,15.0,42.0,215.565,154.00049012139,1,1.0,62.0,4.0,1.0,1.0,1.0
2025-26,14025064,22,7,Aston_Villa,Home,1089388,515597.0,Lamare Bogarde,lamare-bogarde,M,False,,,1.0,19.0,13.0,32.0,3.0,1.0,7.0,2.0,,,,1.0,,,,6.0,5.0,,,0.018961,,,2.0,0.0,,,,,,,,,,,,,73.0,,,,,,,9.0,,,6.7,,,,39.998286552693,2.0,,,,1.0,,24.0,13.0,37.0,6.405,,0,3.0,49.0,4.0,1.0,,3.0
2025-26,14025064,22,7,Aston_Villa,Home,1138445,481283.0,James Wright,wright-james,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025064,22,7,Aston_Villa,Home,1398204,577285.0,George Hemmings,george-hemmings,M,True,,,1.0,6.0,3.0,9.0,,,4.0,1.0,,,1.0,,,,,1.0,,,,0.00270776,0.0381,,1.0,0.0,,,,,,,,,,,,,17.0,,,,,,,,1.0,,6.6,,,,57.927862869956,,,,,1.0,,6.0,3.0,9.0,36.33,36.268459148412,1,,12.0,,,,
2025-26,14025064,22,7,Aston_Villa,Home,1410178,559962.0,Jamaldeen Jimoh,jamaldeen-jimoh,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025064,22,7,Aston_Villa,Home,1457536,606798.0,Andrés García,andres-garcia,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025119,23,7,Aston_Villa,Away,96538,101188.0,Lucas Digne,lucas-digne,D,True,2.0,,,5.0,1.0,6.0,,,4.0,,1.0,,,,,,,1.0,,,,0.44459,,,1.0,1.0,,,,,,1.0,,,,,,,15.0,,,,,,,1.0,1.0,,7.4,,,,39.827885635725,,,2.0,,1.0,,6.0,1.0,7.0,19.845,25.952466722838,0,,9.0,,,,
2025-26,14025119,23,7,Aston_Villa,Away,100390,72147.0,Marco Bizot,marco-bizot,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025119,23,7,Aston_Villa,Away,143334,184667.0,Victor Lindelöf,victor-lindelof,D,True,,,,4.0,1.0,5.0,,,1.0,1.0,,,,,,,,,,,,0.0285606,,,,0.0,,,,,1.0,,,,,,,,10.0,,,,,,,,,,6.8,,,,4.6827736438995,1.0,,,,,,4.0,1.0,5.0,2.415,,0,,8.0,,,,
2025-26,14025119,23,7,Aston_Villa,Away,158263,98980.0,Emiliano Martínez,emiliano-martinez,G,False,,1.0,9.0,9.0,9.0,18.0,,1.0,10.0,18.0,,,,,,,,,3.0,,,0.00953195,,,,0.0,,1.3053,6.0,,,,,,,,,,90.0,,,,,,,30.0,,1.0,8.2,4.0,4.0,,58.756857560112,1.0,,,1.0,39.0,,38.0,10.0,48.0,18.165,,0,,63.0,,2.0,,
2025-26,14025119,23,7,Aston_Villa,Away,303638,149484.0,Tyrone Mings,tyrone-mings,D,True,,,,,2.0,2.0,,,,,,,,,,,,,,,,5.106e-05,,,,0.0,,,,,,,,,,,,,15.0,,1.0,,,,,,,,6.7,,,,,2.0,,,,,,,2.0,2.0,,,0,,6.0,,,,
2025-26,14025119,23,7,Aston_Villa,Away,331737,166989.0,Youri Tielemans,youri-tielemans,M,False,3.0,,1.0,17.0,8.0,25.0,,,10.0,2.0,,,,4.0,,,,4.0,2.0,,,0.292429,,,,0.0,,,,,2.0,2.0,,,,,,,74.0,,3.0,,,,,11.0,3.0,,7.3,,,,112.40823856608,3.0,,5.0,,5.0,,24.0,9.0,33.0,87.465,85.270248146639,0,1.0,54.0,1.0,1.0,,1.0
2025-26,14025119,23,7,Aston_Villa,Away,555386,178301.0,Ollie Watkins,ollie-watkins,F,False,,,,16.0,2.0,18.0,8.0,1.0,8.0,1.0,,1.0,,,,,2.0,12.0,7.0,,,0.0556789,0.6198,1.0078,,0.0,1.0,,,,,2.0,,,,,,,90.0,3.0,,,,,,13.0,2.0,,7.3,,,1.0,75.667013524346,,4.0,,,,,20.0,3.0,23.0,51.66,31.455305020408,4,4.0,46.0,4.0,,2.0,2.0
2025-26,14025119,23,7,Aston_Villa,Away,783126,195546.0,Emiliano Buendía,emiliano-buendia,M,False,,,,10.0,11.0,21.0,1.0,,10.0,7.0,,,,2.0,,,,4.0,4.0,,,0.0121243,0.1707,0.6558,1.0,0.0,1.0,,,,,,,,,,,,75.0,3.0,1.0,,,,,5.0,,,7.9,,,1.0,69.291401709334,,1.0,,,1.0,,13.0,11.0,24.0,32.76,,4,4.0,36.0,1.0,,,1.0
2025-26,14025119,23,7,Aston_Villa,Away,808590,215711.0,Leon Bailey,leon-bailey,M,True,,,,9.0,3.0,12.0,2.0,,9.0,5.0,,,1.0,,,,,4.0,2.0,,,0.0289421,0.0242,,,0.0,,,,,,,,,,,,,31.0,,,,,,,6.0,1.0,,6.4,,,,102.79728034658,,2.0,,,,,10.0,4.0,14.0,41.37,25.242937249853,1,2.0,21.0,2.0,,,1.0
2025-26,14025119,23,7,Aston_Villa,Away,827679,199798.0,Ezri Konsa,ezri-konsa,D,False,,,,10.0,17.0,27.0,1.0,2.0,6.0,4.0,,,,2.0,,,,3.0,2.0,,,0.00701421,,,,0.0,,,,,,,,,,,,,90.0,,,,,,,4.0,,,6.9,,,,46.28668185303,6.0,,,,1.0,,13.0,18.0,31.0,30.66,,0,,38.0,,,,
2025-26,14025119,23,7,Aston_Villa,Away,833956,199796.0,Matty Cash,matty-cash,D,False,,,1.0,16.0,6.0,22.0,1.0,,8.0,2.0,,,1.0,,,,,3.0,,,,0.00631803,0.0463,,2.0,0.0,,,,,,,,,,,,,90.0,,,,,,,4.0,,,6.9,,,,41.153285389708,4.0,,,,1.0,,16.0,7.0,23.0,-3.465,,1,,36.0,,,,
2025-26,14025119,23,7,Aston_Villa,Away,851100,209243.0,Jadon Sancho,jadon-sancho,M,False,,,,9.0,3.0,12.0,,,10.0,4.0,,,,2.0,,,1.0,4.0,2.0,,,0.00720033,,,1.0,0.0,,,,,,,,,,,,,59.0,,,,,,,12.0,1.0,,6.4,,,,102.04390672436,,1.0,1.0,,,,13.0,5.0,18.0,69.3,27.391769292983,0,1.0,27.0,2.0,,1.0,1.0
2025-26,14025119,23,7,Aston_Villa,Away,864169,244954.0,Pau Torres,pau-torres,D,False,,,,8.0,12.0,20.0,1.0,4.0,12.0,3.0,,,,1.0,,,,4.0,4.0,,,0.00624898,0.206,,1.0,0.0,,,,,2.0,,,,,,,,75.0,,,,,,,7.0,1.0,,6.6,,,2.0,112.56494179458,4.0,1.0,,,3.0,,14.0,12.0,26.0,59.43,21.238652523171,2,,36.0,,,,
2025-26,14025119,23,7,Aston_Villa,Away,923973,449871.0,Amadou Onana,amadou-onana,M,False,,,3.0,13.0,16.0,29.0,,2.0,8.0,4.0,,,,1.0,,,,4.0,5.0,,,0.00900172,,,3.0,0.0,,,,,2.0,1.0,,,,,,,89.0,,1.0,,,,,5.0,,,7.3,,,,47.431410777809,2.0,,,,4.0,,15.0,17.0,32.0,-19.005,,0,3.0,46.0,2.0,1.0,,2.0
2025-26,14025119,23,7,Aston_Villa,Away,930245,485337.0,Evann Guessand,evann-guessand,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025119,23,7,Aston_Villa,Away,948261,244850.0,Morgan Rogers,morgan-rogers,M,False,,,1.0,19.0,8.0,27.0,3.0,4.0,22.0,7.0,,,,1.0,,,6.0,21.0,12.0,,,0.0753069,0.0901,0.134,2.0,1.0,,,,,,2.0,,,,,,,90.0,2.0,,,,,,28.0,6.0,,7.1,,,,200.67116871164,2.0,11.0,2.0,,1.0,,25.0,9.0,34.0,108.15,113.46531722009,2,4.0,69.0,4.0,2.0,2.0,3.0
2025-26,14025119,23,7,Aston_Villa,Away,955245,444884.0,Harvey Elliott,harvey-elliott,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025119,23,7,Aston_Villa,Away,976263,441302.0,Ian Maatsen,ian-maatsen,D,False,,,1.0,15.0,7.0,22.0,1.0,2.0,6.0,7.0,,,,,,,,2.0,6.0,,,0.143372,,,1.0,0.0,,,,,,,,,,,,,90.0,,,,,,,9.0,,,7.1,,,,32.316464381214,3.0,1.0,,,2.0,,19.0,7.0,26.0,-17.325,,0,2.0,42.0,2.0,1.0,1.0,2.0
