season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,expectedAssists_h,expectedAssists_a,touchesInOppBox_h,touchesInOppBox_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a
2015-16,803348,19,2015-12-28 17:30:00,"Boleyn Ground, London",34977,West Ham,Southampton,2,1,1,2,W,L,0,1,1,0,0,0,0,0,2.0,1.0,13.0,14.0,5.0,3.0,7.0,8.0,1.0,3.0,2.0,1.0,1.0,,3.0,1.0,1.0,,,,9.0,9.0,4.0,5.0,23.0,44.0,54.0,92.0,408.0,409.0,300.0,304.0,49.1,50.9,23.0,21.0,20.0,19.0,18.0,20.0,41.0,27.0,36.0,22.0,16.0,16.0,3.0,2.0,,1.0,,1.0,10.0,6.0,9.0,14.0,175.0,182.0,3.0,2.0,1.0,2.0,,,1.0,,62.0,55.0,55.0,62.0,21.0,19.0,19.0,21.0,4.0,7.0,4.0,7.0,1.0,,6.0,12.0,12.0,5.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,,,,,,,,,
2015-16,803349,19,2015-12-28 15:00:00,"Goodison Park, Liverpool",39340,Everton,Stoke,3,4,4,3,L,W,1,2,2,1,0,0,0,0,3.0,4.0,15.0,8.0,3.0,5.0,6.0,1.0,6.0,2.0,3.0,1.0,3.0,2.0,,,,,3.0,2.0,13.0,5.0,9.0,4.0,36.0,16.0,75.0,36.0,481.0,472.0,409.0,406.0,51.3,48.7,19.0,21.0,17.0,17.0,16.0,15.0,17.0,31.0,15.0,22.0,9.0,9.0,2.0,6.0,,1.0,,,12.0,20.0,12.0,8.0,131.0,127.0,1.0,,4.0,3.0,,,,,54.0,50.0,50.0,54.0,5.0,8.0,8.0,5.0,6.0,2.0,6.0,2.0,,,10.0,12.0,10.0,9.0,0.0,0.0,0.0,0.0,,1.0,,1.0,2.0,5.0,,,,,,,,,,
2015-16,803350,19,2015-12-28 15:00:00,"Selhurst Park, London",23714,Crystal Palace,Swansea,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,10.0,5.0,2.0,3.0,6.0,,2.0,2.0,,,,,1.0,,,,,,7.0,2.0,1.0,2.0,48.0,14.0,70.0,60.0,407.0,373.0,303.0,279.0,53.6,46.4,12.0,11.0,9.0,5.0,20.0,17.0,14.0,39.0,8.0,26.0,16.0,16.0,2.0,2.0,,,,,3.0,8.0,7.0,8.0,172.0,149.0,3.0,2.0,,,1.0,1.0,,,53.0,39.0,39.0,53.0,18.0,14.0,14.0,18.0,7.0,4.0,7.0,4.0,2.0,,11.0,16.0,15.0,11.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0,,,,,,,,,,
2015-16,803351,19,2015-12-28 15:00:00,"Vicarage Road, Watford",20730,Watford,Spurs,1,2,2,1,L,W,1,1,1,1,1,0,0,1,1.0,2.0,9.0,10.0,1.0,3.0,4.0,7.0,4.0,,1.0,,1.0,,,,,,1.0,2.0,6.0,7.0,3.0,3.0,38.0,29.0,60.0,88.0,312.0,525.0,188.0,410.0,37.5,62.5,15.0,12.0,12.0,11.0,40.0,25.0,22.0,30.0,15.0,22.0,20.0,17.0,,4.0,,1.0,1.0,,10.0,5.0,7.0,6.0,182.0,179.0,1.0,,2.0,1.0,,,,,53.0,48.0,48.0,53.0,21.0,16.0,16.0,21.0,5.0,3.0,5.0,3.0,,,11.0,13.0,13.0,11.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,,,,,,,,,
2015-16,803352,20,2016-01-02 15:00:00,"Stadium of Light, Sunderland",41535,Sunderland,Aston Villa,3,1,1,3,W,L,1,0,0,1,0,0,0,0,3.0,1.0,13.0,8.0,5.0,3.0,5.0,5.0,3.0,,,,,,,,,,2.0,1.0,12.0,7.0,8.0,3.0,26.0,23.0,64.0,65.0,381.0,470.0,281.0,370.0,44.9,55.1,21.0,14.0,19.0,12.0,14.0,14.0,33.0,22.0,21.0,16.0,13.0,13.0,,3.0,1.0,,,,13.0,5.0,11.0,14.0,164.0,161.0,2.0,3.0,1.0,3.0,,,,1.0,64.0,48.0,48.0,64.0,26.0,15.0,15.0,26.0,3.0,3.0,3.0,3.0,,,8.0,13.0,13.0,7.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,,,,,,
2015-16,803353,20,2016-01-02 15:00:00,"King Power Stadium, Leicester",32006,Leicester,Bournemouth,0,0,0,0,D,D,0,0,0,0,0,1,1,0,,,16.0,9.0,2.0,,12.0,4.0,2.0,5.0,1.0,2.0,,,3.0,2.0,1.0,,,,11.0,7.0,3.0,3.0,43.0,15.0,106.0,46.0,479.0,426.0,377.0,324.0,53.5,46.5,18.0,24.0,15.0,19.0,13.0,17.0,8.0,45.0,6.0,33.0,20.0,20.0,5.0,2.0,,,,,14.0,9.0,14.0,10.0,181.0,164.0,,2.0,,,1.0,1.0,,,50.0,67.0,67.0,50.0,18.0,22.0,22.0,18.0,7.0,1.0,7.0,1.0,1.0,,9.0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,1.0,,,,,2.0,,,,,,,,,,
2015-16,803354,20,2016-01-03 13:30:00,"Selhurst Park, London",24854,Crystal Palace,Chelsea,0,3,3,0,L,W,0,1,1,0,0,0,0,0,,3.0,8.0,10.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,,2.0,1.0,1.0,,,,2.0,7.0,9.0,5.0,7.0,34.0,19.0,71.0,65.0,373.0,593.0,274.0,488.0,39.8,60.2,17.0,23.0,10.0,20.0,23.0,14.0,19.0,21.0,9.0,14.0,15.0,15.0,4.0,2.0,,,1.0,,10.0,8.0,9.0,10.0,168.0,162.0,1.0,4.0,3.0,,,1.0,,,51.0,58.0,58.0,51.0,13.0,13.0,13.0,13.0,5.0,7.0,5.0,7.0,1.0,1.0,12.0,15.0,14.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2015-16,803355,20,2016-01-02 12:45:00,"Boleyn Ground, London",34977,West Ham,Liverpool,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,18.0,23.0,10.0,2.0,5.0,9.0,3.0,12.0,1.0,3.0,,,2.0,3.0,1.0,1.0,2.0,,13.0,20.0,9.0,10.0,21.0,43.0,47.0,79.0,285.0,501.0,189.0,390.0,35.6,64.4,22.0,18.0,15.0,16.0,27.0,13.0,54.0,19.0,41.0,12.0,16.0,16.0,12.0,3.0,,1.0,,,10.0,3.0,6.0,12.0,164.0,194.0,1.0,8.0,,2.0,1.0,,,,59.0,50.0,50.0,59.0,26.0,13.0,13.0,26.0,3.0,9.0,3.0,9.0,,1.0,11.0,8.0,8.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,,,,,,,,,
2015-16,803356,20,2016-01-02 17:30:00,"Vicarage Road, Watford",20676,Watford,Man City,1,2,2,1,L,W,0,0,0,0,0,0,0,0,1.0,2.0,12.0,16.0,4.0,5.0,6.0,7.0,2.0,4.0,1.0,,,,2.0,,,,,2.0,6.0,15.0,4.0,9.0,22.0,29.0,75.0,59.0,410.0,436.0,296.0,328.0,48.5,51.5,18.0,28.0,12.0,21.0,26.0,18.0,19.0,40.0,15.0,34.0,19.0,18.0,3.0,1.0,,2.0,,,10.0,17.0,16.0,14.0,191.0,173.0,3.0,3.0,2.0,1.0,,,,,61.0,56.0,56.0,61.0,18.0,13.0,13.0,18.0,4.0,5.0,4.0,5.0,1.0,,6.0,10.0,9.0,5.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,
2015-16,803357,20,2016-01-02 15:00:00,"Emirates Stadium, London",59257,Arsenal,Newcastle,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,15.0,15.0,3.0,6.0,10.0,5.0,2.0,4.0,2.0,1.0,1.0,,1.0,2.0,,,1.0,,15.0,11.0,5.0,6.0,40.0,30.0,48.0,52.0,468.0,454.0,398.0,386.0,51.0,49.0,19.0,20.0,15.0,13.0,17.0,24.0,13.0,16.0,12.0,13.0,15.0,16.0,4.0,2.0,1.0,,,,17.0,13.0,14.0,9.0,131.0,115.0,6.0,2.0,,1.0,1.0,,,,53.0,59.0,59.0,53.0,14.0,12.0,12.0,14.0,7.0,4.0,7.0,4.0,,,10.0,9.0,8.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,,,,,,,,,,,
2015-16,803358,20,2016-01-02 15:00:00,"Carrow Road, Norwich",27022,Norwich,Southampton,1,0,0,1,W,L,0,0,0,0,0,1,1,0,1.0,,10.0,10.0,1.0,4.0,7.0,5.0,2.0,1.0,1.0,1.0,,,2.0,1.0,,,1.0,,6.0,9.0,2.0,5.0,23.0,47.0,61.0,89.0,356.0,494.0,246.0,379.0,41.6,58.4,9.0,19.0,6.0,16.0,11.0,15.0,47.0,23.0,45.0,20.0,15.0,12.0,1.0,2.0,,1.0,,,2.0,8.0,12.0,6.0,165.0,170.0,4.0,,,1.0,1.0,,,,49.0,52.0,52.0,49.0,25.0,23.0,23.0,25.0,4.0,9.0,4.0,9.0,,,9.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,,,,,,
2015-16,803359,20,2016-01-02 15:00:00,"The Hawthorns, West Bromwich",23218,West Brom,Stoke,2,1,1,2,W,L,0,0,0,0,0,1,1,0,2.0,1.0,17.0,10.0,5.0,3.0,6.0,2.0,6.0,5.0,,1.0,1.0,1.0,,,,,1.0,1.0,12.0,10.0,7.0,8.0,38.0,26.0,67.0,56.0,360.0,429.0,265.0,336.0,45.7,54.3,16.0,13.0,11.0,10.0,9.0,11.0,16.0,21.0,13.0,16.0,10.0,10.0,5.0,6.0,,,,,7.0,7.0,6.0,9.0,145.0,146.0,2.0,3.0,1.0,2.0,,,,,47.0,44.0,44.0,47.0,11.0,18.0,18.0,11.0,4.0,6.0,4.0,6.0,2.0,,7.0,15.0,13.0,7.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,,,
2015-16,803360,20,2016-01-02 15:00:00,"Old Trafford, Manchester",75415,Man Utd,Swansea,2,1,1,2,W,L,0,0,0,0,0,0,0,0,2.0,1.0,19.0,9.0,6.0,4.0,5.0,3.0,8.0,2.0,1.0,1.0,1.0,,,1.0,,1.0,2.0,1.0,14.0,7.0,11.0,4.0,34.0,21.0,54.0,51.0,515.0,430.0,430.0,336.0,54.7,45.3,19.0,16.0,15.0,13.0,16.0,16.0,7.0,26.0,5.0,19.0,18.0,14.0,2.0,8.0,,,,,6.0,15.0,8.0,15.0,135.0,149.0,3.0,4.0,1.0,2.0,,,,,55.0,43.0,43.0,55.0,13.0,8.0,8.0,13.0,4.0,2.0,4.0,2.0,2.0,,14.0,10.0,9.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,,,
2015-16,803361,20,2016-01-03 16:00:00,"Goodison Park, Liverpool",38482,Everton,Spurs,1,1,1,1,D,D,1,1,1,1,0,0,0,0,1.0,1.0,12.0,19.0,3.0,4.0,4.0,4.0,5.0,11.0,,,,,,,,2.0,1.0,1.0,9.0,18.0,5.0,14.0,28.0,33.0,63.0,74.0,406.0,599.0,310.0,505.0,40.8,59.2,21.0,18.0,16.0,10.0,23.0,19.0,33.0,25.0,28.0,20.0,21.0,21.0,11.0,5.0,,,,,6.0,16.0,13.0,17.0,147.0,151.0,3.0,2.0,1.0,1.0,,,,,62.0,37.0,37.0,62.0,14.0,7.0,7.0,14.0,4.0,4.0,4.0,4.0,,,8.0,11.0,11.0,7.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,,,,,,,,,
2015-16,803362,21,2016-01-13 20:00:00,"Anfield, Liverpool",44109,Liverpool,Arsenal,3,3,3,3,D,D,2,2,2,2,0,0,0,0,3.0,3.0,22.0,14.0,6.0,5.0,6.0,5.0,10.0,4.0,1.0,3.0,,,1.0,3.0,1.0,,2.0,2.0,15.0,12.0,10.0,6.0,41.0,16.0,79.0,67.0,535.0,378.0,423.0,271.0,59.5,40.5,21.0,20.0,12.0,13.0,20.0,17.0,20.0,40.0,20.0,35.0,18.0,19.0,5.0,10.0,1.0,,,1.0,6.0,11.0,9.0,14.0,179.0,158.0,1.0,3.0,3.0,3.0,,,,,54.0,48.0,48.0,54.0,17.0,14.0,14.0,17.0,9.0,3.0,9.0,3.0,,1.0,9.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,,,,,4.0,5.0,,,,,,,,,,
2015-16,803363,21,2016-01-12 19:45:00,"Villa Park, Birmingham",28245,Aston Villa,Crystal Palace,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,13.0,9.0,3.0,1.0,3.0,7.0,7.0,1.0,,1.0,,,,1.0,,1.0,,,8.0,5.0,6.0,,33.0,22.0,57.0,71.0,434.0,427.0,342.0,313.0,51.3,48.7,25.0,10.0,17.0,7.0,19.0,27.0,26.0,18.0,22.0,14.0,19.0,20.0,1.0,7.0,,2.0,,1.0,7.0,10.0,8.0,20.0,161.0,177.0,1.0,3.0,,1.0,1.0,,,1.0,63.0,52.0,52.0,63.0,20.0,21.0,21.0,20.0,9.0,,9.0,,,1.0,15.0,9.0,8.0,15.0,0.0,0.0,0.0,0.0,,,,,2.0,5.0,,,,,,,,,,
2015-16,803364,21,2016-01-13 19:45:00,"Swansea.com Stadium, Swansea",20140,Swansea,Sunderland,2,4,4,2,L,W,2,1,1,2,1,0,0,1,2.0,4.0,10.0,7.0,5.0,4.0,3.0,3.0,2.0,,,3.0,1.0,3.0,,1.0,,1.0,1.0,2.0,9.0,6.0,6.0,3.0,23.0,32.0,54.0,64.0,451.0,430.0,367.0,355.0,51.2,48.8,11.0,22.0,8.0,18.0,15.0,9.0,10.0,33.0,7.0,22.0,11.0,12.0,,2.0,,,1.0,,6.0,11.0,18.0,6.0,142.0,122.0,1.0,3.0,4.0,2.0,,,1.0,,41.0,42.0,42.0,41.0,8.0,7.0,7.0,8.0,8.0,6.0,8.0,6.0,,,9.0,12.0,12.0,9.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,2.0,,,,,,,,,,
2015-16,803365,21,2016-01-12 19:45:00,"Vitality Stadium, Bournemouth",11071,Bournemouth,West Ham,1,3,3,1,L,W,1,0,0,1,0,0,0,0,1.0,3.0,11.0,10.0,4.0,5.0,3.0,4.0,4.0,1.0,2.0,2.0,,1.0,2.0,2.0,1.0,,1.0,1.0,11.0,6.0,8.0,3.0,20.0,24.0,57.0,56.0,413.0,432.0,311.0,321.0,48.7,51.3,18.0,21.0,13.0,15.0,22.0,14.0,25.0,20.0,19.0,13.0,27.0,27.0,1.0,4.0,2.0,,,1.0,18.0,18.0,7.0,11.0,163.0,182.0,3.0,3.0,3.0,1.0,,,,,51.0,67.0,67.0,51.0,10.0,21.0,21.0,10.0,4.0,7.0,4.0,7.0,,,8.0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,,,,,,4.0,,,,,,,,,,
2015-16,803366,21,2016-01-13 19:45:00,"Etihad Stadium, Manchester",53796,Man City,Everton,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,22.0,7.0,5.0,2.0,7.0,3.0,10.0,2.0,1.0,,,,1.0,,,,,,19.0,6.0,14.0,3.0,57.0,23.0,61.0,55.0,544.0,468.0,487.0,411.0,55.0,45.0,16.0,14.0,11.0,6.0,8.0,11.0,15.0,35.0,13.0,29.0,19.0,19.0,2.0,10.0,,1.0,,,16.0,18.0,7.0,8.0,128.0,106.0,2.0,5.0,,,1.0,1.0,,,48.0,40.0,40.0,48.0,9.0,6.0,6.0,9.0,12.0,5.0,12.0,5.0,,,5.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,,,,,3.0,4.0,,,,,,,,,,
2015-16,803367,21,2016-01-13 20:00:00,"White Hart Lane, London",35850,Spurs,Leicester,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,21.0,10.0,5.0,2.0,5.0,3.0,11.0,5.0,1.0,,,,1.0,,1.0,,,1.0,15.0,7.0,11.0,6.0,48.0,29.0,75.0,66.0,454.0,293.0,358.0,180.0,61.7,38.3,14.0,28.0,5.0,21.0,15.0,16.0,37.0,51.0,28.0,44.0,16.0,17.0,5.0,11.0,1.0,1.0,,,5.0,5.0,19.0,5.0,187.0,169.0,1.0,5.0,1.0,,,1.0,,,56.0,63.0,63.0,56.0,28.0,18.0,18.0,28.0,16.0,8.0,16.0,8.0,,,13.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,,,,,,
2015-16,803368,21,2016-01-12 19:45:00,"St. James' Park, Newcastle",49673,Newcastle,Man Utd,3,3,3,3,D,D,1,2,2,1,0,0,0,0,3.0,3.0,14.0,12.0,6.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,,,1.0,1.0,11.0,10.0,7.0,6.0,37.0,18.0,62.0,45.0,514.0,432.0,428.0,350.0,54.2,45.8,27.0,22.0,19.0,21.0,23.0,13.0,14.0,27.0,12.0,20.0,20.0,22.0,3.0,3.0,,,1.0,,10.0,7.0,14.0,15.0,155.0,157.0,1.0,3.0,3.0,3.0,,,,,53.0,49.0,49.0,53.0,8.0,8.0,8.0,8.0,5.0,3.0,5.0,3.0,,,10.0,12.0,12.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,
2015-16,803369,21,2016-01-13 19:45:00,"bet365 Stadium, Stoke",27274,Stoke,Norwich,3,1,1,3,W,L,0,0,0,0,0,1,1,0,3.0,1.0,14.0,5.0,4.0,2.0,7.0,3.0,3.0,,2.0,,1.0,,1.0,,,,2.0,1.0,13.0,4.0,6.0,2.0,43.0,25.0,83.0,48.0,621.0,348.0,552.0,270.0,64.4,35.6,21.0,10.0,15.0,8.0,18.0,12.0,13.0,29.0,9.0,27.0,9.0,9.0,,3.0,1.0,1.0,,,14.0,8.0,7.0,12.0,122.0,130.0,1.0,2.0,1.0,3.0,,,,1.0,48.0,42.0,42.0,48.0,12.0,14.0,14.0,12.0,7.0,3.0,7.0,3.0,,,5.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,,,,,,,,,
2015-16,803370,21,2016-01-13 19:45:00,"St. Mary's Stadium, Southampton",28399,Southampton,Watford,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,15.0,4.0,7.0,1.0,7.0,,1.0,3.0,2.0,,,,3.0,,1.0,,2.0,,9.0,3.0,6.0,3.0,45.0,20.0,89.0,63.0,458.0,465.0,351.0,342.0,50.6,49.4,22.0,11.0,19.0,5.0,28.0,26.0,30.0,29.0,25.0,25.0,21.0,21.0,3.0,2.0,,2.0,,,6.0,6.0,6.0,14.0,170.0,184.0,1.0,4.0,,2.0,1.0,,,,57.0,40.0,40.0,57.0,20.0,15.0,15.0,20.0,8.0,1.0,9.0,1.0,1.0,,9.0,11.0,10.0,9.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,,,,,,,,,,
2015-16,803371,21,2016-01-13 19:45:00,"Stamford Bridge, London",40945,Chelsea,West Brom,2,2,2,2,D,D,1,1,1,1,0,0,0,0,2.0,2.0,14.0,13.0,2.0,6.0,8.0,4.0,4.0,3.0,1.0,,1.0,,,,,,1.0,1.0,10.0,10.0,5.0,7.0,25.0,35.0,56.0,82.0,528.0,317.0,430.0,211.0,61.1,38.9,13.0,21.0,7.0,15.0,16.0,28.0,34.0,18.0,24.0,14.0,17.0,19.0,2.0,4.0,,,1.0,,7.0,11.0,12.0,12.0,160.0,167.0,4.0,1.0,2.0,2.0,,,,1.0,55.0,56.0,56.0,55.0,24.0,16.0,16.0,24.0,7.0,7.0,7.0,7.0,,2.0,13.0,8.0,8.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,,,
2015-16,803372,22,2016-01-17 16:15:00,"bet365 Stadium, Stoke",27683,Stoke,Arsenal,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,14.0,8.0,6.0,3.0,3.0,1.0,5.0,4.0,,1.0,,,,1.0,,,,,9.0,7.0,6.0,6.0,31.0,31.0,70.0,53.0,406.0,495.0,309.0,386.0,45.0,55.0,9.0,11.0,8.0,7.0,19.0,21.0,18.0,34.0,15.0,25.0,17.0,16.0,3.0,6.0,1.0,1.0,,,16.0,8.0,7.0,6.0,164.0,163.0,3.0,5.0,,,1.0,1.0,,,45.0,55.0,55.0,45.0,21.0,14.0,14.0,21.0,6.0,6.0,6.0,6.0,,,16.0,10.0,10.0,16.0,0.0,0.0,0.0,0.0,,,,,9.0,,,,,,,,,,,
2015-16,803373,22,2016-01-16 15:00:00,"Etihad Stadium, Manchester",53983,Man City,Crystal Palace,4,0,0,4,W,L,2,0,0,2,0,0,0,0,4.0,,17.0,9.0,4.0,3.0,6.0,5.0,7.0,1.0,2.0,1.0,2.0,,,1.0,,,4.0,,13.0,8.0,7.0,3.0,21.0,29.0,47.0,62.0,490.0,426.0,405.0,330.0,52.8,47.2,22.0,24.0,15.0,11.0,26.0,22.0,34.0,10.0,27.0,8.0,14.0,14.0,1.0,7.0,1.0,,,1.0,12.0,12.0,20.0,13.0,140.0,151.0,3.0,,,4.0,1.0,,,,60.0,60.0,60.0,60.0,16.0,16.0,16.0,16.0,5.0,6.0,5.0,6.0,1.0,,10.0,11.0,10.0,9.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,
2015-16,803374,22,2016-01-16 15:00:00,"Stamford Bridge, London",41633,Chelsea,Everton,3,3,3,3,D,D,0,0,0,0,0,0,0,0,3.0,3.0,14.0,9.0,7.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,,1.0,3.0,2.0,10.0,8.0,8.0,6.0,40.0,16.0,77.0,61.0,569.0,477.0,494.0,391.0,54.9,45.1,26.0,18.0,21.0,16.0,21.0,15.0,15.0,34.0,14.0,30.0,15.0,15.0,2.0,4.0,1.0,,,1.0,14.0,13.0,10.0,12.0,144.0,140.0,2.0,4.0,3.0,3.0,,,1.0,,58.0,59.0,59.0,58.0,15.0,15.0,15.0,15.0,6.0,4.0,6.0,4.0,,,12.0,5.0,4.0,12.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,,,,,,,,,
2015-16,803375,22,2016-01-16 17:30:00,"Villa Park, Birmingham",32763,Aston Villa,Leicester,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,14.0,12.0,5.0,5.0,5.0,5.0,4.0,2.0,,1.0,,1.0,1.0,2.0,,,,,8.0,9.0,4.0,4.0,38.0,25.0,56.0,78.0,500.0,398.0,388.0,285.0,56.5,43.5,18.0,20.0,14.0,15.0,17.0,20.0,17.0,33.0,16.0,30.0,17.0,16.0,1.0,4.0,,1.0,,,6.0,9.0,8.0,9.0,183.0,167.0,4.0,4.0,1.0,1.0,,,,,85.0,51.0,51.0,85.0,44.0,15.0,15.0,44.0,3.0,4.0,3.0,4.0,2.0,1.0,13.0,15.0,14.0,10.0,0.0,0.0,0.0,0.0,,1.0,,,1.0,4.0,,,,,,,,,,
2015-16,803376,22,2016-01-17 14:05:00,"Anfield, Liverpool",43865,Liverpool,Man Utd,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,19.0,7.0,4.0,1.0,10.0,5.0,5.0,1.0,2.0,,,1.0,2.0,,,1.0,,,16.0,5.0,8.0,1.0,34.0,20.0,70.0,64.0,491.0,431.0,366.0,315.0,53.3,46.7,36.0,26.0,27.0,14.0,14.0,23.0,11.0,33.0,7.0,31.0,16.0,14.0,1.0,4.0,,,,,13.0,12.0,21.0,23.0,186.0,177.0,,4.0,1.0,,,1.0,,,76.0,62.0,62.0,76.0,16.0,18.0,18.0,16.0,5.0,4.0,5.0,4.0,1.0,,6.0,18.0,14.0,6.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,,,,,,,
2015-16,803377,22,2016-01-16 15:00:00,"Vitality Stadium, Bournemouth",11065,Bournemouth,Norwich,3,0,0,3,W,L,1,0,0,1,0,0,0,0,3.0,,15.0,10.0,8.0,3.0,6.0,3.0,1.0,4.0,3.0,,3.0,,1.0,1.0,,,2.0,,11.0,5.0,7.0,3.0,23.0,27.0,48.0,74.0,353.0,418.0,261.0,330.0,45.4,54.6,19.0,21.0,12.0,17.0,20.0,10.0,26.0,21.0,24.0,17.0,18.0,18.0,4.0,2.0,2.0,1.0,,,8.0,13.0,14.0,13.0,149.0,161.0,3.0,4.0,,3.0,1.0,,,,61.0,50.0,50.0,61.0,18.0,15.0,15.0,18.0,5.0,3.0,5.0,3.0,,,8.0,13.0,13.0,8.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,4.0,,,,,,,,,,
2015-16,803378,22,2016-01-16 12:45:00,"White Hart Lane, London",35854,Spurs,Sunderland,4,1,1,4,W,L,1,1,1,1,0,0,0,0,4.0,1.0,26.0,5.0,11.0,2.0,9.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,18.0,5.0,9.0,3.0,44.0,17.0,78.0,56.0,621.0,316.0,521.0,210.0,66.6,33.4,18.0,19.0,15.0,14.0,11.0,10.0,19.0,33.0,13.0,28.0,16.0,16.0,1.0,6.0,,,,1.0,6.0,9.0,12.0,14.0,161.0,157.0,1.0,7.0,1.0,4.0,,,,,53.0,41.0,41.0,53.0,17.0,9.0,9.0,17.0,11.0,3.0,11.0,3.0,3.0,,8.0,13.0,12.0,8.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,3.0,,,,,,,,,,
