season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard,backwardPass,bigChanceCreated,bigChanceMissed,fwdPass,leftsidePass,overrun,rightsidePass,unsuccessfulTouch,penaltySave,attOneOnOne,contentiousDecision,saves,attemptedTackleFoul,blockedPass,putThrough,subsGoals,successfulPutThrough,ptsDroppedWinningPos,ptsGainedLosingPos,attLgRight,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,keeperGoals,totalDistance,winningGoal
2015-16,803470,31.0,2016-03-20 13:30:00,56,Sunderland,Away,67.0,12.0,1.0,2.0,1.0,3.0,1.0,133.0,4.0,,3.0,5.0,6.0,29.0,198.0,,,14.0,23.0,17.0,7.0,3.0,,,,1.0,,,1.0,,,,,,9.0,,,,,,1.0,9.0,8.0,,,,52.0,,4.0,3.0,15.0,1.0,5.0,1.0,,,13.0,,69.0,66.0,4.0,23.0,17.0,,,69.0,7.0,14.0,1.0,1.0,4.0,2.0,1.0,,,,,,,11.0,,,,7.0,,,,,19.0,,6.0,6.0,1.0,3.0,83.0,35.0,3.0,,6.0,4.0,4.0,262.0,,,3.0,,41.0,73.0,24.0,,,,,160.0,149.0,2.0,13.0,21.0,40.1,,,0.0,,,,4.0,3.0,,2.0,,7.0,,3.0,74.0,184.0,10.0,76.0,24.0,34.0,22.0,4.0,7.0,3.0,,127.0,10.0,230.0,7.0,,29.0,8.0,80.0,1.0,299.0,1.0,0.0,14.0,25.0,2.0,17.0,1.0,510.0,,11.0,5.0,17.0,0.0,39.0,,,152.0,50.0,2.0,58.0,12.0,,,,6.0,6.0,16.0,16.0,,13.0,,,,,,,,,,,
2015-16,803481,32.0,2016-04-02 15:00:00,56,Sunderland,Home,111.0,9.0,2.0,7.0,5.0,1.0,,182.0,1.0,1.0,6.0,5.0,11.0,24.0,286.0,,1.0,18.0,18.0,16.0,17.0,1.0,,,,1.0,,,1.0,,,,,,19.0,,,,,,,1.0,2.0,,,,73.0,,3.0,7.0,8.0,,9.0,8.0,7.0,,7.0,,49.0,52.0,3.0,31.0,18.0,,1.0,62.0,11.0,10.0,,,1.0,,1.0,,,,,,,3.0,,,,2.0,,,,1.0,21.0,,19.0,19.0,1.0,6.0,94.0,36.0,3.0,,5.0,13.0,6.0,374.0,,,1.0,,70.0,57.0,37.0,,,,,176.0,169.0,3.0,30.0,30.0,56.8,,,0.0,,,,,,,,,9.0,,1.0,100.0,272.0,18.0,126.0,25.0,38.0,17.0,6.0,21.0,15.0,,158.0,5.0,290.0,2.0,1.0,39.0,11.0,76.0,5.0,395.0,1.0,0.0,22.0,16.0,2.0,25.0,1.0,620.0,,11.0,9.0,12.0,0.0,56.0,2.0,3.0,178.0,79.0,8.0,82.0,13.0,,,,,7.0,11.0,11.0,,7.0,,,,,,,,,,,
2015-16,803486,33.0,2016-04-10 13:30:00,56,Sunderland,Home,100.0,14.0,,2.0,2.0,5.0,1.0,131.0,1.0,2.0,4.0,6.0,11.0,25.0,229.0,,,28.0,20.0,29.0,13.0,,,,,,,,,,,,,,13.0,,,,,,1.0,12.0,4.0,,,,84.0,,3.0,6.0,22.0,,1.0,3.0,3.0,,14.0,5.0,75.0,87.0,3.0,47.0,26.0,,,76.0,9.0,9.0,,,1.0,1.0,,,,,,,,7.0,,,,3.0,,,,,32.0,,17.0,17.0,1.0,4.0,85.0,37.0,7.0,,6.0,7.0,1.0,311.0,,,2.0,,32.0,60.0,28.0,,,,,186.0,167.0,3.0,32.0,34.0,44.8,,,0.0,,,,3.0,2.0,,1.0,,8.0,,3.0,65.0,218.0,13.0,117.0,26.0,66.0,24.0,1.0,8.0,7.0,,127.0,12.0,230.0,3.0,3.0,27.0,11.0,71.0,2.0,339.0,1.0,0.0,15.0,35.0,,35.0,1.0,619.0,,14.0,1.0,26.0,0.0,37.0,1.0,1.0,164.0,68.0,1.0,70.0,17.0,,,1.0,5.0,8.0,16.0,16.0,,7.0,,,,,,,,,,,
2015-16,803497,34.0,2016-04-16 12:45:00,56,Sunderland,Away,47.0,4.0,,3.0,3.0,3.0,,91.0,2.0,2.0,3.0,7.0,5.0,19.0,135.0,,2.0,7.0,20.0,26.0,3.0,,,,,1.0,,,1.0,,,,,,5.0,1.0,,,,,1.0,10.0,9.0,,,,51.0,3.0,3.0,,12.0,2.0,,4.0,1.0,,4.0,3.0,51.0,55.0,3.0,59.0,38.0,,1.0,67.0,11.0,7.0,1.0,,2.0,,1.0,2.0,,2.0,2.0,,,14.0,,,2.0,4.0,,,,1.0,45.0,,9.0,9.0,,3.0,82.0,27.0,14.0,1.0,3.0,2.0,3.0,210.0,,,8.0,,30.0,50.0,21.0,,,,1.0,164.0,144.0,3.0,13.0,22.0,36.0,,5.0,0.0,,,,4.0,3.0,,,,5.0,,3.0,46.0,129.0,6.0,61.0,14.0,79.0,13.0,,5.0,5.0,,99.0,8.0,184.0,4.0,2.0,27.0,7.0,69.0,5.0,240.0,1.0,0.0,8.0,14.0,2.0,14.0,2.0,454.0,,8.0,,13.0,0.0,25.0,3.0,1.0,138.0,42.0,1.0,35.0,15.0,,1.0,,6.0,8.0,16.0,16.0,,11.0,,,,,,,,,,,
2015-16,803502,35.0,2016-04-24 14:05:00,56,Sunderland,Home,71.0,12.0,1.0,2.0,1.0,1.0,,99.0,2.0,1.0,4.0,6.0,6.0,23.0,168.0,,1.0,12.0,23.0,18.0,4.0,,,,,,1.0,,1.0,,,,,,8.0,,,1.0,,,,9.0,11.0,,,,73.0,,5.0,3.0,15.0,1.0,7.0,8.0,5.0,,4.0,3.0,53.0,41.0,5.0,27.0,13.0,,,59.0,10.0,8.0,,,2.0,,1.0,,,,,,,7.0,,,,,,,,1.0,16.0,1.0,20.0,20.0,4.0,4.0,81.0,27.0,7.0,,2.0,2.0,3.0,244.0,,,7.0,,28.0,55.0,28.0,,,,,153.0,147.0,5.0,26.0,31.0,29.8,1.0,,0.0,,,,2.0,5.0,,,,6.0,,2.0,51.0,156.0,4.0,87.0,27.0,33.0,6.0,6.0,19.0,13.0,,100.0,3.0,200.0,,2.0,37.0,6.0,77.0,5.0,268.0,1.0,0.0,12.0,13.0,1.0,18.0,2.0,463.0,,4.0,7.0,8.0,0.0,26.0,,,134.0,51.0,2.0,57.0,11.0,,,1.0,6.0,6.0,18.0,18.0,,12.0,,,,,,,,,,,
2015-16,803519,36.0,2016-04-30 15:00:00,56,Sunderland,Away,80.0,10.0,1.0,3.0,2.0,,,118.0,3.0,1.0,5.0,2.0,3.0,19.0,195.0,,,20.0,34.0,17.0,11.0,,,,,,,1.0,1.0,,,,,,6.0,1.0,,,,,2.0,6.0,5.0,,,,62.0,1.0,1.0,4.0,13.0,,8.0,10.0,5.0,,11.0,1.0,72.0,50.0,1.0,12.0,7.0,,,57.0,13.0,13.0,1.0,,3.0,1.0,1.0,,,,,,,9.0,,,,1.0,,,,,8.0,,9.0,9.0,1.0,6.0,83.0,23.0,2.0,,4.0,7.0,5.0,280.0,,,2.0,,35.0,44.0,39.0,,,,1.0,171.0,168.0,2.0,24.0,25.0,46.4,,,0.0,,,,1.0,1.0,,,,5.0,,3.0,69.0,185.0,11.0,102.0,29.0,15.0,9.0,8.0,24.0,16.0,,120.0,3.0,228.0,1.0,1.0,32.0,5.0,74.0,1.0,306.0,2.0,0.0,14.0,15.0,,29.0,2.0,483.0,,5.0,8.0,13.0,0.0,32.0,,,151.0,60.0,1.0,63.0,9.0,,,1.0,2.0,7.0,12.0,12.0,,7.0,,,,,,,,,,,
2015-16,803523,37.0,2016-05-07 15:00:00,56,Sunderland,Home,78.0,7.0,1.0,4.0,3.0,1.0,1.0,125.0,1.0,2.0,2.0,3.0,8.0,17.0,199.0,2.0,,14.0,9.0,7.0,6.0,1.0,,,,,,,2.0,,,,,,9.0,,,,,,2.0,7.0,2.0,,,,73.0,,,7.0,14.0,,3.0,7.0,3.0,,6.0,5.0,49.0,38.0,,9.0,5.0,,,52.0,11.0,9.0,1.0,,5.0,3.0,2.0,1.0,,1.0,1.0,,,3.0,,,2.0,,,,,,5.0,,25.0,25.0,4.0,2.0,71.0,35.0,3.0,2.0,2.0,6.0,4.0,271.0,,,1.0,,40.0,49.0,30.0,,,,,132.0,132.0,7.0,24.0,33.0,31.4,,,0.0,,,,5.0,1.0,,1.0,,3.0,,3.0,63.0,191.0,8.0,90.0,20.0,9.0,16.0,3.0,16.0,13.0,,111.0,8.0,213.0,,2.0,30.0,9.0,59.0,6.0,287.0,2.0,0.0,14.0,15.0,,19.0,4.0,450.0,,7.0,3.0,13.0,0.0,39.0,,,128.0,63.0,1.0,57.0,5.0,,,,6.0,6.0,14.0,14.0,,6.0,,,,,,,,,,,
2015-16,803539,38.0,2016-05-15 15:00:00,56,Sunderland,Away,112.0,8.0,,,,2.0,,131.0,4.0,,4.0,10.0,7.0,23.0,243.0,,,26.0,14.0,12.0,3.0,,,1.0,,,,,,,,,,,6.0,,,,,,,9.0,12.0,,,,51.0,1.0,4.0,1.0,6.0,,4.0,7.0,5.0,,5.0,2.0,40.0,51.0,4.0,31.0,16.0,,,74.0,9.0,11.0,,,3.0,1.0,,2.0,,2.0,2.0,,1.0,11.0,,,2.0,5.0,,,,2.0,20.0,,11.0,11.0,,4.0,83.0,30.0,7.0,2.0,1.0,4.0,4.0,317.0,,,4.0,,61.0,52.0,27.0,1.0,1.0,1.0,,160.0,152.0,4.0,20.0,16.0,45.8,,1.0,0.0,,,,,4.0,,,1.0,1.0,,3.0,77.0,229.0,5.0,126.0,26.0,39.0,17.0,4.0,17.0,13.0,2.0,136.0,4.0,237.0,5.0,,37.0,7.0,81.0,4.0,346.0,,0.0,6.0,20.0,,29.0,0.0,547.0,,9.0,4.0,11.0,0.0,55.0,1.0,,145.0,73.0,2.0,73.0,10.0,,,2.0,4.0,7.0,10.0,10.0,,4.0,,,,,,,,,,,
2016-17,855179,1.0,2016-08-13 17:30:00,56,Sunderland,Away,56.0,10.0,1.0,3.0,2.0,3.0,,51.0,3.0,,3.0,3.0,3.0,13.0,104.0,,1.0,18.0,16.0,21.0,3.0,,3.0,,,,,1.0,1.0,1.0,,,,,2.0,,,,,,1.0,9.0,8.0,4.0,3.0,,49.0,1.0,4.0,2.0,13.0,,6.0,9.0,3.0,,3.0,2.0,46.0,59.0,4.0,24.0,13.0,,2.0,43.0,14.0,11.0,1.0,,3.0,3.0,1.0,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,1.0,16.0,,12.0,12.0,,3.0,61.0,18.0,9.0,,1.0,3.0,3.0,164.0,,,4.0,1.0,18.0,25.0,25.0,1.0,1.0,1.0,,137.0,137.0,3.0,26.0,12.0,23.1,,1.0,0.0,,,,1.0,2.0,,3.0,,2.0,,3.0,24.0,93.0,4.0,74.0,23.0,35.0,13.0,5.0,20.0,15.0,,63.0,11.0,135.0,1.0,,25.0,3.0,57.0,2.0,189.0,,0.0,7.0,17.0,2.0,27.0,2.0,395.0,9.0,11.0,6.0,13.0,0.0,23.0,2.0,1.0,106.0,32.0,3.0,28.0,16.0,,,,3.0,8.0,15.0,15.0,,12.0,,,,,,,,,,,
2016-17,855186,2.0,2016-08-21 13:30:00,56,Sunderland,Home,125.0,11.0,2.0,6.0,4.0,1.0,,188.0,2.0,1.0,5.0,6.0,5.0,19.0,307.0,1.0,,25.0,17.0,18.0,9.0,4.0,2.0,,,,,,,,,,,,13.0,,,,,,2.0,3.0,5.0,13.0,5.0,,63.0,1.0,,7.0,7.0,,8.0,11.0,2.0,1.0,19.0,,63.0,68.0,,11.0,4.0,,,66.0,11.0,14.0,,,1.0,1.0,,,,,,,,4.0,,,1.0,,,,,,4.0,,15.0,15.0,1.0,5.0,68.0,26.0,1.0,,5.0,8.0,5.0,380.0,,,3.0,,70.0,68.0,34.0,,,,,159.0,159.0,4.0,16.0,36.0,46.9,,,0.0,,,,,1.0,,,,6.0,1.0,3.0,103.0,290.0,13.0,137.0,28.0,12.0,32.0,7.0,21.0,14.0,,159.0,5.0,285.0,,1.0,24.0,5.0,51.0,2.0,401.0,2.0,0.0,18.0,16.0,3.0,27.0,1.0,633.0,37.0,21.0,8.0,11.0,0.0,43.0,,,144.0,89.0,3.0,125.0,13.0,,,,1.0,7.0,27.0,27.0,,16.0,,,,,,,,,,,
2016-17,855198,3.0,2016-08-27 15:00:00,56,Sunderland,Away,82.0,16.0,1.0,4.0,3.0,1.0,1.0,101.0,2.0,4.0,2.0,3.0,7.0,22.0,179.0,,,13.0,11.0,20.0,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,15.0,4.0,1.0,,57.0,1.0,,1.0,10.0,,5.0,4.0,5.0,,11.0,5.0,45.0,58.0,,31.0,16.0,1.0,,70.0,8.0,15.0,1.0,,5.0,2.0,1.0,,,,,,,10.0,,,,1.0,,,,,17.0,,16.0,16.0,2.0,2.0,66.0,26.0,5.0,,2.0,1.0,2.0,240.0,,,4.0,,41.0,46.0,28.0,,,,1.0,130.0,130.0,1.0,27.0,21.0,36.2,,3.0,0.0,,,,1.0,5.0,,1.0,,2.0,,3.0,54.0,166.0,3.0,97.0,30.0,36.0,16.0,5.0,16.0,11.0,,109.0,2.0,189.0,1.0,4.0,25.0,9.0,67.0,2.0,270.0,1.0,0.0,5.0,13.0,1.0,16.0,2.0,453.0,16.0,11.0,5.0,10.0,0.0,40.0,1.0,1.0,120.0,53.0,,57.0,6.0,,,1.0,6.0,4.0,16.0,16.0,,9.0,2.0,,,,,,,,,,
2016-17,855209,4.0,2016-09-12 20:00:00,56,Sunderland,Home,79.0,9.0,2.0,3.0,1.0,,,133.0,1.0,,1.0,6.0,9.0,17.0,209.0,,,10.0,5.0,12.0,6.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,9.0,,,,,,,15.0,5.0,7.0,4.0,,52.0,,1.0,8.0,7.0,,5.0,6.0,1.0,,17.0,4.0,51.0,43.0,1.0,15.0,8.0,,,52.0,11.0,7.0,,,1.0,,1.0,,,,,,,9.0,,,,,,,,,8.0,,16.0,16.0,1.0,2.0,54.0,19.0,5.0,,,7.0,2.0,259.0,,,3.0,,53.0,38.0,19.0,,,,,132.0,132.0,3.0,25.0,19.0,33.3,,,0.0,,,,3.0,3.0,,1.0,1.0,1.0,,3.0,72.0,198.0,7.0,92.0,19.0,18.0,25.0,5.0,12.0,7.0,1.0,110.0,3.0,203.0,,,22.0,9.0,56.0,,283.0,,0.0,11.0,11.0,,12.0,1.0,457.0,23.0,13.0,5.0,7.0,0.0,37.0,,1.0,108.0,72.0,2.0,66.0,15.0,,1.0,1.0,6.0,4.0,9.0,9.0,,2.0,,,,,,,,,,,
2016-17,855219,5.0,2016-09-18 16:30:00,56,Sunderland,Away,67.0,2.0,1.0,4.0,3.0,1.0,1.0,77.0,3.0,1.0,1.0,2.0,2.0,13.0,140.0,1.0,,11.0,19.0,10.0,3.0,2.0,1.0,,,,,,,,,,,,4.0,,,,,,1.0,16.0,15.0,5.0,1.0,,56.0,,3.0,1.0,13.0,,1.0,4.0,1.0,,9.0,6.0,63.0,53.0,3.0,26.0,17.0,1.0,,43.0,16.0,7.0,,,1.0,1.0,,,,,,,,19.0,,,,2.0,,,,1.0,20.0,,15.0,15.0,2.0,1.0,60.0,17.0,14.0,,3.0,2.0,2.0,190.0,,,7.0,,31.0,34.0,17.0,,,,,123.0,123.0,3.0,28.0,16.0,26.3,,,0.0,,,,4.0,4.0,1.0,,,3.0,,3.0,25.0,131.0,5.0,85.0,8.0,32.0,17.0,1.0,7.0,6.0,,57.0,4.0,146.0,2.0,1.0,20.0,2.0,61.0,,224.0,1.0,1.0,6.0,26.0,,17.0,5.0,407.0,10.0,10.0,1.0,23.0,0.0,26.0,2.0,2.0,108.0,47.0,1.0,43.0,13.0,,,1.0,8.0,11.0,8.0,8.0,,5.0,,,,,,,,,,,
2016-17,855229,6.0,2016-09-24 15:00:00,56,Sunderland,Home,114.0,20.0,,2.0,2.0,1.0,,148.0,4.0,1.0,1.0,7.0,11.0,31.0,260.0,1.0,,13.0,20.0,19.0,5.0,,2.0,,,,,,,,,,,,9.0,,,,,,,15.0,6.0,6.0,5.0,,64.0,2.0,1.0,3.0,12.0,,3.0,10.0,5.0,,12.0,3.0,61.0,54.0,1.0,29.0,16.0,,,73.0,15.0,12.0,2.0,,2.0,3.0,,,,,,,,10.0,,,2.0,1.0,,,,,18.0,,19.0,19.0,1.0,1.0,82.0,34.0,5.0,,3.0,2.0,4.0,331.0,,,4.0,,40.0,59.0,31.0,,,,,157.0,157.0,7.0,21.0,29.0,44.6,,,0.0,,,,1.0,,,2.0,,4.0,,3.0,79.0,241.0,5.0,129.0,37.0,39.0,11.0,3.0,21.0,18.0,,137.0,7.0,252.0,1.0,1.0,30.0,11.0,75.0,3.0,360.0,1.0,0.0,11.0,15.0,2.0,17.0,0.0,564.0,21.0,8.0,3.0,8.0,0.0,56.0,,1.0,153.0,80.0,2.0,71.0,14.0,,,,1.0,9.0,14.0,14.0,,9.0,3.0,,,,,,,,,,
2016-17,855237,7.0,2016-10-01 15:00:00,56,Sunderland,Home,127.0,15.0,2.0,2.0,,,,203.0,5.0,2.0,8.0,5.0,4.0,41.0,328.0,,1.0,11.0,18.0,19.0,3.0,2.0,2.0,,,1.0,,,1.0,,,,,,4.0,,,,,,,9.0,8.0,6.0,1.0,,67.0,1.0,6.0,1.0,1.0,,6.0,6.0,7.0,,7.0,3.0,43.0,55.0,6.0,28.0,18.0,,,80.0,7.0,12.0,,,3.0,1.0,1.0,1.0,,1.0,1.0,,,9.0,,,1.0,3.0,,,,,20.0,,24.0,24.0,2.0,9.0,72.0,35.0,5.0,,3.0,3.0,2.0,397.0,,,3.0,,78.0,72.0,34.0,,,,,149.0,149.0,5.0,19.0,27.0,56.0,,2.0,0.0,,,,2.0,4.0,,,,4.0,,3.0,93.0,308.0,6.0,145.0,30.0,32.0,17.0,6.0,20.0,14.0,,153.0,1.0,299.0,3.0,2.0,33.0,4.0,92.0,2.0,424.0,,0.0,7.0,17.0,2.0,12.0,1.0,631.0,16.0,7.0,6.0,13.0,0.0,50.0,2.0,1.0,162.0,106.0,1.0,106.0,13.0,,1.0,,6.0,5.0,13.0,13.0,,6.0,,1.0,,,,,,,,,
2016-17,855250,8.0,2016-10-15 15:00:00,56,Sunderland,Away,128.0,10.0,1.0,2.0,1.0,,,140.0,2.0,1.0,6.0,6.0,6.0,20.0,266.0,2.0,,20.0,14.0,13.0,7.0,1.0,1.0,,,,,1.0,1.0,,,,,,9.0,,,,,,,10.0,8.0,5.0,6.0,,61.0,,5.0,6.0,7.0,,4.0,5.0,8.0,,14.0,1.0,50.0,40.0,5.0,13.0,7.0,,,73.0,13.0,10.0,,,3.0,2.0,1.0,,,,,,,8.0,,,,2.0,,,,,7.0,,14.0,14.0,2.0,6.0,81.0,34.0,6.0,,2.0,6.0,1.0,328.0,,,8.0,,53.0,43.0,23.0,,,,,139.0,139.0,2.0,22.0,23.0,42.8,,1.0,0.0,,,,1.0,3.0,,,,4.0,,3.0,73.0,254.0,8.0,142.0,22.0,15.0,11.0,2.0,17.0,15.0,,123.0,2.0,232.0,2.0,1.0,31.0,7.0,69.0,2.0,357.0,2.0,0.0,11.0,10.0,1.0,23.0,1.0,532.0,16.0,8.0,4.0,8.0,0.0,43.0,,,138.0,100.0,,76.0,11.0,,,,4.0,9.0,8.0,8.0,,6.0,,,,,,,,,,,
2016-17,855261,9.0,2016-10-22 15:00:00,56,Sunderland,Away,91.0,9.0,,4.0,4.0,,2.0,120.0,4.0,,6.0,4.0,12.0,16.0,207.0,,,11.0,13.0,6.0,6.0,1.0,,,,,,,1.0,,1.0,,,,8.0,,,,,,1.0,12.0,8.0,4.0,6.0,,60.0,,4.0,4.0,18.0,,2.0,7.0,6.0,,8.0,,56.0,38.0,4.0,27.0,18.0,,,60.0,13.0,10.0,,,3.0,2.0,1.0,,,,,,,10.0,,,,2.0,,,,1.0,20.0,,17.0,17.0,4.0,6.0,70.0,27.0,6.0,,4.0,3.0,2.0,270.0,,,7.0,,59.0,44.0,19.0,,,,,136.0,136.0,2.0,30.0,15.0,35.6,,,0.0,,,,1.0,1.0,,,,4.0,,3.0,60.0,193.0,7.0,113.0,21.0,33.0,11.0,1.0,16.0,15.0,,94.0,2.0,199.0,3.0,,24.0,13.0,56.0,1.0,296.0,,0.0,10.0,16.0,,16.0,5.0,480.0,14.0,6.0,2.0,10.0,0.0,45.0,,1.0,132.0,62.0,4.0,57.0,12.0,,1.0,,2.0,12.0,11.0,11.0,,2.0,,,,,,,,,,,
2016-17,855268,10.0,2016-10-29 12:30:00,56,Sunderland,Home,96.0,10.0,,4.0,4.0,3.0,1.0,127.0,5.0,2.0,,5.0,8.0,35.0,219.0,,,15.0,17.0,14.0,1.0,,,,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,14.0,7.0,1.0,2.0,,53.0,1.0,1.0,1.0,13.0,,,10.0,4.0,,13.0,1.0,57.0,48.0,1.0,23.0,11.0,,,65.0,9.0,12.0,1.0,,4.0,2.0,1.0,,,,,,,10.0,,,,1.0,,,,1.0,11.0,,9.0,9.0,1.0,,64.0,34.0,8.0,,,1.0,1.0,273.0,,,2.0,,60.0,63.0,18.0,,,,1.0,138.0,138.0,3.0,23.0,22.0,34.5,,1.0,0.0,,,,2.0,1.0,,1.0,,1.0,,3.0,68.0,199.0,1.0,105.0,22.0,23.0,14.0,,16.0,16.0,,120.0,8.0,213.0,1.0,3.0,21.0,9.0,67.0,6.0,302.0,,0.0,3.0,16.0,,18.0,4.0,475.0,6.0,8.0,,15.0,0.0,52.0,,,125.0,65.0,1.0,60.0,14.0,,,,3.0,6.0,9.0,9.0,,7.0,,,,,,,,,,,
2016-17,855272,11.0,2016-11-05 15:00:00,56,Sunderland,Away,53.0,7.0,,2.0,2.0,,,112.0,7.0,,,8.0,13.0,28.0,163.0,,,15.0,7.0,14.0,7.0,,,,,,,,,,,,,,8.0,1.0,,,,,,16.0,6.0,6.0,3.0,,51.0,1.0,5.0,5.0,17.0,,2.0,7.0,3.0,,11.0,4.0,56.0,55.0,5.0,28.0,11.0,,,65.0,17.0,14.0,1.0,,2.0,1.0,,1.0,,,1.0,,,15.0,,,1.0,2.0,,,,,11.0,,16.0,16.0,5.0,,58.0,34.0,12.0,1.0,,8.0,4.0,197.0,,,4.0,,45.0,28.0,25.0,,,,1.0,126.0,126.0,3.0,25.0,14.0,30.2,,,0.0,,,,3.0,3.0,1.0,1.0,,,,3.0,62.0,137.0,8.0,70.0,15.0,28.0,14.0,1.0,12.0,11.0,,108.0,7.0,177.0,2.0,,24.0,13.0,62.0,2.0,235.0,2.0,1.0,9.0,18.0,,21.0,2.0,438.0,21.0,10.0,2.0,16.0,0.0,33.0,,,104.0,41.0,3.0,57.0,18.0,,,,6.0,13.0,14.0,14.0,,8.0,,3.0,,,,,,,,,
2016-17,855288,12.0,2016-11-19 15:00:00,56,Sunderland,Home,172.0,14.0,1.0,4.0,3.0,3.0,,127.0,6.0,,4.0,6.0,7.0,39.0,295.0,,,14.0,9.0,23.0,5.0,1.0,1.0,,,,,,,,,,,,10.0,,,,,,,10.0,7.0,8.0,3.0,,57.0,,6.0,4.0,6.0,2.0,2.0,6.0,5.0,,9.0,4.0,37.0,47.0,6.0,37.0,25.0,,2.0,66.0,9.0,7.0,3.0,,2.0,,,3.0,,1.0,3.0,,,9.0,,,3.0,5.0,,,,,25.0,,13.0,13.0,1.0,4.0,69.0,36.0,8.0,,3.0,6.0,4.0,349.0,,,6.0,,36.0,61.0,25.0,,,,,117.0,117.0,6.0,30.0,8.0,41.3,,,0.0,,,,6.0,1.0,1.0,,,3.0,,2.0,59.0,280.0,9.0,185.0,30.0,37.0,9.0,2.0,13.0,11.0,,103.0,5.0,202.0,5.0,,17.0,8.0,70.0,1.0,374.0,1.0,1.0,11.0,12.0,,19.0,1.0,561.0,22.0,5.0,3.0,8.0,0.0,62.0,,,137.0,93.0,2.0,82.0,8.0,,,2.0,5.0,8.0,13.0,13.0,,8.0,,,,,,,,,,,
