season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,ownGoals_h,ownGoals_a
2017-18,919081,19,2017-12-23 15:00:00,"Liberty Stadium, Swansea",20354,Swansea,Crystal Palace,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,7.0,13.0,2.0,5.0,3.0,4.0,2.0,4.0,1.0,,,1.0,1.0,,,,1.0,,4.0,9.0,2.0,6.0,31.0,19.0,67.0,42.0,594.0,336.0,505.0,257.0,64.3,35.7,17.0,32.0,18.0,21.0,11.0,14.0,9.0,16.0,13.0,21.0,13.0,21.0,18.0,16.0,3.0,2.0,,1.0,,,19.0,20.0,11.0,7.0,165.0,139.0,4.0,2.0,1.0,1.0,,,60.0,71.0,71.0,60.0,11.0,18.0,18.0,11.0,6.0,3.0,6.0,3.0,,,13.0,11.0,11.0,13.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,1.0,,
2017-18,919082,19,2017-12-23 15:00:00,"London Stadium, London",56955,West Ham,Newcastle,2,3,3,2,L,W,1,1,1,1,0,0,0,0,2.0,3.0,19.0,11.0,6.0,4.0,5.0,5.0,8.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,,2.0,,2.0,13.0,5.0,8.0,2.0,51.0,18.0,93.0,51.0,426.0,249.0,329.0,155.0,63.5,36.5,30.0,11.0,16.0,23.0,12.0,15.0,4.0,8.0,29.0,56.0,29.0,56.0,18.0,16.0,2.0,7.0,,,,1.0,4.0,17.0,15.0,12.0,164.0,137.0,1.0,4.0,3.0,2.0,,,81.0,67.0,67.0,81.0,37.0,31.0,31.0,37.0,6.0,3.0,6.0,3.0,1.0,1.0,9.0,12.0,12.0,9.0,0.0,0.0,0.0,0.0,1.0,,,,4.0,,,
2017-18,919083,20,2017-12-26 15:00:00,"Vitality Stadium, Bournemouth",10596,Bournemouth,West Ham,3,3,3,3,D,D,1,1,1,1,0,0,0,0,3.0,3.0,25.0,10.0,10.0,5.0,10.0,3.0,5.0,2.0,2.0,2.0,,2.0,2.0,2.0,,,3.0,1.0,20.0,7.0,11.0,4.0,45.0,26.0,71.0,60.0,424.0,333.0,330.0,236.0,56.5,43.5,47.0,13.0,15.0,22.0,12.0,19.0,8.0,18.0,12.0,33.0,12.0,33.0,22.0,23.0,2.0,5.0,,,2.0,,7.0,10.0,16.0,7.0,160.0,156.0,2.0,7.0,3.0,3.0,,,64.0,59.0,59.0,64.0,26.0,18.0,18.0,26.0,7.0,4.0,7.0,4.0,6.0,1.0,12.0,14.0,13.0,12.0,0.0,0.0,0.0,0.0,,,,,,2.0,,
2017-18,919084,20,2017-12-26 15:00:00,"Stamford Bridge, London",41568,Chelsea,Brighton,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,,25.0,8.0,8.0,1.0,10.0,4.0,7.0,3.0,3.0,,1.0,,2.0,,,,2.0,,22.0,6.0,13.0,2.0,43.0,18.0,86.0,45.0,695.0,341.0,614.0,264.0,67.1,32.9,36.0,7.0,12.0,13.0,10.0,9.0,9.0,17.0,13.0,32.0,13.0,32.0,9.0,8.0,3.0,8.0,,,,,6.0,13.0,11.0,7.0,119.0,116.0,1.0,5.0,,2.0,1.0,,43.0,47.0,47.0,43.0,10.0,21.0,21.0,10.0,13.0,1.0,13.0,1.0,,2.0,8.0,8.0,8.0,7.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2017-18,919085,20,2017-12-28 20:00:00,"Selhurst Park, London",25762,Crystal Palace,Arsenal,2,3,3,2,L,W,0,1,1,0,0,0,0,0,2.0,3.0,16.0,16.0,2.0,9.0,9.0,3.0,5.0,4.0,1.0,3.0,,2.0,1.0,3.0,,,2.0,2.0,13.0,12.0,7.0,8.0,33.0,30.0,56.0,65.0,336.0,654.0,249.0,553.0,34.8,65.2,29.0,43.0,26.0,21.0,12.0,14.0,16.0,12.0,28.0,28.0,28.0,28.0,10.0,13.0,4.0,5.0,,1.0,,,13.0,13.0,9.0,17.0,147.0,158.0,6.0,,3.0,2.0,,,68.0,66.0,66.0,68.0,23.0,20.0,20.0,23.0,5.0,4.0,5.0,4.0,2.0,2.0,12.0,7.0,7.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,
2017-18,919086,20,2017-12-26 15:00:00,"John Smith's Stadium, Huddersfield",24047,Huddersfield,Stoke,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,18.0,15.0,7.0,7.0,8.0,5.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,14.0,11.0,6.0,6.0,44.0,18.0,51.0,49.0,500.0,372.0,416.0,274.0,58.3,41.7,34.0,15.0,17.0,31.0,11.0,19.0,7.0,15.0,20.0,41.0,20.0,41.0,25.0,22.0,5.0,2.0,1.0,,,,10.0,8.0,19.0,14.0,172.0,139.0,4.0,6.0,1.0,1.0,,,51.0,84.0,84.0,51.0,15.0,34.0,34.0,15.0,8.0,5.0,8.0,5.0,,2.0,9.0,12.0,11.0,9.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2017-18,919087,20,2017-12-26 17:30:00,"Anfield, Liverpool",52850,Liverpool,Swansea,5,0,0,5,W,L,1,0,0,1,0,0,0,0,5.0,,22.0,7.0,9.0,4.0,7.0,2.0,6.0,1.0,4.0,,2.0,,3.0,,,,3.0,,14.0,6.0,8.0,4.0,33.0,12.0,65.0,37.0,601.0,496.0,530.0,422.0,55.0,45.0,42.0,16.0,20.0,13.0,13.0,7.0,11.0,13.0,7.0,21.0,7.0,21.0,17.0,17.0,1.0,6.0,,2.0,,2.0,9.0,24.0,10.0,15.0,118.0,122.0,4.0,4.0,,5.0,1.0,,60.0,39.0,39.0,60.0,8.0,12.0,12.0,8.0,4.0,2.0,4.0,2.0,2.0,,5.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,,,,,3.0,,,
2017-18,919088,20,2017-12-26 15:00:00,"Old Trafford, Manchester",75046,Man Utd,Burnley,2,2,2,2,D,D,0,2,2,0,0,0,0,0,2.0,2.0,24.0,3.0,6.0,2.0,7.0,1.0,11.0,,2.0,1.0,,1.0,2.0,,2.0,1.0,1.0,1.0,19.0,2.0,13.0,1.0,61.0,23.0,69.0,58.0,638.0,270.0,534.0,157.0,71.3,28.7,45.0,6.0,11.0,14.0,11.0,12.0,5.0,6.0,18.0,56.0,18.0,56.0,15.0,9.0,,11.0,,,,,3.0,10.0,11.0,9.0,171.0,148.0,,3.0,2.0,2.0,,,66.0,46.0,46.0,66.0,33.0,21.0,21.0,33.0,12.0,2.0,12.0,2.0,2.0,1.0,10.0,14.0,13.0,10.0,0.0,0.0,0.0,0.0,,,,,,1.0,,
2017-18,919089,20,2017-12-27 19:45:00,"St. James' Park, Newcastle",52311,Newcastle,Man City,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,6.0,22.0,2.0,6.0,3.0,12.0,1.0,4.0,,2.0,,,,2.0,,4.0,,1.0,5.0,20.0,2.0,8.0,9.0,45.0,33.0,89.0,228.0,824.0,133.0,736.0,22.0,78.0,7.0,24.0,14.0,15.0,5.0,9.0,11.0,11.0,23.0,9.0,23.0,9.0,20.0,20.0,3.0,2.0,2.0,1.0,,,13.0,11.0,12.0,10.0,128.0,136.0,5.0,1.0,1.0,,,1.0,51.0,52.0,52.0,51.0,22.0,15.0,15.0,22.0,3.0,8.0,3.0,8.0,,1.0,11.0,6.0,4.0,9.0,0.0,0.0,0.0,0.0,,,,,4.0,4.0,,
2017-18,919090,20,2017-12-26 12:30:00,"Wembley Stadium, London",57297,Spurs,Southampton,5,2,2,5,W,L,2,0,0,2,0,0,0,0,5.0,2.0,16.0,16.0,7.0,6.0,7.0,7.0,2.0,3.0,4.0,,4.0,,,,,1.0,5.0,,13.0,12.0,6.0,5.0,28.0,33.0,62.0,49.0,493.0,359.0,408.0,265.0,57.0,43.0,25.0,28.0,12.0,28.0,5.0,19.0,10.0,18.0,29.0,17.0,29.0,17.0,25.0,27.0,3.0,3.0,1.0,3.0,1.0,1.0,20.0,15.0,17.0,9.0,139.0,140.0,5.0,1.0,2.0,5.0,,,57.0,64.0,64.0,57.0,15.0,9.0,9.0,15.0,3.0,8.0,3.0,8.0,2.0,2.0,8.0,15.0,15.0,7.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2017-18,919091,20,2017-12-26 15:00:00,"Vicarage Road, Watford",20308,Watford,Leicester,2,1,1,2,W,L,1,1,1,1,0,0,0,0,2.0,1.0,11.0,11.0,1.0,5.0,7.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,,,1.0,8.0,9.0,2.0,6.0,27.0,32.0,65.0,52.0,355.0,359.0,234.0,244.0,49.8,50.2,21.0,23.0,20.0,15.0,14.0,8.0,16.0,7.0,30.0,22.0,30.0,22.0,17.0,14.0,2.0,3.0,,1.0,,,15.0,13.0,9.0,9.0,189.0,188.0,4.0,,1.0,2.0,,,68.0,66.0,66.0,68.0,22.0,30.0,30.0,22.0,8.0,8.0,8.0,8.0,2.0,,7.0,13.0,13.0,6.0,0.0,0.0,0.0,0.0,,,,,4.0,6.0,,1.0
2017-18,919092,20,2017-12-26 15:00:00,"The Hawthorns, West Bromwich",25364,West Brom,Everton,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,17.0,7.0,3.0,3.0,10.0,4.0,4.0,,,,,,1.0,,,,,,13.0,3.0,5.0,1.0,53.0,28.0,57.0,77.0,370.0,344.0,263.0,238.0,52.7,47.3,26.0,10.0,13.0,16.0,6.0,10.0,8.0,7.0,23.0,36.0,23.0,36.0,13.0,12.0,,4.0,,,,,3.0,8.0,9.0,13.0,173.0,164.0,3.0,3.0,,,1.0,1.0,71.0,55.0,55.0,71.0,38.0,26.0,26.0,38.0,10.0,2.0,10.0,2.0,3.0,1.0,14.0,13.0,13.0,14.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2017-18,919093,21,2017-12-30 15:00:00,"Vitality Stadium, Bournemouth",10497,Bournemouth,Everton,2,1,1,2,W,L,1,0,0,1,0,0,0,0,2.0,1.0,18.0,6.0,7.0,1.0,7.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,17.0,4.0,10.0,2.0,35.0,22.0,83.0,83.0,416.0,471.0,290.0,348.0,47.2,52.8,28.0,14.0,8.0,14.0,5.0,10.0,16.0,14.0,23.0,28.0,23.0,28.0,25.0,26.0,2.0,4.0,,,1.0,1.0,3.0,12.0,9.0,5.0,177.0,172.0,,5.0,1.0,2.0,,,56.0,46.0,46.0,56.0,26.0,22.0,22.0,26.0,4.0,4.0,4.0,4.0,1.0,1.0,8.0,13.0,12.0,7.0,0.0,0.0,0.0,0.0,,,,,,5.0,,
2017-18,919094,21,2017-12-30 15:00:00,"Stamford Bridge, London",41433,Chelsea,Stoke,5,0,0,5,W,L,3,0,0,3,0,0,0,0,5.0,,21.0,1.0,12.0,1.0,7.0,,2.0,,3.0,1.0,2.0,,2.0,1.0,,,2.0,,16.0,1.0,11.0,1.0,28.0,11.0,67.0,60.0,653.0,474.0,592.0,395.0,58.5,41.5,23.0,2.0,9.0,27.0,6.0,18.0,6.0,12.0,9.0,22.0,9.0,22.0,10.0,6.0,,2.0,,,,,10.0,10.0,19.0,8.0,120.0,112.0,1.0,7.0,,5.0,1.0,,41.0,45.0,45.0,41.0,13.0,5.0,5.0,13.0,7.0,,7.0,,2.0,,5.0,10.0,9.0,3.0,0.0,0.0,0.0,0.0,1.0,,1.0,,3.0,2.0,,
2017-18,919095,21,2017-12-31 12:00:00,"Selhurst Park, London",25804,Crystal Palace,Man City,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,10.0,15.0,2.0,4.0,4.0,4.0,4.0,7.0,1.0,,,,3.0,1.0,,1.0,,,6.0,8.0,2.0,5.0,23.0,40.0,49.0,58.0,205.0,626.0,124.0,550.0,25.5,74.5,14.0,28.0,19.0,14.0,9.0,11.0,12.0,7.0,31.0,26.0,31.0,26.0,21.0,20.0,7.0,5.0,1.0,1.0,,,14.0,17.0,10.0,14.0,132.0,140.0,5.0,1.0,,,1.0,1.0,62.0,58.0,58.0,62.0,15.0,16.0,16.0,15.0,7.0,8.0,7.0,8.0,2.0,,14.0,11.0,11.0,14.0,0.0,0.0,0.0,0.0,1.0,,,,4.0,2.0,,
2017-18,919096,21,2017-12-30 15:00:00,"John Smith's Stadium, Huddersfield",24095,Huddersfield,Burnley,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,3.0,11.0,1.0,4.0,2.0,5.0,,2.0,,2.0,,,,2.0,,,,,2.0,9.0,1.0,4.0,29.0,23.0,62.0,80.0,384.0,294.0,284.0,179.0,56.9,43.1,7.0,22.0,16.0,17.0,11.0,12.0,16.0,13.0,33.0,22.0,33.0,22.0,16.0,13.0,2.0,,,,,,8.0,10.0,11.0,10.0,163.0,161.0,4.0,1.0,,,1.0,1.0,69.0,62.0,62.0,69.0,31.0,24.0,24.0,31.0,5.0,4.0,5.0,4.0,1.0,1.0,14.0,14.0,12.0,14.0,0.0,0.0,0.0,0.0,,,,,,3.0,,
2017-18,919097,21,2017-12-30 15:00:00,"Anfield, Liverpool",53226,Liverpool,Leicester,2,1,1,2,W,L,0,1,1,0,0,0,0,0,2.0,1.0,18.0,7.0,6.0,1.0,7.0,1.0,5.0,5.0,5.0,1.0,2.0,1.0,3.0,,,,2.0,1.0,14.0,6.0,9.0,6.0,44.0,25.0,73.0,55.0,566.0,371.0,456.0,258.0,60.6,39.4,45.0,18.0,15.0,16.0,12.0,9.0,8.0,12.0,27.0,32.0,27.0,32.0,29.0,25.0,5.0,5.0,,1.0,1.0,,10.0,10.0,14.0,7.0,173.0,171.0,,4.0,1.0,2.0,,,45.0,50.0,50.0,45.0,17.0,17.0,17.0,17.0,7.0,1.0,7.0,1.0,,,7.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,,
2017-18,919098,21,2017-12-30 17:30:00,"Old Trafford, Manchester",75051,Man Utd,Southampton,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,15.0,8.0,3.0,3.0,5.0,4.0,7.0,1.0,3.0,1.0,,,3.0,1.0,,,,,13.0,5.0,8.0,2.0,43.0,31.0,62.0,45.0,500.0,423.0,427.0,329.0,54.5,45.5,31.0,19.0,14.0,19.0,12.0,11.0,6.0,8.0,29.0,31.0,29.0,31.0,24.0,18.0,1.0,6.0,1.0,,,,11.0,13.0,8.0,11.0,138.0,146.0,3.0,3.0,,,1.0,1.0,60.0,55.0,55.0,60.0,23.0,13.0,13.0,23.0,10.0,7.0,10.0,7.0,1.0,,12.0,13.0,12.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2017-18,919099,21,2017-12-30 15:00:00,"St. James' Park, Newcastle",52209,Newcastle,Brighton,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,11.0,10.0,2.0,3.0,5.0,5.0,4.0,2.0,1.0,1.0,,,1.0,1.0,,,,,7.0,4.0,4.0,1.0,31.0,26.0,76.0,66.0,411.0,505.0,292.0,396.0,45.3,54.7,14.0,15.0,12.0,13.0,8.0,10.0,9.0,10.0,20.0,37.0,20.0,37.0,20.0,20.0,2.0,4.0,,,,,10.0,12.0,8.0,8.0,177.0,159.0,3.0,2.0,,,1.0,1.0,62.0,64.0,64.0,62.0,28.0,31.0,31.0,28.0,3.0,6.0,3.0,6.0,,,11.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2017-18,919100,21,2018-01-04 20:00:00,"Wembley Stadium, London",50034,Spurs,West Ham,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,31.0,3.0,8.0,1.0,9.0,2.0,14.0,,1.0,2.0,,,1.0,2.0,,,1.0,1.0,20.0,3.0,14.0,1.0,46.0,18.0,108.0,46.0,669.0,283.0,558.0,186.0,70.7,29.3,43.0,4.0,19.0,18.0,15.0,9.0,13.0,21.0,15.0,41.0,15.0,41.0,19.0,12.0,,13.0,,1.0,,,9.0,13.0,13.0,16.0,170.0,152.0,,7.0,1.0,1.0,,,56.0,52.0,52.0,56.0,18.0,16.0,16.0,18.0,7.0,1.0,7.0,1.0,,1.0,10.0,6.0,6.0,9.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,
2017-18,919101,21,2017-12-30 15:00:00,"Vicarage Road, Watford",20002,Watford,Swansea,1,2,2,1,L,W,1,0,0,1,0,0,0,0,1.0,2.0,9.0,9.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,1.0,,1.0,7.0,6.0,4.0,3.0,25.0,20.0,60.0,54.0,500.0,478.0,412.0,396.0,51.1,48.9,15.0,9.0,21.0,19.0,16.0,12.0,8.0,11.0,20.0,13.0,20.0,13.0,27.0,27.0,1.0,1.0,,,,,13.0,8.0,15.0,10.0,136.0,140.0,2.0,3.0,2.0,1.0,,,70.0,61.0,61.0,70.0,28.0,16.0,16.0,28.0,1.0,8.0,1.0,8.0,,2.0,14.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,
2017-18,919102,21,2017-12-31 16:30:00,"The Hawthorns, West Bromwich",26223,West Brom,Arsenal,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,14.0,14.0,3.0,4.0,4.0,5.0,7.0,5.0,,,1.0,,,,,,,,8.0,10.0,5.0,7.0,31.0,35.0,54.0,72.0,322.0,647.0,244.0,544.0,34.7,65.3,22.0,28.0,14.0,12.0,8.0,10.0,12.0,8.0,31.0,23.0,31.0,23.0,11.0,9.0,5.0,7.0,1.0,1.0,,,10.0,8.0,5.0,9.0,135.0,142.0,4.0,2.0,1.0,1.0,,,46.0,48.0,48.0,46.0,18.0,12.0,12.0,18.0,5.0,6.0,5.0,6.0,1.0,,14.0,9.0,7.0,14.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,2.0,1.0,
2017-18,919103,22,2018-01-03 19:45:00,"Emirates Stadium, London",59379,Arsenal,Chelsea,2,2,2,2,D,D,0,0,0,0,0,0,0,0,2.0,2.0,14.0,19.0,6.0,6.0,3.0,10.0,5.0,3.0,,4.0,,2.0,1.0,3.0,1.0,1.0,,1.0,6.0,16.0,4.0,8.0,44.0,30.0,72.0,45.0,599.0,422.0,515.0,348.0,58.3,41.7,36.0,34.0,16.0,18.0,12.0,11.0,16.0,18.0,14.0,29.0,14.0,29.0,19.0,21.0,3.0,5.0,,,,,12.0,13.0,11.0,11.0,140.0,128.0,4.0,4.0,2.0,2.0,,,52.0,55.0,55.0,52.0,13.0,14.0,14.0,13.0,10.0,8.0,10.0,8.0,,2.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,,1.0,,1.0,2.0,3.0,,
2017-18,919104,22,2018-01-01 12:30:00,"Amex Stadium, Falmer",30152,Brighton,Bournemouth,2,2,2,2,D,D,1,1,1,1,0,0,0,0,2.0,2.0,15.0,26.0,6.0,8.0,3.0,5.0,6.0,13.0,4.0,,2.0,,2.0,,,1.0,2.0,2.0,11.0,18.0,8.0,15.0,35.0,33.0,45.0,50.0,394.0,403.0,300.0,329.0,49.1,50.9,32.0,39.0,23.0,6.0,10.0,2.0,12.0,14.0,35.0,27.0,35.0,27.0,17.0,16.0,13.0,6.0,,1.0,,1.0,17.0,12.0,2.0,13.0,136.0,131.0,6.0,4.0,2.0,2.0,,,69.0,52.0,52.0,69.0,25.0,16.0,16.0,25.0,5.0,12.0,5.0,12.0,,2.0,13.0,9.0,9.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2017-18,919105,22,2018-01-01 15:00:00,"Turf Moor, Burnley",21756,Burnley,Liverpool,1,2,2,1,L,W,0,0,0,0,0,0,0,0,1.0,2.0,13.0,19.0,4.0,5.0,6.0,7.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,11.0,18.0,6.0,11.0,28.0,38.0,74.0,52.0,377.0,511.0,266.0,410.0,42.1,57.9,18.0,30.0,13.0,14.0,9.0,12.0,11.0,7.0,27.0,30.0,27.0,30.0,10.0,10.0,6.0,3.0,1.0,2.0,,,7.0,6.0,8.0,9.0,159.0,162.0,3.0,3.0,2.0,1.0,,,60.0,47.0,47.0,60.0,30.0,23.0,23.0,30.0,3.0,9.0,3.0,9.0,1.0,2.0,4.0,12.0,11.0,3.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2017-18,919106,22,2018-01-01 17:30:00,"Goodison Park, Liverpool",39188,Everton,Man Utd,0,2,2,0,L,W,0,0,0,0,0,0,0,0,,2.0,12.0,21.0,,6.0,6.0,8.0,6.0,7.0,1.0,1.0,,,1.0,1.0,,1.0,,2.0,8.0,17.0,3.0,12.0,33.0,26.0,61.0,57.0,365.0,585.0,282.0,495.0,39.8,60.2,28.0,15.0,12.0,12.0,9.0,8.0,8.0,5.0,32.0,28.0,32.0,28.0,11.0,12.0,7.0,6.0,1.0,2.0,,,9.0,12.0,10.0,6.0,137.0,134.0,4.0,,2.0,,,1.0,46.0,48.0,48.0,46.0,12.0,17.0,17.0,12.0,6.0,6.0,6.0,6.0,,1.0,11.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2017-18,919107,22,2018-01-01 15:00:00,"King Power Stadium, Leicester",31748,Leicester,Huddersfield,3,0,0,3,W,L,0,0,0,0,0,0,0,0,3.0,,11.0,6.0,5.0,1.0,6.0,3.0,,2.0,1.0,,2.0,,,,1.0,,2.0,,7.0,5.0,4.0,2.0,36.0,20.0,61.0,53.0,482.0,455.0,387.0,369.0,51.4,48.6,17.0,2.0,14.0,29.0,9.0,18.0,8.0,16.0,19.0,43.0,19.0,43.0,20.0,21.0,2.0,,,1.0,,,11.0,16.0,13.0,10.0,169.0,150.0,1.0,2.0,,3.0,1.0,,64.0,73.0,73.0,64.0,25.0,26.0,26.0,25.0,4.0,1.0,4.0,1.0,,,7.0,9.0,9.0,7.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0,,
2017-18,919108,22,2018-01-02 20:00:00,"Etihad Stadium, Manchester",53556,Man City,Watford,3,1,1,3,W,L,2,0,0,2,0,0,0,0,3.0,1.0,18.0,7.0,7.0,4.0,8.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,,1.0,,1.0,1.0,14.0,5.0,8.0,4.0,38.0,11.0,74.0,36.0,854.0,261.0,784.0,182.0,76.7,23.3,37.0,10.0,14.0,25.0,7.0,20.0,7.0,18.0,7.0,22.0,7.0,22.0,20.0,18.0,1.0,3.0,,,,1.0,8.0,16.0,14.0,11.0,130.0,120.0,3.0,5.0,1.0,3.0,,,48.0,46.0,46.0,48.0,6.0,5.0,5.0,6.0,9.0,1.0,9.0,1.0,2.0,1.0,8.0,12.0,12.0,8.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,1.0
2017-18,919109,22,2018-01-02 19:45:00,"St. Mary's Stadium, Southampton",28411,Southampton,Crystal Palace,1,2,2,1,L,W,1,0,0,1,0,0,0,0,1.0,2.0,10.0,11.0,3.0,4.0,7.0,4.0,,3.0,,2.0,,1.0,,1.0,,,1.0,2.0,7.0,10.0,2.0,6.0,32.0,30.0,67.0,56.0,560.0,350.0,444.0,246.0,61.1,38.9,13.0,19.0,26.0,15.0,19.0,11.0,14.0,15.0,23.0,18.0,23.0,18.0,23.0,21.0,3.0,,1.0,1.0,,,15.0,9.0,11.0,17.0,169.0,170.0,2.0,2.0,2.0,1.0,,,62.0,61.0,61.0,62.0,16.0,23.0,23.0,16.0,4.0,7.0,4.0,7.0,,1.0,8.0,11.0,11.0,8.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2017-18,919110,22,2018-01-01 15:00:00,"bet365 Stadium, Stoke",28471,Stoke,Newcastle,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,11.0,14.0,4.0,6.0,3.0,5.0,4.0,3.0,2.0,2.0,,1.0,2.0,2.0,,,,1.0,8.0,10.0,5.0,8.0,45.0,31.0,79.0,63.0,463.0,335.0,352.0,223.0,58.8,41.2,26.0,23.0,14.0,17.0,8.0,12.0,7.0,12.0,27.0,39.0,27.0,39.0,15.0,17.0,3.0,4.0,1.0,,1.0,,10.0,14.0,10.0,9.0,176.0,155.0,5.0,4.0,1.0,,,1.0,69.0,65.0,65.0,69.0,30.0,28.0,28.0,30.0,10.0,5.0,10.0,5.0,1.0,,10.0,11.0,11.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,,,
2017-18,919111,22,2018-01-02 19:45:00,"Liberty Stadium, Swansea",20615,Swansea,Spurs,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,8.0,12.0,1.0,5.0,5.0,5.0,2.0,2.0,,1.0,,2.0,,,1.0,,,1.0,5.0,10.0,2.0,5.0,21.0,28.0,36.0,96.0,313.0,675.0,232.0,593.0,32.3,67.7,14.0,27.0,18.0,21.0,10.0,14.0,21.0,9.0,19.0,21.0,19.0,21.0,17.0,19.0,2.0,2.0,,,,,6.0,11.0,12.0,8.0,129.0,138.0,3.0,1.0,2.0,,,1.0,49.0,55.0,55.0,49.0,11.0,17.0,17.0,11.0,6.0,5.0,6.0,5.0,,2.0,12.0,9.0,9.0,11.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,,
