season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,hitWoodwork_h,hitWoodwork_a,expectedAssists_h,expectedAssists_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,bigChanceScored_h,bigChanceScored_a
2009-10,284129,13,2009-11-22 15:00:00,"White Hart Lane, London",35650.0,Spurs,Wigan,9,1,1,9,W,L,1,0,0,1,0,0,0,0,9.0,1.0,27.0,12.0,15.0,4.0,11.0,6.0,1.0,2.0,,,,,1.0,1.0,,,7.0,1.0,22.0,10.0,12.0,4.0,25.0,10.0,69.0,58.0,417.0,350.0,334.0,258.0,54.8,45.2,,,26.0,18.0,19.0,13.0,24.0,15.0,21.0,33.0,15.0,18.0,2.0,1.0,,,,2.0,5.0,11.0,13.0,14.0,141.0,158.0,,,1.0,9.0,,,,,,,57.0,49.0,49.0,57.0,10.0,17.0,17.0,10.0,10.0,5.0,10.0,5.0,1.0,,9.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,,,,,5.0,3.0,,
2009-10,284130,14,2009-11-29 16:00:00,"Emirates Stadium, London",60067.0,Arsenal,Chelsea,0,3,3,0,L,W,0,2,2,0,0,0,0,0,,3.0,12.0,10.0,2.0,4.0,3.0,4.0,7.0,2.0,,,,,,,,,,1.0,6.0,5.0,6.0,2.0,25.0,19.0,71.0,58.0,480.0,380.0,400.0,302.0,56.3,43.7,,,33.0,35.0,23.0,23.0,21.0,26.0,21.0,41.0,11.0,23.0,2.0,7.0,,,,,8.0,7.0,24.0,23.0,165.0,152.0,,,3.0,,,,,1.0,1.0,,61.0,71.0,71.0,61.0,8.0,11.0,11.0,8.0,4.0,3.0,4.0,3.0,1.0,1.0,17.0,14.0,13.0,17.0,0.0,0.0,0.0,0.0,,,,,3.0,6.0,,
2009-10,284131,14,2009-11-28 17:30:00,"Villa Park, Birmingham",39866.0,Aston Villa,Spurs,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,13.0,25.0,1.0,7.0,9.0,7.0,3.0,11.0,,,,,,,,,,,10.0,17.0,2.0,11.0,18.0,36.0,77.0,102.0,312.0,549.0,203.0,446.0,36.6,63.4,,,17.0,28.0,12.0,18.0,13.0,25.0,47.0,29.0,28.0,15.0,11.0,2.0,,,,,8.0,3.0,23.0,12.0,175.0,165.0,,,1.0,1.0,,,,,,,50.0,65.0,65.0,50.0,22.0,17.0,17.0,22.0,5.0,9.0,7.0,9.0,,4.0,13.0,10.0,8.0,12.0,0.0,0.0,0.0,0.0,,,,,,1.0,,
2009-10,284132,14,2009-11-28 15:00:00,"Ewood Park, Blackburn",25143.0,Blackburn,Stoke,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,13.0,9.0,3.0,4.0,8.0,4.0,2.0,1.0,,,,,1.0,,,,,,9.0,8.0,3.0,5.0,27.0,23.0,79.0,77.0,391.0,299.0,285.0,208.0,57.6,42.4,,,13.0,13.0,9.0,7.0,11.0,7.0,39.0,61.0,17.0,34.0,1.0,2.0,,,,,4.0,3.0,8.0,4.0,184.0,163.0,,,,,,,1.0,1.0,,,57.0,46.0,46.0,57.0,29.0,17.0,17.0,29.0,9.0,2.0,9.0,2.0,2.0,,12.0,13.0,12.0,12.0,0.0,0.0,0.0,0.0,,,,,,1.0,,
2009-10,284133,14,2009-11-29 13:30:00,"Goodison Park, Liverpool",39652.0,Everton,Liverpool,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,16.0,11.0,6.0,5.0,6.0,3.0,4.0,3.0,,,,,,,,,,,10.0,8.0,6.0,5.0,28.0,17.0,108.0,95.0,392.0,467.0,294.0,341.0,46.5,53.5,,,22.0,36.0,15.0,24.0,36.0,17.0,44.0,47.0,23.0,29.0,3.0,3.0,,,,,5.0,7.0,28.0,16.0,195.0,187.0,,,2.0,,,,,1.0,1.0,,68.0,69.0,69.0,68.0,27.0,13.0,13.0,27.0,6.0,4.0,6.0,4.0,2.0,,15.0,12.0,12.0,15.0,0.0,0.0,0.0,0.0,,,,,6.0,1.0,,
2009-10,284134,14,2009-11-28 15:00:00,"Craven Cottage, London",23554.0,Fulham,Bolton,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,18.0,5.0,5.0,1.0,6.0,2.0,7.0,2.0,,,,,,,,,1.0,1.0,11.0,3.0,7.0,1.0,35.0,25.0,91.0,78.0,588.0,324.0,448.0,204.0,63.6,36.4,,,17.0,16.0,14.0,8.0,20.0,18.0,29.0,53.0,17.0,31.0,2.0,9.0,,,,,6.0,2.0,6.0,7.0,193.0,191.0,,,1.0,1.0,,,,,,,56.0,60.0,60.0,56.0,18.0,32.0,32.0,18.0,8.0,5.0,8.0,5.0,2.0,2.0,8.0,20.0,19.0,6.0,0.0,0.0,0.0,0.0,,,,,1.0,4.0,,
2009-10,284135,14,2009-11-28 15:00:00,"Etihad Stadium, Manchester",46382.0,Man City,Hull,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,19.0,10.0,5.0,2.0,9.0,6.0,5.0,2.0,,,,,,,,,1.0,,14.0,7.0,6.0,3.0,22.0,21.0,77.0,76.0,428.0,338.0,322.0,239.0,55.7,44.3,,,19.0,25.0,16.0,19.0,19.0,21.0,26.0,31.0,16.0,18.0,2.0,4.0,,,,,4.0,13.0,17.0,13.0,168.0,158.0,,,1.0,1.0,,,,,,,58.0,60.0,60.0,58.0,14.0,16.0,16.0,14.0,8.0,2.0,9.0,2.0,,1.0,15.0,12.0,12.0,15.0,0.0,0.0,0.0,0.0,,1.0,,1.0,2.0,1.0,,
2009-10,284136,14,2009-11-28 15:00:00,"Fratton Park, Portsmouth",20482.0,Portsmouth,Man Utd,1,4,4,1,L,W,1,1,1,1,0,0,0,0,1.0,4.0,24.0,14.0,8.0,5.0,10.0,4.0,6.0,5.0,,,,,1.0,,,,,1.0,17.0,11.0,9.0,7.0,24.0,17.0,70.0,53.0,322.0,472.0,250.0,403.0,40.5,59.5,,,17.0,19.0,14.0,14.0,13.0,16.0,34.0,22.0,22.0,9.0,5.0,6.0,,,,,10.0,4.0,14.0,13.0,129.0,131.0,,,4.0,1.0,,,,,,,46.0,52.0,52.0,46.0,13.0,7.0,7.0,13.0,4.0,8.0,4.0,8.0,3.0,,16.0,13.0,12.0,16.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,,
2009-10,284137,14,2009-11-28 15:00:00,"Boleyn Ground, London",34003.0,West Ham,Burnley,5,3,3,5,W,L,3,0,0,3,0,1,1,0,5.0,3.0,12.0,16.0,7.0,6.0,4.0,7.0,1.0,3.0,,,,,1.0,1.0,,,2.0,3.0,7.0,13.0,4.0,8.0,23.0,36.0,69.0,111.0,307.0,422.0,199.0,316.0,41.6,58.4,20.0,25.0,37.0,18.0,27.0,16.0,22.0,11.0,42.0,29.0,27.0,21.0,4.0,1.0,,,,,8.0,6.0,13.0,25.0,159.0,181.0,2.0,2.0,3.0,5.0,,,,,,,72.0,58.0,58.0,72.0,13.0,23.0,23.0,13.0,1.0,6.0,1.0,7.0,3.0,,9.0,16.0,16.0,9.0,0.0,0.0,0.0,0.0,2.0,,2.0,,6.0,2.0,,
2009-10,284138,14,2009-11-28 15:00:00,"The Brick Community Stadium, Wigan",20447.0,Wigan,Sunderland,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,17.0,9.0,7.0,,7.0,5.0,3.0,4.0,,,,,1.0,,,,1.0,,15.0,5.0,9.0,2.0,14.0,24.0,72.0,91.0,357.0,362.0,242.0,243.0,48.7,51.3,,,23.0,19.0,16.0,15.0,16.0,25.0,41.0,32.0,17.0,18.0,4.0,3.0,,,,1.0,4.0,11.0,7.0,19.0,178.0,194.0,,,,1.0,,,1.0,,,,64.0,58.0,58.0,64.0,17.0,23.0,23.0,17.0,5.0,8.0,5.0,8.0,,,12.0,14.0,13.0,12.0,0.0,0.0,0.0,0.0,,,,,,2.0,,
2009-10,284139,14,2009-11-29 12:00:00,"Molineux Stadium, Wolverhampton",26668.0,Wolves,Birmingham,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,11.0,13.0,1.0,5.0,7.0,6.0,3.0,2.0,,,,,,,,,,1.0,6.0,7.0,1.0,4.0,29.0,26.0,92.0,78.0,354.0,268.0,230.0,168.0,56.2,43.8,,,18.0,17.0,13.0,15.0,15.0,15.0,41.0,80.0,28.0,46.0,2.0,3.0,,,,,2.0,3.0,9.0,10.0,198.0,202.0,,,1.0,,,,,1.0,,,46.0,55.0,54.0,47.0,15.0,22.0,22.0,15.0,6.0,5.0,6.0,5.0,1.0,1.0,16.0,10.0,10.0,14.0,0.0,0.0,0.0,0.0,,,,,1.0,8.0,,
2009-10,284140,15,2009-12-05 15:00:00,"Emirates Stadium, London",60048.0,Arsenal,Stoke,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,15.0,5.0,7.0,3.0,6.0,1.0,2.0,1.0,,,,,1.0,,,,1.0,,11.0,3.0,5.0,3.0,26.0,20.0,89.0,93.0,645.0,324.0,554.0,219.0,66.8,33.2,,,22.0,35.0,16.0,29.0,21.0,34.0,41.0,36.0,21.0,22.0,1.0,1.0,,,,,2.0,9.0,24.0,15.0,178.0,175.0,,,,2.0,,,1.0,,,,57.0,61.0,61.0,57.0,16.0,21.0,21.0,16.0,10.0,2.0,10.0,2.0,,,4.0,12.0,10.0,3.0,0.0,0.0,0.0,0.0,1.0,,,,1.0,8.0,,
2009-10,284141,15,2009-12-05 15:00:00,"Villa Park, Birmingham",39748.0,Aston Villa,Hull,3,0,0,3,W,L,2,0,0,2,0,0,0,0,3.0,,17.0,8.0,4.0,,7.0,5.0,6.0,3.0,,,,,,1.0,,,2.0,,12.0,5.0,7.0,,19.0,19.0,74.0,74.0,317.0,360.0,217.0,260.0,47.3,52.7,,,28.0,26.0,23.0,22.0,16.0,15.0,38.0,35.0,22.0,24.0,3.0,6.0,,,,,4.0,5.0,12.0,20.0,170.0,168.0,,,,3.0,,,1.0,,,,79.0,67.0,67.0,79.0,30.0,22.0,22.0,30.0,9.0,3.0,9.0,3.0,2.0,3.0,16.0,17.0,16.0,15.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,1.0,,
2009-10,284142,15,2009-12-05 15:00:00,"Ewood Park, Blackburn",29660.0,Blackburn,Liverpool,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,10.0,15.0,2.0,2.0,7.0,4.0,1.0,9.0,,,,,,1.0,,,,,7.0,12.0,3.0,9.0,24.0,22.0,67.0,78.0,324.0,478.0,242.0,378.0,39.8,60.2,,,21.0,23.0,16.0,16.0,22.0,14.0,34.0,24.0,21.0,13.0,9.0,1.0,,,,,7.0,8.0,14.0,11.0,138.0,160.0,,,,,,,1.0,1.0,,,56.0,55.0,55.0,56.0,18.0,10.0,10.0,18.0,,8.0,1.0,8.0,3.0,,15.0,10.0,9.0,15.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,,
2009-10,284143,15,2009-12-06 16:00:00,"Goodison Park, Liverpool",34003.0,Everton,Spurs,2,2,2,2,D,D,0,0,0,0,0,0,0,0,2.0,2.0,16.0,21.0,5.0,8.0,9.0,9.0,2.0,4.0,,,,,,,,,2.0,2.0,12.0,18.0,4.0,11.0,24.0,28.0,111.0,84.0,391.0,328.0,267.0,235.0,53.7,46.3,,,21.0,22.0,18.0,17.0,16.0,21.0,25.0,50.0,16.0,21.0,4.0,2.0,,,,,5.0,8.0,16.0,15.0,193.0,182.0,,,2.0,2.0,,,,,,,59.0,65.0,65.0,59.0,11.0,27.0,27.0,11.0,1.0,6.0,1.0,6.0,2.0,1.0,14.0,19.0,18.0,11.0,0.0,0.0,0.0,0.0,,1.0,,,4.0,3.0,,
2009-10,284144,15,2009-12-06 15:00:00,"Craven Cottage, London",23168.0,Fulham,Sunderland,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,16.0,8.0,2.0,4.0,11.0,3.0,3.0,1.0,,,,,1.0,,,,1.0,,12.0,4.0,3.0,3.0,30.0,23.0,84.0,105.0,348.0,374.0,219.0,251.0,46.8,53.2,,,13.0,14.0,6.0,6.0,19.0,18.0,48.0,45.0,24.0,26.0,1.0,3.0,1.0,,,,5.0,4.0,10.0,9.0,187.0,204.0,,,,1.0,,,1.0,,,,48.0,38.0,38.0,48.0,17.0,11.0,11.0,17.0,4.0,8.0,4.0,8.0,2.0,1.0,10.0,14.0,14.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2009-10,284145,15,2009-12-05 17:30:00,"Etihad Stadium, Manchester",47348.0,Man City,Chelsea,2,1,1,2,W,L,1,1,1,1,0,0,0,0,2.0,1.0,16.0,12.0,7.0,6.0,4.0,5.0,5.0,1.0,,,,,,,,,,,13.0,9.0,9.0,5.0,20.0,20.0,66.0,44.0,342.0,379.0,257.0,289.0,48.0,52.0,,,21.0,18.0,19.0,10.0,28.0,23.0,26.0,28.0,15.0,14.0,1.0,5.0,,,,,9.0,10.0,9.0,14.0,152.0,153.0,,,1.0,2.0,,,,,1.0,,56.0,54.0,54.0,56.0,8.0,14.0,14.0,8.0,9.0,6.0,9.0,6.0,1.0,2.0,14.0,17.0,17.0,13.0,0.0,0.0,0.0,0.0,,1.0,,,4.0,7.0,,
2009-10,284146,15,2009-12-05 12:45:00,"Fratton Park, Portsmouth",17822.0,Portsmouth,Burnley,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,,12.0,17.0,5.0,4.0,6.0,8.0,1.0,5.0,,,,,,,,,2.0,,9.0,12.0,4.0,5.0,37.0,40.0,64.0,105.0,313.0,352.0,212.0,245.0,46.9,53.1,13.0,22.0,19.0,22.0,15.0,19.0,19.0,16.0,42.0,45.0,21.0,28.0,4.0,1.0,,,,,6.0,2.0,16.0,13.0,175.0,169.0,4.0,3.0,,2.0,,,1.0,,,,49.0,56.0,56.0,49.0,13.0,12.0,12.0,13.0,5.0,4.0,5.0,5.0,3.0,3.0,17.0,17.0,15.0,16.0,0.0,0.0,0.0,0.0,1.0,,,,3.0,2.0,,
2009-10,284147,15,2009-12-05 15:00:00,"Boleyn Ground, London",34980.0,West Ham,Man Utd,0,4,4,0,L,W,0,1,1,0,0,0,0,0,,4.0,11.0,16.0,3.0,5.0,4.0,8.0,4.0,3.0,,,,,,,,,,3.0,6.0,13.0,4.0,7.0,22.0,19.0,59.0,80.0,395.0,526.0,315.0,449.0,42.2,57.8,,,14.0,17.0,9.0,12.0,16.0,22.0,41.0,18.0,26.0,9.0,3.0,4.0,,1.0,,,11.0,5.0,9.0,9.0,132.0,135.0,,,4.0,,,,,1.0,,,45.0,47.0,47.0,45.0,10.0,11.0,11.0,10.0,2.0,7.0,2.0,8.0,1.0,,9.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,
2009-10,284148,15,2009-12-05 15:00:00,"The Brick Community Stadium, Wigan",18797.0,Wigan,Birmingham,2,3,3,2,L,W,1,0,0,1,0,0,0,0,2.0,3.0,18.0,12.0,6.0,6.0,10.0,1.0,2.0,5.0,,,,,,,,,1.0,1.0,16.0,7.0,6.0,6.0,22.0,23.0,72.0,102.0,391.0,279.0,274.0,174.0,57.7,42.3,,,24.0,28.0,16.0,20.0,15.0,21.0,29.0,32.0,13.0,12.0,4.0,2.0,,,1.0,,8.0,9.0,10.0,15.0,179.0,172.0,,,3.0,2.0,,,,,,,59.0,64.0,64.0,59.0,18.0,14.0,14.0,18.0,2.0,2.0,2.0,2.0,1.0,3.0,14.0,11.0,8.0,14.0,0.0,0.0,0.0,0.0,,,,,1.0,4.0,,
2009-10,284149,15,2009-12-05 15:00:00,"Molineux Stadium, Wolverhampton",27362.0,Wolves,Bolton,2,1,1,2,W,L,1,0,0,1,0,0,0,0,2.0,1.0,12.0,21.0,5.0,8.0,1.0,8.0,6.0,5.0,,,,,,,,,2.0,1.0,10.0,17.0,9.0,9.0,28.0,28.0,65.0,88.0,254.0,325.0,154.0,226.0,45.4,54.6,,,18.0,11.0,18.0,8.0,10.0,10.0,51.0,44.0,27.0,26.0,5.0,6.0,1.0,1.0,,,9.0,2.0,8.0,6.0,188.0,173.0,,,1.0,2.0,,,,,,,51.0,50.0,50.0,51.0,16.0,20.0,20.0,16.0,10.0,10.0,11.0,10.0,2.0,1.0,12.0,16.0,15.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,
2009-10,284150,16,2009-12-12 15:00:00,"St. Andrew's @ Knighthead Park, Birmingham",28203.0,Birmingham,West Ham,1,0,0,1,W,L,0,0,0,0,0,1,1,0,1.0,,16.0,15.0,9.0,3.0,4.0,8.0,3.0,4.0,,,,,,1.0,,,1.0,,10.0,10.0,8.0,5.0,27.0,23.0,92.0,60.0,319.0,362.0,221.0,281.0,47.3,52.7,,,20.0,9.0,17.0,6.0,21.0,26.0,27.0,47.0,15.0,29.0,4.0,3.0,,,,,5.0,8.0,2.0,7.0,155.0,146.0,,,,1.0,,,1.0,,,,65.0,44.0,44.0,65.0,23.0,18.0,18.0,23.0,11.0,7.0,11.0,7.0,2.0,1.0,12.0,15.0,14.0,12.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,
2009-10,284151,16,2009-12-12 15:00:00,"Toughsheet Community Stadium, Bolton",22735.0,Bolton,Man City,3,3,3,3,D,D,2,2,2,2,0,1,1,0,3.0,3.0,13.0,16.0,3.0,6.0,6.0,8.0,4.0,2.0,,,,,,,,,1.0,2.0,6.0,12.0,2.0,6.0,25.0,25.0,86.0,90.0,256.0,471.0,147.0,356.0,35.6,64.4,,,29.0,13.0,18.0,11.0,24.0,13.0,63.0,48.0,28.0,21.0,2.0,2.0,,,1.0,,3.0,3.0,5.0,18.0,180.0,203.0,,,3.0,3.0,,,,,,,66.0,41.0,41.0,66.0,24.0,13.0,13.0,24.0,5.0,9.0,5.0,9.0,1.0,,13.0,11.0,10.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2009-10,284152,16,2009-12-12 15:00:00,"Turf Moor, Burnley",18397.0,Burnley,Fulham,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,14.0,12.0,7.0,6.0,4.0,5.0,3.0,1.0,,,,,,,,,,1.0,9.0,10.0,5.0,6.0,35.0,33.0,93.0,61.0,421.0,441.0,295.0,312.0,49.5,50.5,14.0,17.0,13.0,23.0,9.0,20.0,15.0,21.0,47.0,39.0,29.0,19.0,2.0,3.0,,1.0,,,5.0,4.0,10.0,8.0,208.0,184.0,4.0,6.0,1.0,1.0,,,,,,,48.0,60.0,60.0,48.0,23.0,19.0,19.0,23.0,7.0,4.0,7.0,4.0,,3.0,13.0,9.0,8.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2009-10,284153,16,2009-12-12 15:00:00,"Stamford Bridge, London",41579.0,Chelsea,Everton,3,3,3,3,D,D,2,2,2,2,0,0,0,0,3.0,3.0,26.0,14.0,7.0,4.0,11.0,4.0,8.0,6.0,,,,,,1.0,,,3.0,,20.0,10.0,12.0,6.0,44.0,13.0,95.0,75.0,498.0,271.0,414.0,190.0,64.2,35.8,,,17.0,20.0,13.0,15.0,13.0,23.0,28.0,65.0,10.0,29.0,6.0,6.0,,1.0,1.0,1.0,2.0,6.0,12.0,11.0,174.0,164.0,,,3.0,3.0,,,,,1.0,,53.0,48.0,48.0,53.0,12.0,13.0,13.0,12.0,7.0,1.0,7.0,1.0,4.0,5.0,13.0,19.0,18.0,13.0,0.0,0.0,0.0,0.0,,,,,2.0,,,
2009-10,284154,16,2009-12-12 15:00:00,"The MKM Stadium, Hull",24124.0,Hull,Blackburn,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,11.0,16.0,7.0,4.0,3.0,8.0,1.0,4.0,,,,,1.0,,,,,,7.0,8.0,5.0,5.0,25.0,35.0,86.0,95.0,325.0,378.0,216.0,260.0,47.3,52.7,,,20.0,26.0,15.0,17.0,12.0,21.0,45.0,43.0,24.0,23.0,4.0,1.0,,1.0,,,2.0,5.0,16.0,11.0,192.0,184.0,,,,,,,1.0,1.0,,,59.0,66.0,66.0,59.0,15.0,24.0,24.0,15.0,3.0,4.0,3.0,4.0,2.0,1.0,14.0,20.0,19.0,14.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,
2009-10,284155,16,2009-12-13 16:00:00,"Anfield, Liverpool",43853.0,Liverpool,Arsenal,1,2,2,1,L,W,1,0,0,1,0,0,0,0,1.0,2.0,9.0,9.0,3.0,4.0,3.0,3.0,3.0,2.0,,,,,,,,,,,6.0,7.0,4.0,4.0,30.0,23.0,101.0,76.0,426.0,453.0,282.0,322.0,48.1,51.9,,,27.0,19.0,20.0,16.0,37.0,25.0,24.0,34.0,17.0,16.0,2.0,3.0,,,,,13.0,13.0,8.0,20.0,198.0,210.0,,,2.0,1.0,,,,,1.0,,75.0,65.0,65.0,75.0,19.0,14.0,14.0,19.0,3.0,4.0,3.0,4.0,3.0,2.0,19.0,16.0,16.0,19.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,,
2009-10,284156,16,2009-12-12 17:30:00,"Old Trafford, Manchester",75130.0,Man Utd,Aston Villa,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,19.0,8.0,5.0,3.0,7.0,3.0,7.0,2.0,,,,,1.0,,,,,1.0,14.0,6.0,9.0,4.0,36.0,16.0,105.0,62.0,620.0,295.0,515.0,196.0,67.2,32.8,,,25.0,29.0,20.0,25.0,19.0,29.0,22.0,43.0,14.0,31.0,2.0,8.0,,,,,6.0,16.0,22.0,17.0,178.0,164.0,,,1.0,,,,,1.0,,,70.0,51.0,51.0,70.0,14.0,11.0,11.0,14.0,9.0,4.0,9.0,4.0,1.0,,6.0,16.0,15.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,
2009-10,284157,16,2009-12-12 12:45:00,"bet365 Stadium, Stoke",26728.0,Stoke,Wigan,2,2,2,2,D,D,1,1,1,1,0,0,0,0,2.0,2.0,18.0,19.0,2.0,6.0,10.0,5.0,6.0,8.0,,,,,,,,,2.0,,15.0,9.0,6.0,5.0,27.0,20.0,80.0,81.0,241.0,357.0,162.0,262.0,40.6,59.4,,,28.0,24.0,22.0,15.0,15.0,17.0,48.0,30.0,26.0,11.0,8.0,6.0,,,,,5.0,7.0,14.0,14.0,161.0,175.0,4.0,,2.0,2.0,,,,,,,60.0,74.0,74.0,60.0,15.0,26.0,26.0,15.0,5.0,3.0,5.0,3.0,,4.0,21.0,11.0,10.0,19.0,0.0,0.0,0.0,0.0,,1.0,,,3.0,1.0,,
2009-10,284158,16,2009-12-12 15:00:00,"Stadium of Light, Sunderland",37578.0,Sunderland,Portsmouth,1,1,1,1,D,D,1,0,0,1,0,1,1,0,1.0,1.0,18.0,9.0,4.0,5.0,7.0,3.0,7.0,1.0,,,,,1.0,,,,1.0,,13.0,4.0,9.0,2.0,21.0,17.0,85.0,67.0,323.0,403.0,214.0,280.0,45.0,55.0,,,28.0,29.0,24.0,24.0,28.0,11.0,40.0,41.0,23.0,25.0,1.0,6.0,,,,,7.0,7.0,16.0,20.0,191.0,195.0,,,1.0,1.0,,,,,,,68.0,67.0,67.0,68.0,19.0,19.0,19.0,19.0,9.0,6.0,9.0,6.0,,,13.0,14.0,14.0,12.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,
2009-10,284159,16,2009-12-12 15:00:00,"White Hart Lane, London",36012.0,Spurs,Wolves,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,26.0,5.0,7.0,2.0,11.0,2.0,8.0,1.0,,,,,,,,,,1.0,23.0,4.0,14.0,2.0,41.0,20.0,85.0,79.0,561.0,252.0,473.0,151.0,67.9,32.1,,,15.0,21.0,13.0,14.0,16.0,10.0,33.0,35.0,19.0,24.0,1.0,8.0,,,,,1.0,5.0,9.0,10.0,149.0,160.0,,,1.0,,,,,1.0,,,50.0,37.0,37.0,50.0,17.0,6.0,6.0,17.0,3.0,5.0,3.0,5.0,1.0,1.0,9.0,14.0,13.0,9.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,,
2009-10,284160,17,2009-12-15 20:00:00,"St. Andrew's @ Knighthead Park, Birmingham",23187.0,Birmingham,Blackburn,2,1,1,2,W,L,1,0,0,1,0,0,0,0,2.0,1.0,17.0,11.0,5.0,3.0,6.0,3.0,6.0,5.0,,,,,1.0,,,,2.0,,12.0,6.0,9.0,3.0,21.0,45.0,112.0,103.0,368.0,346.0,226.0,210.0,50.8,49.2,,,16.0,20.0,15.0,10.0,21.0,21.0,49.0,56.0,25.0,28.0,6.0,5.0,,,,,2.0,7.0,11.0,10.0,217.0,219.0,,,1.0,2.0,,,,,,,67.0,56.0,56.0,67.0,27.0,26.0,26.0,27.0,6.0,7.0,6.0,7.0,1.0,2.0,10.0,17.0,17.0,8.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,,
2009-10,284161,17,2009-12-15 20:00:00,"Toughsheet Community Stadium, Bolton",17849.0,Bolton,West Ham,3,1,1,3,W,L,0,0,0,0,0,0,0,0,3.0,1.0,28.0,13.0,7.0,5.0,12.0,4.0,9.0,4.0,,,,,,,,,2.0,1.0,20.0,11.0,10.0,8.0,31.0,21.0,110.0,59.0,366.0,470.0,246.0,358.0,44.5,55.5,,,19.0,12.0,16.0,9.0,28.0,21.0,34.0,60.0,14.0,25.0,4.0,8.0,,,,1.0,5.0,4.0,6.0,7.0,184.0,189.0,,,1.0,3.0,,,,,,,62.0,42.0,42.0,62.0,29.0,15.0,15.0,29.0,8.0,4.0,8.0,4.0,2.0,,10.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,,,
