season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,hitWoodwork_h,hitWoodwork_a,expectedAssists_h,expectedAssists_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,bigChanceScored_h,bigChanceScored_a
2009-10,284063,7,2009-09-26 15:00:00,"Anfield, Liverpool",44392.0,Liverpool,Hull,6,1,1,6,W,L,2,1,1,2,0,0,0,0,6.0,1.0,25.0,10.0,8.0,2.0,10.0,5.0,7.0,3.0,,,,,,,,,6.0,,21.0,1.0,12.0,,44.0,23.0,79.0,76.0,491.0,295.0,408.0,202.0,63.4,36.6,54.0,7.0,21.0,24.0,17.0,21.0,18.0,21.0,33.0,48.0,13.0,26.0,3.0,6.0,,,1.0,,5.0,12.0,12.0,13.0,158.0,154.0,1.0,2.0,1.0,6.0,,,,,,,45.0,53.0,53.0,45.0,9.0,13.0,13.0,9.0,13.0,2.0,13.0,2.0,,,11.0,5.0,3.0,11.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2009-10,284064,7,2009-09-28 20:00:00,"Etihad Stadium, Manchester",42745.0,Man City,West Ham,3,1,1,3,W,L,2,1,1,2,0,0,0,0,3.0,1.0,21.0,14.0,10.0,5.0,9.0,5.0,2.0,4.0,,,,,,,,,2.0,1.0,16.0,10.0,8.0,6.0,7.0,16.0,68.0,59.0,459.0,412.0,378.0,334.0,52.7,47.3,,,25.0,20.0,19.0,20.0,23.0,24.0,26.0,25.0,16.0,12.0,4.0,2.0,,1.0,,,4.0,12.0,9.0,12.0,134.0,143.0,,,1.0,3.0,,,,,,,67.0,49.0,49.0,67.0,14.0,7.0,7.0,14.0,11.0,5.0,11.0,5.0,1.0,3.0,18.0,17.0,16.0,18.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2009-10,284065,7,2009-09-26 12:45:00,"Fratton Park, Portsmouth",18116.0,Portsmouth,Everton,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,19.0,13.0,3.0,6.0,5.0,4.0,11.0,3.0,,,,,1.0,,,,,1.0,12.0,12.0,9.0,8.0,29.0,14.0,81.0,75.0,342.0,313.0,254.0,228.0,51.4,48.6,,,26.0,22.0,15.0,14.0,21.0,23.0,35.0,54.0,19.0,28.0,3.0,11.0,,,1.0,,5.0,7.0,11.0,20.0,154.0,172.0,,,1.0,,,,,1.0,,,60.0,58.0,58.0,60.0,11.0,16.0,16.0,11.0,5.0,6.0,5.0,6.0,1.0,1.0,15.0,17.0,16.0,15.0,0.0,0.0,0.0,0.0,,,,,,3.0,,
2009-10,284066,7,2009-09-26 15:00:00,"bet365 Stadium, Stoke",27500.0,Stoke,Man Utd,0,2,2,0,L,W,0,0,0,0,0,0,0,0,,2.0,3.0,14.0,1.0,3.0,2.0,6.0,,5.0,,,,,,,,,,2.0,2.0,11.0,,7.0,23.0,21.0,65.0,102.0,252.0,548.0,158.0,429.0,31.8,68.2,,,14.0,16.0,10.0,15.0,19.0,11.0,54.0,32.0,27.0,16.0,5.0,,1.0,,,,5.0,3.0,14.0,10.0,170.0,184.0,,,2.0,,,,,1.0,,,38.0,43.0,43.0,38.0,14.0,12.0,12.0,14.0,,8.0,2.0,7.0,2.0,1.0,12.0,8.0,7.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,4.0,,
2009-10,284067,7,2009-09-27 16:00:00,"Stadium of Light, Sunderland",,Sunderland,Wolves,5,2,2,5,W,L,1,0,0,1,0,0,0,0,5.0,2.0,12.0,20.0,8.0,5.0,2.0,7.0,2.0,8.0,,,,,,,,,2.0,,6.0,17.0,5.0,10.0,17.0,32.0,80.0,92.0,284.0,321.0,168.0,200.0,47.3,52.7,,,17.0,29.0,12.0,23.0,32.0,17.0,48.0,44.0,27.0,31.0,9.0,2.0,,1.0,,,8.0,3.0,20.0,8.0,202.0,182.0,,,2.0,5.0,,,,,1.0,1.0,54.0,68.0,68.0,54.0,23.0,13.0,13.0,23.0,8.0,9.0,7.0,9.0,,4.0,21.0,13.0,11.0,18.0,0.0,0.0,0.0,0.0,2.0,,2.0,,2.0,2.0,,
2009-10,284068,7,2009-09-26 15:00:00,"White Hart Lane, London",35462.0,Spurs,Burnley,5,0,0,5,W,L,2,0,0,2,0,0,0,0,5.0,,19.0,12.0,10.0,5.0,6.0,5.0,3.0,2.0,,,,,,1.0,,,3.0,,15.0,7.0,10.0,3.0,29.0,37.0,60.0,92.0,416.0,391.0,330.0,292.0,51.3,48.7,22.0,16.0,23.0,12.0,15.0,9.0,19.0,15.0,38.0,31.0,20.0,23.0,2.0,3.0,1.0,,,1.0,7.0,7.0,8.0,17.0,141.0,158.0,5.0,5.0,,5.0,,,1.0,,,,53.0,40.0,40.0,53.0,10.0,11.0,11.0,10.0,2.0,7.0,2.0,7.0,2.0,2.0,10.0,13.0,13.0,10.0,0.0,0.0,0.0,0.0,1.0,,1.0,,8.0,7.0,,
2009-10,284069,7,2009-09-26 15:00:00,"The Brick Community Stadium, Wigan",18542.0,Wigan,Chelsea,3,1,1,3,W,L,1,0,0,1,0,1,1,0,3.0,1.0,16.0,16.0,10.0,2.0,6.0,8.0,,6.0,,,,,,,,,2.0,1.0,12.0,13.0,7.0,6.0,12.0,16.0,86.0,73.0,371.0,419.0,271.0,318.0,46.8,53.2,,,20.0,23.0,12.0,18.0,39.0,23.0,26.0,13.0,14.0,6.0,6.0,,,,1.0,,10.0,7.0,12.0,17.0,157.0,153.0,,,1.0,3.0,,,,,,,54.0,54.0,54.0,54.0,15.0,10.0,10.0,15.0,4.0,7.0,4.0,7.0,,,12.0,15.0,12.0,11.0,0.0,0.0,0.0,0.0,1.0,,1.0,,5.0,3.0,,
2009-10,284070,8,2009-10-04 13:30:00,"Emirates Stadium, London",59431.0,Arsenal,Blackburn,6,2,2,6,W,L,3,2,2,3,0,0,0,0,6.0,2.0,24.0,7.0,16.0,5.0,5.0,,3.0,2.0,,,,,1.0,1.0,,,6.0,2.0,21.0,4.0,17.0,4.0,24.0,25.0,77.0,80.0,518.0,275.0,430.0,160.0,65.1,34.9,,,17.0,18.0,10.0,11.0,30.0,30.0,36.0,32.0,17.0,19.0,2.0,3.0,,,,,4.0,10.0,11.0,11.0,157.0,170.0,,,2.0,6.0,,,,,,,59.0,59.0,59.0,59.0,22.0,27.0,27.0,22.0,8.0,1.0,8.0,1.0,,2.0,11.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,4.0,4.0,,
2009-10,284071,8,2009-10-05 20:00:00,"Villa Park, Birmingham",37924.0,Aston Villa,Man City,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,12.0,12.0,1.0,4.0,6.0,2.0,5.0,6.0,,,,,,,,,1.0,1.0,11.0,10.0,5.0,8.0,27.0,23.0,108.0,75.0,364.0,469.0,249.0,359.0,43.8,56.2,,,33.0,24.0,26.0,20.0,33.0,28.0,32.0,22.0,17.0,13.0,6.0,5.0,,,,,7.0,4.0,12.0,16.0,176.0,191.0,,,1.0,1.0,,,,,,,62.0,59.0,59.0,62.0,17.0,16.0,16.0,17.0,6.0,6.0,6.0,6.0,,1.0,12.0,9.0,8.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,,,
2009-10,284072,8,2009-10-03 15:00:00,"Toughsheet Community Stadium, Bolton",21305.0,Bolton,Spurs,2,2,2,2,D,D,1,1,1,1,0,0,0,0,2.0,2.0,17.0,15.0,7.0,6.0,7.0,7.0,3.0,2.0,,,,,,1.0,,,1.0,2.0,11.0,8.0,6.0,6.0,36.0,29.0,89.0,80.0,245.0,407.0,158.0,305.0,39.0,61.0,,,17.0,20.0,11.0,16.0,18.0,16.0,38.0,46.0,15.0,23.0,2.0,3.0,1.0,,,,6.0,3.0,14.0,14.0,173.0,170.0,,,2.0,2.0,,,,,,,50.0,56.0,56.0,50.0,14.0,15.0,15.0,14.0,4.0,6.0,5.0,6.0,4.0,,16.0,17.0,16.0,15.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2009-10,284073,8,2009-10-03 15:00:00,"Turf Moor, Burnley",20102.0,Burnley,Birmingham,2,1,1,2,W,L,0,0,0,0,0,0,0,0,2.0,1.0,17.0,12.0,5.0,3.0,3.0,5.0,9.0,4.0,,,,,1.0,,,,2.0,,13.0,6.0,10.0,3.0,33.0,31.0,101.0,88.0,413.0,300.0,291.0,176.0,58.7,41.3,23.0,10.0,17.0,18.0,12.0,10.0,17.0,19.0,52.0,37.0,37.0,20.0,4.0,9.0,,,,,3.0,7.0,14.0,13.0,187.0,186.0,2.0,3.0,1.0,2.0,,,,,,,56.0,47.0,47.0,56.0,20.0,9.0,9.0,20.0,8.0,4.0,8.0,4.0,1.0,,17.0,13.0,12.0,17.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,
2009-10,284074,8,2009-10-04 16:00:00,"Stamford Bridge, London",41732.0,Chelsea,Liverpool,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,,17.0,17.0,8.0,3.0,6.0,9.0,3.0,5.0,,,,,,1.0,,,2.0,,11.0,10.0,7.0,3.0,22.0,21.0,87.0,75.0,417.0,380.0,322.0,287.0,51.0,49.0,,,31.0,30.0,22.0,20.0,21.0,26.0,49.0,29.0,26.0,17.0,5.0,2.0,,,,1.0,7.0,12.0,11.0,14.0,168.0,177.0,,,,2.0,,,1.0,,,,79.0,65.0,65.0,79.0,19.0,13.0,13.0,19.0,5.0,8.0,5.0,8.0,3.0,1.0,15.0,17.0,17.0,15.0,0.0,0.0,0.0,0.0,,,,,,2.0,,
2009-10,284075,8,2009-10-04 15:00:00,"Goodison Park, Liverpool",36753.0,Everton,Stoke,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,25.0,8.0,11.0,5.0,7.0,3.0,7.0,,,,,,,,,,1.0,1.0,20.0,5.0,15.0,4.0,38.0,27.0,97.0,74.0,413.0,262.0,321.0,175.0,60.7,39.3,,,17.0,16.0,14.0,12.0,20.0,16.0,50.0,63.0,18.0,39.0,,7.0,,,,,1.0,3.0,12.0,11.0,168.0,162.0,,,1.0,1.0,,,,,,,57.0,45.0,45.0,57.0,22.0,21.0,21.0,22.0,11.0,3.0,11.0,4.0,,2.0,8.0,16.0,15.0,7.0,0.0,0.0,0.0,0.0,,,,,,4.0,,
2009-10,284076,8,2009-10-03 15:00:00,"The MKM Stadium, Hull",22822.0,Hull,Wigan,2,1,1,2,W,L,0,0,0,0,0,0,0,0,2.0,1.0,13.0,13.0,5.0,5.0,5.0,8.0,3.0,,,,,,,,,,2.0,,8.0,10.0,5.0,3.0,18.0,23.0,65.0,82.0,188.0,595.0,118.0,497.0,25.6,74.4,,,32.0,23.0,16.0,17.0,23.0,10.0,39.0,27.0,23.0,18.0,,3.0,1.0,,,,9.0,6.0,16.0,19.0,134.0,153.0,,,1.0,2.0,,,,,,,61.0,60.0,60.0,61.0,15.0,15.0,15.0,15.0,4.0,2.0,4.0,2.0,,,15.0,11.0,8.0,13.0,0.0,0.0,0.0,0.0,,,,,4.0,,,
2009-10,284077,8,2009-10-03 17:30:00,"Old Trafford, Manchester",75114.0,Man Utd,Sunderland,2,2,2,2,D,D,0,1,1,0,0,1,1,0,2.0,2.0,21.0,5.0,6.0,3.0,8.0,2.0,7.0,,,,,,,,,,1.0,2.0,13.0,4.0,7.0,3.0,34.0,11.0,97.0,91.0,556.0,338.0,446.0,228.0,63.1,36.9,,,17.0,31.0,12.0,27.0,24.0,32.0,19.0,65.0,12.0,41.0,,7.0,,2.0,,,9.0,13.0,25.0,12.0,187.0,173.0,,,2.0,2.0,,,,,,1.0,50.0,69.0,69.0,50.0,5.0,17.0,17.0,5.0,15.0,1.0,15.0,1.0,,,12.0,17.0,15.0,12.0,0.0,0.0,0.0,0.0,,,,,,1.0,,
2009-10,284078,8,2009-10-04 15:00:00,"Boleyn Ground, London",32612.0,West Ham,Fulham,2,2,2,2,D,D,1,0,0,1,0,1,1,0,2.0,2.0,29.0,11.0,7.0,6.0,12.0,4.0,10.0,1.0,,,,,,,,,2.0,1.0,24.0,6.0,12.0,4.0,30.0,10.0,75.0,59.0,584.0,317.0,505.0,239.0,64.8,35.2,,,20.0,13.0,14.0,10.0,17.0,15.0,20.0,52.0,12.0,25.0,1.0,9.0,,,,,10.0,15.0,9.0,11.0,130.0,139.0,4.0,5.0,2.0,2.0,,,,,,,63.0,57.0,57.0,63.0,15.0,20.0,20.0,15.0,8.0,4.0,8.0,4.0,2.0,1.0,14.0,15.0,13.0,14.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,1.0,,
2009-10,284079,8,2009-10-03 15:00:00,"Molineux Stadium, Wolverhampton",29023.0,Wolves,Portsmouth,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,14.0,13.0,4.0,4.0,6.0,4.0,4.0,5.0,,,,,,,,,,1.0,8.0,10.0,6.0,7.0,29.0,15.0,86.0,69.0,382.0,258.0,268.0,173.0,60.1,39.9,,,13.0,20.0,10.0,16.0,17.0,12.0,31.0,78.0,24.0,44.0,5.0,4.0,,,,,5.0,6.0,11.0,9.0,185.0,165.0,,,1.0,,,,,1.0,,,48.0,64.0,64.0,48.0,15.0,27.0,27.0,15.0,8.0,6.0,8.0,6.0,3.0,,10.0,13.0,13.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0,,
2009-10,284080,9,2009-10-17 15:00:00,"Emirates Stadium, London",,Arsenal,Birmingham,3,1,1,3,W,L,2,1,1,2,0,0,0,0,3.0,1.0,24.0,3.0,10.0,2.0,8.0,1.0,6.0,,,,,,1.0,,,,3.0,,17.0,1.0,11.0,,26.0,10.0,75.0,82.0,628.0,362.0,558.0,265.0,63.0,37.0,,,19.0,29.0,11.0,17.0,28.0,26.0,27.0,31.0,19.0,17.0,,6.0,,,1.0,,3.0,11.0,14.0,10.0,144.0,155.0,,,1.0,3.0,,,,,,,60.0,51.0,51.0,60.0,14.0,10.0,10.0,14.0,7.0,3.0,7.0,3.0,2.0,,9.0,17.0,16.0,9.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2009-10,284081,9,2009-10-17 12:45:00,"Villa Park, Birmingham",39047.0,Aston Villa,Chelsea,2,1,1,2,W,L,1,1,1,1,0,0,0,0,2.0,1.0,9.0,21.0,3.0,7.0,3.0,7.0,3.0,7.0,,,,,,,,,1.0,1.0,6.0,18.0,4.0,12.0,20.0,24.0,66.0,80.0,255.0,544.0,168.0,457.0,34.5,65.5,,,33.0,19.0,26.0,13.0,23.0,21.0,34.0,27.0,19.0,18.0,7.0,3.0,,1.0,1.0,1.0,12.0,1.0,12.0,19.0,161.0,152.0,,,1.0,2.0,,,,,,,64.0,63.0,63.0,64.0,17.0,13.0,13.0,17.0,6.0,9.0,6.0,9.0,,,19.0,13.0,13.0,19.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,,
2009-10,284082,9,2009-10-18 13:00:00,"Ewood Park, Blackburn",26689.0,Blackburn,Burnley,3,2,2,3,W,L,3,1,1,3,0,0,0,0,3.0,2.0,13.0,11.0,6.0,4.0,4.0,5.0,3.0,2.0,,,,,,,,,2.0,2.0,9.0,9.0,6.0,5.0,33.0,25.0,93.0,90.0,318.0,369.0,200.0,253.0,46.0,54.0,23.0,16.0,28.0,23.0,20.0,16.0,26.0,8.0,46.0,35.0,26.0,21.0,2.0,3.0,,,,1.0,8.0,10.0,13.0,18.0,187.0,187.0,2.0,3.0,2.0,3.0,,,,,,,71.0,69.0,69.0,71.0,19.0,18.0,18.0,19.0,3.0,2.0,3.0,2.0,4.0,1.0,20.0,14.0,14.0,20.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2009-10,284083,9,2009-10-17 15:00:00,"Goodison Park, Liverpool",,Everton,Wolves,1,1,1,1,D,D,0,0,0,0,0,1,1,0,1.0,1.0,14.0,12.0,4.0,4.0,8.0,2.0,2.0,6.0,,,,,,,,,1.0,1.0,10.0,10.0,5.0,8.0,27.0,32.0,109.0,85.0,419.0,337.0,304.0,222.0,55.4,44.6,,,22.0,16.0,15.0,10.0,20.0,13.0,70.0,54.0,33.0,35.0,5.0,2.0,,,,,2.0,5.0,14.0,15.0,203.0,195.0,,,1.0,1.0,,,,,,,67.0,53.0,53.0,67.0,24.0,27.0,27.0,24.0,6.0,5.0,6.0,5.0,1.0,1.0,8.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2009-10,284084,9,2009-10-19 20:00:00,"Craven Cottage, London",22943.0,Fulham,Hull,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,20.0,8.0,8.0,,7.0,4.0,5.0,4.0,,,,,,,,,1.0,,14.0,5.0,7.0,1.0,30.0,17.0,89.0,87.0,520.0,356.0,417.0,250.0,59.5,40.5,,,16.0,13.0,10.0,10.0,13.0,14.0,40.0,41.0,19.0,19.0,4.0,4.0,,,,,4.0,2.0,8.0,10.0,167.0,167.0,,,,2.0,,,1.0,,,,47.0,53.0,53.0,47.0,14.0,23.0,23.0,14.0,7.0,4.0,7.0,4.0,1.0,,15.0,15.0,15.0,13.0,0.0,0.0,0.0,0.0,,,,,5.0,3.0,,
2009-10,284085,9,2009-10-17 15:00:00,"Old Trafford, Manchester",75103.0,Man Utd,Bolton,2,1,1,2,W,L,2,0,0,2,0,0,0,0,2.0,1.0,15.0,18.0,7.0,6.0,6.0,8.0,2.0,4.0,,,,,1.0,,,,1.0,1.0,13.0,11.0,7.0,5.0,23.0,26.0,73.0,85.0,488.0,344.0,398.0,247.0,58.5,41.5,,,22.0,24.0,16.0,20.0,14.0,17.0,39.0,40.0,15.0,23.0,3.0,,,2.0,,,4.0,7.0,19.0,17.0,172.0,162.0,,,1.0,2.0,,,,,,1.0,50.0,61.0,61.0,50.0,11.0,19.0,19.0,11.0,12.0,1.0,13.0,1.0,,2.0,15.0,10.0,10.0,14.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0,,
2009-10,284086,9,2009-10-17 15:00:00,"Fratton Park, Portsmouth",20821.0,Portsmouth,Spurs,1,2,2,1,L,W,0,2,2,0,1,1,1,1,1.0,2.0,24.0,13.0,8.0,3.0,11.0,7.0,5.0,3.0,,,,,,1.0,,,1.0,2.0,20.0,12.0,11.0,5.0,30.0,12.0,71.0,53.0,292.0,302.0,225.0,219.0,49.9,50.1,,,28.0,32.0,21.0,24.0,14.0,16.0,34.0,47.0,26.0,26.0,2.0,5.0,,1.0,,,10.0,5.0,19.0,17.0,152.0,160.0,,,2.0,1.0,,,,,,,56.0,70.0,70.0,56.0,10.0,12.0,12.0,10.0,10.0,9.0,10.0,9.0,1.0,,18.0,16.0,13.0,16.0,0.0,0.0,0.0,0.0,,,,,6.0,1.0,,
2009-10,284087,9,2009-10-17 15:00:00,"bet365 Stadium, Stoke",,Stoke,West Ham,2,1,1,2,W,L,1,1,1,1,0,0,0,0,2.0,1.0,12.0,13.0,3.0,5.0,6.0,2.0,3.0,6.0,,,,,,,,,,1.0,9.0,10.0,4.0,9.0,22.0,27.0,80.0,75.0,296.0,467.0,187.0,383.0,38.8,61.2,,,30.0,19.0,25.0,15.0,14.0,23.0,34.0,45.0,14.0,15.0,6.0,3.0,,,,,6.0,6.0,12.0,15.0,173.0,175.0,,,1.0,2.0,,,,,,,68.0,55.0,55.0,68.0,20.0,13.0,13.0,20.0,5.0,6.0,5.0,6.0,,1.0,17.0,13.0,12.0,17.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,3.0,,
2009-10,284088,9,2009-10-17 15:00:00,"Stadium of Light, Sunderland",47327.0,Sunderland,Liverpool,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,15.0,19.0,3.0,4.0,7.0,11.0,5.0,4.0,,,,,1.0,,,,1.0,,9.0,12.0,5.0,4.0,24.0,30.0,63.0,85.0,224.0,504.0,145.0,396.0,32.0,68.0,,,27.0,28.0,17.0,21.0,28.0,16.0,68.0,28.0,39.0,15.0,4.0,5.0,,1.0,,,8.0,3.0,19.0,17.0,171.0,175.0,,,,1.0,,,1.0,,,,61.0,67.0,67.0,61.0,14.0,11.0,11.0,14.0,1.0,8.0,1.0,7.0,1.0,1.0,21.0,18.0,17.0,20.0,0.0,0.0,0.0,0.0,,,,,4.0,,,
2009-10,284089,9,2009-10-18 16:00:00,"The Brick Community Stadium, Wigan",20005.0,Wigan,Man City,1,1,1,1,D,D,1,0,0,1,0,1,1,0,1.0,1.0,16.0,6.0,7.0,4.0,6.0,2.0,3.0,,,,,,,,,,,1.0,14.0,4.0,8.0,3.0,21.0,20.0,83.0,62.0,442.0,333.0,353.0,247.0,56.2,43.8,,,21.0,20.0,14.0,14.0,17.0,16.0,30.0,42.0,13.0,26.0,,3.0,,,,,6.0,5.0,11.0,13.0,149.0,154.0,,,1.0,1.0,,,,,,,49.0,51.0,51.0,49.0,12.0,10.0,10.0,12.0,6.0,6.0,6.0,6.0,1.0,3.0,15.0,12.0,11.0,15.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2009-10,284090,10,2009-10-24 15:00:00,"St. Andrew's @ Knighthead Park, Birmingham",21723.0,Birmingham,Sunderland,2,1,1,2,W,L,1,0,0,1,0,0,0,0,2.0,1.0,21.0,17.0,7.0,3.0,7.0,7.0,7.0,7.0,,,,,,,,,2.0,1.0,17.0,8.0,11.0,5.0,31.0,29.0,96.0,92.0,293.0,359.0,196.0,244.0,44.7,55.3,,,23.0,30.0,19.0,23.0,22.0,11.0,61.0,45.0,26.0,32.0,7.0,7.0,,,,,7.0,10.0,20.0,15.0,205.0,199.0,,,1.0,2.0,,,,,,,68.0,77.0,77.0,68.0,21.0,30.0,30.0,21.0,6.0,8.0,7.0,7.0,2.0,1.0,10.0,15.0,14.0,10.0,0.0,0.0,0.0,0.0,,,,,5.0,1.0,,
2009-10,284091,10,2009-10-25 13:30:00,"Toughsheet Community Stadium, Bolton",21547.0,Bolton,Everton,3,2,2,3,W,L,2,1,1,2,0,0,0,0,3.0,2.0,13.0,18.0,5.0,5.0,5.0,7.0,3.0,6.0,,,,,,1.0,,,3.0,2.0,11.0,14.0,7.0,9.0,33.0,28.0,91.0,89.0,262.0,357.0,163.0,270.0,43.5,56.5,,,18.0,13.0,12.0,10.0,10.0,25.0,41.0,66.0,23.0,36.0,6.0,2.0,,,,,6.0,6.0,5.0,16.0,163.0,164.0,,,2.0,3.0,,,,,,,62.0,57.0,57.0,62.0,22.0,23.0,23.0,22.0,5.0,4.0,4.0,4.0,3.0,,15.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2009-10,284092,10,2009-10-24 15:00:00,"Turf Moor, Burnley",19430.0,Burnley,Wigan,1,3,3,1,L,W,1,1,1,1,0,0,0,0,1.0,3.0,12.0,14.0,5.0,6.0,3.0,6.0,4.0,2.0,,,,,1.0,,,,1.0,2.0,11.0,12.0,8.0,7.0,30.0,23.0,88.0,86.0,401.0,439.0,281.0,315.0,48.4,51.6,25.0,12.0,25.0,33.0,17.0,29.0,22.0,25.0,31.0,29.0,22.0,19.0,2.0,4.0,,,1.0,,5.0,6.0,26.0,12.0,182.0,173.0,3.0,4.0,3.0,1.0,,,,,,,59.0,60.0,60.0,59.0,17.0,10.0,10.0,17.0,6.0,4.0,7.0,4.0,,,12.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
2009-10,284093,10,2009-10-24 17:30:00,"Stamford Bridge, London",40836.0,Chelsea,Blackburn,5,0,0,5,W,L,1,0,0,1,0,0,0,0,5.0,,28.0,9.0,13.0,2.0,11.0,6.0,4.0,1.0,,,,,,,,,2.0,,20.0,6.0,13.0,2.0,34.0,23.0,70.0,73.0,566.0,255.0,501.0,187.0,68.1,31.9,,,10.0,19.0,6.0,15.0,16.0,16.0,29.0,40.0,12.0,26.0,2.0,4.0,,,,,2.0,8.0,12.0,4.0,133.0,127.0,,,,5.0,,,1.0,,,1.0,35.0,42.0,42.0,35.0,7.0,13.0,13.0,7.0,8.0,,8.0,,1.0,1.0,8.0,12.0,10.0,8.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,5.0,,
2009-10,284094,10,2009-10-24 15:00:00,"The MKM Stadium, Hull",23720.0,Hull,Portsmouth,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,8.0,11.0,1.0,2.0,4.0,7.0,3.0,2.0,,,,,,,,,,,6.0,6.0,4.0,2.0,23.0,18.0,98.0,60.0,267.0,354.0,162.0,253.0,43.8,56.2,,,15.0,15.0,11.0,7.0,17.0,18.0,39.0,52.0,25.0,29.0,1.0,3.0,,,,,3.0,4.0,13.0,11.0,176.0,180.0,,,,,,,1.0,1.0,,,59.0,49.0,49.0,59.0,17.0,14.0,14.0,17.0,6.0,6.0,6.0,6.0,1.0,2.0,16.0,25.0,23.0,16.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
2009-10,284095,10,2009-10-25 14:00:00,"Anfield, Liverpool",44188.0,Liverpool,Man Utd,2,0,0,2,W,L,0,0,0,0,1,1,1,1,2.0,,16.0,8.0,5.0,3.0,6.0,2.0,5.0,3.0,,,,,,1.0,,,2.0,,10.0,5.0,7.0,3.0,20.0,19.0,85.0,86.0,360.0,476.0,255.0,360.0,43.8,56.2,,,32.0,25.0,23.0,22.0,22.0,18.0,41.0,29.0,20.0,19.0,3.0,5.0,,2.0,,,7.0,6.0,18.0,27.0,180.0,185.0,,,,2.0,,,1.0,,,,66.0,73.0,73.0,66.0,16.0,21.0,21.0,16.0,5.0,1.0,5.0,1.0,2.0,,20.0,13.0,12.0,20.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,
