season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,blockedPass_h,blockedPass_a
2011-12,360657,19,2011-12-31 15:00:00,"Liberty Stadium, Swansea",20393,Swansea,Spurs,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,13.0,10.0,4.0,5.0,6.0,5.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,11.0,6.0,5.0,2.0,15.0,9.0,60.0,67.0,568.0,453.0,491.0,391.0,55.8,44.2,,,26.0,22.0,20.0,18.0,12.0,33.0,12.0,31.0,6.0,21.0,,3.0,,1.0,,1.0,10.0,5.0,10.0,16.0,138.0,141.0,,,1.0,1.0,,,,,41.0,49.0,49.0,41.0,6.0,9.0,9.0,6.0,10.0,5.0,10.0,5.0,,,8.0,5.0,4.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,4.0,,
2011-12,360658,19,2012-01-01 12:30:00,"The Hawthorns, West Bromwich",23038,West Brom,Everton,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,13.0,15.0,,4.0,10.0,5.0,3.0,6.0,1.0,,,,2.0,,,,,,11.0,8.0,3.0,5.0,29.0,22.0,83.0,71.0,454.0,416.0,358.0,328.0,51.0,49.0,,,12.0,15.0,9.0,10.0,14.0,22.0,32.0,27.0,20.0,12.0,6.0,3.0,,,1.0,,2.0,4.0,7.0,10.0,164.0,168.0,,,1.0,,,1.0,,,37.0,38.0,38.0,37.0,13.0,11.0,11.0,13.0,2.0,7.0,2.0,7.0,1.0,1.0,11.0,8.0,8.0,10.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,
2011-12,360659,20,2012-01-02 15:00:00,"Villa Park, Birmingham",35642,Aston Villa,Swansea,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,11.0,9.0,1.0,5.0,7.0,4.0,3.0,,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,,,10.0,6.0,4.0,3.0,32.0,11.0,73.0,51.0,438.0,468.0,335.0,378.0,50.4,49.6,,,24.0,15.0,20.0,9.0,16.0,18.0,19.0,65.0,8.0,37.0,,3.0,,,1.0,,7.0,5.0,9.0,18.0,197.0,172.0,,,2.0,,,1.0,,,52.0,36.0,36.0,52.0,17.0,4.0,4.0,17.0,14.0,,14.0,,,,10.0,6.0,6.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2011-12,360660,20,2012-01-02 15:00:00,"Ewood Park, Blackburn",20615,Blackburn,Stoke,1,2,2,1,L,W,0,2,2,0,0,0,0,0,1.0,2.0,17.0,9.0,6.0,3.0,7.0,5.0,4.0,1.0,4.0,2.0,1.0,2.0,3.0,,1.0,,1.0,2.0,13.0,8.0,8.0,4.0,27.0,19.0,63.0,76.0,421.0,320.0,298.0,250.0,56.4,43.6,,,17.0,18.0,14.0,14.0,14.0,9.0,29.0,81.0,14.0,40.0,1.0,3.0,,,,,4.0,1.0,11.0,8.0,200.0,185.0,,,2.0,1.0,,,,,33.0,44.0,44.0,33.0,8.0,13.0,13.0,8.0,8.0,3.0,8.0,3.0,,,9.0,7.0,7.0,9.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2011-12,360661,20,2012-01-04 20:00:00,"Goodison Park, Liverpool",29561,Everton,Bolton,1,2,2,1,L,W,0,0,0,0,0,0,0,0,1.0,2.0,10.0,15.0,3.0,7.0,6.0,3.0,1.0,5.0,1.0,,,,2.0,,1.0,1.0,1.0,1.0,6.0,13.0,3.0,10.0,31.0,14.0,62.0,76.0,331.0,360.0,237.0,233.0,48.8,51.2,,,17.0,16.0,12.0,12.0,22.0,17.0,39.0,47.0,18.0,28.0,4.0,1.0,1.0,2.0,,1.0,4.0,6.0,11.0,13.0,185.0,197.0,,,2.0,1.0,,,,,41.0,39.0,39.0,41.0,7.0,13.0,13.0,7.0,6.0,9.0,6.0,9.0,,2.0,8.0,11.0,11.0,6.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2011-12,360662,20,2012-01-02 17:30:00,"Craven Cottage, London",25700,Fulham,Arsenal,2,1,1,2,W,L,0,1,1,0,0,1,1,0,2.0,1.0,22.0,19.0,5.0,9.0,13.0,6.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,,,1.0,,16.0,15.0,6.0,10.0,24.0,12.0,89.0,53.0,519.0,457.0,441.0,386.0,52.8,47.2,,,20.0,25.0,16.0,17.0,8.0,16.0,33.0,33.0,17.0,13.0,3.0,4.0,,2.0,,2.0,7.0,14.0,22.0,11.0,156.0,152.0,,,1.0,2.0,,,,,55.0,43.0,43.0,55.0,8.0,5.0,5.0,8.0,4.0,3.0,4.0,3.0,3.0,1.0,7.0,13.0,13.0,6.0,0.0,0.0,0.0,0.0,,,,,4.0,4.0,,
2011-12,360663,20,2012-01-03 20:00:00,"Etihad Stadium, Manchester",47131,Man City,Liverpool,3,0,0,3,W,L,2,0,0,2,1,0,0,1,3.0,,11.0,16.0,6.0,6.0,2.0,7.0,3.0,3.0,,1.0,1.0,,,2.0,1.0,,2.0,,8.0,9.0,7.0,5.0,6.0,25.0,55.0,74.0,331.0,593.0,256.0,511.0,36.0,64.0,,,19.0,18.0,13.0,15.0,12.0,14.0,44.0,5.0,28.0,1.0,3.0,3.0,,,,1.0,8.0,5.0,16.0,15.0,143.0,149.0,,,,3.0,1.0,,,,39.0,50.0,50.0,39.0,8.0,11.0,11.0,8.0,5.0,6.0,5.0,6.0,,,13.0,8.0,7.0,13.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,,,
2011-12,360664,20,2012-01-04 20:00:00,"St. James' Park, Newcastle",52299,Newcastle,Man Utd,3,0,0,3,W,L,1,0,0,1,0,0,0,0,3.0,,10.0,6.0,5.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,7.0,4.0,4.0,3.0,19.0,24.0,66.0,76.0,326.0,482.0,217.0,383.0,39.7,60.3,,,19.0,33.0,14.0,22.0,16.0,15.0,24.0,24.0,17.0,14.0,3.0,1.0,,,,,9.0,5.0,25.0,15.0,179.0,182.0,,,,3.0,1.0,,,1.0,51.0,67.0,67.0,51.0,12.0,9.0,9.0,12.0,4.0,4.0,4.0,4.0,1.0,,17.0,15.0,15.0,16.0,0.0,0.0,0.0,0.0,,,,,1.0,5.0,,
2011-12,360665,20,2012-01-02 15:00:00,"Kiyan Prince Foundation Stadium, London",18033,QPR,Norwich,1,2,2,1,L,W,1,1,1,1,1,0,0,1,1.0,2.0,8.0,15.0,3.0,5.0,2.0,8.0,3.0,2.0,,,,,,,,,1.0,2.0,4.0,15.0,3.0,7.0,17.0,24.0,70.0,96.0,302.0,470.0,209.0,382.0,39.4,60.6,,,12.0,8.0,9.0,8.0,11.0,13.0,35.0,47.0,21.0,26.0,2.0,3.0,,,,,2.0,9.0,5.0,8.0,157.0,155.0,,,2.0,1.0,,,,,40.0,29.0,29.0,40.0,7.0,7.0,7.0,7.0,2.0,5.0,2.0,5.0,,1.0,12.0,13.0,12.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2011-12,360666,20,2012-01-03 19:45:00,"White Hart Lane, London",36062,Spurs,West Brom,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,20.0,8.0,5.0,1.0,5.0,4.0,10.0,3.0,,,,,,,,,1.0,,18.0,4.0,14.0,1.0,26.0,15.0,71.0,64.0,632.0,296.0,553.0,212.0,68.2,31.8,,,14.0,20.0,11.0,15.0,26.0,21.0,22.0,40.0,15.0,20.0,3.0,10.0,,,,,5.0,10.0,19.0,4.0,147.0,149.0,,,,1.0,1.0,,,,47.0,35.0,35.0,47.0,9.0,7.0,7.0,9.0,14.0,7.0,14.0,7.0,,,4.0,15.0,14.0,3.0,0.0,0.0,0.0,0.0,,,,,6.0,3.0,,
2011-12,360667,20,2012-01-03 19:45:00,"DW Stadium, Wigan",15871,Wigan,Sunderland,1,4,4,1,L,W,0,1,1,0,0,0,0,0,1.0,4.0,23.0,11.0,5.0,6.0,12.0,2.0,6.0,3.0,1.0,3.0,,2.0,1.0,2.0,2.0,,1.0,1.0,17.0,8.0,6.0,6.0,22.0,6.0,80.0,47.0,567.0,312.0,497.0,246.0,63.4,36.6,,,12.0,15.0,11.0,13.0,14.0,21.0,9.0,21.0,7.0,10.0,3.0,7.0,,,,,8.0,7.0,9.0,8.0,126.0,123.0,,,4.0,1.0,,,,,30.0,36.0,36.0,30.0,5.0,3.0,3.0,5.0,9.0,6.0,9.0,6.0,,1.0,10.0,7.0,6.0,10.0,0.0,0.0,0.0,0.0,,,,,,2.0,,
2011-12,360668,20,2012-01-02 15:00:00,"Molineux Stadium, Wolverhampton",27289,Wolves,Chelsea,1,2,2,1,L,W,0,0,0,0,0,0,0,0,1.0,2.0,9.0,17.0,4.0,7.0,4.0,6.0,1.0,4.0,2.0,2.0,,1.0,2.0,1.0,1.0,,1.0,2.0,8.0,13.0,4.0,9.0,17.0,26.0,93.0,87.0,315.0,589.0,220.0,494.0,35.3,64.7,,,15.0,18.0,13.0,14.0,23.0,13.0,19.0,24.0,5.0,14.0,4.0,1.0,,,,,5.0,1.0,13.0,11.0,159.0,161.0,,,2.0,1.0,,,,,25.0,41.0,41.0,25.0,1.0,7.0,7.0,1.0,,5.0,,5.0,3.0,,11.0,9.0,8.0,11.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2011-12,360669,21,2012-01-14 15:00:00,"Villa Park, Birmingham",31853,Aston Villa,Everton,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,16.0,8.0,7.0,4.0,5.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,,3.0,,,1.0,1.0,11.0,6.0,7.0,6.0,24.0,19.0,73.0,77.0,460.0,412.0,369.0,314.0,52.6,47.4,,,17.0,11.0,14.0,5.0,20.0,12.0,47.0,40.0,22.0,25.0,2.0,4.0,,,,,2.0,8.0,6.0,11.0,168.0,171.0,,,1.0,1.0,,,,,54.0,36.0,36.0,54.0,18.0,11.0,11.0,18.0,9.0,3.0,9.0,3.0,,2.0,12.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,,,
2011-12,360670,21,2012-01-14 15:00:00,"Ewood Park, Blackburn",18003,Blackburn,Fulham,3,1,1,3,W,L,1,0,0,1,1,0,0,1,3.0,1.0,14.0,18.0,6.0,5.0,4.0,10.0,4.0,3.0,1.0,,1.0,,,,,1.0,1.0,1.0,8.0,15.0,6.0,8.0,14.0,26.0,48.0,69.0,340.0,492.0,276.0,433.0,39.6,60.4,,,21.0,8.0,17.0,5.0,31.0,13.0,39.0,8.0,24.0,3.0,3.0,3.0,,,,,2.0,4.0,2.0,15.0,115.0,133.0,,,1.0,3.0,,,,,38.0,32.0,32.0,38.0,3.0,8.0,8.0,3.0,,9.0,,9.0,,1.0,15.0,11.0,10.0,14.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2011-12,360671,21,2012-01-14 15:00:00,"Stamford Bridge, London",41696,Chelsea,Sunderland,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,25.0,9.0,7.0,3.0,12.0,5.0,6.0,1.0,,3.0,1.0,,,3.0,1.0,,,,15.0,8.0,8.0,3.0,19.0,22.0,85.0,65.0,550.0,350.0,478.0,270.0,60.2,39.8,,,17.0,21.0,15.0,17.0,19.0,16.0,28.0,20.0,14.0,10.0,1.0,6.0,,,,,9.0,11.0,16.0,13.0,145.0,143.0,,,,1.0,1.0,,,,50.0,45.0,45.0,50.0,13.0,6.0,6.0,13.0,8.0,2.0,8.0,2.0,,,11.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,,,,,2.0,,,
2011-12,360672,21,2012-01-14 15:00:00,"Anfield, Liverpool",44691,Liverpool,Stoke,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,15.0,3.0,1.0,1.0,9.0,2.0,5.0,,1.0,,,,2.0,,,,,,11.0,2.0,3.0,1.0,38.0,12.0,99.0,72.0,623.0,283.0,516.0,183.0,68.7,31.3,,,16.0,22.0,11.0,16.0,10.0,14.0,15.0,71.0,10.0,43.0,,3.0,1.0,,,,2.0,11.0,14.0,12.0,194.0,175.0,,,,,1.0,1.0,,,46.0,44.0,44.0,46.0,8.0,14.0,14.0,8.0,11.0,1.0,11.0,1.0,1.0,,6.0,11.0,11.0,6.0,0.0,0.0,0.0,0.0,,,,,3.0,,,
2011-12,360673,21,2012-01-14 15:00:00,"Old Trafford, Manchester",75444,Man Utd,Bolton,3,0,0,3,W,L,1,0,0,1,0,0,0,0,3.0,,23.0,10.0,8.0,1.0,11.0,5.0,4.0,4.0,3.0,,2.0,,3.0,,,,2.0,,20.0,4.0,9.0,2.0,18.0,13.0,71.0,43.0,536.0,317.0,463.0,240.0,62.8,37.2,,,25.0,21.0,20.0,15.0,13.0,24.0,28.0,29.0,14.0,20.0,5.0,5.0,,,,,8.0,10.0,14.0,17.0,151.0,146.0,,,,3.0,1.0,,,,46.0,44.0,44.0,46.0,4.0,8.0,8.0,4.0,11.0,3.0,11.0,3.0,,,8.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,,,,2.0,,,
2011-12,360674,21,2012-01-15 13:30:00,"St. James' Park, Newcastle",49865,Newcastle,QPR,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,11.0,15.0,1.0,6.0,5.0,5.0,5.0,4.0,1.0,,1.0,,,,,2.0,1.0,,8.0,12.0,5.0,9.0,32.0,11.0,85.0,50.0,555.0,351.0,447.0,262.0,60.8,39.2,,,15.0,23.0,9.0,15.0,9.0,16.0,10.0,42.0,5.0,26.0,4.0,5.0,1.0,,,,8.0,8.0,16.0,13.0,169.0,160.0,,,,1.0,1.0,,,,47.0,53.0,53.0,47.0,15.0,17.0,17.0,15.0,3.0,2.0,3.0,2.0,1.0,,6.0,10.0,9.0,5.0,0.0,0.0,0.0,0.0,,,,,1.0,6.0,,
2011-12,360675,21,2012-01-15 16:00:00,"Liberty Stadium, Swansea",20409,Swansea,Arsenal,3,2,2,3,W,L,1,1,1,1,0,0,0,0,3.0,2.0,10.0,18.0,4.0,8.0,4.0,6.0,2.0,4.0,1.0,2.0,2.0,1.0,,2.0,,,2.0,2.0,7.0,15.0,4.0,9.0,15.0,23.0,50.0,69.0,527.0,428.0,424.0,337.0,55.3,44.7,,,26.0,19.0,22.0,11.0,15.0,28.0,24.0,24.0,14.0,19.0,5.0,2.0,,,,1.0,12.0,13.0,12.0,19.0,181.0,164.0,,,2.0,3.0,,,,,52.0,45.0,45.0,52.0,4.0,5.0,5.0,4.0,9.0,2.0,9.0,2.0,,1.0,9.0,11.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,,1.0,,4.0,4.0,,
2011-12,360676,21,2012-01-14 15:00:00,"White Hart Lane, London",36194,Spurs,Wolves,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,28.0,5.0,7.0,3.0,13.0,2.0,8.0,,1.0,,,1.0,2.0,,,,1.0,,19.0,3.0,9.0,1.0,20.0,11.0,89.0,64.0,575.0,258.0,483.0,165.0,68.4,31.6,,,10.0,28.0,9.0,16.0,24.0,29.0,20.0,48.0,6.0,23.0,,8.0,,,,,4.0,9.0,15.0,7.0,183.0,158.0,,,1.0,1.0,,,,,51.0,47.0,47.0,51.0,19.0,9.0,9.0,19.0,8.0,1.0,8.0,1.0,1.0,,6.0,13.0,13.0,6.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2011-12,360677,21,2012-01-14 15:00:00,"The Hawthorns, West Bromwich",22474,West Brom,Norwich,1,2,2,1,L,W,0,1,1,0,0,0,0,0,1.0,2.0,19.0,8.0,7.0,3.0,10.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,,2.0,14.0,7.0,5.0,4.0,23.0,20.0,81.0,83.0,481.0,417.0,382.0,315.0,54.7,45.3,,,16.0,24.0,12.0,17.0,25.0,9.0,20.0,42.0,10.0,21.0,2.0,3.0,,,,,2.0,4.0,12.0,12.0,183.0,165.0,,,2.0,1.0,,,,,44.0,38.0,38.0,44.0,9.0,7.0,7.0,9.0,10.0,5.0,10.0,5.0,,2.0,6.0,15.0,15.0,5.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,,,
2011-12,360678,21,2012-01-16 20:00:00,"DW Stadium, Wigan",16026,Wigan,Man City,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,7.0,14.0,2.0,6.0,3.0,5.0,2.0,3.0,1.0,3.0,,,1.0,3.0,,,,1.0,4.0,12.0,1.0,7.0,21.0,17.0,61.0,58.0,425.0,504.0,335.0,405.0,46.0,54.0,,,23.0,25.0,15.0,16.0,26.0,21.0,18.0,30.0,9.0,14.0,3.0,2.0,,,,,9.0,11.0,17.0,14.0,168.0,176.0,,,1.0,,,1.0,,,60.0,65.0,65.0,60.0,11.0,15.0,15.0,11.0,4.0,5.0,4.0,5.0,,1.0,17.0,15.0,15.0,16.0,0.0,0.0,0.0,0.0,,,,,3.0,5.0,,
2011-12,360679,22,2012-01-22 16:00:00,"Emirates Stadium, London",60093,Arsenal,Man Utd,1,2,2,1,L,W,0,1,1,0,0,0,0,0,1.0,2.0,14.0,9.0,3.0,6.0,7.0,3.0,4.0,,1.0,3.0,,2.0,1.0,2.0,,,1.0,2.0,14.0,8.0,7.0,5.0,16.0,15.0,64.0,68.0,420.0,437.0,334.0,350.0,48.6,51.4,,,30.0,24.0,22.0,17.0,13.0,12.0,24.0,32.0,17.0,22.0,1.0,4.0,,1.0,,,17.0,7.0,19.0,23.0,159.0,172.0,,,2.0,1.0,,,,,50.0,78.0,78.0,50.0,8.0,22.0,22.0,8.0,,5.0,,5.0,,,15.0,6.0,4.0,15.0,0.0,0.0,0.0,0.0,,,,,,4.0,,
2011-12,360680,22,2012-01-21 17:30:00,"University of Bolton Stadium, Bolton",26854,Bolton,Liverpool,3,1,1,3,W,L,2,1,1,2,0,0,0,0,3.0,1.0,16.0,11.0,5.0,5.0,8.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,,1.0,,1.0,3.0,1.0,13.0,10.0,7.0,8.0,22.0,17.0,76.0,86.0,319.0,503.0,202.0,391.0,38.9,61.1,,,18.0,21.0,13.0,13.0,21.0,12.0,34.0,16.0,22.0,7.0,3.0,3.0,1.0,1.0,,,3.0,4.0,18.0,14.0,192.0,194.0,,,1.0,3.0,,,,,40.0,50.0,50.0,40.0,5.0,16.0,16.0,5.0,5.0,5.0,5.0,5.0,2.0,,10.0,15.0,13.0,10.0,0.0,0.0,0.0,0.0,,,,,,5.0,,
2011-12,360681,22,2012-01-21 15:00:00,"Goodison Park, Liverpool",32464,Everton,Blackburn,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,16.0,16.0,6.0,4.0,7.0,6.0,3.0,6.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,12.0,13.0,6.0,9.0,21.0,26.0,74.0,74.0,347.0,418.0,264.0,325.0,46.1,53.9,,,10.0,12.0,8.0,10.0,11.0,18.0,34.0,36.0,20.0,14.0,7.0,3.0,1.0,,1.0,,4.0,,6.0,5.0,147.0,168.0,,,1.0,1.0,,,,,36.0,36.0,36.0,36.0,12.0,5.0,5.0,12.0,5.0,8.0,5.0,8.0,1.0,1.0,15.0,14.0,14.0,15.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2011-12,360682,22,2012-01-21 15:00:00,"Craven Cottage, London",25692,Fulham,Newcastle,5,2,2,5,W,L,0,1,1,0,0,0,0,0,5.0,2.0,12.0,17.0,9.0,8.0,3.0,6.0,,3.0,2.0,1.0,5.0,,,1.0,,,2.0,2.0,7.0,12.0,5.0,9.0,19.0,26.0,61.0,94.0,361.0,443.0,268.0,348.0,44.3,55.7,,,24.0,22.0,21.0,20.0,15.0,37.0,34.0,14.0,19.0,3.0,3.0,,,,,,10.0,4.0,15.0,22.0,173.0,173.0,,,2.0,5.0,,,,,55.0,55.0,55.0,55.0,14.0,13.0,13.0,14.0,2.0,6.0,2.0,6.0,1.0,,11.0,13.0,13.0,10.0,0.0,0.0,0.0,0.0,2.0,,2.0,,8.0,4.0,,
2011-12,360683,22,2012-01-22 13:30:00,"Etihad Stadium, Manchester",47422,Man City,Spurs,3,2,2,3,W,L,0,0,0,0,0,0,0,0,3.0,2.0,16.0,14.0,4.0,3.0,5.0,6.0,7.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,,,1.0,1.0,13.0,10.0,9.0,4.0,20.0,5.0,66.0,48.0,512.0,452.0,430.0,371.0,53.3,46.7,,,23.0,23.0,18.0,13.0,15.0,12.0,19.0,28.0,9.0,19.0,5.0,6.0,1.0,,1.0,,7.0,13.0,15.0,16.0,151.0,148.0,,,2.0,3.0,,,,,56.0,49.0,49.0,56.0,10.0,11.0,11.0,10.0,9.0,4.0,9.0,4.0,1.0,1.0,9.0,10.0,10.0,8.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,2.0,,
2011-12,360684,22,2012-01-21 12:45:00,"Carrow Road, Norwich",26792,Norwich,Chelsea,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,6.0,20.0,2.0,6.0,3.0,11.0,1.0,3.0,,,,,,1.0,,,,,6.0,12.0,3.0,6.0,21.0,28.0,83.0,88.0,399.0,558.0,315.0,472.0,41.8,58.2,,,18.0,18.0,15.0,15.0,12.0,17.0,44.0,16.0,18.0,11.0,2.0,1.0,,,,,13.0,3.0,14.0,11.0,162.0,163.0,,,,,1.0,1.0,,,29.0,39.0,39.0,29.0,3.0,3.0,3.0,3.0,1.0,11.0,1.0,11.0,,,5.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,
2011-12,360685,22,2012-01-21 15:00:00,"Kiyan Prince Foundation Stadium, London",16002,QPR,Wigan,3,1,1,3,W,L,2,0,0,2,0,0,0,0,3.0,1.0,19.0,9.0,7.0,2.0,7.0,4.0,5.0,3.0,,1.0,1.0,,1.0,1.0,,,1.0,,11.0,7.0,6.0,4.0,18.0,17.0,67.0,75.0,288.0,433.0,191.0,334.0,40.3,59.7,,,21.0,23.0,17.0,17.0,22.0,12.0,24.0,26.0,10.0,18.0,3.0,5.0,,,,,3.0,4.0,14.0,17.0,174.0,169.0,,,1.0,3.0,,,,,51.0,46.0,46.0,51.0,9.0,9.0,9.0,9.0,7.0,1.0,7.0,1.0,,1.0,11.0,19.0,17.0,11.0,0.0,0.0,0.0,0.0,2.0,,1.0,,1.0,1.0,,
2011-12,360686,22,2012-01-21 15:00:00,"bet365 Stadium, Stoke",26865,Stoke,West Brom,1,2,2,1,L,W,0,1,1,0,0,0,0,0,1.0,2.0,12.0,16.0,2.0,5.0,6.0,9.0,4.0,2.0,,1.0,,,1.0,1.0,,2.0,1.0,1.0,8.0,11.0,4.0,5.0,25.0,12.0,86.0,55.0,305.0,342.0,209.0,232.0,48.3,51.7,,,19.0,18.0,10.0,12.0,16.0,14.0,61.0,40.0,39.0,16.0,2.0,4.0,,,1.0,,11.0,6.0,13.0,10.0,192.0,203.0,,,2.0,1.0,,,,,42.0,46.0,46.0,42.0,8.0,7.0,7.0,8.0,5.0,1.0,5.0,1.0,3.0,,10.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,1.0,,,,,2.0,,
2011-12,360687,22,2012-01-21 15:00:00,"Stadium of Light, Sunderland",36904,Sunderland,Swansea,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,15.0,16.0,3.0,3.0,6.0,7.0,6.0,6.0,1.0,2.0,,,1.0,2.0,1.0,,2.0,,10.0,13.0,7.0,6.0,17.0,20.0,59.0,64.0,288.0,677.0,202.0,593.0,30.9,69.1,,,28.0,15.0,23.0,11.0,22.0,12.0,22.0,23.0,12.0,14.0,6.0,6.0,,,,,14.0,5.0,9.0,16.0,152.0,158.0,,,,2.0,1.0,,,,42.0,45.0,45.0,42.0,3.0,6.0,6.0,3.0,2.0,4.0,2.0,4.0,1.0,,10.0,6.0,6.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2011-12,360688,22,2012-01-21 15:00:00,"Molineux Stadium, Wolverhampton",27084,Wolves,Aston Villa,2,3,3,2,L,W,2,1,1,2,1,0,0,1,2.0,3.0,14.0,13.0,6.0,4.0,3.0,6.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,2.0,1.0,11.0,6.0,8.0,1.0,26.0,17.0,90.0,76.0,392.0,413.0,285.0,303.0,49.7,50.3,,,8.0,24.0,8.0,20.0,20.0,18.0,30.0,66.0,15.0,40.0,2.0,5.0,,,2.0,,6.0,3.0,16.0,6.0,207.0,188.0,,,3.0,2.0,,,,,30.0,60.0,60.0,30.0,10.0,19.0,19.0,10.0,13.0,3.0,13.0,3.0,,,12.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0,,1.0,,1.0,,1.0,,
2011-12,360689,23,2012-02-01 20:00:00,"University of Bolton Stadium, Bolton",24371,Bolton,Arsenal,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,12.0,16.0,3.0,4.0,5.0,9.0,4.0,3.0,1.0,4.0,,,1.0,4.0,,2.0,,,8.0,14.0,4.0,6.0,17.0,20.0,77.0,76.0,302.0,577.0,201.0,474.0,35.3,64.7,,,22.0,25.0,19.0,15.0,30.0,14.0,22.0,28.0,14.0,15.0,4.0,4.0,,1.0,,,9.0,5.0,18.0,15.0,185.0,183.0,,,,,1.0,1.0,,,51.0,58.0,58.0,51.0,14.0,15.0,15.0,14.0,6.0,6.0,6.0,6.0,,,9.0,11.0,10.0,9.0,0.0,0.0,0.0,0.0,,,,,4.0,4.0,,
