season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,touchesInOppBox_h,touchesInOppBox_a
2014-15,755332,3,2014-08-30 15:00:00,"Boleyn Ground, London",34907,West Ham,Southampton,1,3,3,1,L,W,1,1,1,1,0,0,0,0,1.0,3.0,4.0,18.0,2.0,8.0,1.0,4.0,1.0,6.0,,,,1.0,1.0,,,,1.0,1.0,2.0,14.0,1.0,11.0,16.0,16.0,57.0,65.0,337.0,576.0,252.0,496.0,36.4,63.6,24.0,24.0,19.0,20.0,11.0,9.0,37.0,25.0,37.0,25.0,19.0,18.0,7.0,1.0,,,,,1.0,2.0,14.0,13.0,141.0,141.0,4.0,1.0,3.0,1.0,,,,,51.0,50.0,50.0,51.0,13.0,15.0,15.0,13.0,2.0,9.0,2.0,9.0,2.0,3.0,11.0,13.0,12.0,11.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2014-15,755333,4,2014-09-13 12:45:00,"Emirates Stadium, London",60003,Arsenal,Man City,2,2,2,2,D,D,0,1,1,0,0,0,0,0,2.0,2.0,15.0,15.0,6.0,8.0,9.0,5.0,,2.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,10.0,13.0,5.0,9.0,26.0,17.0,68.0,66.0,462.0,560.0,367.0,448.0,45.4,54.6,31.0,37.0,23.0,22.0,26.0,16.0,26.0,29.0,26.0,29.0,22.0,21.0,2.0,,,1.0,,,13.0,23.0,15.0,24.0,166.0,175.0,6.0,4.0,2.0,2.0,,,,,83.0,73.0,73.0,83.0,14.0,14.0,14.0,14.0,,3.0,,3.0,1.0,1.0,11.0,15.0,15.0,9.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2014-15,755334,4,2014-09-13 15:00:00,"Stamford Bridge, London",41400,Chelsea,Swansea,4,2,2,4,W,L,1,1,1,1,0,0,0,0,4.0,2.0,30.0,12.0,9.0,2.0,12.0,8.0,9.0,2.0,3.0,2.0,3.0,1.0,,1.0,,,4.0,1.0,26.0,10.0,16.0,3.0,38.0,16.0,69.0,34.0,573.0,455.0,508.0,394.0,55.3,44.7,17.0,18.0,17.0,15.0,11.0,13.0,11.0,40.0,11.0,40.0,15.0,14.0,1.0,7.0,,,,,12.0,20.0,8.0,10.0,117.0,104.0,1.0,5.0,2.0,4.0,,,1.0,,59.0,48.0,48.0,59.0,11.0,6.0,6.0,11.0,7.0,4.0,7.0,4.0,1.0,,12.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,,,,,,,53.0,13.0
2014-15,755335,4,2014-09-13 15:00:00,"Selhurst Park, London",23829,Crystal Palace,Burnley,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,16.0,11.0,3.0,3.0,10.0,4.0,3.0,4.0,,,,,,1.0,1.0,,,,13.0,8.0,5.0,5.0,14.0,23.0,55.0,84.0,327.0,407.0,234.0,291.0,44.8,55.2,21.0,12.0,15.0,7.0,14.0,12.0,41.0,32.0,41.0,32.0,19.0,19.0,4.0,3.0,,1.0,,,6.0,10.0,5.0,15.0,163.0,170.0,3.0,3.0,,,1.0,1.0,,,68.0,49.0,49.0,68.0,28.0,21.0,21.0,28.0,5.0,6.0,5.0,6.0,3.0,1.0,12.0,11.0,10.0,12.0,0.0,0.0,0.0,0.0,,1.0,,,,1.0,,
2014-15,755336,4,2014-09-15 20:00:00,"The MKM Stadium, Hull",21275,Hull,West Ham,2,2,2,2,D,D,1,0,0,1,0,0,0,0,2.0,2.0,11.0,17.0,6.0,5.0,4.0,4.0,1.0,8.0,,,,,,,1.0,1.0,1.0,2.0,7.0,16.0,4.0,12.0,13.0,19.0,65.0,72.0,332.0,478.0,255.0,386.0,40.9,59.1,34.0,16.0,23.0,11.0,29.0,7.0,50.0,25.0,50.0,25.0,18.0,18.0,9.0,1.0,,,,1.0,16.0,8.0,12.0,18.0,125.0,166.0,3.0,4.0,2.0,2.0,,,,,66.0,60.0,60.0,66.0,17.0,18.0,18.0,17.0,3.0,10.0,3.0,10.0,,2.0,12.0,7.0,7.0,11.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2014-15,755337,4,2014-09-13 17:30:00,"Anfield, Liverpool",44689,Liverpool,Aston Villa,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,18.0,5.0,1.0,1.0,10.0,3.0,7.0,1.0,,1.0,,,,1.0,1.0,,,,14.0,3.0,6.0,1.0,27.0,9.0,88.0,54.0,741.0,243.0,659.0,151.0,74.7,25.3,12.0,13.0,9.0,8.0,8.0,16.0,25.0,45.0,25.0,45.0,14.0,13.0,1.0,7.0,,,,,1.0,2.0,7.0,7.0,141.0,137.0,,1.0,1.0,,,1.0,,,47.0,32.0,32.0,47.0,23.0,11.0,11.0,23.0,7.0,6.0,7.0,6.0,,1.0,9.0,10.0,10.0,8.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2014-15,755338,4,2014-09-14 16:00:00,"Old Trafford, Manchester",75355,Man Utd,QPR,4,0,0,4,W,L,3,0,0,3,0,0,0,0,4.0,,18.0,9.0,9.0,2.0,7.0,4.0,2.0,3.0,3.0,1.0,1.0,,3.0,1.0,1.0,,3.0,,16.0,8.0,9.0,5.0,24.0,9.0,91.0,47.0,825.0,364.0,754.0,282.0,68.5,31.5,18.0,11.0,10.0,7.0,14.0,19.0,12.0,21.0,12.0,21.0,8.0,8.0,4.0,2.0,2.0,,,,7.0,6.0,8.0,9.0,108.0,119.0,1.0,5.0,,4.0,1.0,,,,45.0,36.0,36.0,45.0,14.0,7.0,7.0,14.0,3.0,1.0,3.0,1.0,,,11.0,8.0,7.0,11.0,0.0,0.0,0.0,0.0,,,,,,2.0,,
2014-15,755339,4,2014-09-13 15:00:00,"St. Mary's Stadium, Southampton",29678,Southampton,Newcastle,4,0,0,4,W,L,2,0,0,2,0,0,0,0,4.0,,10.0,9.0,7.0,4.0,3.0,3.0,,2.0,2.0,1.0,3.0,,,3.0,,,3.0,,8.0,6.0,6.0,3.0,9.0,13.0,62.0,50.0,552.0,544.0,462.0,459.0,50.3,49.7,29.0,14.0,21.0,10.0,18.0,16.0,19.0,16.0,19.0,16.0,18.0,20.0,2.0,,,1.0,,2.0,8.0,3.0,10.0,15.0,132.0,148.0,4.0,3.0,,4.0,1.0,,,,52.0,44.0,44.0,52.0,13.0,9.0,9.0,13.0,5.0,5.0,5.0,5.0,,1.0,16.0,7.0,7.0,13.0,0.0,0.0,0.0,0.0,,,,,3.0,,,
2014-15,755340,4,2014-09-13 15:00:00,"bet365 Stadium, Stoke",27500,Stoke,Leicester,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,27.0,8.0,6.0,1.0,12.0,5.0,9.0,2.0,,1.0,,1.0,1.0,,,,,1.0,20.0,8.0,10.0,3.0,28.0,13.0,85.0,64.0,440.0,327.0,348.0,230.0,59.0,41.0,14.0,22.0,12.0,16.0,13.0,12.0,21.0,47.0,21.0,47.0,12.0,13.0,1.0,7.0,,,,,9.0,11.0,14.0,9.0,164.0,148.0,,6.0,1.0,,,1.0,,,87.0,72.0,72.0,87.0,51.0,33.0,33.0,51.0,16.0,3.0,16.0,3.0,3.0,2.0,9.0,15.0,14.0,9.0,0.0,0.0,0.0,0.0,,,,,,,,
2014-15,755341,4,2014-09-13 15:00:00,"Stadium of Light, Sunderland",40799,Sunderland,Spurs,2,2,2,2,D,D,1,1,1,1,0,0,0,0,2.0,2.0,7.0,16.0,1.0,6.0,3.0,4.0,3.0,6.0,,1.0,,2.0,,1.0,,2.0,1.0,,7.0,13.0,4.0,10.0,10.0,20.0,48.0,62.0,350.0,593.0,285.0,515.0,38.0,62.0,29.0,30.0,25.0,25.0,13.0,19.0,22.0,18.0,22.0,18.0,14.0,11.0,6.0,3.0,,,1.0,,17.0,11.0,22.0,24.0,129.0,135.0,4.0,,2.0,2.0,,,,1.0,63.0,70.0,70.0,63.0,12.0,7.0,7.0,12.0,6.0,5.0,6.0,5.0,,,16.0,14.0,13.0,16.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2014-15,755342,4,2014-09-13 15:00:00,"The Hawthorns, West Bromwich",23567,West Brom,Everton,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,13.0,12.0,3.0,5.0,3.0,6.0,7.0,1.0,,,,,,1.0,,,,1.0,8.0,10.0,7.0,5.0,27.0,8.0,65.0,57.0,431.0,550.0,338.0,459.0,45.5,54.5,20.0,14.0,17.0,11.0,19.0,9.0,10.0,43.0,10.0,43.0,15.0,15.0,1.0,7.0,,,2.0,,11.0,4.0,13.0,14.0,152.0,136.0,3.0,3.0,2.0,,,1.0,,,54.0,50.0,50.0,54.0,20.0,16.0,16.0,20.0,9.0,1.0,9.0,1.0,,,12.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,
2014-15,755343,5,2014-09-20 15:00:00,"Villa Park, Birmingham",40013,Aston Villa,Arsenal,0,3,3,0,L,W,0,3,3,0,0,0,0,0,,3.0,6.0,9.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,,2.0,1.0,,,,,2.0,5.0,8.0,3.0,5.0,14.0,15.0,38.0,90.0,314.0,815.0,228.0,737.0,29.1,70.9,13.0,14.0,12.0,10.0,10.0,22.0,16.0,17.0,16.0,17.0,20.0,19.0,2.0,2.0,,2.0,,,8.0,6.0,10.0,4.0,137.0,125.0,1.0,2.0,3.0,,,1.0,1.0,,30.0,43.0,43.0,30.0,3.0,11.0,11.0,3.0,5.0,5.0,5.0,5.0,1.0,,11.0,9.0,9.0,11.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2014-15,755344,5,2014-09-20 15:00:00,"Turf Moor, Burnley",20026,Burnley,Sunderland,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,16.0,14.0,6.0,6.0,8.0,6.0,2.0,2.0,1.0,,,,1.0,,1.0,1.0,,,16.0,11.0,7.0,7.0,34.0,19.0,86.0,39.0,370.0,482.0,271.0,398.0,44.3,55.7,19.0,11.0,15.0,9.0,13.0,15.0,20.0,37.0,20.0,37.0,11.0,11.0,2.0,2.0,,,,,11.0,7.0,9.0,9.0,147.0,130.0,6.0,6.0,,,1.0,1.0,,,61.0,53.0,53.0,61.0,22.0,19.0,19.0,22.0,5.0,1.0,5.0,1.0,,2.0,14.0,14.0,14.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
2014-15,755345,5,2014-09-21 16:00:00,"Goodison Park, Liverpool",37574,Everton,Crystal Palace,2,3,3,2,L,W,1,1,1,1,0,0,0,0,2.0,3.0,17.0,10.0,6.0,3.0,6.0,2.0,5.0,5.0,2.0,1.0,2.0,2.0,1.0,,,1.0,1.0,2.0,11.0,8.0,7.0,6.0,27.0,17.0,101.0,57.0,760.0,234.0,673.0,155.0,75.4,24.6,18.0,19.0,15.0,11.0,5.0,24.0,35.0,37.0,35.0,37.0,10.0,11.0,5.0,6.0,1.0,,2.0,,9.0,10.0,12.0,7.0,133.0,126.0,,4.0,3.0,2.0,,,,,52.0,45.0,45.0,52.0,11.0,9.0,9.0,11.0,7.0,1.0,8.0,1.0,,,8.0,13.0,13.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,,
2014-15,755346,5,2014-09-21 13:30:00,"King Power Stadium, Leicester",31784,Leicester,Man Utd,5,3,3,5,W,L,1,2,2,1,0,1,1,0,5.0,3.0,15.0,16.0,5.0,5.0,6.0,7.0,4.0,4.0,1.0,3.0,3.0,1.0,,2.0,,1.0,3.0,3.0,12.0,11.0,6.0,6.0,17.0,25.0,70.0,56.0,389.0,528.0,295.0,446.0,42.6,57.4,16.0,18.0,11.0,14.0,21.0,31.0,33.0,44.0,33.0,44.0,17.0,17.0,3.0,4.0,,1.0,,1.0,9.0,6.0,7.0,10.0,150.0,139.0,2.0,,3.0,5.0,,,,,53.0,55.0,55.0,53.0,23.0,18.0,18.0,23.0,2.0,4.0,2.0,4.0,,,11.0,9.0,8.0,11.0,0.0,0.0,0.0,0.0,2.0,,2.0,,4.0,4.0,,
2014-15,755347,5,2014-09-21 16:00:00,"Etihad Stadium, Manchester",45602,Man City,Chelsea,1,1,1,1,D,D,0,0,0,0,1,0,0,1,1.0,1.0,16.0,6.0,4.0,2.0,8.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,10.0,4.0,5.0,3.0,53.0,12.0,61.0,59.0,562.0,409.0,503.0,343.0,58.5,41.5,32.0,21.0,25.0,19.0,13.0,9.0,15.0,38.0,15.0,38.0,13.0,13.0,2.0,4.0,,1.0,,,16.0,12.0,10.0,18.0,124.0,118.0,1.0,3.0,1.0,1.0,,,,,75.0,64.0,64.0,75.0,19.0,11.0,11.0,19.0,14.0,2.0,14.0,2.0,,2.0,16.0,12.0,12.0,16.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,32.0,7.0
2014-15,755348,5,2014-09-20 15:00:00,"St. James' Park, Newcastle",49119,Newcastle,Hull,2,2,2,2,D,D,0,0,0,0,0,0,0,0,2.0,2.0,25.0,10.0,7.0,3.0,8.0,5.0,10.0,2.0,1.0,,1.0,,,1.0,,,2.0,2.0,20.0,8.0,13.0,5.0,35.0,8.0,76.0,38.0,577.0,342.0,486.0,252.0,63.0,37.0,14.0,16.0,13.0,14.0,12.0,23.0,19.0,52.0,19.0,52.0,24.0,23.0,2.0,9.0,1.0,,1.0,,3.0,9.0,10.0,8.0,145.0,127.0,1.0,5.0,2.0,2.0,,,,,59.0,54.0,54.0,59.0,28.0,25.0,25.0,28.0,4.0,2.0,4.0,2.0,,4.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,,,,,1.0,5.0,,
2014-15,755349,5,2014-09-20 12:45:00,"MATRADE Loftus Road, London",16163,QPR,Stoke,2,2,2,2,D,D,1,1,1,1,0,0,0,0,2.0,2.0,21.0,8.0,5.0,4.0,10.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,2.0,18.0,7.0,10.0,4.0,20.0,13.0,75.0,52.0,404.0,375.0,323.0,285.0,52.5,47.5,19.0,29.0,17.0,22.0,8.0,12.0,33.0,38.0,33.0,38.0,11.0,10.0,1.0,6.0,1.0,,1.0,,6.0,15.0,18.0,11.0,145.0,136.0,2.0,3.0,2.0,2.0,,,,,68.0,63.0,63.0,68.0,23.0,23.0,23.0,23.0,10.0,1.0,10.0,1.0,3.0,,6.0,15.0,13.0,6.0,0.0,0.0,0.0,0.0,,,,,,1.0,,
2014-15,755350,5,2014-09-20 15:00:00,"Swansea.com Stadium, Swansea",20596,Swansea,Southampton,0,1,1,0,L,W,0,0,0,0,1,0,0,1,,1.0,5.0,11.0,2.0,4.0,2.0,5.0,1.0,2.0,2.0,,,,2.0,,1.0,,,1.0,4.0,10.0,2.0,5.0,9.0,28.0,51.0,76.0,418.0,529.0,337.0,454.0,44.0,56.0,6.0,16.0,5.0,12.0,16.0,17.0,42.0,13.0,42.0,13.0,14.0,14.0,2.0,2.0,,,,,2.0,7.0,5.0,4.0,121.0,128.0,3.0,1.0,1.0,,,1.0,,,39.0,39.0,39.0,39.0,11.0,12.0,12.0,11.0,2.0,4.0,2.0,4.0,,,11.0,15.0,15.0,11.0,0.0,0.0,0.0,0.0,,,,,,2.0,,
2014-15,755351,5,2014-09-21 13:30:00,"White Hart Lane, London",35861,Spurs,West Brom,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,7.0,10.0,1.0,4.0,4.0,4.0,2.0,2.0,,2.0,,1.0,,1.0,,,,1.0,7.0,7.0,3.0,5.0,24.0,16.0,65.0,68.0,512.0,320.0,418.0,231.0,61.8,38.2,13.0,17.0,12.0,15.0,18.0,12.0,26.0,35.0,26.0,35.0,24.0,22.0,1.0,2.0,,,,,8.0,15.0,12.0,9.0,159.0,133.0,3.0,1.0,1.0,,,1.0,,,50.0,45.0,45.0,50.0,15.0,9.0,9.0,15.0,9.0,7.0,9.0,7.0,,,12.0,7.0,7.0,11.0,0.0,0.0,0.0,0.0,,,,,,2.0,,
2014-15,755352,5,2014-09-20 17:30:00,"Boleyn Ground, London",34977,West Ham,Liverpool,3,1,1,3,W,L,2,1,1,2,0,0,0,0,3.0,1.0,13.0,11.0,7.0,5.0,3.0,3.0,3.0,3.0,2.0,,1.0,,1.0,,,,3.0,,11.0,8.0,9.0,6.0,14.0,19.0,66.0,57.0,276.0,469.0,195.0,386.0,37.6,62.4,15.0,18.0,11.0,13.0,13.0,12.0,34.0,37.0,34.0,37.0,12.0,11.0,3.0,3.0,,1.0,,1.0,4.0,4.0,10.0,13.0,142.0,129.0,5.0,4.0,1.0,3.0,,,,,40.0,54.0,54.0,40.0,12.0,16.0,16.0,12.0,7.0,5.0,7.0,5.0,1.0,,16.0,11.0,9.0,16.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2014-15,755353,6,2014-09-27 17:30:00,"Emirates Stadium, London",59900,Arsenal,Spurs,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,16.0,6.0,6.0,4.0,3.0,2.0,7.0,,,1.0,1.0,1.0,,,,,,1.0,10.0,5.0,9.0,3.0,21.0,8.0,86.0,37.0,618.0,279.0,544.0,201.0,68.6,31.4,17.0,23.0,16.0,15.0,19.0,21.0,11.0,44.0,11.0,44.0,12.0,15.0,,7.0,,,1.0,,7.0,16.0,8.0,9.0,148.0,121.0,4.0,5.0,1.0,1.0,,,,,63.0,46.0,46.0,63.0,15.0,9.0,9.0,15.0,15.0,5.0,15.0,5.0,2.0,1.0,7.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,
2014-15,755354,6,2014-09-27 15:00:00,"Stamford Bridge, London",41616,Chelsea,Aston Villa,3,0,0,3,W,L,1,0,0,1,0,0,0,0,3.0,,17.0,7.0,8.0,1.0,6.0,5.0,3.0,1.0,2.0,,3.0,,1.0,,,,2.0,,15.0,5.0,9.0,2.0,20.0,16.0,87.0,51.0,701.0,416.0,643.0,348.0,62.5,37.5,5.0,10.0,4.0,8.0,11.0,10.0,23.0,27.0,23.0,27.0,10.0,10.0,1.0,4.0,,,,,10.0,5.0,5.0,5.0,102.0,99.0,1.0,4.0,,3.0,1.0,,,,36.0,44.0,44.0,36.0,17.0,14.0,14.0,17.0,9.0,2.0,9.0,2.0,,1.0,11.0,9.0,9.0,11.0,0.0,0.0,0.0,0.0,,,,,5.0,,,
2014-15,755355,6,2014-09-27 15:00:00,"Selhurst Park, London",24311,Crystal Palace,Leicester,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,,16.0,7.0,6.0,1.0,6.0,2.0,4.0,4.0,3.0,,1.0,,2.0,,,,2.0,,16.0,3.0,10.0,1.0,14.0,23.0,66.0,77.0,290.0,457.0,197.0,353.0,39.6,60.4,16.0,20.0,15.0,15.0,17.0,17.0,28.0,33.0,28.0,33.0,16.0,16.0,4.0,4.0,2.0,,,,10.0,9.0,8.0,8.0,148.0,150.0,1.0,4.0,,2.0,1.0,,,,61.0,64.0,64.0,61.0,28.0,23.0,23.0,28.0,6.0,6.0,6.0,6.0,2.0,1.0,14.0,9.0,9.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2014-15,755356,6,2014-09-27 15:00:00,"The MKM Stadium, Hull",22859,Hull,Man City,2,4,4,2,L,W,2,2,2,2,0,0,0,0,2.0,4.0,10.0,20.0,5.0,6.0,4.0,9.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,4.0,7.0,19.0,5.0,11.0,21.0,14.0,41.0,65.0,434.0,664.0,367.0,590.0,40.3,59.7,20.0,11.0,15.0,10.0,21.0,22.0,29.0,22.0,29.0,22.0,16.0,12.0,5.0,1.0,,,,,15.0,10.0,8.0,13.0,112.0,122.0,2.0,4.0,4.0,2.0,,,,1.0,52.0,45.0,45.0,52.0,16.0,10.0,10.0,16.0,3.0,8.0,3.0,8.0,,,10.0,6.0,6.0,10.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,,,
2014-15,755357,6,2014-09-27 12:45:00,"Anfield, Liverpool",44511,Liverpool,Everton,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,24.0,11.0,8.0,5.0,7.0,5.0,9.0,1.0,2.0,1.0,,,2.0,1.0,1.0,,,,17.0,9.0,10.0,5.0,16.0,13.0,55.0,79.0,418.0,499.0,354.0,432.0,46.4,53.6,27.0,20.0,20.0,17.0,10.0,18.0,24.0,22.0,24.0,22.0,17.0,17.0,1.0,8.0,,1.0,,,10.0,11.0,9.0,19.0,117.0,122.0,4.0,7.0,1.0,1.0,,,,,54.0,44.0,44.0,54.0,7.0,7.0,7.0,7.0,8.0,2.0,8.0,2.0,,1.0,8.0,9.0,9.0,7.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2014-15,755358,6,2014-09-27 15:00:00,"Old Trafford, Manchester",75317,Man Utd,West Ham,2,1,1,2,W,L,2,1,1,2,1,0,0,1,2.0,1.0,8.0,13.0,3.0,4.0,3.0,5.0,2.0,4.0,,,,1.0,,,,1.0,2.0,,8.0,8.0,5.0,5.0,8.0,26.0,46.0,79.0,504.0,351.0,425.0,283.0,57.4,42.6,20.0,10.0,15.0,8.0,12.0,11.0,51.0,24.0,51.0,24.0,9.0,10.0,4.0,2.0,1.0,,,,5.0,8.0,6.0,10.0,118.0,140.0,3.0,1.0,1.0,2.0,,,,,49.0,46.0,46.0,49.0,11.0,21.0,21.0,11.0,7.0,10.0,7.0,10.0,,1.0,10.0,12.0,11.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,4.0,,
2014-15,755359,6,2014-09-27 15:00:00,"St. Mary's Stadium, Southampton",30504,Southampton,QPR,2,1,1,2,W,L,0,0,0,0,0,0,0,0,2.0,1.0,19.0,10.0,9.0,2.0,6.0,8.0,4.0,,1.0,,,,3.0,,3.0,1.0,2.0,1.0,13.0,7.0,10.0,2.0,20.0,16.0,61.0,54.0,483.0,401.0,382.0,305.0,55.4,44.6,20.0,13.0,16.0,12.0,15.0,11.0,16.0,35.0,16.0,35.0,16.0,16.0,,4.0,,,,,9.0,8.0,9.0,11.0,154.0,143.0,1.0,7.0,1.0,2.0,,,,,67.0,51.0,51.0,67.0,30.0,18.0,18.0,30.0,6.0,3.0,6.0,3.0,,1.0,12.0,11.0,9.0,12.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0,,
2014-15,755360,6,2014-09-29 20:00:00,"bet365 Stadium, Stoke",26332,Stoke,Newcastle,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,12.0,16.0,3.0,1.0,4.0,7.0,5.0,8.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,7.0,13.0,5.0,7.0,17.0,22.0,57.0,62.0,344.0,422.0,269.0,332.0,44.1,55.9,22.0,21.0,16.0,14.0,10.0,11.0,39.0,22.0,39.0,22.0,18.0,18.0,8.0,5.0,,1.0,,,10.0,6.0,14.0,4.0,136.0,146.0,1.0,2.0,,1.0,1.0,,,,67.0,65.0,65.0,67.0,26.0,14.0,14.0,26.0,2.0,10.0,2.0,10.0,2.0,3.0,20.0,15.0,15.0,20.0,0.0,0.0,0.0,0.0,,,,,4.0,,,
2014-15,755361,6,2014-09-27 15:00:00,"Stadium of Light, Sunderland",41325,Sunderland,Swansea,0,0,0,0,D,D,0,0,0,0,0,1,1,0,,,15.0,7.0,3.0,1.0,6.0,6.0,6.0,,2.0,,,,2.0,,,,,,11.0,7.0,7.0,1.0,16.0,12.0,48.0,51.0,377.0,394.0,304.0,333.0,49.5,50.5,16.0,18.0,11.0,15.0,14.0,19.0,13.0,33.0,13.0,33.0,9.0,8.0,,6.0,,,,,9.0,10.0,10.0,11.0,129.0,109.0,1.0,3.0,,,1.0,1.0,,,50.0,52.0,52.0,50.0,9.0,12.0,12.0,9.0,10.0,1.0,10.0,1.0,1.0,1.0,13.0,15.0,15.0,13.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2014-15,755362,6,2014-09-28 16:00:00,"The Hawthorns, West Bromwich",24286,West Brom,Burnley,4,0,0,4,W,L,2,0,0,2,0,0,0,0,4.0,,20.0,10.0,6.0,2.0,6.0,4.0,8.0,4.0,1.0,,1.0,,,,,,4.0,,14.0,7.0,10.0,3.0,13.0,16.0,64.0,57.0,619.0,359.0,530.0,277.0,62.7,37.3,10.0,8.0,7.0,3.0,21.0,8.0,25.0,49.0,25.0,49.0,16.0,15.0,3.0,8.0,,,,,3.0,14.0,1.0,6.0,138.0,124.0,2.0,2.0,,4.0,1.0,,,,51.0,37.0,37.0,51.0,19.0,20.0,20.0,19.0,10.0,2.0,11.0,2.0,,,7.0,9.0,9.0,7.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2014-15,755363,7,2014-10-04 17:30:00,"Villa Park, Birmingham",32964,Aston Villa,Man City,0,2,2,0,L,W,0,0,0,0,0,0,0,0,,2.0,6.0,27.0,1.0,7.0,4.0,8.0,1.0,12.0,1.0,1.0,,,1.0,2.0,,2.0,,2.0,5.0,20.0,2.0,14.0,7.0,25.0,41.0,62.0,363.0,777.0,276.0,691.0,32.2,67.8,24.0,16.0,14.0,13.0,23.0,17.0,37.0,6.0,37.0,6.0,16.0,18.0,11.0,1.0,,1.0,,,7.0,15.0,8.0,20.0,121.0,143.0,5.0,1.0,2.0,,,1.0,,,54.0,42.0,42.0,54.0,9.0,15.0,15.0,9.0,,7.0,,7.0,,,4.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,
