season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,touchesInOppBox_h,touchesInOppBox_a
2014-15,755492,19,2014-12-28 15:00:00,"Boleyn Ground, London",34977,West Ham,Arsenal,1,2,2,1,L,W,0,2,2,0,0,0,0,0,1.0,2.0,14.0,21.0,4.0,7.0,9.0,8.0,1.0,6.0,2.0,3.0,,2.0,2.0,2.0,,,1.0,1.0,10.0,16.0,3.0,11.0,29.0,10.0,70.0,48.0,385.0,295.0,293.0,195.0,57.8,42.2,18.0,25.0,16.0,18.0,12.0,18.0,37.0,54.0,37.0,54.0,16.0,19.0,6.0,1.0,1.0,1.0,,,12.0,7.0,14.0,15.0,171.0,152.0,5.0,3.0,2.0,1.0,,,,,70.0,75.0,75.0,70.0,34.0,26.0,26.0,34.0,7.0,8.0,7.0,8.0,3.0,1.0,12.0,13.0,13.0,12.0,0.0,0.0,0.0,0.0,,1.0,,1.0,2.0,1.0,,
2014-15,755493,20,2015-01-01 15:00:00,"Villa Park, Birmingham",29047,Aston Villa,Crystal Palace,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,14.0,6.0,3.0,,7.0,4.0,4.0,2.0,1.0,1.0,,,2.0,1.0,,1.0,,,10.0,5.0,4.0,2.0,16.0,20.0,63.0,53.0,601.0,271.0,514.0,202.0,69.2,30.8,25.0,22.0,19.0,17.0,11.0,14.0,14.0,37.0,14.0,37.0,10.0,9.0,2.0,4.0,,1.0,,,9.0,9.0,14.0,16.0,137.0,129.0,,3.0,,,1.0,1.0,,,60.0,57.0,57.0,60.0,14.0,16.0,16.0,14.0,5.0,2.0,5.0,2.0,2.0,,11.0,12.0,12.0,11.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,
2014-15,755494,20,2015-01-01 15:00:00,"The MKM Stadium, Hull",23865,Hull,Everton,2,0,0,2,W,L,2,0,0,2,0,1,1,0,2.0,,14.0,9.0,5.0,3.0,6.0,5.0,3.0,1.0,2.0,2.0,2.0,,1.0,2.0,,,2.0,,8.0,4.0,6.0,2.0,19.0,16.0,74.0,83.0,331.0,424.0,238.0,328.0,44.5,55.5,30.0,12.0,26.0,10.0,19.0,15.0,44.0,31.0,44.0,31.0,16.0,15.0,1.0,3.0,,,,1.0,16.0,13.0,8.0,15.0,151.0,167.0,3.0,3.0,,2.0,1.0,,,,82.0,57.0,57.0,82.0,24.0,17.0,17.0,24.0,4.0,8.0,4.0,8.0,2.0,,16.0,15.0,15.0,14.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
2014-15,755495,20,2015-01-01 15:00:00,"Anfield, Liverpool",44720,Liverpool,Leicester,2,2,2,2,D,D,2,0,0,2,0,0,0,0,2.0,2.0,18.0,16.0,6.0,3.0,9.0,8.0,3.0,5.0,,1.0,2.0,,,1.0,,1.0,,2.0,13.0,8.0,5.0,4.0,13.0,20.0,56.0,83.0,481.0,332.0,395.0,241.0,58.8,41.2,22.0,19.0,16.0,14.0,8.0,24.0,37.0,21.0,37.0,21.0,13.0,13.0,5.0,1.0,,,,,12.0,9.0,8.0,15.0,130.0,152.0,1.0,4.0,2.0,2.0,,,,,59.0,60.0,60.0,59.0,20.0,16.0,16.0,20.0,4.0,5.0,4.0,5.0,,2.0,13.0,10.0,8.0,13.0,0.0,0.0,0.0,0.0,2.0,,2.0,,2.0,1.0,,
2014-15,755496,20,2015-01-01 15:00:00,"Etihad Stadium, Manchester",45367,Man City,Sunderland,3,2,2,3,W,L,0,0,0,0,0,0,0,0,3.0,2.0,32.0,4.0,12.0,4.0,11.0,,9.0,,5.0,,1.0,1.0,4.0,,1.0,,3.0,1.0,26.0,2.0,19.0,2.0,26.0,7.0,50.0,41.0,655.0,373.0,591.0,280.0,63.8,36.2,15.0,20.0,10.0,12.0,20.0,13.0,23.0,16.0,23.0,16.0,21.0,21.0,,8.0,,,,,7.0,8.0,14.0,7.0,116.0,130.0,2.0,9.0,2.0,3.0,,,,,43.0,52.0,52.0,43.0,14.0,13.0,13.0,14.0,10.0,4.0,10.0,4.0,2.0,,14.0,7.0,7.0,12.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,3.0,,
2014-15,755497,20,2015-01-01 15:00:00,"St. James' Park, Newcastle",51761,Newcastle,Burnley,3,3,3,3,D,D,2,1,1,2,0,0,0,0,3.0,3.0,10.0,15.0,4.0,4.0,3.0,8.0,3.0,3.0,3.0,1.0,1.0,,2.0,2.0,,4.0,3.0,1.0,6.0,8.0,4.0,3.0,11.0,18.0,64.0,74.0,408.0,392.0,305.0,282.0,51.5,48.5,18.0,25.0,13.0,18.0,11.0,19.0,47.0,47.0,47.0,47.0,20.0,20.0,3.0,3.0,,,,,3.0,9.0,11.0,12.0,169.0,152.0,2.0,1.0,3.0,3.0,,,1.0,,65.0,70.0,70.0,65.0,26.0,32.0,32.0,26.0,5.0,5.0,5.0,5.0,,,12.0,13.0,12.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
2014-15,755498,20,2015-01-01 15:00:00,"MATRADE Loftus Road, London",17729,QPR,Swansea,1,1,1,1,D,D,1,0,0,1,0,1,1,0,1.0,1.0,24.0,25.0,6.0,6.0,8.0,11.0,10.0,8.0,6.0,1.0,,,7.0,2.0,2.0,,,1.0,16.0,15.0,9.0,7.0,24.0,23.0,82.0,55.0,365.0,512.0,235.0,381.0,41.4,58.6,18.0,12.0,15.0,9.0,16.0,13.0,28.0,43.0,28.0,43.0,19.0,18.0,9.0,10.0,1.0,,,,10.0,6.0,8.0,11.0,185.0,191.0,4.0,5.0,1.0,1.0,,,,,62.0,65.0,65.0,62.0,36.0,25.0,25.0,36.0,4.0,9.0,4.0,9.0,1.0,2.0,22.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,
2014-15,755499,20,2015-01-01 15:00:00,"St. Mary's Stadium, Southampton",31492,Southampton,Arsenal,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,13.0,11.0,6.0,6.0,5.0,4.0,2.0,1.0,2.0,1.0,1.0,,2.0,1.0,2.0,,1.0,,10.0,6.0,7.0,4.0,11.0,19.0,54.0,48.0,395.0,557.0,314.0,473.0,41.5,58.5,21.0,14.0,17.0,14.0,15.0,13.0,35.0,11.0,35.0,11.0,16.0,16.0,1.0,3.0,,1.0,,3.0,13.0,3.0,10.0,14.0,125.0,152.0,6.0,3.0,,2.0,1.0,,,,47.0,52.0,52.0,47.0,17.0,12.0,12.0,17.0,2.0,7.0,2.0,7.0,,,14.0,7.0,7.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2014-15,755500,20,2015-01-01 12:45:00,"bet365 Stadium, Stoke",27203,Stoke,Man Utd,1,1,1,1,D,D,1,1,1,1,0,0,0,0,1.0,1.0,9.0,6.0,2.0,2.0,4.0,4.0,3.0,,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,8.0,5.0,4.0,2.0,23.0,25.0,57.0,69.0,250.0,507.0,149.0,426.0,34.1,65.9,24.0,12.0,17.0,10.0,14.0,17.0,25.0,48.0,25.0,48.0,13.0,13.0,,3.0,,1.0,,,4.0,5.0,7.0,14.0,155.0,143.0,1.0,1.0,1.0,1.0,,,,,54.0,41.0,41.0,54.0,13.0,17.0,17.0,13.0,11.0,7.0,11.0,7.0,2.0,1.0,8.0,12.0,12.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2014-15,755501,20,2015-01-01 17:30:00,"White Hart Lane, London",35903,Spurs,Chelsea,5,3,3,5,W,L,3,1,1,3,0,0,0,0,5.0,3.0,11.0,19.0,8.0,7.0,2.0,9.0,1.0,3.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,7.0,15.0,6.0,9.0,7.0,36.0,55.0,81.0,425.0,499.0,325.0,382.0,46.2,53.8,30.0,29.0,26.0,22.0,26.0,9.0,33.0,14.0,33.0,14.0,20.0,21.0,3.0,1.0,,,1.0,,10.0,7.0,18.0,22.0,168.0,176.0,4.0,3.0,3.0,5.0,,,,,65.0,68.0,68.0,65.0,18.0,16.0,16.0,18.0,5.0,3.0,5.0,3.0,,2.0,14.0,10.0,10.0,14.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,,,
2014-15,755502,20,2015-01-01 15:00:00,"Boleyn Ground, London",34914,West Ham,West Brom,1,1,1,1,D,D,1,1,1,1,0,0,0,0,1.0,1.0,8.0,14.0,3.0,3.0,3.0,8.0,2.0,3.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,7.0,12.0,5.0,5.0,19.0,18.0,72.0,68.0,398.0,487.0,307.0,382.0,45.8,54.2,18.0,17.0,13.0,16.0,14.0,16.0,41.0,27.0,41.0,27.0,17.0,17.0,3.0,2.0,,,,,4.0,11.0,13.0,14.0,154.0,153.0,2.0,2.0,1.0,1.0,,,,,50.0,40.0,40.0,50.0,10.0,13.0,13.0,10.0,,1.0,,1.0,,,6.0,13.0,13.0,6.0,0.0,0.0,0.0,0.0,,,,,6.0,,,
2014-15,755503,21,2015-01-11 13:30:00,"Emirates Stadium, London",59956,Arsenal,Stoke,3,0,0,3,W,L,2,0,0,2,0,0,0,0,3.0,,14.0,7.0,6.0,2.0,7.0,4.0,1.0,1.0,3.0,,1.0,,2.0,,1.0,,2.0,,12.0,6.0,6.0,3.0,14.0,17.0,50.0,43.0,496.0,427.0,427.0,344.0,53.8,46.2,22.0,25.0,19.0,22.0,21.0,13.0,21.0,22.0,21.0,22.0,14.0,15.0,1.0,1.0,1.0,1.0,,1.0,9.0,21.0,18.0,14.0,136.0,142.0,2.0,3.0,,3.0,1.0,,,,70.0,62.0,62.0,70.0,18.0,18.0,18.0,18.0,9.0,1.0,9.0,1.0,,1.0,11.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,,
2014-15,755504,21,2015-01-10 15:00:00,"Turf Moor, Burnley",17523,Burnley,QPR,2,1,1,2,W,L,2,1,1,2,0,0,0,0,2.0,1.0,18.0,17.0,7.0,7.0,5.0,5.0,6.0,5.0,3.0,1.0,,1.0,3.0,1.0,,1.0,2.0,,17.0,13.0,13.0,9.0,29.0,22.0,74.0,66.0,314.0,392.0,198.0,278.0,44.8,55.2,15.0,15.0,10.0,15.0,19.0,7.0,27.0,44.0,27.0,44.0,10.0,10.0,5.0,6.0,,1.0,,,7.0,5.0,11.0,12.0,173.0,176.0,6.0,5.0,1.0,2.0,,,,,53.0,43.0,43.0,53.0,27.0,10.0,10.0,27.0,10.0,6.0,10.0,6.0,1.0,2.0,14.0,9.0,8.0,13.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,2.0,,
2014-15,755505,21,2015-01-10 15:00:00,"Stamford Bridge, London",41612,Chelsea,Newcastle,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,9.0,11.0,5.0,5.0,3.0,2.0,1.0,4.0,1.0,,1.0,,,,,1.0,2.0,,8.0,7.0,5.0,5.0,20.0,12.0,85.0,50.0,602.0,343.0,507.0,248.0,63.0,37.0,24.0,26.0,20.0,22.0,8.0,16.0,29.0,20.0,29.0,20.0,18.0,18.0,5.0,2.0,,1.0,,,19.0,16.0,19.0,14.0,156.0,152.0,4.0,2.0,,2.0,1.0,,,,72.0,64.0,64.0,72.0,20.0,8.0,8.0,20.0,7.0,4.0,7.0,4.0,,2.0,13.0,13.0,13.0,12.0,0.0,0.0,0.0,0.0,,,,,7.0,,,
2014-15,755506,21,2015-01-10 17:30:00,"Selhurst Park, London",24193,Crystal Palace,Spurs,2,1,1,2,W,L,0,0,0,0,0,0,0,0,2.0,1.0,21.0,9.0,7.0,5.0,7.0,3.0,7.0,1.0,2.0,,1.0,,2.0,1.0,,,,1.0,16.0,7.0,10.0,5.0,23.0,18.0,68.0,73.0,371.0,535.0,274.0,426.0,41.6,58.4,30.0,18.0,25.0,12.0,14.0,21.0,38.0,31.0,38.0,31.0,12.0,9.0,1.0,6.0,,,,,9.0,9.0,4.0,22.0,160.0,178.0,4.0,5.0,1.0,2.0,,,,,72.0,55.0,55.0,72.0,21.0,19.0,19.0,21.0,4.0,6.0,4.0,6.0,5.0,,9.0,14.0,14.0,9.0,0.0,0.0,0.0,0.0,1.0,,1.0,,4.0,1.0,,
2014-15,755507,21,2015-01-10 15:00:00,"Goodison Park, Liverpool",39499,Everton,Man City,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,11.0,18.0,4.0,2.0,3.0,10.0,4.0,6.0,2.0,,1.0,1.0,1.0,,1.0,,1.0,,7.0,15.0,6.0,6.0,8.0,25.0,58.0,68.0,330.0,542.0,248.0,435.0,38.2,61.8,16.0,26.0,13.0,19.0,13.0,6.0,37.0,25.0,37.0,25.0,15.0,15.0,5.0,4.0,1.0,,,,13.0,12.0,11.0,15.0,152.0,157.0,1.0,3.0,1.0,1.0,,,,,53.0,64.0,64.0,53.0,15.0,17.0,17.0,15.0,4.0,9.0,4.0,9.0,2.0,3.0,9.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2014-15,755508,21,2015-01-10 15:00:00,"King Power Stadium, Leicester",31728,Leicester,Aston Villa,1,0,0,1,W,L,1,0,0,1,1,1,1,1,1.0,,11.0,12.0,3.0,1.0,5.0,6.0,3.0,5.0,2.0,1.0,,,4.0,1.0,1.0,,,,7.0,8.0,5.0,4.0,17.0,29.0,85.0,88.0,308.0,527.0,195.0,411.0,37.6,62.4,21.0,20.0,18.0,16.0,29.0,14.0,36.0,37.0,36.0,37.0,20.0,20.0,5.0,3.0,,1.0,,,8.0,7.0,10.0,16.0,179.0,178.0,1.0,2.0,,1.0,1.0,,,,53.0,76.0,76.0,53.0,20.0,33.0,33.0,20.0,6.0,6.0,6.0,6.0,,,18.0,6.0,6.0,16.0,0.0,0.0,0.0,0.0,,,,,2.0,6.0,,
2014-15,755509,21,2015-01-11 16:00:00,"Old Trafford, Manchester",75395,Man Utd,Southampton,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,10.0,9.0,,1.0,8.0,5.0,2.0,3.0,1.0,2.0,,,2.0,2.0,,1.0,,,9.0,7.0,2.0,2.0,28.0,14.0,77.0,60.0,568.0,372.0,468.0,273.0,60.5,39.5,18.0,13.0,15.0,9.0,21.0,21.0,26.0,32.0,26.0,32.0,13.0,14.0,3.0,2.0,,1.0,,,4.0,8.0,5.0,9.0,150.0,152.0,,,1.0,,,1.0,,,53.0,40.0,40.0,53.0,17.0,15.0,15.0,17.0,3.0,5.0,3.0,5.0,1.0,,9.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2014-15,755510,21,2015-01-10 12:45:00,"Stadium of Light, Sunderland",45369,Sunderland,Liverpool,0,1,1,0,L,W,0,1,1,0,1,0,0,1,,1.0,5.0,21.0,1.0,4.0,2.0,10.0,2.0,7.0,,2.0,,1.0,,1.0,1.0,1.0,,1.0,3.0,15.0,1.0,8.0,18.0,23.0,47.0,51.0,447.0,508.0,363.0,445.0,47.4,52.6,13.0,26.0,10.0,21.0,15.0,9.0,14.0,28.0,14.0,28.0,16.0,16.0,7.0,2.0,1.0,,,,17.0,7.0,13.0,8.0,143.0,102.0,3.0,1.0,1.0,,,1.0,,,35.0,55.0,55.0,35.0,5.0,2.0,2.0,5.0,6.0,6.0,6.0,6.0,,2.0,12.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,,10.0,23.0
2014-15,755511,21,2015-01-10 15:00:00,"Swansea.com Stadium, Swansea",20745,Swansea,West Ham,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,19.0,11.0,3.0,5.0,5.0,5.0,11.0,1.0,1.0,,,,2.0,,1.0,,,1.0,16.0,9.0,11.0,5.0,22.0,9.0,64.0,56.0,628.0,388.0,536.0,300.0,60.8,39.2,13.0,18.0,9.0,13.0,15.0,19.0,35.0,25.0,35.0,25.0,16.0,16.0,2.0,11.0,,,,,7.0,11.0,5.0,8.0,132.0,136.0,3.0,3.0,1.0,1.0,,,,1.0,40.0,52.0,52.0,40.0,9.0,20.0,20.0,9.0,4.0,5.0,4.0,5.0,,1.0,9.0,7.0,7.0,9.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
2014-15,755512,21,2015-01-10 15:00:00,"The Hawthorns, West Bromwich",24818,West Brom,Hull,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,9.0,12.0,3.0,2.0,5.0,7.0,1.0,3.0,1.0,,,,1.0,,,,1.0,,9.0,8.0,4.0,4.0,20.0,9.0,73.0,71.0,494.0,455.0,382.0,366.0,51.5,48.5,16.0,15.0,12.0,12.0,13.0,19.0,20.0,39.0,20.0,39.0,21.0,20.0,3.0,1.0,1.0,,,,5.0,6.0,9.0,13.0,158.0,145.0,2.0,2.0,,1.0,1.0,,,,50.0,53.0,53.0,50.0,17.0,28.0,28.0,17.0,5.0,2.0,5.0,2.0,2.0,,5.0,13.0,12.0,5.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2014-15,755513,22,2015-01-17 15:00:00,"Villa Park, Birmingham",39758,Aston Villa,Liverpool,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,15.0,12.0,4.0,5.0,7.0,5.0,4.0,2.0,,2.0,,1.0,1.0,1.0,,,,2.0,11.0,12.0,4.0,7.0,32.0,17.0,73.0,59.0,421.0,465.0,330.0,370.0,48.5,51.5,20.0,21.0,15.0,14.0,15.0,17.0,15.0,42.0,15.0,42.0,15.0,14.0,2.0,4.0,,,1.0,,7.0,8.0,17.0,10.0,152.0,141.0,3.0,4.0,2.0,,,1.0,,,59.0,54.0,54.0,59.0,22.0,16.0,16.0,22.0,9.0,5.0,9.0,5.0,2.0,,13.0,11.0,9.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,5.0,,
2014-15,755514,22,2015-01-17 15:00:00,"Turf Moor, Burnley",17782,Burnley,Crystal Palace,2,3,3,2,L,W,2,1,1,2,0,0,0,0,2.0,3.0,8.0,11.0,4.0,4.0,1.0,5.0,3.0,2.0,2.0,,2.0,,,,,1.0,2.0,2.0,8.0,7.0,7.0,5.0,41.0,28.0,85.0,55.0,376.0,361.0,230.0,240.0,50.8,49.2,26.0,9.0,24.0,8.0,17.0,20.0,46.0,64.0,46.0,64.0,18.0,18.0,2.0,4.0,,,,1.0,3.0,5.0,3.0,12.0,192.0,189.0,1.0,1.0,3.0,2.0,,,,,77.0,54.0,54.0,77.0,29.0,34.0,34.0,29.0,5.0,7.0,5.0,8.0,1.0,,10.0,20.0,20.0,10.0,0.0,0.0,0.0,0.0,,,,,,1.0,14.0,19.0
2014-15,755515,22,2015-01-19 20:00:00,"Goodison Park, Liverpool",34739,Everton,West Brom,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,17.0,5.0,4.0,,4.0,2.0,9.0,3.0,,,,,1.0,,1.0,,,,12.0,4.0,10.0,2.0,33.0,13.0,101.0,66.0,643.0,301.0,576.0,218.0,68.8,31.2,12.0,25.0,10.0,16.0,8.0,12.0,30.0,53.0,30.0,53.0,17.0,17.0,3.0,9.0,,,,,7.0,13.0,11.0,10.0,150.0,125.0,,4.0,,,1.0,1.0,,,48.0,59.0,59.0,48.0,12.0,17.0,17.0,12.0,8.0,1.0,8.0,1.0,,1.0,11.0,12.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0,,,,4.0,3.0,,
2014-15,755516,22,2015-01-17 15:00:00,"King Power Stadium, Leicester",31772,Leicester,Stoke,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,7.0,13.0,3.0,3.0,3.0,6.0,1.0,4.0,,1.0,,,,1.0,,,,1.0,5.0,9.0,3.0,4.0,21.0,19.0,73.0,70.0,336.0,465.0,250.0,375.0,43.2,56.8,27.0,17.0,19.0,14.0,10.0,10.0,35.0,43.0,35.0,43.0,11.0,10.0,4.0,1.0,1.0,,,,17.0,8.0,8.0,13.0,149.0,154.0,2.0,3.0,1.0,,,1.0,,,51.0,71.0,71.0,51.0,11.0,30.0,30.0,11.0,6.0,5.0,6.0,5.0,,1.0,9.0,6.0,6.0,8.0,0.0,0.0,0.0,0.0,,,,,,3.0,,
2014-15,755517,22,2015-01-18 16:00:00,"Etihad Stadium, Manchester",45596,Man City,Arsenal,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,12.0,9.0,4.0,3.0,3.0,4.0,5.0,2.0,,1.0,,2.0,,,,,,1.0,10.0,8.0,8.0,4.0,25.0,14.0,70.0,43.0,634.0,360.0,535.0,275.0,64.7,35.3,28.0,22.0,17.0,14.0,17.0,39.0,12.0,50.0,12.0,50.0,19.0,19.0,2.0,5.0,,,,,33.0,20.0,17.0,16.0,173.0,140.0,1.0,4.0,2.0,,,1.0,,,69.0,90.0,90.0,69.0,16.0,25.0,25.0,16.0,16.0,3.0,16.0,3.0,,2.0,12.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,,1.0,,1.0,2.0,,,
2014-15,755518,22,2015-01-17 17:30:00,"St. James' Park, Newcastle",49307,Newcastle,Southampton,1,2,2,1,L,W,1,1,1,1,0,0,0,0,1.0,2.0,16.0,5.0,3.0,3.0,9.0,1.0,4.0,1.0,1.0,,,,1.0,,,1.0,,2.0,13.0,5.0,4.0,4.0,19.0,9.0,65.0,67.0,543.0,406.0,452.0,309.0,58.0,42.0,24.0,37.0,21.0,32.0,16.0,20.0,17.0,33.0,17.0,33.0,25.0,24.0,1.0,4.0,,,1.0,,3.0,10.0,21.0,21.0,167.0,160.0,1.0,2.0,2.0,1.0,,,,,59.0,78.0,78.0,59.0,18.0,30.0,30.0,18.0,9.0,,9.0,,,1.0,9.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,
2014-15,755519,22,2015-01-17 15:00:00,"MATRADE Loftus Road, London",18098,QPR,Man Utd,0,2,2,0,L,W,0,0,0,0,0,0,0,0,,2.0,18.0,12.0,4.0,7.0,10.0,2.0,4.0,3.0,,2.0,,1.0,,2.0,,,,1.0,11.0,8.0,5.0,7.0,20.0,21.0,71.0,98.0,358.0,595.0,236.0,461.0,38.3,61.7,20.0,19.0,12.0,16.0,16.0,26.0,41.0,41.0,41.0,41.0,18.0,18.0,3.0,4.0,1.0,1.0,,,9.0,11.0,17.0,11.0,178.0,188.0,5.0,4.0,2.0,,,1.0,,,52.0,59.0,59.0,52.0,13.0,20.0,20.0,13.0,3.0,3.0,3.0,3.0,2.0,,12.0,10.0,9.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2014-15,755520,22,2015-01-17 15:00:00,"Swansea.com Stadium, Swansea",20785,Swansea,Chelsea,0,5,5,0,L,W,0,4,4,0,0,0,0,0,,5.0,11.0,21.0,,11.0,6.0,8.0,5.0,2.0,,3.0,,3.0,,1.0,1.0,2.0,,3.0,8.0,17.0,3.0,11.0,9.0,13.0,37.0,71.0,496.0,596.0,430.0,512.0,45.4,54.6,21.0,12.0,14.0,11.0,22.0,16.0,29.0,10.0,29.0,10.0,12.0,12.0,2.0,5.0,1.0,,1.0,,18.0,7.0,6.0,13.0,103.0,122.0,6.0,,5.0,,,1.0,,,53.0,49.0,49.0,53.0,13.0,11.0,11.0,13.0,1.0,2.0,1.0,2.0,,1.0,9.0,13.0,13.0,8.0,0.0,0.0,0.0,0.0,,,,,,3.0,,
2014-15,755521,22,2015-01-17 15:00:00,"White Hart Lane, London",35973,Spurs,Sunderland,2,1,1,2,W,L,1,1,1,1,0,0,0,0,2.0,1.0,26.0,8.0,7.0,4.0,8.0,2.0,11.0,2.0,,1.0,,,,2.0,1.0,,1.0,,17.0,5.0,12.0,4.0,34.0,11.0,66.0,41.0,567.0,311.0,486.0,229.0,64.8,35.2,21.0,13.0,17.0,7.0,11.0,12.0,16.0,42.0,16.0,42.0,13.0,14.0,2.0,11.0,,,,,6.0,11.0,9.0,13.0,143.0,131.0,3.0,6.0,1.0,2.0,,,,1.0,56.0,48.0,48.0,56.0,16.0,15.0,15.0,16.0,6.0,6.0,6.0,6.0,2.0,1.0,14.0,8.0,8.0,14.0,0.0,0.0,0.0,0.0,,,,,3.0,4.0,,
2014-15,755522,22,2015-01-18 13:30:00,"Boleyn Ground, London",34914,West Ham,Hull,3,0,0,3,W,L,0,0,0,0,0,0,0,0,3.0,,17.0,9.0,6.0,3.0,7.0,3.0,4.0,3.0,3.0,,3.0,,1.0,,2.0,,2.0,,12.0,7.0,8.0,5.0,24.0,16.0,78.0,68.0,502.0,430.0,382.0,330.0,54.1,45.9,18.0,20.0,12.0,13.0,11.0,17.0,30.0,53.0,30.0,53.0,15.0,15.0,3.0,4.0,,1.0,,1.0,12.0,15.0,10.0,16.0,185.0,155.0,3.0,3.0,,3.0,1.0,,,,81.0,59.0,59.0,81.0,36.0,22.0,22.0,36.0,4.0,7.0,4.0,7.0,1.0,,5.0,14.0,14.0,5.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2014-15,755523,23,2015-02-01 13:30:00,"Emirates Stadium, London",59958,Arsenal,Aston Villa,5,0,0,5,W,L,1,0,0,1,0,0,0,0,5.0,,13.0,9.0,8.0,2.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,,1.0,1.0,2.0,,4.0,,11.0,6.0,8.0,2.0,18.0,23.0,47.0,56.0,508.0,549.0,420.0,464.0,48.0,52.0,16.0,18.0,11.0,13.0,20.0,10.0,25.0,18.0,25.0,18.0,21.0,21.0,2.0,2.0,,,,,10.0,16.0,11.0,12.0,138.0,136.0,2.0,3.0,,5.0,1.0,,,,63.0,47.0,47.0,63.0,25.0,13.0,13.0,25.0,7.0,7.0,7.0,7.0,1.0,,6.0,10.0,9.0,6.0,0.0,0.0,0.0,0.0,1.0,,1.0,,3.0,,,
