season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard,attPenTarget,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,goalFastbreak,leftsidePass,overrun,penaltySave,rightsidePass,unsuccessfulTouch,attOneOnOne,contentiousDecision,keeperGoals,ptsGainedLosingPos,subsGoals,winningGoal,attLgRight,attemptedTackleFoul,blockedPass,putThrough,successfulPutThrough,attLgLeft,secondYellow,attPenMiss,attPenPost,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,successfulFiftyFifty,expectedGoalsFreekick,totalDistance
2020-21,2128348,7,2020-11-02 17:30:00,54,Fulham,Home,136.0,15.0,,1.0,1.0,2.0,,168.0,4.0,,3.0,6.0,7.0,20.0,303.0,,,24.0,16.0,15.0,6.0,,1.0,,,,,,,,,,,12.0,,,,,,6.0,4.0,6.0,7.0,56.0,1.0,4.0,9.0,,5.0,11.0,1.0,1.0,19.0,,65.0,64.0,1.0,13.0,5.0,,1.0,46.0,13.0,10.0,,1.0,2.0,1.0,,2.0,,1.0,2.0,,8.0,2.0,,,5.0,,10.0,10.0,1.0,4.0,66.0,26.0,2.0,1.0,2.0,6.0,6.0,368.0,5.0,,83.0,41.0,31.0,,,,,179.0,179.0,4.0,29.0,17.0,45.7,,,,0.0,1.0,,1.0,2.0,,3.0,,3.0,87.0,287.0,8.0,158.0,36.0,13.0,33.0,3.0,16.0,13.0,,127.0,8.0,253.0,,,21.0,8.0,56.0,1.0,395.0,,0.0,13.0,15.0,,39.0,3.0,627.0,17.0,24.0,5.0,6.0,0.0,,61.0,1.0,1.0,1.0,149.0,,94.0,2.0,,91.0,24.0,,1.0,,,,,,7.0,21.0,21.0,13.0,,,,,,,,,27.0,18.0,,
2020-21,2128365,8,2020-11-07 20:00:00,54,Fulham,Away,164.0,12.0,1.0,7.0,7.0,1.0,1.0,225.0,6.0,,2.0,1.0,6.0,14.0,382.0,,,11.0,23.0,23.0,7.0,1.0,1.0,,,,,1.0,2.0,,,,,6.0,,,,,3.0,10.0,6.0,7.0,6.0,37.0,2.0,6.0,5.0,,5.0,10.0,6.0,,10.0,3.0,49.0,53.0,2.0,24.0,14.0,,,45.0,9.0,9.0,,,4.0,1.0,2.0,,,,,,11.0,,,,14.0,,5.0,5.0,1.0,2.0,63.0,39.0,9.0,,4.0,4.0,3.0,434.0,1.0,,88.0,47.0,27.0,,,,1.0,128.0,128.0,1.0,22.0,12.0,47.0,,,2.0,0.0,4.0,2.0,6.0,1.0,,4.0,,2.0,111.0,364.0,8.0,190.0,24.0,24.0,13.0,3.0,19.0,17.0,,140.0,3.0,289.0,,,16.0,6.0,42.0,2.0,460.0,,0.0,13.0,12.0,,17.0,2.0,629.0,27.0,9.0,5.0,7.0,0.0,1.0,71.0,1.0,2.0,,137.0,,125.0,1.0,,127.0,15.0,,1.0,,,,,,2.0,12.0,12.0,5.0,,,,,,,,,19.0,13.0,,
2020-21,2128368,9,2020-11-22 12:00:00,54,Fulham,Home,218.0,18.0,,3.0,3.0,1.0,,307.0,,,11.0,,1.0,25.0,522.0,1.0,,25.0,18.0,13.0,11.0,,,,,,,,,,,,,13.0,,,,,,7.0,2.0,7.0,7.0,66.0,2.0,4.0,11.0,,2.0,7.0,2.0,,18.0,2.0,64.0,51.0,2.0,18.0,13.0,,,72.0,14.0,8.0,,,2.0,1.0,,2.0,,2.0,2.0,,,2.0,2.0,,13.0,,10.0,10.0,2.0,11.0,56.0,36.0,5.0,1.0,3.0,10.0,6.0,603.0,2.0,,82.0,85.0,28.0,,,,1.0,154.0,154.0,8.0,22.0,25.0,54.1,,,,0.0,3.0,1.0,4.0,,,4.0,,3.0,167.0,506.0,13.0,242.0,38.0,18.0,23.0,,10.0,10.0,,218.0,1.0,388.0,3.0,,5.0,2.0,41.0,2.0,620.0,1.0,0.0,14.0,12.0,1.0,26.0,2.0,838.0,24.0,19.0,2.0,6.0,0.0,,77.0,2.0,1.0,2.0,176.0,,181.0,2.0,,186.0,22.0,,,,,,,,8.0,20.0,20.0,13.0,,,1.0,,,,,,31.0,16.0,,
2020-21,2128381,10,2020-11-30 17:30:00,54,Fulham,Away,97.0,14.0,1.0,2.0,1.0,,,130.0,2.0,,1.0,6.0,1.0,20.0,225.0,1.0,1.0,10.0,10.0,11.0,6.0,1.0,,2.0,,1.0,,,1.0,,,,,7.0,1.0,,,,1.0,8.0,8.0,7.0,3.0,58.0,4.0,2.0,8.0,,5.0,3.0,1.0,,14.0,1.0,57.0,54.0,4.0,31.0,17.0,,,47.0,21.0,9.0,1.0,,3.0,,1.0,1.0,,1.0,1.0,,6.0,1.0,1.0,1.0,17.0,,18.0,18.0,,1.0,56.0,21.0,6.0,1.0,2.0,6.0,5.0,295.0,6.0,,53.0,61.0,13.0,,,,1.0,133.0,133.0,2.0,30.0,18.0,32.0,,,1.0,0.0,2.0,,2.0,,2.0,3.0,,3.0,63.0,217.0,8.0,120.0,41.0,31.0,16.0,4.0,8.0,4.0,3.0,100.0,4.0,205.0,1.0,,21.0,3.0,56.0,,317.0,1.0,0.0,10.0,24.0,1.0,16.0,2.0,512.0,16.0,11.0,5.0,12.0,0.0,,57.0,3.0,2.0,2.0,133.0,1.0,59.0,1.0,,68.0,9.0,1.0,1.0,,,,,,16.0,10.0,10.0,3.0,,,,,,,,,38.0,21.0,,
2020-21,2128391,11,2020-12-05 15:00:00,54,Fulham,Away,159.0,12.0,2.0,2.0,,,,117.0,11.0,,6.0,1.0,3.0,16.0,274.0,,,8.0,8.0,9.0,3.0,2.0,2.0,,0.0,,,,,,1.0,,,4.0,0.0,,,,,13.0,2.0,4.0,2.0,55.0,,1.0,12.0,,3.0,1.0,3.0,0.0,12.0,3.0,42.0,52.0,,23.0,7.0,,,43.0,6.0,7.0,,,,1.0,,,,,,,15.0,0.0,,1.0,7.0,,18.0,18.0,5.0,6.0,45.0,24.0,9.0,0.0,3.0,2.0,1.0,325.0,2.0,0.0,57.0,48.0,17.0,1.0,1.0,1.0,,118.0,118.0,3.0,22.0,23.0,31.1,,,1.0,0.0,3.0,,4.0,2.0,,4.0,,3.0,50.0,254.0,5.0,181.0,36.0,23.0,24.0,2.0,7.0,5.0,,88.0,1.0,177.0,,,7.0,3.0,45.0,1.0,351.0,,0.0,6.0,17.0,2.0,10.0,0.0,531.0,6.0,19.0,3.0,12.0,0.0,,65.0,,,,137.0,,86.0,,,63.0,16.0,,,0.0,,0.0,0.0,,4.0,12.0,12.0,8.0,,,,,,,,,32.0,18.0,,
2020-21,2128399,12,2020-12-13 16:30:00,54,Fulham,Home,66.0,15.0,1.0,3.0,2.0,1.0,,90.0,6.0,,2.0,5.0,,28.0,153.0,,1.0,14.0,12.0,19.0,5.0,1.0,2.0,,,,,,,,,,,7.0,,,,,1.0,7.0,5.0,6.0,4.0,60.0,5.0,1.0,14.0,,6.0,8.0,3.0,,11.0,3.0,54.0,51.0,5.0,42.0,25.0,,,47.0,9.0,4.0,,,2.0,,,1.0,,1.0,,1.0,8.0,,1.0,2.0,25.0,,17.0,17.0,1.0,2.0,51.0,20.0,8.0,1.0,2.0,5.0,5.0,206.0,2.0,,35.0,37.0,29.0,1.0,1.0,1.0,,141.0,141.0,5.0,31.0,13.0,24.9,,2.0,1.0,0.0,2.0,3.0,5.0,,,4.0,,3.0,61.0,139.0,7.0,85.0,23.0,42.0,21.0,6.0,17.0,11.0,,96.0,6.0,159.0,1.0,,26.0,1.0,63.0,2.0,227.0,,0.0,10.0,17.0,1.0,19.0,3.0,452.0,21.0,11.0,6.0,8.0,0.0,,24.0,3.0,4.0,,118.0,,30.0,3.0,,55.0,22.0,,1.0,,,,,,5.0,11.0,11.0,5.0,,,,,,,,,33.0,15.0,,
2020-21,2128408,13,2020-12-16 20:00:00,54,Fulham,Home,162.0,21.0,1.0,1.0,,1.0,,151.0,4.0,,4.0,3.0,6.0,21.0,312.0,,,13.0,15.0,13.0,4.0,3.0,1.0,,,,,,,,,,,6.0,,,,,1.0,5.0,4.0,7.0,2.0,80.0,2.0,2.0,9.0,,1.0,6.0,2.0,,9.0,1.0,53.0,52.0,2.0,23.0,9.0,,,67.0,15.0,10.0,,,,,,,,,,,6.0,,,1.0,9.0,,17.0,17.0,2.0,4.0,81.0,29.0,8.0,,2.0,5.0,4.0,404.0,1.0,,47.0,71.0,18.0,,,,,173.0,173.0,7.0,37.0,29.0,46.4,,,1.0,0.0,2.0,2.0,4.0,2.0,,3.0,,3.0,93.0,300.0,7.0,195.0,43.0,23.0,20.0,1.0,9.0,8.0,,143.0,5.0,240.0,,,37.0,6.0,76.0,1.0,426.0,,0.0,9.0,16.0,,22.0,1.0,637.0,13.0,13.0,1.0,11.0,0.0,,58.0,1.0,2.0,,175.0,,91.0,,,102.0,25.0,,,,,,,,6.0,18.0,18.0,8.0,,,,,,,,,31.0,18.0,,
2020-21,2128422,14,2020-12-19 20:00:00,54,Fulham,Away,220.0,21.0,3.0,6.0,3.0,1.0,,181.0,6.0,,1.0,2.0,5.0,33.0,395.0,,,5.0,22.0,16.0,6.0,1.0,3.0,,,,,,1.0,,,,,5.0,,,,,1.0,6.0,6.0,6.0,5.0,52.0,3.0,3.0,5.0,,9.0,9.0,2.0,,7.0,2.0,55.0,43.0,3.0,20.0,17.0,,,62.0,17.0,7.0,,,3.0,2.0,1.0,,,,,,9.0,,1.0,1.0,17.0,,12.0,12.0,1.0,1.0,76.0,44.0,2.0,,3.0,4.0,4.0,460.0,2.0,,87.0,46.0,34.0,1.0,1.0,1.0,,143.0,143.0,1.0,24.0,22.0,50.5,,2.0,,0.0,3.0,1.0,4.0,3.0,,4.0,,3.0,79.0,383.0,7.0,235.0,41.0,20.0,18.0,9.0,22.0,13.0,,123.0,2.0,267.0,1.0,,15.0,5.0,64.0,,480.0,1.0,1.0,11.0,7.0,,18.0,3.0,649.0,20.0,13.0,9.0,4.0,0.0,,87.0,2.0,2.0,,143.0,,119.0,1.0,,131.0,16.0,,1.0,,,,,,11.0,16.0,16.0,7.0,,,,,,,,,33.0,13.0,,
2020-21,2128428,15,2020-12-26 15:00:00,54,Fulham,Home,109.0,21.0,1.0,4.0,3.0,2.0,,133.0,7.0,2.0,6.0,5.0,2.0,26.0,238.0,2.0,,25.0,16.0,20.0,7.0,1.0,1.0,,,,,,,,,,,8.0,,,,,1.0,1.0,2.0,7.0,3.0,54.0,3.0,5.0,9.0,,6.0,11.0,5.0,,19.0,1.0,72.0,67.0,3.0,22.0,15.0,,,42.0,15.0,11.0,,,1.0,2.0,,,,,,,8.0,,,2.0,15.0,,15.0,15.0,1.0,6.0,75.0,39.0,3.0,,3.0,5.0,1.0,308.0,,,62.0,51.0,26.0,,,,,182.0,182.0,8.0,27.0,13.0,46.7,,,,0.0,,2.0,2.0,2.0,,4.0,,2.0,72.0,221.0,8.0,136.0,37.0,22.0,27.0,6.0,24.0,18.0,,107.0,4.0,219.0,,2.0,23.0,4.0,55.0,1.0,331.0,2.0,0.0,10.0,24.0,,33.0,2.0,573.0,21.0,12.0,6.0,14.0,0.0,,49.0,1.0,1.0,,142.0,,65.0,2.0,,75.0,24.0,,,,,,,,8.0,8.0,8.0,3.0,,,,,,,,,34.0,17.0,,
2020-21,2128444,16,2021-01-13 20:15:00,54,Fulham,Away,192.0,27.0,2.0,3.0,2.0,3.0,,187.0,4.0,,6.0,4.0,6.0,32.0,376.0,,,6.0,19.0,24.0,9.0,2.0,4.0,1.0,,,,,1.0,,,,,10.0,,,,,,10.0,5.0,10.0,5.0,68.0,1.0,6.0,13.0,,5.0,13.0,3.0,,4.0,3.0,60.0,68.0,1.0,20.0,12.0,,,44.0,15.0,13.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,,6.0,1.0,1.0,1.0,12.0,,13.0,13.0,1.0,7.0,66.0,41.0,6.0,,4.0,8.0,4.0,443.0,3.0,,79.0,56.0,25.0,,,,,148.0,148.0,3.0,26.0,31.0,47.6,,,1.0,0.0,3.0,2.0,5.0,,1.0,5.0,,3.0,82.0,359.0,12.0,222.0,42.0,20.0,28.0,4.0,20.0,17.0,1.0,113.0,6.0,265.0,1.0,,15.0,6.0,57.0,2.0,467.0,,0.0,15.0,13.0,,8.0,2.0,664.0,21.0,18.0,5.0,7.0,0.0,,76.0,1.0,1.0,,168.0,,109.0,3.0,,114.0,18.0,,,,1.0,,,,7.0,19.0,19.0,5.0,,,,,,,,,30.0,16.0,,
2020-21,2128447,17,2021-02-17 18:00:00,54,Fulham,Away,227.0,13.0,3.0,4.0,2.0,2.0,,126.0,5.0,,4.0,5.0,2.0,13.0,349.0,,,9.0,27.0,33.0,5.0,2.0,3.0,,,,,,,,,,,5.0,,,,,,7.0,1.0,5.0,3.0,65.0,3.0,1.0,6.0,,5.0,7.0,3.0,1.0,6.0,,56.0,63.0,3.0,30.0,13.0,,1.0,39.0,13.0,7.0,,,,,,1.0,,1.0,,1.0,7.0,,1.0,,13.0,,8.0,8.0,,4.0,79.0,29.0,5.0,,4.0,4.0,3.0,452.0,,,43.0,63.0,15.0,,,,,178.0,178.0,2.0,30.0,27.0,54.0,,2.0,1.0,0.0,1.0,1.0,2.0,1.0,,4.0,,3.0,49.0,330.0,8.0,281.0,42.0,30.0,13.0,5.0,14.0,10.0,,79.0,7.0,210.0,1.0,,28.0,3.0,63.0,,477.0,1.0,0.0,8.0,14.0,,18.0,1.0,647.0,13.0,9.0,5.0,9.0,0.0,,62.0,,,,166.0,,134.0,2.0,,115.0,19.0,,1.0,,,,,,7.0,23.0,23.0,6.0,,,,,,,,,30.0,14.0,,
2020-21,2128458,18,2021-01-20 20:15:00,54,Fulham,Home,209.0,14.0,,4.0,4.0,,,118.0,12.0,,3.0,,2.0,14.0,323.0,,1.0,10.0,10.0,11.0,9.0,,1.0,1.0,,,,,,,,,,11.0,,,,,,10.0,5.0,8.0,4.0,58.0,4.0,3.0,10.0,,2.0,8.0,3.0,,10.0,3.0,44.0,44.0,4.0,29.0,18.0,1.0,,41.0,6.0,10.0,1.0,,2.0,2.0,,1.0,,1.0,1.0,,14.0,1.0,1.0,,18.0,,15.0,15.0,1.0,3.0,61.0,35.0,8.0,,3.0,7.0,5.0,373.0,4.0,,32.0,41.0,23.0,,,,,133.0,133.0,4.0,32.0,19.0,38.4,,3.0,,0.0,2.0,1.0,3.0,,1.0,4.0,,3.0,46.0,298.0,10.0,244.0,36.0,29.0,19.0,2.0,15.0,13.0,1.0,74.0,6.0,171.0,2.0,,14.0,2.0,46.0,1.0,400.0,,0.0,12.0,12.0,2.0,17.0,3.0,601.0,15.0,11.0,2.0,9.0,0.0,,42.0,1.0,,1.0,137.0,,119.0,1.0,,102.0,18.0,1.0,,,,,,,3.0,14.0,14.0,7.0,,,,,,,,,,,,
2020-21,2128468,19,2021-01-16 17:30:00,54,Fulham,Home,114.0,16.0,,3.0,3.0,1.0,1.0,127.0,4.0,,4.0,8.0,7.0,25.0,238.0,1.0,,19.0,14.0,22.0,5.0,,1.0,,,1.0,,,1.0,,1.0,,,8.0,,,,,,13.0,8.0,7.0,3.0,60.0,2.0,2.0,7.0,,1.0,8.0,1.0,,12.0,4.0,49.0,62.0,2.0,33.0,13.0,,,50.0,11.0,10.0,,,1.0,1.0,1.0,,,,,,8.0,,1.0,,13.0,,18.0,18.0,2.0,4.0,67.0,39.0,12.0,,4.0,1.0,3.0,306.0,8.0,,69.0,38.0,20.0,,,,,147.0,147.0,8.0,32.0,14.0,30.2,,,1.0,0.0,3.0,2.0,5.0,,,5.0,,3.0,57.0,227.0,5.0,139.0,44.0,33.0,15.0,1.0,11.0,10.0,,102.0,9.0,200.0,1.0,,17.0,9.0,56.0,1.0,328.0,2.0,1.0,10.0,20.0,,25.0,2.0,557.0,18.0,10.0,1.0,10.0,0.0,,55.0,1.0,1.0,,141.0,,70.0,2.0,,62.0,23.0,,1.0,,,,,,8.0,14.0,14.0,5.0,,,,,,,,,30.0,10.0,,
2020-21,2128476,20,2021-01-27 19:30:00,54,Fulham,Away,188.0,20.0,,3.0,3.0,2.0,,139.0,3.0,,5.0,4.0,1.0,18.0,324.0,,,15.0,28.0,26.0,9.0,,,1.0,,,,,,,,,,10.0,,,,,,12.0,4.0,8.0,2.0,57.0,3.0,2.0,13.0,,,5.0,6.0,,14.0,2.0,78.0,58.0,3.0,20.0,8.0,,1.0,36.0,14.0,10.0,,,1.0,,,,,,,,9.0,,1.0,,8.0,,16.0,16.0,5.0,5.0,75.0,38.0,10.0,,4.0,5.0,3.0,414.0,6.0,,60.0,50.0,12.0,,,,,169.0,169.0,,27.0,22.0,50.5,,,4.0,0.0,4.0,1.0,5.0,,1.0,5.0,,3.0,66.0,310.0,9.0,233.0,36.0,20.0,20.0,,11.0,11.0,1.0,90.0,3.0,217.0,1.0,,25.0,2.0,56.0,,439.0,,0.0,10.0,12.0,1.0,18.0,1.0,646.0,15.0,11.0,,7.0,0.0,,72.0,,,,178.0,,94.0,3.0,,95.0,17.0,,,,,,,,9.0,29.0,29.0,10.0,,,,,,,,,36.0,16.0,,
2020-21,2128494,21,2021-01-30 15:00:00,54,Fulham,Away,245.0,19.0,1.0,2.0,1.0,1.0,,221.0,5.0,,3.0,5.0,6.0,27.0,464.0,,,13.0,20.0,36.0,8.0,1.0,1.0,,,,,,,,,,,10.0,,,1.0,,1.0,4.0,1.0,8.0,4.0,65.0,2.0,2.0,8.0,,3.0,5.0,8.0,,8.0,1.0,50.0,63.0,2.0,17.0,9.0,,,61.0,10.0,9.0,,,3.0,2.0,,2.0,,2.0,2.0,,8.0,2.0,,1.0,9.0,1.0,6.0,6.0,,3.0,74.0,41.0,2.0,1.0,3.0,8.0,7.0,554.0,,,55.0,58.0,28.0,,,,,166.0,166.0,6.0,36.0,19.0,62.5,1.0,2.0,,0.0,1.0,,1.0,2.0,,3.0,,3.0,93.0,450.0,11.0,286.0,39.0,17.0,15.0,3.0,18.0,15.0,,135.0,5.0,306.0,,,21.0,6.0,62.0,1.0,574.0,,0.0,12.0,8.0,1.0,20.0,0.0,742.0,18.0,10.0,3.0,5.0,0.0,,84.0,3.0,1.0,2.0,175.0,,153.0,3.0,,162.0,16.0,,,,1.0,1.0,,,5.0,6.0,14.0,6.0,,,,,0.76922,1.34965,1.0982,1.3247,32.0,20.0,,
2020-21,2128498,22,2021-02-03 18:00:00,54,Fulham,Home,275.0,19.0,1.0,6.0,5.0,2.0,,229.0,3.0,,4.0,3.0,4.0,27.0,498.0,,1.0,20.0,15.0,16.0,5.0,2.0,1.0,1.0,,,,,,,,,,7.0,,,,,,7.0,2.0,4.0,4.0,68.0,3.0,3.0,9.0,,5.0,9.0,10.0,,8.0,2.0,57.0,66.0,3.0,16.0,14.0,,,70.0,17.0,10.0,,,1.0,1.0,,,,,,,3.0,,,1.0,14.0,,13.0,13.0,,4.0,88.0,62.0,2.0,,3.0,4.0,1.0,580.0,2.0,,51.0,91.0,34.0,,,,,155.0,155.0,9.0,27.0,28.0,57.5,,,,0.0,2.0,1.0,3.0,,1.0,4.0,1.0,3.0,102.0,480.0,7.0,293.0,49.0,16.0,28.0,5.0,25.0,20.0,1.0,161.0,4.0,330.0,,,7.0,4.0,57.0,1.0,598.0,,0.0,8.0,22.0,1.0,27.0,3.0,802.0,26.0,18.0,5.0,13.0,0.0,,87.0,1.0,1.0,,166.0,,174.0,1.0,,171.0,9.0,,,,,,,,7.0,18.0,18.0,8.0,,,,,,,,,37.0,17.0,,
2020-21,2128508,23,2021-02-06 17:30:00,54,Fulham,Home,277.0,19.0,2.0,5.0,3.0,,,191.0,4.0,,4.0,1.0,4.0,21.0,463.0,,1.0,13.0,26.0,11.0,12.0,2.0,2.0,,,1.0,,,2.0,,,,,16.0,,,,,,7.0,1.0,13.0,7.0,62.0,,6.0,4.0,,7.0,8.0,4.0,,6.0,1.0,49.0,42.0,,11.0,7.0,,,56.0,11.0,10.0,,,2.0,1.0,2.0,,,,,,6.0,,,1.0,7.0,,11.0,11.0,1.0,4.0,81.0,51.0,3.0,,9.0,5.0,2.0,530.0,1.0,,52.0,57.0,36.0,,,,,132.0,132.0,7.0,20.0,31.0,60.6,,,,0.0,1.0,,1.0,,,12.0,1.0,3.0,91.0,448.0,14.0,295.0,33.0,11.0,11.0,5.0,18.0,13.0,,139.0,2.0,273.0,,,20.0,6.0,52.0,1.0,550.0,2.0,0.0,20.0,13.0,1.0,15.0,1.0,722.0,29.0,8.0,7.0,9.0,0.0,,80.0,2.0,2.0,,162.0,,152.0,2.0,,156.0,18.0,1.0,,,,,,,6.0,14.0,14.0,10.0,,,,,,,,,27.0,12.0,,
2020-21,2128520,24,2021-02-14 19:00:00,54,Fulham,Away,229.0,16.0,1.0,3.0,2.0,1.0,1.0,240.0,5.0,,2.0,3.0,7.0,24.0,466.0,,,20.0,15.0,9.0,7.0,1.0,1.0,,,,,,,,,,,9.0,,,,,2.0,4.0,3.0,8.0,4.0,62.0,3.0,3.0,8.0,,4.0,7.0,3.0,,11.0,,56.0,34.0,3.0,24.0,13.0,,,58.0,16.0,7.0,2.0,,1.0,2.0,,1.0,,1.0,1.0,,6.0,2.0,,,13.0,2.0,12.0,12.0,1.0,2.0,63.0,43.0,5.0,,5.0,4.0,3.0,527.0,2.0,,100.0,53.0,28.0,,,,,126.0,126.0,8.0,24.0,24.0,50.3,,,1.0,0.0,1.0,1.0,2.0,,,6.0,1.0,3.0,125.0,454.0,9.0,260.0,34.0,24.0,14.0,3.0,15.0,12.0,,158.0,5.0,300.0,,,16.0,7.0,53.0,2.0,545.0,,0.0,12.0,10.0,1.0,21.0,1.0,722.0,29.0,8.0,4.0,4.0,0.0,,93.0,1.0,1.0,2.0,176.0,,139.0,,,137.0,15.0,,,,,,,,6.0,17.0,17.0,8.0,,,,,,,,,,,,
2020-21,2128530,25,2021-02-20 20:00:00,54,Fulham,Home,262.0,23.0,1.0,4.0,3.0,4.0,,236.0,5.0,,3.0,6.0,1.0,32.0,494.0,,,21.0,27.0,26.0,9.0,1.0,2.0,,,,,,,,,,,13.0,,,,,,4.0,,7.0,8.0,60.0,1.0,2.0,3.0,,6.0,12.0,5.0,,7.0,,60.0,72.0,1.0,19.0,11.0,,,63.0,11.0,14.0,,,3.0,1.0,,,,,,,6.0,1.0,,1.0,11.0,,7.0,7.0,1.0,3.0,74.0,42.0,4.0,1.0,5.0,5.0,7.0,572.0,,,57.0,96.0,28.0,,,,,168.0,168.0,4.0,31.0,22.0,65.1,,,,0.0,2.0,,2.0,2.0,,6.0,,3.0,127.0,473.0,10.0,298.0,45.0,19.0,39.0,4.0,22.0,18.0,,168.0,9.0,321.0,,,29.0,1.0,72.0,1.0,597.0,,0.0,15.0,6.0,,22.0,1.0,800.0,28.0,26.0,6.0,3.0,0.0,,89.0,,1.0,1.0,190.0,,157.0,1.0,,161.0,24.0,,,,,,,,1.0,19.0,19.0,6.0,,,,,,,,,35.0,20.0,,
2020-21,2128537,26,2021-02-28 12:00:00,54,Fulham,Away,223.0,19.0,2.0,11.0,9.0,4.0,3.0,236.0,,,3.0,2.0,9.0,31.0,448.0,,,27.0,22.0,19.0,8.0,4.0,4.0,,,1.0,,,1.0,,,,,8.0,,,,,3.0,2.0,1.0,8.0,8.0,59.0,1.0,2.0,8.0,,3.0,9.0,4.0,,11.0,,63.0,63.0,1.0,16.0,7.0,,,66.0,14.0,10.0,,,5.0,4.0,1.0,,,,,,,,,,7.0,,4.0,4.0,1.0,3.0,73.0,56.0,1.0,,8.0,4.0,4.0,532.0,2.0,,80.0,104.0,27.0,,,,,141.0,141.0,5.0,22.0,28.0,59.6,,,,0.0,,,1.0,,,10.0,1.0,3.0,91.0,442.0,12.0,251.0,37.0,16.0,25.0,3.0,20.0,17.0,,138.0,6.0,309.0,,,11.0,10.0,52.0,,540.0,1.0,0.0,16.0,18.0,,31.0,1.0,737.0,18.0,16.0,3.0,10.0,0.0,,90.0,1.0,1.0,,169.0,,147.0,2.0,,134.0,14.0,,,,,,,,12.0,22.0,22.0,4.0,,,,,,,,,29.0,14.0,,
2020-21,2128550,27,2021-03-07 14:00:00,54,Fulham,Away,205.0,28.0,,3.0,3.0,2.0,,119.0,5.0,,8.0,6.0,6.0,32.0,321.0,,,10.0,17.0,16.0,7.0,,,3.0,,,,,,,,,,9.0,,,,,1.0,10.0,6.0,9.0,1.0,65.0,3.0,2.0,7.0,,4.0,9.0,3.0,,5.0,1.0,43.0,49.0,3.0,42.0,17.0,,,47.0,8.0,10.0,,,3.0,2.0,,,,,,,10.0,,,2.0,17.0,,19.0,19.0,3.0,8.0,84.0,42.0,9.0,1.0,4.0,3.0,3.0,389.0,2.0,,66.0,39.0,21.0,,,,,142.0,142.0,2.0,29.0,24.0,36.9,,,3.0,0.0,2.0,1.0,3.0,,3.0,5.0,1.0,3.0,50.0,307.0,7.0,236.0,48.0,42.0,16.0,3.0,17.0,14.0,3.0,83.0,4.0,195.0,,,23.0,6.0,69.0,1.0,414.0,,0.0,10.0,15.0,1.0,14.0,3.0,629.0,18.0,8.0,4.0,5.0,0.0,,70.0,,1.0,,161.0,,82.0,,,101.0,17.0,,,,,,,,4.0,16.0,16.0,9.0,,,,,,,,,26.0,15.0,,
