season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6768108,11,31,Crystal_Palace,Home,39183,55494.0,Joel Ward,joel-ward,D,False,1.0,,2.0,7.0,8.0,14.0,5.0,2.0,3.0,1.0,,,1.0,,,1.0,8.0,6.0,,,2.0,,,,,3.0,1.0,,90.0,,1.0,,,,,,7.2,,,,3.0,,1.0,,4.0,,10.0,10.0,19.0,0,2.0,46.0,,2.0,
2015-16,6768108,11,31,Crystal_Palace,Home,39282,50471.0,James McArthur,james-mcarthur,M,False,,,4.0,17.0,27.0,44.0,,1.0,8.0,,,,1.0,,,,3.0,5.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,7.1,,,,,2.0,,,8.0,,30.0,28.0,58.0,0,2.0,70.0,1.0,1.0,1.0
2015-16,6768108,11,31,Crystal_Palace,Home,39472,58786.0,Martin Kelly,martin-kelly,D,False,,,,8.0,9.0,17.0,,,5.0,,,,,,,1.0,3.0,3.0,,,2.0,,,,,2.0,,,90.0,,,,,,,,6.9,,,,1.0,,,,3.0,,15.0,10.0,25.0,0,3.0,43.0,,,
2015-16,6768108,11,31,Crystal_Palace,Home,46620,55452.0,Yannick Bolasie,yannick-bolasie,F,False,1.0,,,11.0,2.0,12.0,1.0,2.0,4.0,,,2.0,,,,,5.0,8.0,,,1.0,,,,1.0,,,,90.0,1.0,,,,,,,7.2,,,,2.0,7.0,5.0,,,,20.0,2.0,17.0,3,1.0,42.0,3.0,1.0,4.0
2015-16,6768108,11,31,Crystal_Palace,Home,51455,44343.0,Bakary Sako,bakary-sako,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768108,11,31,Crystal_Palace,Home,111850,82403.0,Wilfried Zaha,wilfried-zaha,M,False,,,1.0,8.0,2.0,10.0,2.0,,9.0,,,,,,,3.0,18.0,9.0,,,2.0,,,,,2.0,,,90.0,,,,,,,,5.7,,,,,14.0,2.0,,2.0,,12.0,3.0,13.0,0,3.0,45.0,3.0,3.0,3.0
2015-16,6768108,11,31,Crystal_Palace,Home,204336,106617.0,Patrick Bamford,patrick-bamford,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768108,11,31,Crystal_Palace,Home,232118,104547.0,Dwight Gayle,dwight-gayle,F,False,,,,9.0,3.0,12.0,2.0,7.0,3.0,,,,,,,,3.0,15.0,,,1.0,,,,,,,,90.0,3.0,,,,,,,7.6,,,,1.0,,,,2.0,,15.0,4.0,19.0,3,3.0,35.0,4.0,5.0,
2015-16,6768119,12,31,Crystal_Palace,Away,631,11554.0,Julián Speroni,julian-speroni,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768119,12,31,Crystal_Palace,Away,3574,27341.0,Yohan Cabaye,yohan-cabaye,M,False,1.0,,5.0,12.0,15.0,26.0,1.0,,9.0,,,1.0,1.0,,,,2.0,6.0,,,,,,,,5.0,1.0,,87.0,,1.0,,,,,,7.9,,,2.0,,,4.0,,8.0,,20.0,20.0,36.0,3,6.0,60.0,1.0,,
2015-16,6768119,12,31,Crystal_Palace,Away,6381,15284.0,Brede Hangeland,brede-hangeland,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768119,12,31,Crystal_Palace,Away,9921,18805.0,Joe Ledley,joe-ledley,M,True,,,,2.0,,2.0,,,2.0,,,,,,,,,1.0,,,,,,,,2.0,,,11.0,,,,,,,,6.8,,,,1.0,,,,2.0,,3.0,2.0,5.0,0,,9.0,,1.0,
2015-16,6768119,12,31,Crystal_Palace,Away,10038,7906.0,Damien Delaney,damien-delaney,D,False,,,3.0,3.0,11.0,14.0,7.0,4.0,4.0,,,,,,,,7.0,9.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,7.1,,,,11.0,,,,11.0,,10.0,16.0,26.0,0,3.0,44.0,,2.0,
2015-16,6768119,12,31,Crystal_Palace,Away,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,False,,,8.0,8.0,5.0,13.0,,,4.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,6.7,2.0,3.0,,1.0,,,,23.0,,22.0,6.0,28.0,0,,32.0,,,
2015-16,6768119,12,31,Crystal_Palace,Away,19593,19197.0,Jason Puncheon,jason-puncheon,M,False,1.0,,3.0,13.0,11.0,23.0,,,10.0,,,,6.0,,,3.0,11.0,5.0,,,1.0,,,,,,,,79.0,1.0,1.0,,,,,,6.1,,,1.0,1.0,3.0,3.0,,9.0,,25.0,14.0,36.0,2,3.0,56.0,1.0,,2.0
2015-16,6768119,12,31,Crystal_Palace,Away,20278,19188.0,Scott Dann,scott-dann,D,False,,,3.0,4.0,6.0,10.0,1.0,3.0,1.0,,,,,,,,1.0,4.0,,,,,1.0,,,,,,90.0,2.0,3.0,,,,,,7.5,,,,7.0,,,,9.0,,10.0,9.0,19.0,2,,32.0,,1.0,
2015-16,6768119,12,31,Crystal_Palace,Away,38130,49438.0,Jordon Mutch,jordon-mutch,M,True,,,1.0,2.0,,2.0,1.0,,1.0,,,,1.0,,,,2.0,1.0,,,,,,,,1.0,,,3.0,,,,,,,,6.6,,,,,,,,1.0,,3.0,,3.0,0,1.0,5.0,,,
2015-16,6768119,12,31,Crystal_Palace,Away,39183,55494.0,Joel Ward,joel-ward,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768119,12,31,Crystal_Palace,Away,39282,50471.0,James McArthur,james-mcarthur,M,False,,,4.0,12.0,14.0,26.0,1.0,,7.0,,,,4.0,,,2.0,7.0,2.0,,,,,,,,4.0,1.0,,90.0,,1.0,,,,,,6.5,,,,1.0,,,,6.0,,16.0,16.0,32.0,0,2.0,47.0,1.0,,
2015-16,6768119,12,31,Crystal_Palace,Away,39472,58786.0,Martin Kelly,martin-kelly,D,False,,,3.0,7.0,7.0,14.0,,1.0,1.0,,,,1.0,,,,1.0,2.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,6.6,,,,6.0,,1.0,,5.0,,13.0,8.0,20.0,0,1.0,35.0,,,
2015-16,6768119,12,31,Crystal_Palace,Away,46620,55452.0,Yannick Bolasie,yannick-bolasie,F,False,1.0,,,10.0,3.0,12.0,2.0,,5.0,,,,2.0,,,3.0,13.0,3.0,,,2.0,,1.0,,,,,,90.0,1.0,,,,,,,6.2,,,,5.0,6.0,4.0,,,2.0,19.0,3.0,18.0,1,1.0,45.0,4.0,,2.0
2015-16,6768119,12,31,Crystal_Palace,Away,50485,59125.0,Connor Wickham,connor-wickham,F,True,,,,1.0,4.0,5.0,3.0,,1.0,,,,,,,,4.0,2.0,,,1.0,,,,,,,,25.0,,,,,,,,6.5,,,,1.0,,,,,,3.0,4.0,7.0,0,1.0,15.0,4.0,1.0,
2015-16,6768119,12,31,Crystal_Palace,Away,51455,44343.0,Bakary Sako,bakary-sako,F,False,,,1.0,8.0,8.0,16.0,2.0,1.0,6.0,,1.0,,,,,2.0,4.0,4.0,,,,,,,,,,,65.0,,,,,,,,6.5,,,1.0,1.0,1.0,1.0,,3.0,,12.0,9.0,20.0,1,2.0,32.0,1.0,,1.0
2015-16,6768119,12,31,Crystal_Palace,Away,84686,79228.0,Pape Souaré,pape-souare,M,False,,,3.0,7.0,11.0,18.0,,,3.0,,,,,,,2.0,3.0,3.0,,,1.0,,,,,3.0,1.0,,90.0,,,,,,,,6.7,,,,5.0,1.0,3.0,,6.0,,15.0,11.0,23.0,0,2.0,58.0,2.0,,1.0
2015-16,6768119,12,31,Crystal_Palace,Away,111850,82403.0,Wilfried Zaha,wilfried-zaha,M,False,1.0,,,7.0,4.0,10.0,,1.0,7.0,1.0,,,2.0,,,4.0,14.0,15.0,,,1.0,,,,,,2.0,,90.0,,,,,,,,6.7,,,,,16.0,2.0,,1.0,,10.0,6.0,14.0,0,3.0,49.0,1.0,2.0,9.0
2015-16,6768119,12,31,Crystal_Palace,Away,204336,106617.0,Patrick Bamford,patrick-bamford,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768122,13,31,Crystal_Palace,Home,631,11554.0,Julián Speroni,julian-speroni,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768122,13,31,Crystal_Palace,Home,3233,15675.0,Marouane Chamakh,marouane-chamakh,F,True,,,,5.0,1.0,6.0,,2.0,1.0,,,,1.0,,,,2.0,2.0,,,1.0,,,,,,2.0,,14.0,,,,,,,,6.7,,,,,,,,,,8.0,1.0,9.0,0,,10.0,1.0,,
2015-16,6768122,13,31,Crystal_Palace,Home,3574,27341.0,Yohan Cabaye,yohan-cabaye,M,False,1.0,,8.0,35.0,19.0,53.0,,,7.0,,,1.0,1.0,1.0,,1.0,2.0,3.0,,,,,,,,5.0,2.0,,90.0,2.0,1.0,,,,,,7.9,,,2.0,1.0,,12.0,,9.0,,50.0,19.0,57.0,5,1.0,87.0,1.0,2.0,
2015-16,6768122,13,31,Crystal_Palace,Home,9921,18805.0,Joe Ledley,joe-ledley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768122,13,31,Crystal_Palace,Home,10038,7906.0,Damien Delaney,damien-delaney,D,False,,,4.0,8.0,22.0,30.0,3.0,3.0,4.0,,,,2.0,,,,6.0,5.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,6.6,,,1.0,6.0,,1.0,,6.0,,12.0,22.0,33.0,1,1.0,47.0,,1.0,
2015-16,6768122,13,31,Crystal_Palace,Home,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,False,,1.0,9.0,6.0,10.0,16.0,,,9.0,,,,1.0,,,,1.0,,,,,,,2.0,,,,,90.0,,,,,,,,6.5,1.0,2.0,,1.0,,,2.0,17.0,,14.0,10.0,24.0,0,,35.0,,,
2015-16,6768122,13,31,Crystal_Palace,Home,19593,19197.0,Jason Puncheon,jason-puncheon,M,False,1.0,,1.0,15.0,8.0,22.0,,2.0,5.0,,,2.0,1.0,,,3.0,6.0,2.0,,,2.0,,,,,1.0,2.0,,45.0,,,,,,,,6.6,,,,,,3.0,,2.0,,18.0,10.0,25.0,2,,38.0,2.0,,
2015-16,6768122,13,31,Crystal_Palace,Home,20278,19188.0,Scott Dann,scott-dann,D,False,,,5.0,14.0,21.0,35.0,5.0,2.0,4.0,,,,,,,,7.0,4.0,1.0,,2.0,,,,,1.0,,,90.0,,,,,,,,6.3,,,,4.0,,,,9.0,,20.0,22.0,42.0,0,2.0,51.0,,,
2015-16,6768122,13,31,Crystal_Palace,Home,24685,59115.0,Mile Jedinak,mile-jedinak,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768122,13,31,Crystal_Palace,Home,39183,55494.0,Joel Ward,joel-ward,D,False,1.0,,1.0,27.0,11.0,37.0,,1.0,3.0,,,,2.0,,,,7.0,5.0,,,4.0,,,,,1.0,,,90.0,,1.0,,,,,,6.4,,,1.0,1.0,1.0,4.0,,6.0,,39.0,12.0,47.0,1,3.0,69.0,2.0,1.0,
2015-16,6768122,13,31,Crystal_Palace,Home,39282,50471.0,James McArthur,james-mcarthur,M,False,,,11.0,34.0,28.0,62.0,,,9.0,,,,2.0,,,,2.0,4.0,,,,,,,,2.0,2.0,,90.0,2.0,,,,,,,7.7,,,,,,1.0,,14.0,,42.0,31.0,72.0,2,4.0,85.0,,,
2015-16,6768122,13,31,Crystal_Palace,Home,39472,58786.0,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768122,13,31,Crystal_Palace,Home,46620,55452.0,Yannick Bolasie,yannick-bolasie,F,False,1.0,,,17.0,9.0,25.0,3.0,1.0,5.0,,,,1.0,,,3.0,14.0,8.0,,,3.0,,,,,1.0,,,90.0,2.0,,,,,,,6.0,,,,2.0,9.0,11.0,,,,30.0,11.0,30.0,2,1.0,67.0,2.0,2.0,4.0
2015-16,6768122,13,31,Crystal_Palace,Home,50485,59125.0,Connor Wickham,connor-wickham,F,False,,,,9.0,2.0,11.0,4.0,4.0,4.0,,,1.0,,,,4.0,9.0,7.0,,,1.0,,,,,,,,76.0,,1.0,,,,,,6.8,,,2.0,2.0,,1.0,,1.0,,18.0,5.0,22.0,3,2.0,39.0,,1.0,
2015-16,6768122,13,31,Crystal_Palace,Home,51455,44343.0,Bakary Sako,bakary-sako,F,True,1.0,,,6.0,1.0,6.0,2.0,,,,,,,,,1.0,4.0,,,,1.0,,,,,,,,24.0,,,,,,,,6.3,,,1.0,,,4.0,,,,9.0,1.0,6.0,1,,13.0,,,
2015-16,6768122,13,31,Crystal_Palace,Home,84686,79228.0,Pape Souaré,pape-souare,M,False,,,4.0,22.0,18.0,40.0,1.0,2.0,7.0,,,,1.0,,,1.0,3.0,3.0,,,1.0,,,,,1.0,3.0,,90.0,,,,,,,,6.7,,,,4.0,,3.0,,7.0,,33.0,20.0,50.0,0,1.0,78.0,2.0,,
2015-16,6768122,13,31,Crystal_Palace,Home,111850,82403.0,Wilfried Zaha,wilfried-zaha,M,False,3.0,,,23.0,,20.0,2.0,1.0,3.0,,,,,,,2.0,10.0,11.0,,,2.0,,,,,,2.0,,90.0,1.0,,,,,,,7.0,,,1.0,1.0,10.0,8.0,,,1.0,32.0,1.0,25.0,2,,63.0,3.0,4.0,6.0
2015-16,6768122,13,31,Crystal_Palace,Home,204336,106617.0,Patrick Bamford,patrick-bamford,F,True,,,,6.0,2.0,8.0,,,2.0,,,,,,,,1.0,,,,,,,,,,1.0,,21.0,,,,,,,,6.4,,,,,1.0,,,,,8.0,2.0,10.0,0,,12.0,1.0,,
2015-16,6768142,14,31,Crystal_Palace,Home,631,11554.0,Julián Speroni,julian-speroni,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768142,14,31,Crystal_Palace,Home,3233,15675.0,Marouane Chamakh,marouane-chamakh,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768142,14,31,Crystal_Palace,Home,3574,27341.0,Yohan Cabaye,yohan-cabaye,M,False,2.0,,5.0,17.0,18.0,33.0,,,5.0,,,,,,,,1.0,4.0,,,1.0,,,,,3.0,2.0,,75.0,,,,,,,,7.8,,,,,1.0,3.0,,6.0,,21.0,18.0,36.0,0,2.0,51.0,,1.0,1.0
2015-16,6768142,14,31,Crystal_Palace,Home,9921,18805.0,Joe Ledley,joe-ledley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768142,14,31,Crystal_Palace,Home,10038,7906.0,Damien Delaney,damien-delaney,D,False,,,8.0,9.0,36.0,45.0,2.0,5.0,8.0,1.0,,,,,,,2.0,7.0,,,,1.0,,,,2.0,1.0,,90.0,,,,,,,,7.7,,,,8.0,,,,13.0,,14.0,37.0,51.0,0,1.0,64.0,,1.0,
2015-16,6768142,14,31,Crystal_Palace,Home,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,False,,,7.0,6.0,6.0,12.0,,,5.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,6.4,,1.0,,,,,,18.0,,15.0,8.0,23.0,0,,31.0,,,
2015-16,6768142,14,31,Crystal_Palace,Home,19593,19197.0,Jason Puncheon,jason-puncheon,M,False,2.0,,5.0,28.0,13.0,39.0,,,14.0,,,,2.0,,,2.0,4.0,1.0,,,,,,,,,2.0,,90.0,1.0,,,,,,,6.6,,,1.0,,,10.0,,9.0,,45.0,15.0,50.0,2,1.0,70.0,3.0,,
2015-16,6768142,14,31,Crystal_Palace,Home,20278,19188.0,Scott Dann,scott-dann,D,False,,,6.0,8.0,25.0,33.0,2.0,,6.0,,,,,,,,2.0,2.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,6.9,,,,4.0,,,,11.0,,14.0,26.0,40.0,0,2.0,49.0,,,
2015-16,6768142,14,31,Crystal_Palace,Home,24685,59115.0,Mile Jedinak,mile-jedinak,D,True,,,,2.0,13.0,15.0,,3.0,,,,,,,,,,5.0,,,,,,,,2.0,,,23.0,,,,,,,,7.0,,,,,,,,,,3.0,13.0,16.0,0,1.0,21.0,,1.0,
2015-16,6768142,14,31,Crystal_Palace,Home,38639,75773.0,Chung-yong Lee,chung-yong-lee,M,True,,,,5.0,,5.0,1.0,1.0,,,,,,,,1.0,2.0,4.0,,,,,,,,,,,15.0,,,,,,,,6.7,,,,,,1.0,,,,6.0,,5.0,0,2.0,11.0,1.0,1.0,
2015-16,6768142,14,31,Crystal_Palace,Home,39183,55494.0,Joel Ward,joel-ward,D,False,,,1.0,23.0,12.0,35.0,,3.0,6.0,,,,1.0,,,1.0,4.0,10.0,,,2.0,,,,,,,,90.0,1.0,1.0,,,,,,7.1,,,,2.0,2.0,1.0,,3.0,,29.0,13.0,41.0,1,5.0,66.0,,,2.0
2015-16,6768142,14,31,Crystal_Palace,Home,39282,50471.0,James McArthur,james-mcarthur,M,False,,,2.0,21.0,26.0,47.0,,,9.0,,,,4.0,,,1.0,8.0,5.0,,,1.0,,2.0,,,3.0,1.0,,90.0,2.0,,,,,,,8.2,,,1.0,,4.0,,,3.0,,24.0,27.0,51.0,3,2.0,71.0,1.0,1.0,2.0
2015-16,6768142,14,31,Crystal_Palace,Home,39472,58786.0,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768142,14,31,Crystal_Palace,Home,46620,55452.0,Yannick Bolasie,yannick-bolasie,F,False,3.0,,2.0,30.0,6.0,33.0,1.0,,4.0,,,1.0,1.0,,,2.0,7.0,7.0,,,,,2.0,,,,2.0,,90.0,3.0,,,,,,,8.6,,,1.0,2.0,7.0,8.0,,4.0,2.0,39.0,9.0,40.0,5,1.0,72.0,2.0,2.0,4.0
2015-16,6768142,14,31,Crystal_Palace,Home,50485,59125.0,Connor Wickham,connor-wickham,F,False,,,4.0,17.0,5.0,22.0,7.0,5.0,1.0,,,1.0,,,,,8.0,7.0,,,1.0,2.0,,,,,4.0,,86.0,,1.0,,,,,,8.1,,,2.0,,2.0,,,4.0,,23.0,5.0,28.0,3,1.0,37.0,,1.0,1.0
2015-16,6768142,14,31,Crystal_Palace,Home,84686,79228.0,Pape Souaré,pape-souare,M,False,,,1.0,17.0,22.0,39.0,,,7.0,,,1.0,1.0,,,,3.0,3.0,,,,,,,,3.0,1.0,,90.0,,1.0,,,,,,6.6,,,1.0,1.0,2.0,2.0,,5.0,,26.0,23.0,47.0,2,,73.0,,3.0,
2015-16,6768142,14,31,Crystal_Palace,Home,111850,82403.0,Wilfried Zaha,wilfried-zaha,M,False,2.0,,,9.0,7.0,14.0,,,5.0,,,2.0,,,,1.0,8.0,6.0,,,2.0,,1.0,,,1.0,2.0,,67.0,1.0,,,,,,,7.2,,,,,10.0,6.0,,,,15.0,8.0,17.0,3,,49.0,2.0,2.0,4.0
2015-16,6768142,14,31,Crystal_Palace,Home,204336,106617.0,Patrick Bamford,patrick-bamford,F,True,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,,,,,,,,6.6,,,,,,,,,1.0,4.0,,4.0,0,,5.0,,,
2015-16,6768146,15,31,Crystal_Palace,Away,631,11554.0,Julián Speroni,julian-speroni,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768146,15,31,Crystal_Palace,Away,3233,15675.0,Marouane Chamakh,marouane-chamakh,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768146,15,31,Crystal_Palace,Away,3574,27341.0,Yohan Cabaye,yohan-cabaye,M,False,,,5.0,21.0,11.0,32.0,,,5.0,,,,2.0,,,1.0,5.0,,,,1.0,,,,,3.0,1.0,,77.0,,,,,,,,6.8,,,1.0,1.0,1.0,2.0,,6.0,,25.0,12.0,35.0,1,,50.0,1.0,,
2015-16,6768146,15,31,Crystal_Palace,Away,10038,7906.0,Damien Delaney,damien-delaney,D,False,,,1.0,4.0,6.0,10.0,,2.0,3.0,,,,,,,,,5.0,,,,,,,,4.0,,,90.0,,3.0,,,,,,7.4,,,1.0,10.0,2.0,,,7.0,,10.0,7.0,17.0,1,1.0,40.0,,,2.0
2015-16,6768146,15,31,Crystal_Palace,Away,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,False,,,9.0,8.0,3.0,11.0,,,11.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,6.8,1.0,3.0,,1.0,,,,24.0,,23.0,3.0,26.0,0,,31.0,,,
2015-16,6768146,15,31,Crystal_Palace,Away,19593,19197.0,Jason Puncheon,jason-puncheon,M,False,4.0,,2.0,19.0,16.0,31.0,,1.0,11.0,,,,2.0,,,3.0,12.0,4.0,,,2.0,1.0,,,,1.0,6.0,,90.0,1.0,,,,,,,7.2,,,,,7.0,5.0,,3.0,,24.0,20.0,39.0,1,1.0,58.0,,,2.0
2015-16,6768146,15,31,Crystal_Palace,Away,20278,19188.0,Scott Dann,scott-dann,D,False,,,3.0,7.0,15.0,22.0,,3.0,5.0,,,,,,,,,4.0,,,,,1.0,,,5.0,,,90.0,1.0,,,,,,,7.9,,,,5.0,1.0,,,7.0,,11.0,16.0,27.0,1,,39.0,,,1.0
2015-16,6768146,15,31,Crystal_Palace,Away,24685,59115.0,Mile Jedinak,mile-jedinak,D,False,,,1.0,15.0,24.0,39.0,,6.0,3.0,,,,1.0,,,,3.0,11.0,,,2.0,,,,,3.0,,,90.0,,,,,,,,7.8,,,3.0,10.0,,,,4.0,,21.0,26.0,47.0,3,5.0,71.0,2.0,,
2015-16,6768146,15,31,Crystal_Palace,Away,27771,28541.0,Fraizer Campbell,fraizer-campbell,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768146,15,31,Crystal_Palace,Away,38130,49438.0,Jordon Mutch,jordon-mutch,M,True,,,1.0,6.0,,6.0,,,3.0,,,,,,,,,6.0,,,,,,,,,,,13.0,,,,,,,,7.4,,,1.0,,2.0,1.0,,1.0,,8.0,,7.0,1,4.0,17.0,1.0,,2.0
2015-16,6768146,15,31,Crystal_Palace,Away,39183,55494.0,Joel Ward,joel-ward,D,False,1.0,,4.0,6.0,9.0,14.0,,,4.0,,,,,,,2.0,4.0,5.0,,,2.0,,,,,2.0,,,90.0,,2.0,,,,,,7.0,,,,3.0,,1.0,,5.0,,9.0,9.0,17.0,0,4.0,39.0,1.0,1.0,
2015-16,6768146,15,31,Crystal_Palace,Away,39282,50471.0,James McArthur,james-mcarthur,M,False,,,2.0,21.0,17.0,38.0,2.0,,12.0,,,,5.0,,,,9.0,4.0,,,1.0,,,,,2.0,2.0,,90.0,,1.0,,,,,,6.6,,,1.0,,1.0,1.0,,5.0,,28.0,20.0,47.0,1,4.0,64.0,1.0,,
2015-16,6768146,15,31,Crystal_Palace,Away,39472,58786.0,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768146,15,31,Crystal_Palace,Away,46620,55452.0,Yannick Bolasie,yannick-bolasie,F,False,1.0,,,8.0,5.0,12.0,,,5.0,1.0,,1.0,3.0,,,2.0,9.0,7.0,,,,,,,,,1.0,,90.0,1.0,,,,,,,6.9,,,1.0,,7.0,9.0,,1.0,3.0,22.0,7.0,20.0,3,3.0,52.0,3.0,1.0,3.0
2015-16,6768146,15,31,Crystal_Palace,Away,50485,59125.0,Connor Wickham,connor-wickham,F,False,,,1.0,14.0,5.0,19.0,2.0,1.0,5.0,,1.0,,1.0,,,,6.0,6.0,,,3.0,,,,1.0,1.0,1.0,,77.0,2.0,,,,,,,7.0,,,,5.0,4.0,1.0,,1.0,,17.0,6.0,22.0,2,1.0,46.0,8.0,1.0,3.0
2015-16,6768146,15,31,Crystal_Palace,Away,84686,79228.0,Pape Souaré,pape-souare,M,False,,,3.0,8.0,7.0,15.0,,,5.0,,,,,,,1.0,2.0,2.0,,,,,,,,3.0,,,90.0,,1.0,,,,,,6.8,,,,4.0,1.0,1.0,,6.0,,11.0,11.0,21.0,0,2.0,55.0,1.0,,
2015-16,6768146,15,31,Crystal_Palace,Away,204336,106617.0,Patrick Bamford,patrick-bamford,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768146,15,31,Crystal_Palace,Away,232118,104547.0,Dwight Gayle,dwight-gayle,F,True,,,,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,,1.0,3.0,2.0,,,,,,,,1.0,,,13.0,,,,,,,,6.1,,,,1.0,1.0,,,3.0,,2.0,4.0,6.0,0,,11.0,,1.0,
2015-16,6768160,16,31,Crystal_Palace,Home,3233,15675.0,Marouane Chamakh,marouane-chamakh,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768160,16,31,Crystal_Palace,Home,3574,27341.0,Yohan Cabaye,yohan-cabaye,M,False,2.0,,3.0,23.0,9.0,30.0,,,8.0,,,,1.0,,,1.0,4.0,3.0,,,2.0,,1.0,,,3.0,4.0,,90.0,2.0,,,,,,,7.9,,,,1.0,,9.0,,7.0,,36.0,10.0,37.0,2,2.0,61.0,1.0,1.0,
2015-16,6768160,16,31,Crystal_Palace,Home,10038,7906.0,Damien Delaney,damien-delaney,D,False,,,2.0,2.0,8.0,10.0,,4.0,3.0,,,,,,,,2.0,6.0,,,2.0,,,,,1.0,,,90.0,,1.0,,,,,,7.4,,,,20.0,,,,11.0,,11.0,9.0,20.0,0,,45.0,,2.0,
2015-16,6768160,16,31,Crystal_Palace,Home,10597,20145.0,Adrian Mariappa,adrian-mariappa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768160,16,31,Crystal_Palace,Home,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,False,,,9.0,8.0,2.0,10.0,,,11.0,,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,,,,7.4,2.0,3.0,,,,,,30.0,,27.0,4.0,31.0,0,,40.0,,,
