playerId,playerName,position,team_name,team_id,nationality,season,expectedGoalsOnTargetConceded,successfulLaunches,expectedAssists,totalClearances,goalsConceded,totalRedCards,catches,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,drops,savesMadeFromOutsideBox,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,groundDuels,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,cleanSheets,leftsidePasses,successfulLongPasses,timePlayed,touches,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,aerialDuelsLost,totalTouchesInOppositionBox,penaltyGoalsConceded,keyPassesAttemptAssists,shotsBlockedInBox,groundDuelsLost,putthroughBlockedDistributionWon,homeGoals,oboxTarget,tacklesLost,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,aerialDuelsWon,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,offsides,iboxTarget,shotsOnTargetInBox,throwInsToOppositionPlayer,rightFootGoals,leftFootGoals,handballsConceded,successfulCornersIntoBox,hitWoodwork,foulWonPenalty,unsuccessfulLayoffs,penaltiesTaken,penaltyGoals,penaltiesSaved,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,goalkeeperSmother,crossesNotClaimed,savesMadeParried,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesConceded,ownGoalScored,lastPlayerTackle,secondGoalAssists,redCards2ndYellow,otherGoals,setPiecesGoals
243016,Alexis Mac Allister,Midfielder,Liverpool,14,Argentina,2023-24,31.9432,7.0,4.8946,25.0,34.0,1.0,,537.0,,47.0,3.0,388.0,572.0,195.0,33.0,,,33.0,1034.0,31.0,30.0,235.0,1927.0,,328.0,1.0,,1880.0,343.0,,4.0,487.0,61.0,2609.0,2449.0,195.0,4.0,89.0,164.0,7.0,668.0,1631.0,,7.0,45.0,52.0,193.0,4.0,19.0,9.0,3.0,3.5079,99.0,25.0,14.0,190.0,5.0,28.0,15.0,5.0,1.0,16.0,2.0,11.0,60.0,3.0,10.0,29.0,34.0,,42.0,3.0,164.0,57.0,4.0,3.0,44.0,12.0,1.0,22.0,47.0,3.0,31.0,16.0,9.0,55.0,18.0,8.0,53.0,35.0,5.0,,331.0,2.0,13.0,16.0,42.0,3.6608,,1.0,1.0,,4.0,,1.0,6.0,1.0,,1.0,1.0,1.0,,,,,,,,,2.0,2.0,0.1698,,,2.0,,,,
491970,Bobby Clark,Midfielder,Liverpool,14,England,2023-24,0.8934,,0.0111,1.0,,0.0,,16.0,,3.0,0.0,21.0,10.0,6.0,5.0,,,5.0,22.0,1.0,,11.0,49.0,,20.0,0.0,,49.0,23.0,,,8.0,1.0,87.0,79.0,5.0,,6.0,5.0,,16.0,37.0,,0.0,1.0,3.0,16.0,,1.0,,,,2.0,1.0,,10.0,,1.0,,,,,4.0,,1.0,,,1.0,7.0,,,1.0,15.0,4.0,,,1.0,3.0,,,9.0,1.0,,1.0,1.0,1.0,,2.0,4.0,1.0,,,15.0,,1.0,,3.0,0.1365,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
206915,Curtis Jones,Midfielder,Liverpool,14,England,2023-24,12.111,,1.0553,7.0,17.0,1.0,,223.0,,14.0,0.0,147.0,154.0,72.0,23.0,,,23.0,417.0,14.0,15.0,64.0,750.0,,128.0,1.0,,745.0,130.0,,,170.0,12.0,1168.0,980.0,63.0,2.0,27.0,56.0,5.0,270.0,674.0,,3.0,12.0,14.0,84.0,1.0,7.0,6.0,3.0,1.7021,27.0,12.0,4.0,52.0,1.0,5.0,3.0,1.0,0.0,2.0,9.0,1.0,19.0,2.0,1.0,12.0,42.0,,10.0,5.0,72.0,22.0,1.0,2.0,13.0,10.0,,3.0,43.0,5.0,7.0,6.0,7.0,14.0,15.0,,16.0,7.0,,,203.0,20.0,9.0,2.0,10.0,2.628,5.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
424876,Dominik Szoboszlai,Midfielder,Liverpool,14,Hungary,2023-24,24.2062,2.0,5.0557,13.0,23.0,0.0,,305.0,,29.0,1.0,234.0,333.0,171.0,33.0,,,33.0,757.0,25.0,19.0,178.0,1399.0,,200.0,0.0,,1325.0,355.0,,4.0,400.0,54.0,2108.0,1897.0,97.0,4.0,59.0,83.0,12.0,492.0,1167.0,,1.0,25.0,52.0,137.0,7.0,23.0,15.0,4.0,2.8714,32.0,37.0,3.0,153.0,2.0,19.0,44.0,3.0,1.0,17.0,8.0,66.0,34.0,9.0,28.0,20.0,75.0,1.0,54.0,6.0,117.0,35.0,2.0,9.0,13.0,27.0,1.0,85.0,54.0,6.0,14.0,22.0,25.0,19.0,24.0,2.0,29.0,15.0,35.0,,361.0,31.0,13.0,17.0,15.0,3.6923,3.0,3.0,3.0,,1.0,1.0,,23.0,,2.0,,,,,,,,,,,,7.0,7.0,0.2739,,,,,,,
444884,Harvey Elliott,Midfielder,Liverpool,14,England,2023-24,13.0048,3.0,4.6153,6.0,13.0,0.0,,97.0,,13.0,1.0,117.0,223.0,78.0,34.0,,,34.0,561.0,11.0,12.0,111.0,904.0,,95.0,0.0,,888.0,198.0,,,320.0,40.0,1337.0,1178.0,58.0,1.0,44.0,49.0,15.0,254.0,753.0,,2.0,24.0,24.0,59.0,14.0,19.0,17.0,3.0,2.4264,27.0,30.0,3.0,87.0,6.0,11.0,30.0,3.0,1.0,13.0,23.0,19.0,22.0,8.0,22.0,13.0,74.0,,31.0,6.0,46.0,27.0,2.0,8.0,10.0,10.0,,40.0,19.0,6.0,9.0,13.0,12.0,17.0,9.0,,7.0,6.0,10.0,,264.0,10.0,7.0,13.0,6.0,2.7157,1.0,6.0,6.0,,,3.0,1.0,6.0,3.0,1.0,1.0,,,,,,,,,,,2.0,2.0,0.1726,,,,,,,
491501,James McConnell,Midfielder,Liverpool,14,England,2023-24,,1.0,0.0003,,,0.0,,3.0,,1.0,0.0,2.0,1.0,,3.0,,,3.0,1.0,,,1.0,6.0,,2.0,0.0,,6.0,2.0,,,,1.0,3.0,10.0,1.0,,2.0,1.0,,4.0,4.0,,0.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441266,Ryan Gravenberch,Midfielder,Liverpool,14,Netherlands,2023-24,15.63,,1.3639,11.0,17.0,0.0,,137.0,,15.0,1.0,159.0,153.0,74.0,26.0,,,26.0,281.0,12.0,15.0,82.0,493.0,,135.0,0.0,,488.0,171.0,,,90.0,6.0,1120.0,748.0,74.0,2.0,32.0,64.0,1.0,130.0,405.0,,0.0,4.0,16.0,85.0,,7.0,8.0,1.0,1.1905,26.0,16.0,4.0,78.0,,7.0,4.0,1.0,1.0,4.0,14.0,,24.0,5.0,,14.0,45.0,,16.0,3.0,71.0,18.0,0.0,5.0,14.0,22.0,,4.0,35.0,3.0,10.0,8.0,6.0,12.0,23.0,2.0,20.0,14.0,,,113.0,4.0,11.0,4.0,18.0,1.9889,,2.0,2.0,,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,
535928,Stefan Bajcetic,Midfielder,Liverpool,14,Spain,2023-24,1.5295,,0.0003,,2.0,0.0,,3.0,,2.0,0.0,9.0,5.0,2.0,1.0,,,1.0,2.0,,2.0,3.0,10.0,,9.0,0.0,,10.0,3.0,,,,,26.0,16.0,6.0,,1.0,6.0,,5.0,7.0,,0.0,,1.0,3.0,,,,,,4.0,,,3.0,,,,,,,1.0,,,,,,,,,,3.0,,,,3.0,,,,,,,,,1.0,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61558,Thiago Alcântara,Midfielder,Liverpool,14,Spain,2023-24,0.0382,,0.0018,,1.0,0.0,,4.0,,,0.0,,1.0,,1.0,,,1.0,4.0,,1.0,3.0,10.0,,,0.0,,9.0,3.0,,,4.0,1.0,5.0,10.0,,,,,,3.0,6.0,,0.0,1.0,2.0,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591386,Trey Nyoni,Midfielder,Liverpool,14,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158983,Wataru Endo,Midfielder,Liverpool,14,Japan,2023-24,18.2084,4.0,1.5052,30.0,16.0,0.0,,369.0,,25.0,0.0,259.0,369.0,108.0,29.0,,,29.0,593.0,20.0,15.0,152.0,1305.0,,201.0,0.0,,1291.0,213.0,,5.0,338.0,28.0,1719.0,1579.0,114.0,1.0,41.0,83.0,12.0,562.0,1125.0,,10.0,21.0,57.0,145.0,2.0,4.0,3.0,1.0,0.9281,48.0,6.0,5.0,131.0,,14.0,2.0,1.0,0.0,3.0,9.0,,58.0,2.0,2.0,27.0,9.0,,16.0,1.0,118.0,22.0,1.0,2.0,20.0,5.0,,2.0,27.0,1.0,31.0,3.0,6.0,28.0,10.0,2.0,50.0,20.0,,,229.0,2.0,9.0,3.0,37.0,0.5287,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
437742,Albert Sambi Lokonga,Midfielder,Luton,102,Belgium,2023-24,26.2336,3.0,0.7775,14.0,31.0,0.0,,170.0,,27.0,0.0,134.0,208.0,64.0,17.0,,,17.0,335.0,16.0,26.0,80.0,740.0,,109.0,0.0,,686.0,128.0,,,241.0,41.0,1308.0,952.0,82.0,5.0,13.0,66.0,10.0,326.0,619.0,,4.0,21.0,28.0,52.0,1.0,4.0,2.0,1.0,0.5892,29.0,4.0,5.0,59.0,3.0,3.0,7.0,1.0,1.0,3.0,1.0,2.0,25.0,1.0,1.0,9.0,11.0,2.0,6.0,1.0,43.0,10.0,0.0,1.0,11.0,7.0,1.0,12.0,18.0,1.0,16.0,2.0,1.0,18.0,11.0,13.0,18.0,11.0,2.0,3.0,121.0,8.0,8.0,3.0,14.0,0.6187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244262,Alfie Doughty,Midfielder,Luton,102,England,2023-24,68.6053,12.0,5.395,36.0,74.0,0.0,,356.0,,9.0,0.0,252.0,403.0,185.0,37.0,,,37.0,487.0,34.0,67.0,270.0,1090.0,,217.0,0.0,,1050.0,659.0,,2.0,92.0,66.0,2937.0,2095.0,128.0,7.0,102.0,105.0,47.0,422.0,754.0,,5.0,103.0,63.0,124.0,31.0,13.0,8.0,6.0,1.4162,63.0,13.0,,167.0,8.0,,109.0,2.0,1.0,5.0,3.0,151.0,35.0,,89.0,12.0,80.0,4.0,62.0,8.0,112.0,42.0,1.0,,23.0,24.0,,251.0,37.0,8.0,23.0,5.0,45.0,40.0,33.0,9.0,31.0,31.0,110.0,2.0,239.0,212.0,16.0,5.0,18.0,1.3106,13.0,6.0,6.0,37.0,,2.0,1.0,41.0,,,1.0,,,,,,,,,,,2.0,2.0,0.0964,,,,1.0,,,1.0
193195,Allan Campbell,Midfielder,Luton,102,Scotland,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60252,Andros Townsend,Midfielder,Luton,102,England,2023-24,24.8897,1.0,1.8105,9.0,27.0,0.0,,53.0,,12.0,1.0,125.0,77.0,68.0,27.0,,,27.0,206.0,14.0,26.0,69.0,349.0,,115.0,0.0,,337.0,203.0,,,113.0,15.0,1209.0,631.0,49.0,1.0,34.0,49.0,10.0,91.0,265.0,,1.0,20.0,18.0,76.0,13.0,9.0,7.0,,1.8086,21.0,11.0,1.0,49.0,3.0,9.0,52.0,1.0,0.0,7.0,13.0,8.0,10.0,5.0,17.0,10.0,21.0,,15.0,2.0,66.0,12.0,1.0,5.0,8.0,14.0,1.0,57.0,40.0,2.0,,4.0,10.0,13.0,16.0,,13.0,5.0,4.0,,106.0,7.0,13.0,7.0,8.0,1.2179,2.0,1.0,1.0,,,,1.0,3.0,,,1.0,,,,,,,,,,,2.0,2.0,0.1255,,,,,,,
647597,Dominic Martins,Midfielder,Luton,102,Portugal,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608060,Jayden Luker,Midfielder,Luton,102,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96784,Jordan Clark,Midfielder,Luton,102,England,2023-24,32.5916,4.0,1.1695,14.0,41.0,0.0,,121.0,,26.0,0.0,186.0,144.0,59.0,23.0,,,23.0,198.0,14.0,36.0,125.0,483.0,,153.0,0.0,,452.0,216.0,,,117.0,25.0,1306.0,753.0,86.0,5.0,39.0,68.0,9.0,167.0,333.0,,4.0,24.0,35.0,100.0,7.0,8.0,4.0,2.0,1.0345,30.0,9.0,1.0,101.0,1.0,5.0,16.0,1.0,0.0,2.0,9.0,,33.0,1.0,7.0,15.0,46.0,2.0,11.0,6.0,85.0,21.0,1.0,1.0,13.0,24.0,,16.0,45.0,6.0,18.0,5.0,12.0,17.0,12.0,3.0,14.0,11.0,,,101.0,4.0,10.0,2.0,12.0,1.0019,5.0,2.0,2.0,1.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
82738,Luke Berry,Midfielder,Luton,102,England,2023-24,8.3376,,0.1469,1.0,8.0,0.0,,24.0,,7.0,0.0,41.0,29.0,8.0,17.0,,,17.0,34.0,2.0,8.0,27.0,89.0,,26.0,0.0,,83.0,44.0,,,17.0,3.0,311.0,155.0,23.0,,8.0,16.0,7.0,29.0,59.0,,1.0,7.0,7.0,18.0,,2.0,4.0,,1.3403,7.0,6.0,,20.0,1.0,1.0,,2.0,0.0,,15.0,6.0,15.0,,1.0,8.0,14.0,1.0,1.0,2.0,10.0,5.0,2.0,,5.0,,,7.0,4.0,2.0,7.0,2.0,2.0,2.0,2.0,1.0,6.0,,5.0,,19.0,1.0,2.0,,2.0,1.0086,,2.0,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
184704,Marvelous Nakamba,Midfielder,Luton,102,Zimbabwe,2023-24,27.1093,2.0,0.491,11.0,24.0,0.0,,114.0,,9.0,0.0,113.0,128.0,90.0,13.0,,,13.0,191.0,13.0,23.0,63.0,415.0,,102.0,0.0,,400.0,86.0,,,120.0,19.0,1133.0,571.0,56.0,1.0,27.0,52.0,7.0,162.0,333.0,,5.0,16.0,21.0,57.0,1.0,1.0,,,,40.0,4.0,,47.0,,2.0,3.0,,,1.0,,,11.0,,1.0,7.0,3.0,1.0,7.0,,50.0,17.0,,,16.0,5.0,,3.0,9.0,,4.0,4.0,1.0,24.0,3.0,6.0,24.0,11.0,,,53.0,3.0,3.0,1.0,18.0,0.1869,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
104047,Pelly Mpanzu,Midfielder,Luton,102,DR Congo,2023-24,28.69,5.0,1.3638,16.0,29.0,0.0,,89.0,,14.0,0.0,102.0,95.0,54.0,27.0,,,27.0,131.0,11.0,27.0,86.0,343.0,,71.0,0.0,,327.0,130.0,,,86.0,16.0,1094.0,518.0,48.0,2.0,21.0,36.0,6.0,129.0,241.0,,1.0,21.0,21.0,54.0,3.0,4.0,1.0,,0.2278,13.0,7.0,,65.0,,7.0,8.0,,,2.0,16.0,2.0,31.0,,3.0,19.0,17.0,1.0,6.0,2.0,35.0,8.0,,,8.0,6.0,,8.0,22.0,2.0,12.0,6.0,7.0,5.0,9.0,7.0,9.0,9.0,,,73.0,8.0,8.0,2.0,6.0,0.6353,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88894,Ross Barkley,Midfielder,Luton,102,England,2023-24,59.4941,1.0,2.6528,48.0,66.0,0.0,,452.0,,40.0,0.0,381.0,442.0,201.0,32.0,,,32.0,665.0,30.0,63.0,218.0,1409.0,,303.0,0.0,,1319.0,375.0,,1.0,326.0,88.0,2622.0,1958.0,195.0,3.0,47.0,151.0,13.0,540.0,1103.0,,6.0,58.0,65.0,186.0,1.0,19.0,19.0,2.0,5.1543,47.0,47.0,4.0,160.0,4.0,24.0,9.0,5.0,3.0,15.0,2.0,16.0,78.0,13.0,14.0,34.0,44.0,3.0,40.0,4.0,152.0,16.0,2.0,13.0,28.0,34.0,1.0,31.0,90.0,4.0,44.0,28.0,9.0,19.0,66.0,9.0,25.0,25.0,10.0,,189.0,13.0,6.0,15.0,14.0,4.1235,,1.0,1.0,1.0,2.0,2.0,,6.0,3.0,,,,,,,,,,,,,6.0,6.0,0.2992,,,,2.0,,,
222677,Tahith Chong,Midfielder,Luton,102,Netherlands,2023-24,43.8565,1.0,1.3822,10.0,51.0,0.0,,110.0,,64.0,0.0,264.0,142.0,104.0,33.0,,,33.0,276.0,20.0,45.0,91.0,500.0,,232.0,0.0,,480.0,256.0,,,122.0,15.0,1986.0,931.0,134.0,6.0,45.0,124.0,9.0,141.0,394.0,,4.0,18.0,23.0,130.0,8.0,16.0,7.0,3.0,2.6504,36.0,15.0,5.0,73.0,,14.0,27.0,4.0,2.0,6.0,13.0,,32.0,1.0,8.0,22.0,60.0,3.0,10.0,10.0,108.0,24.0,2.0,1.0,14.0,32.0,1.0,27.0,72.0,10.0,10.0,8.0,16.0,22.0,25.0,6.0,21.0,8.0,,,126.0,11.0,14.0,6.0,11.0,2.7301,4.0,2.0,2.0,,,3.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,
589114,Zack Nelson,Midfielder,Luton,102,England,2023-24,0.9509,,0.0001,,1.0,0.0,,,,,0.0,1.0,,,2.0,,,2.0,,,1.0,,4.0,,1.0,0.0,,2.0,1.0,,,,,5.0,6.0,1.0,,,1.0,,4.0,4.0,,0.0,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165809,Bernardo Silva,Midfielder,Man City,43,Portugal,2023-24,27.262,3.0,7.9743,12.0,26.0,0.0,,340.0,,26.0,2.0,235.0,379.0,102.0,33.0,,,33.0,1134.0,29.0,22.0,193.0,1824.0,,224.0,0.0,,1764.0,371.0,,9.0,614.0,59.0,2581.0,2304.0,117.0,4.0,65.0,115.0,19.0,514.0,1572.0,,8.0,34.0,34.0,118.0,14.0,8.0,15.0,6.0,5.5444,51.0,26.0,2.0,159.0,9.0,20.0,53.0,6.0,4.0,1.0,4.0,21.0,11.0,4.0,17.0,9.0,155.0,3.0,55.0,7.0,109.0,28.0,2.0,4.0,28.0,21.0,,66.0,55.0,7.0,2.0,11.0,26.0,23.0,38.0,4.0,22.0,17.0,9.0,,491.0,23.0,7.0,1.0,18.0,3.7338,3.0,5.0,5.0,,1.0,5.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
114283,Jack Grealish,Midfielder,Man City,43,England,2023-24,12.8709,,2.8132,4.0,13.0,0.0,,239.0,,41.0,1.0,123.0,93.0,42.0,20.0,,,20.0,394.0,10.0,12.0,68.0,552.0,,115.0,0.0,,546.0,133.0,,1.0,47.0,12.0,1003.0,769.0,75.0,1.0,32.0,71.0,1.0,94.0,472.0,,7.0,4.0,8.0,48.0,3.0,12.0,5.0,,2.2609,13.0,10.0,3.0,64.0,1.0,12.0,11.0,3.0,1.0,4.0,10.0,5.0,8.0,,4.0,4.0,89.0,2.0,25.0,8.0,44.0,11.0,2.0,,5.0,11.0,,12.0,33.0,8.0,4.0,5.0,11.0,8.0,18.0,2.0,6.0,6.0,1.0,,173.0,11.0,3.0,4.0,4.0,2.0772,2.0,2.0,2.0,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,
516250,Jacob Wright,Midfielder,Man City,43,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432714,James McAtee,Midfielder,Man City,43,England,2023-24,52.0978,,2.1431,15.0,66.0,0.0,,61.0,,29.0,2.0,260.0,146.0,96.0,31.0,,,31.0,232.0,20.0,57.0,137.0,489.0,,217.0,0.0,,459.0,315.0,,,133.0,7.0,1827.0,883.0,104.0,9.0,38.0,92.0,5.0,129.0,345.0,,2.0,18.0,23.0,156.0,4.0,8.0,9.0,6.0,3.6947,32.0,18.0,6.0,119.0,3.0,14.0,21.0,3.0,2.0,3.0,11.0,7.0,43.0,,9.0,31.0,74.0,2.0,25.0,5.0,125.0,21.0,1.0,,11.0,52.0,,27.0,92.0,5.0,12.0,9.0,14.0,21.0,33.0,,15.0,11.0,2.0,,149.0,1.0,14.0,3.0,11.0,3.0665,1.0,6.0,6.0,,1.0,2.0,2.0,3.0,,,3.0,1.0,1.0,,,,,,,,,2.0,2.0,0.0942,,,,,,,
155405,Kalvin Phillips,Midfielder,Man City,43,England,2023-24,1.8321,1.0,0.0792,4.0,12.0,1.0,,55.0,,7.0,0.0,63.0,65.0,31.0,12.0,,,12.0,98.0,3.0,9.0,42.0,243.0,,55.0,0.0,,234.0,65.0,,,67.0,13.0,396.0,320.0,30.0,3.0,5.0,23.0,3.0,104.0,188.0,,1.0,12.0,8.0,33.0,1.0,1.0,2.0,,,14.0,4.0,1.0,30.0,,2.0,2.0,,,,9.0,,8.0,,1.0,1.0,2.0,1.0,,1.0,32.0,3.0,,,5.0,6.0,,2.0,11.0,1.0,7.0,2.0,1.0,9.0,2.0,1.0,17.0,6.0,,,56.0,1.0,2.0,,14.0,0.0743,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,1.0,,
61366,Kevin De Bruyne,Midfielder,Man City,43,Belgium,2023-24,9.5734,,7.1338,4.0,8.0,0.0,,211.0,,13.0,1.0,113.0,207.0,54.0,18.0,,,18.0,582.0,15.0,7.0,130.0,804.0,,102.0,0.0,,766.0,296.0,,1.0,192.0,22.0,1227.0,1154.0,43.0,1.0,32.0,37.0,1.0,127.0,652.0,,2.0,8.0,13.0,70.0,20.0,14.0,17.0,3.0,3.5994,14.0,30.0,11.0,122.0,10.0,26.0,54.0,4.0,4.0,11.0,3.0,69.0,11.0,9.0,35.0,5.0,90.0,1.0,49.0,3.0,65.0,5.0,0.0,9.0,5.0,21.0,1.0,101.0,41.0,3.0,6.0,13.0,37.0,9.0,10.0,,11.0,4.0,37.0,,194.0,23.0,10.0,11.0,10.0,2.4106,1.0,4.0,4.0,1.0,2.0,1.0,,15.0,,,3.0,,,,,,,,,,,6.0,6.0,0.4173,,,,,,,
496283,Mahamadou Susoho,Midfielder,Man City,43,Spain,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91651,Mateo Kovacic,Midfielder,Man City,43,Croatia,2023-24,16.6073,1.0,1.8513,10.0,14.0,0.0,,657.0,,15.0,1.0,137.0,322.0,72.0,30.0,,,30.0,894.0,16.0,13.0,90.0,1523.0,,129.0,0.0,,1491.0,139.0,,3.0,281.0,20.0,1548.0,1746.0,75.0,1.0,32.0,71.0,7.0,539.0,1413.0,,4.0,17.0,21.0,62.0,,11.0,5.0,,0.9833,36.0,11.0,4.0,73.0,,14.0,,1.0,0.0,9.0,14.0,1.0,8.0,2.0,,4.0,19.0,1.0,21.0,2.0,58.0,22.0,1.0,2.0,11.0,7.0,,,31.0,2.0,4.0,6.0,3.0,25.0,20.0,1.0,17.0,10.0,,,263.0,2.0,9.0,9.0,13.0,1.2702,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
465351,Matheus Nunes,Midfielder,Man City,43,Portugal,2023-24,6.6739,,1.4601,9.0,13.0,1.0,,144.0,,23.0,0.0,129.0,101.0,40.0,19.0,,,19.0,295.0,9.0,11.0,72.0,522.0,,113.0,0.0,,509.0,148.0,,1.0,138.0,4.0,833.0,726.0,63.0,2.0,20.0,56.0,5.0,162.0,446.0,,0.0,9.0,13.0,66.0,5.0,2.0,4.0,4.0,0.4505,13.0,8.0,1.0,63.0,2.0,12.0,12.0,,,1.0,10.0,4.0,16.0,1.0,7.0,9.0,43.0,,10.0,1.0,57.0,6.0,,1.0,8.0,17.0,,15.0,33.0,1.0,7.0,4.0,6.0,5.0,20.0,1.0,9.0,7.0,2.0,,139.0,3.0,4.0,1.0,4.0,0.8393,5.0,3.0,3.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,
462438,Micah Hamilton,Midfielder,Man City,43,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482769,Máximo Perrone,Midfielder,Man City,43,Argentina,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
