season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576367,14,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,2.0,6.0,10.0,16.0,,3.0,7.0,,,,,,2.0,3.0,5.0,1.0,,1.0,,,,,,,,,90.0,,,,,,,,28.0,,5.3,,,,1.0,1.0,1.0,,8.0,,18.0,12.0,29.0,0,2.0,54.0,5.0,,,1.0
2021-22,9576367,14,11,Everton,Home,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,,7.0,8.0,15.0,4.0,,8.0,,,1.0,2.0,,,10.0,1.0,,,1.0,,,,,,1.0,,,90.0,1.0,,,,,,,12.0,,5.9,,,,1.0,3.0,,,1.0,,13.0,9.0,22.0,2,,34.0,2.0,1.0,,
2021-22,9576367,14,11,Everton,Home,96538,101188,Lucas Digne,lucas-digne,D,False,,,2.0,7.0,14.0,21.0,,,12.0,,,,1.0,,1.0,3.0,3.0,,,,,,,,,2.0,1.0,,90.0,,,,,,,,17.0,,6.0,,,,1.0,2.0,2.0,,6.0,,16.0,18.0,32.0,0,1.0,55.0,,1.0,1.0,1.0
2021-22,9576367,14,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,5.0,8.0,11.0,19.0,,1.0,10.0,,,,,,,,5.0,,,,,,,,,4.0,2.0,,90.0,,1.0,,,,,,14.0,,6.9,,,,4.0,1.0,,,13.0,,17.0,16.0,33.0,0,2.0,48.0,,1.0,1.0,2.0
2021-22,9576367,14,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,3.0,12.0,10.0,4.0,14.0,,1.0,6.0,,,,,,,,2.0,,,,,,,,,,,,90.0,,,,,,,,17.0,2.0,6.5,1.0,3.0,,2.0,,,3.0,28.0,,25.0,5.0,30.0,0,,42.0,,1.0,,
2021-22,9576367,14,11,Everton,Home,158277,119765,Allan,allan,M,False,,,,11.0,15.0,26.0,,1.0,11.0,,,,2.0,,,3.0,6.0,,,1.0,,,,,,5.0,,,90.0,,,,,,,,10.0,,6.6,,,,1.0,1.0,,,2.0,,16.0,19.0,35.0,0,2.0,47.0,1.0,2.0,1.0,1.0
2021-22,9576367,14,11,Everton,Home,326343,160987,Jean-Philippe Gbamin,jean-philippe-gbamin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576367,14,11,Everton,Home,352770,153133,Alex Iwobi,alex-iwobi,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576367,14,11,Everton,Home,355152,172632,Demarai Gray,demarai-gray,M,False,1.0,,3.0,6.0,3.0,8.0,,,1.0,,,1.0,,,,1.0,2.0,,,1.0,,1.0,,,,,1.0,,84.0,1.0,,,,,,,11.0,,7.0,,,1.0,,2.0,4.0,,3.0,1.0,11.0,4.0,11.0,3,,28.0,2.0,1.0,1.0,
2021-22,9576367,14,11,Everton,Home,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576367,14,11,Everton,Home,754698,198826,Ben Godfrey,ben-godfrey,D,False,,,,3.0,5.0,8.0,1.0,2.0,2.0,,,,,,,2.0,3.0,,,1.0,,,,,,1.0,,,90.0,,2.0,,,,,,7.0,,6.3,,,,5.0,,,,2.0,,8.0,6.0,14.0,0,,29.0,1.0,1.0,,
2021-22,9576367,14,11,Everton,Home,840217,212319,Richarlison,richarlison,F,False,,,1.0,8.0,1.0,9.0,9.0,2.0,2.0,1.0,,1.0,,,1.0,10.0,4.0,,,,1.0,,,,,1.0,1.0,,90.0,,1.0,,,,,,12.0,,7.1,,,1.0,,,1.0,,1.0,2.0,16.0,1.0,16.0,2,1.0,34.0,3.0,1.0,,
2021-22,9576367,14,11,Everton,Home,914902,232826,Anthony Gordon,anthony-gordon,F,True,,,,3.0,1.0,4.0,,,,,,,3.0,,1.0,5.0,4.0,,,1.0,,,,,,,,,31.0,,,,,,,,6.0,,6.5,,,,,1.0,,,,,4.0,2.0,6.0,0,,15.0,2.0,3.0,1.0,
2021-22,9576367,14,11,Everton,Home,979563,480455,Jarrad Branthwaite,jarrad-branthwaite,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576367,14,11,Everton,Home,998832,461421,Lewis Dobbin,lewis-dobbin,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576078,15,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576078,15,11,Everton,Home,24048,41823,Fabian Delph,fabian-delph,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576078,15,11,Everton,Home,47992,60252,Andros Townsend,andros-townsend,F,False,1.0,,,7.0,5.0,11.0,1.0,1.0,1.0,,,,1.0,,,2.0,4.0,,,,,,,,,,1.0,,66.0,,,,,,,,8.0,,6.7,,,,,,3.0,,,1.0,12.0,5.0,14.0,0,,23.0,2.0,3.0,,
2021-22,9576078,15,11,Everton,Home,72127,66838,Cenk Tosun,cenk-tosun,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576078,15,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,False,1.0,,,8.0,11.0,18.0,1.0,,3.0,,,,1.0,,,2.0,2.0,,,,,,,,,2.0,,,90.0,,2.0,,,,,,11.0,,7.0,,,,5.0,,1.0,,4.0,,10.0,17.0,26.0,0,2.0,55.0,1.0,,,2.0
2021-22,9576078,15,11,Everton,Home,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,2.0,15.0,8.0,23.0,,,7.0,,,,3.0,,1.0,6.0,1.0,,,1.0,,,,,,2.0,,,90.0,1.0,,,,,,,8.0,,6.6,,,1.0,,1.0,,,2.0,,18.0,9.0,27.0,2,1.0,38.0,1.0,,,
2021-22,9576078,15,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,7.0,21.0,16.0,37.0,1.0,2.0,7.0,,,,,,,1.0,3.0,,,,,,,,,1.0,,,90.0,,,,,,,,15.0,,6.8,,,1.0,2.0,1.0,,,13.0,,31.0,20.0,51.0,1,,58.0,,,1.0,
2021-22,9576078,15,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,10.0,8.0,12.0,20.0,,,7.0,,,,,,,,1.0,,,,,,,,,,,,90.0,,,,,,,,14.0,,6.6,1.0,2.0,,,,,,23.0,,18.0,15.0,33.0,0,,40.0,,1.0,,
2021-22,9576078,15,11,Everton,Home,158277,119765,Allan,allan,M,False,,,1.0,11.0,11.0,22.0,,,11.0,,,,3.0,,2.0,6.0,3.0,,,1.0,,,,,,1.0,,,90.0,,,,,,,,13.0,,6.3,,,,1.0,1.0,1.0,,2.0,,19.0,11.0,29.0,0,1.0,46.0,3.0,1.0,1.0,1.0
2021-22,9576078,15,11,Everton,Home,235460,120250,André Gomes,andre-gomes,M,True,,,,6.0,1.0,7.0,,,3.0,,,1.0,1.0,,3.0,6.0,2.0,,,2.0,1.0,,,,,,1.0,,24.0,,,,,,,,8.0,,6.4,,,,,1.0,,,,,10.0,2.0,12.0,1,1.0,19.0,,,1.0,1.0
2021-22,9576078,15,11,Everton,Home,326343,160987,Jean-Philippe Gbamin,jean-philippe-gbamin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576078,15,11,Everton,Home,352770,153133,Alex Iwobi,alex-iwobi,M,True,,,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,11.0,1.0,,,,,,,,,6.2,,,,,,,,1.0,,1.0,1.0,2.0,1,,3.0,,,,
2021-22,9576078,15,11,Everton,Home,355152,172632,Demarai Gray,demarai-gray,M,False,1.0,,,11.0,9.0,19.0,4.0,,5.0,,,,,,,7.0,3.0,,,,,1.0,,,1.0,,1.0,,90.0,2.0,,,,,,,16.0,,7.3,,,1.0,,3.0,4.0,,1.0,,21.0,10.0,27.0,3,1.0,48.0,2.0,2.0,,
2021-22,9576078,15,11,Everton,Home,360396,164511,Yerry Mina,yerry-mina,D,False,,,,3.0,15.0,18.0,,2.0,2.0,,,,,,,,2.0,,,,,,,,,,,,31.0,,,,,,,,1.0,,6.6,,,,,,,,1.0,,3.0,16.0,19.0,0,,21.0,,,,
2021-22,9576078,15,11,Everton,Home,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576078,15,11,Everton,Home,754698,198826,Ben Godfrey,ben-godfrey,D,False,1.0,,,3.0,3.0,5.0,1.0,2.0,,,,,,,,5.0,3.0,,,3.0,,,,,,2.0,,,90.0,,,,,,,,17.0,,6.4,,,,,1.0,1.0,,1.0,,10.0,6.0,15.0,0,1.0,37.0,2.0,,,
2021-22,9576078,15,11,Everton,Home,781544,194164,Mason Holgate,mason-holgate,D,True,,,1.0,3.0,15.0,18.0,1.0,9.0,4.0,,,,1.0,,,3.0,10.0,,,,,,,,,1.0,,,59.0,,1.0,,,,,,12.0,,6.8,,,,4.0,1.0,,,2.0,,7.0,21.0,28.0,0,,40.0,1.0,2.0,,
2021-22,9576078,15,11,Everton,Home,840217,212319,Richarlison,richarlison,F,False,,,,16.0,2.0,18.0,3.0,,7.0,1.0,,1.0,,,4.0,9.0,8.0,,,1.0,,1.0,,,,,4.0,,90.0,1.0,,,,,,,17.0,,8.0,,,,,4.0,1.0,,,3.0,23.0,4.0,26.0,2,3.0,50.0,3.0,2.0,3.0,2.0
2021-22,9576078,15,11,Everton,Home,914902,232826,Anthony Gordon,anthony-gordon,F,False,,,,2.0,8.0,10.0,1.0,,8.0,,,1.0,1.0,,1.0,4.0,4.0,,,,,,,,,2.0,,,87.0,,,,,,,,17.0,,6.7,,,,,1.0,2.0,,,1.0,12.0,10.0,20.0,1,3.0,41.0,2.0,1.0,,1.0
2021-22,9576078,15,11,Everton,Home,979563,480455,Jarrad Branthwaite,jarrad-branthwaite,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576405,16,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576405,16,11,Everton,Away,24048,41823,Fabian Delph,fabian-delph,M,False,,,1.0,12.0,8.0,20.0,,,7.0,,,,1.0,,,4.0,3.0,,,2.0,,,,,,2.0,,,58.0,,,,,,,,5.0,,6.6,,,,1.0,2.0,,,3.0,,15.0,9.0,24.0,0,1.0,32.0,,1.0,1.0,1.0
2021-22,9576405,16,11,Everton,Away,35532,57134,Salomón Rondón,salomon-rondon,F,True,,,,3.0,,3.0,2.0,2.0,,,,,,,,2.0,2.0,,,,,1.0,,,,,2.0,,32.0,1.0,,,,,,,2.0,,7.3,,,,,,,,,,5.0,,5.0,1,,6.0,,,,
2021-22,9576405,16,11,Everton,Away,47992,60252,Andros Townsend,andros-townsend,F,False,,,,9.0,3.0,12.0,2.0,,3.0,,,1.0,,,2.0,7.0,11.0,,,,,,,,,1.0,1.0,,90.0,,,,,,,,16.0,,6.7,,,,1.0,4.0,5.0,,1.0,,17.0,5.0,17.0,1,5.0,47.0,1.0,5.0,1.0,5.0
2021-22,9576405,16,11,Everton,Away,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,,10.0,8.0,18.0,1.0,3.0,8.0,,,,1.0,,1.0,4.0,8.0,1.0,,1.0,,,,,,1.0,,,90.0,,,,,,,,16.0,,6.0,,,,7.0,,1.0,,3.0,,15.0,10.0,24.0,0,3.0,64.0,2.0,2.0,,
2021-22,9576405,16,11,Everton,Away,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,2.0,9.0,15.0,24.0,1.0,,8.0,,,1.0,1.0,,1.0,5.0,3.0,,,2.0,,,,,,,,,90.0,,,,,,,,16.0,,6.2,,,,2.0,,,,5.0,,17.0,19.0,36.0,1,2.0,46.0,3.0,1.0,,1.0
2021-22,9576405,16,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,4.0,15.0,15.0,30.0,4.0,4.0,,,,,2.0,,,6.0,5.0,,,,,,,,,,,,90.0,,1.0,,,,,,9.0,,6.2,,,,4.0,,,,10.0,,24.0,15.0,39.0,0,1.0,46.0,,,,
2021-22,9576405,16,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,5.0,3.0,8.0,11.0,,,7.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,11.0,1.0,6.3,2.0,3.0,,2.0,,,,15.0,,13.0,8.0,21.0,0,,32.0,,,,
2021-22,9576405,16,11,Everton,Away,235460,120250,André Gomes,andre-gomes,M,False,1.0,,1.0,14.0,7.0,20.0,3.0,3.0,4.0,,,2.0,3.0,,,10.0,7.0,,,3.0,,,,,,,1.0,,90.0,1.0,1.0,,,,,,9.0,,6.5,,,,,2.0,1.0,,1.0,,17.0,8.0,24.0,3,2.0,41.0,4.0,1.0,1.0,1.0
2021-22,9576405,16,11,Everton,Away,326343,160987,Jean-Philippe Gbamin,jean-philippe-gbamin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576405,16,11,Everton,Away,352770,153133,Alex Iwobi,alex-iwobi,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576405,16,11,Everton,Away,355152,172632,Demarai Gray,demarai-gray,M,False,,,1.0,12.0,3.0,15.0,1.0,,3.0,,,,,,2.0,6.0,11.0,1.0,,1.0,,,,,,,1.0,,90.0,3.0,,,,,,,18.0,,6.7,,,1.0,,8.0,3.0,,5.0,,21.0,4.0,22.0,4,2.0,50.0,4.0,3.0,6.0,1.0
2021-22,9576405,16,11,Everton,Away,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576405,16,11,Everton,Away,754698,198826,Ben Godfrey,ben-godfrey,D,False,1.0,,,14.0,8.0,21.0,2.0,,6.0,,,1.0,1.0,,1.0,4.0,8.0,,,,,,,,,,1.0,,90.0,,3.0,,,,,,12.0,,7.1,,,,3.0,3.0,3.0,,4.0,,20.0,12.0,29.0,1,5.0,57.0,,,3.0,5.0
2021-22,9576405,16,11,Everton,Away,781544,194164,Mason Holgate,mason-holgate,D,False,,,5.0,10.0,23.0,33.0,2.0,1.0,7.0,,,,1.0,,,5.0,6.0,,,2.0,,,,,,1.0,,,90.0,,1.0,,,,,,15.0,,6.6,,,,5.0,,,,16.0,,21.0,27.0,48.0,0,4.0,64.0,,1.0,,2.0
2021-22,9576405,16,11,Everton,Away,840217,212319,Richarlison,richarlison,F,False,,,,2.0,1.0,3.0,9.0,,1.0,,,,,,1.0,12.0,,,,3.0,,,,,,,,,58.0,,,,,,,,4.0,,6.3,,,,,,,,1.0,,3.0,2.0,5.0,0,,10.0,1.0,,,
2021-22,9576405,16,11,Everton,Away,914902,232826,Anthony Gordon,anthony-gordon,F,True,,,,5.0,,5.0,,1.0,4.0,,,,,,,,2.0,,,,,,,,,,,,32.0,1.0,,,,,,,9.0,,6.7,,,,,,2.0,,3.0,,13.0,1.0,12.0,1,,18.0,,1.0,,
2021-22,9576405,16,11,Everton,Away,979563,480455,Jarrad Branthwaite,jarrad-branthwaite,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576405,16,11,Everton,Away,991614,218997,Ellis Simms,ellis-simms,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576405,16,11,Everton,Away,1004342,461446,Tyler Onyango,tyler-onyango,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576237,17,11,Everton,Away,10343,11948,Andy Lonergan,andy-lonergan,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576237,17,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576237,17,11,Everton,Away,76632,59949,Séamus Coleman,seamus-coleman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576237,17,11,Everton,Away,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,,5.0,8.0,13.0,2.0,1.0,7.0,,,,,,,2.0,8.0,,,,,,,,,,1.0,,90.0,,,,,,,,11.0,,7.2,,,,1.0,2.0,,,2.0,,14.0,10.0,24.0,0,3.0,34.0,,2.0,2.0,2.0
2021-22,9576237,17,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,5.0,6.0,9.0,15.0,1.0,4.0,5.0,,,,,,,2.0,7.0,,,1.0,,,,,,3.0,,,90.0,,2.0,,,,,,4.0,,7.5,,,,5.0,,,,7.0,1.0,9.0,10.0,19.0,0,3.0,33.0,,,,2.0
2021-22,9576237,17,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,9.0,7.0,3.0,10.0,,,14.0,,,,,,,,1.0,,,,,,,,,,,,90.0,,,,,,,,25.0,1.0,9.0,7.0,9.0,,1.0,,,,33.0,,31.0,3.0,34.0,0,,49.0,,1.0,,
2021-22,9576237,17,11,Everton,Away,158277,119765,Allan,allan,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576237,17,11,Everton,Away,235460,120250,André Gomes,andre-gomes,M,False,,,,3.0,7.0,10.0,1.0,,5.0,,,1.0,7.0,,2.0,13.0,5.0,,,3.0,,,,,,,,,70.0,,,,,,,,11.0,,5.8,,,,1.0,1.0,,,2.0,,7.0,7.0,14.0,1,4.0,30.0,5.0,,1.0,1.0
2021-22,9576237,17,11,Everton,Away,326343,160987,Jean-Philippe Gbamin,jean-philippe-gbamin,D,True,,,,2.0,1.0,3.0,,,2.0,,,,,,1.0,2.0,2.0,,,,,,,,,,,,20.0,,,,,,,,6.0,,6.5,,,,,3.0,,,,,3.0,3.0,6.0,0,,12.0,1.0,,2.0,
2021-22,9576237,17,11,Everton,Away,352770,153133,Alex Iwobi,alex-iwobi,M,False,,,1.0,6.0,4.0,10.0,,1.0,3.0,,,,1.0,,2.0,4.0,5.0,,,,,,,,,,,,90.0,,,,,,,,12.0,,6.5,,,,,2.0,,,1.0,,9.0,5.0,14.0,0,3.0,28.0,5.0,,1.0,
2021-22,9576237,17,11,Everton,Away,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,False,1.0,,2.0,4.0,7.0,10.0,,,5.0,,,,,,,,2.0,,,,,,,,,1.0,,,90.0,,,,,,,,6.0,,6.8,,,1.0,2.0,,2.0,,5.0,,7.0,9.0,14.0,1,1.0,25.0,1.0,1.0,,
2021-22,9576237,17,11,Everton,Away,754698,198826,Ben Godfrey,ben-godfrey,D,False,,,,7.0,3.0,10.0,1.0,1.0,3.0,,,,2.0,,,4.0,1.0,,,1.0,,,,,,1.0,1.0,,90.0,1.0,,,,,,,6.0,,6.3,,,,1.0,,,,2.0,,11.0,3.0,14.0,1,,25.0,,,,
2021-22,9576237,17,11,Everton,Away,781544,194164,Mason Holgate,mason-holgate,D,False,,,,1.0,2.0,3.0,1.0,3.0,1.0,,,,,,,3.0,3.0,,1.0,2.0,,,,,,2.0,,,90.0,,,,,,,,10.0,,6.3,,,,4.0,,,,1.0,,2.0,5.0,7.0,0,,22.0,,,,
2021-22,9576237,17,11,Everton,Away,914902,232826,Anthony Gordon,anthony-gordon,F,False,1.0,,,5.0,4.0,8.0,2.0,1.0,4.0,1.0,,,2.0,,,7.0,11.0,,,2.0,1.0,,,,,1.0,1.0,,89.0,1.0,,,,,,,14.0,,7.6,,,,3.0,4.0,3.0,,1.0,1.0,13.0,5.0,15.0,1,2.0,40.0,3.0,5.0,3.0,1.0
2021-22,9576237,17,11,Everton,Away,979563,480455,Jarrad Branthwaite,jarrad-branthwaite,D,False,,,1.0,3.0,4.0,7.0,,1.0,12.0,,,,,,1.0,2.0,4.0,,,1.0,,1.0,,,,1.0,,,90.0,1.0,,,,,,,12.0,,7.3,,,,3.0,,,,6.0,,8.0,9.0,17.0,1,2.0,30.0,1.0,1.0,,1.0
2021-22,9576237,17,11,Everton,Away,991614,218997,Ellis Simms,ellis-simms,F,False,,,,4.0,3.0,7.0,4.0,2.0,1.0,,,,,,1.0,5.0,2.0,,,,,,,,,,,,62.0,,1.0,,,,,,7.0,,6.6,,,,1.0,,,,,,9.0,3.0,12.0,0,,19.0,1.0,,,
2021-22,9576237,17,11,Everton,Away,998832,461421,Lewis Dobbin,lewis-dobbin,F,True,,,1.0,1.0,1.0,2.0,6.0,,3.0,,,,1.0,,,8.0,2.0,,,1.0,,,,,,,,,28.0,,,,,,,,4.0,,6.3,,,,,1.0,,,2.0,,3.0,1.0,4.0,0,1.0,8.0,1.0,1.0,,1.0
2021-22,9576237,17,11,Everton,Away,1004342,461446,Tyler Onyango,tyler-onyango,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196711,18,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196711,18,11,Everton,Home,24048,41823,Fabian Delph,fabian-delph,M,False,,,6.0,17.0,11.0,28.0,,2.0,3.0,,,,,,,,6.0,,,,,,,,,1.0,1.0,,90.0,,5.0,,,,,,9.0,,7.8,,,,,,,,7.0,,24.0,13.0,37.0,0,2.0,50.0,,2.0,,1.0
2021-22,10196711,18,11,Everton,Home,35532,57134,Salomón Rondón,salomon-rondon,F,True,,,,4.0,1.0,5.0,2.0,3.0,3.0,,,,,,,2.0,4.0,,,,1.0,,,,,,1.0,,24.0,,,,,,,,5.0,,7.0,,,1.0,,,,,,,8.0,1.0,9.0,1,1.0,13.0,1.0,,,
2021-22,10196711,18,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,1.0,6.0,15.0,21.0,,1.0,10.0,,,,,,,2.0,8.0,,,1.0,,,,,,2.0,1.0,1.0,90.0,,,,,,,,14.0,,7.4,,,,1.0,3.0,,,2.0,,12.0,16.0,28.0,0,4.0,57.0,2.0,1.0,2.0,3.0
2021-22,10196711,18,11,Everton,Home,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196711,18,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196711,18,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,11.0,10.0,8.0,18.0,,,9.0,,,,,,,,,,,,,,-0.1498,,,,,,90.0,,,,,,,,17.0,1.0,6.8,1.0,2.0,,1.0,,,1.0,28.0,,24.0,11.0,35.0,0,,43.0,,,,
2021-22,10196711,18,11,Everton,Home,158277,119765,Allan,allan,M,False,,,,8.0,9.0,17.0,,1.0,3.0,,,,3.0,,2.0,6.0,3.0,,,1.0,,,,,,1.0,,,58.0,,,,,,,,8.0,,6.1,,,,,,1.0,,1.0,,10.0,12.0,21.0,0,1.0,29.0,1.0,1.0,,1.0
2021-22,10196711,18,11,Everton,Home,198028,108823,Dele Alli,dele-alli,M,True,1.0,,,9.0,2.0,10.0,,2.0,2.0,,,,,,1.0,2.0,3.0,,,1.0,,,,,,2.0,1.0,,32.0,,,,,,,,4.0,,6.8,,,,,,1.0,,,,11.0,2.0,12.0,0,,20.0,1.0,1.0,,
2021-22,10196711,18,11,Everton,Home,235460,120250,André Gomes,andre-gomes,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196711,18,11,Everton,Home,352770,153133,Alex Iwobi,alex-iwobi,M,False,,,3.0,15.0,9.0,24.0,2.0,,3.0,,,1.0,,,,3.0,4.0,,,,,,,,,,2.0,,90.0,,,,,,,,8.0,,7.0,,,1.0,,3.0,,,4.0,,20.0,10.0,30.0,2,1.0,43.0,1.0,1.0,2.0,
2021-22,10196711,18,11,Everton,Home,355152,172632,Demarai Gray,demarai-gray,M,False,1.0,,1.0,14.0,2.0,15.0,2.0,,1.0,,,1.0,,,,2.0,2.0,,,,,,,,,2.0,2.0,,66.0,,,,,,,,5.0,,7.1,,,2.0,1.0,1.0,1.0,,1.0,,16.0,3.0,18.0,3,,31.0,2.0,1.0,1.0,
2021-22,10196711,18,11,Everton,Home,360396,164511,Yerry Mina,yerry-mina,D,False,1.0,,2.0,7.0,40.0,46.0,2.0,3.0,4.0,,,,,,1.0,4.0,8.0,,,1.0,,,,,,1.0,,,90.0,1.0,1.0,,,,,,14.0,,7.1,,,,3.0,,1.0,,6.0,,15.0,44.0,58.0,1,3.0,72.0,,2.0,,2.0
2021-22,10196711,18,11,Everton,Home,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196711,18,11,Everton,Home,361790,180184,Donny van de Beek,donny-van-de-beek,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
