season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attCorner,attFreekickGoal,attIboxOwnGoal,attLgCentre,ownGoals,secondYellow,attObxdRight,attPenMiss,attFreekickPost,goalFastbreak,attLgRight,attPenPost,attLgLeft
2017-18,919064,18,2017-12-16 15:00:00,3,Arsenal,Home,268.0,30.0,3.0,3.0,,,,384.0,7.0,1.0,8.0,4.0,11.0,40.0,649.0,,2.0,19.0,38.0,26.0,17.0,1.0,,,,,,,21.0,,,,,,,8.0,4.0,6.0,18.0,5.0,98.0,65.0,2.0,2.0,,3.0,20.0,7.0,8.0,,,7.0,2.0,2.0,,13.0,2.0,79.0,71.0,3.0,24.0,10.0,,1.0,61.0,13.0,8.0,,,2.0,1.0,,221.0,,,,,,8.0,1.0,3.0,1.0,10.0,,12.0,12.0,,8.0,220.0,98.0,77.0,5.0,1.0,8.0,10.0,5.0,739.0,4.0,4.0,115.0,105.0,42.0,,,,,,158.0,158.0,3.0,25.0,28.0,71.3,,,,,20.0,0.0,222.0,2.0,,2.0,1.0,,11.0,,3.0,218.0,630.0,4.0,18.0,289.0,45.0,24.0,29.0,5.0,10.0,5.0,,281.0,5.0,482.0,3.0,1.0,15.0,12.0,56.0,1.0,761.0,3.0,0.0,23.0,17.0,2.0,21.0,2.0,968.0,49.0,11.0,21.0,7.0,6.0,0.0,,,,,,,,,,,,,
2017-18,919064,18,2017-12-16 15:00:00,4,Newcastle,Away,97.0,11.0,2.0,4.0,2.0,7.0,,108.0,8.0,,1.0,13.0,3.0,36.0,201.0,,,8.0,26.0,38.0,7.0,1.0,,,,,,,8.0,,,,,,1.0,3.0,18.0,5.0,4.0,6.0,32.0,67.0,,,,1.0,22.0,4.0,21.0,,,5.0,5.0,4.0,,10.0,2.0,71.0,79.0,1.0,41.0,18.0,,,66.0,9.0,12.0,,,1.0,,,145.0,,,,,,11.0,,,1.0,18.0,,14.0,14.0,2.0,1.0,69.0,70.0,36.0,7.0,,2.0,6.0,2.0,269.0,7.0,2.0,30.0,39.0,28.0,,,,,,142.0,142.0,3.0,33.0,25.0,28.7,,,,1.0,22.0,0.0,53.0,3.0,1.0,4.0,,,4.0,,3.0,52.0,180.0,15.0,8.0,113.0,27.0,41.0,15.0,5.0,14.0,9.0,,112.0,17.0,200.0,,,34.0,3.0,76.0,2.0,299.0,,0.0,10.0,21.0,,11.0,1.0,511.0,13.0,10.0,8.0,5.0,12.0,0.0,,,,,,,,,,,,,
2017-18,919065,18,2017-12-16 15:00:00,36,Brighton,Home,206.0,19.0,1.0,3.0,2.0,7.0,,172.0,1.0,,2.0,12.0,13.0,40.0,375.0,,,28.0,36.0,32.0,7.0,1.0,,,,,,,8.0,,,,,1.0,1.0,4.0,8.0,3.0,8.0,4.0,73.0,79.0,1.0,2.0,,1.0,22.0,4.0,11.0,1.0,1.0,8.0,19.0,6.0,,6.0,3.0,67.0,63.0,1.0,37.0,30.0,,,56.0,13.0,13.0,,,4.0,3.0,,192.0,,,,,,4.0,,2.0,1.0,30.0,1.0,9.0,9.0,2.0,2.0,107.0,82.0,39.0,2.0,,4.0,4.0,2.0,455.0,5.0,,70.0,87.0,41.0,,,,,1.0,167.0,167.0,2.0,36.0,32.0,57.8,1.0,,,,22.0,0.0,103.0,6.0,1.0,6.0,1.0,,6.0,1.0,3.0,86.0,365.0,8.0,8.0,231.0,40.0,37.0,15.0,8.0,36.0,28.0,,124.0,17.0,280.0,2.0,,34.0,15.0,81.0,2.0,475.0,,0.0,12.0,11.0,,33.0,4.0,695.0,19.0,15.0,9.0,8.0,8.0,0.0,,,,,,,,1.0,,,,,
2017-18,919065,18,2017-12-16 15:00:00,90,Burnley,Away,136.0,7.0,2.0,5.0,3.0,4.0,1.0,112.0,3.0,1.0,2.0,14.0,10.0,29.0,243.0,,1.0,8.0,32.0,36.0,7.0,1.0,1.0,,,,,1.0,9.0,,,,,,1.0,8.0,8.0,4.0,8.0,3.0,65.0,69.0,1.0,2.0,,6.0,17.0,4.0,9.0,1.0,,2.0,8.0,3.0,,9.0,1.0,63.0,67.0,6.0,28.0,16.0,,,66.0,13.0,12.0,,,2.0,2.0,,161.0,,,,,,8.0,,4.0,,16.0,,10.0,10.0,1.0,2.0,63.0,89.0,33.0,8.0,,,8.0,7.0,332.0,4.0,2.0,36.0,45.0,26.0,,1.0,1.0,,,159.0,159.0,3.0,27.0,28.0,42.2,,,,,17.0,0.0,69.0,2.0,,1.0,2.0,1.0,,,2.0,44.0,233.0,8.0,8.0,159.0,27.0,28.0,13.0,2.0,15.0,13.0,1.0,98.0,15.0,214.0,4.0,1.0,45.0,12.0,81.0,2.0,358.0,,0.0,11.0,12.0,1.0,15.0,2.0,535.0,19.0,12.0,11.0,2.0,9.0,0.0,,,,,,,,,,,,,
2017-18,919066,18,2017-12-16 15:00:00,20,Southampton,Away,219.0,18.0,,2.0,2.0,1.0,,169.0,4.0,,4.0,4.0,12.0,33.0,386.0,,3.0,13.0,9.0,12.0,4.0,,,,,,,,4.0,,,,,,,10.0,11.0,13.0,4.0,2.0,76.0,63.0,1.0,1.0,,2.0,20.0,2.0,28.0,,,4.0,4.0,4.0,,11.0,5.0,67.0,47.0,2.0,25.0,13.0,,1.0,48.0,16.0,8.0,,,1.0,1.0,,157.0,,,,,,8.0,,,,13.0,,15.0,15.0,3.0,4.0,118.0,77.0,49.0,8.0,,1.0,3.0,2.0,451.0,8.0,,79.0,64.0,22.0,,,,,,131.0,131.0,3.0,34.0,17.0,46.4,,,,,20.0,0.0,123.0,4.0,3.0,7.0,,,2.0,,3.0,55.0,374.0,9.0,4.0,246.0,29.0,25.0,10.0,4.0,13.0,9.0,,90.0,10.0,241.0,,,23.0,15.0,67.0,2.0,474.0,1.0,0.0,6.0,20.0,3.0,17.0,3.0,654.0,10.0,12.0,7.0,4.0,16.0,0.0,,,,,,,,,,,,,
2017-18,919066,18,2017-12-16 15:00:00,8,Chelsea,Home,172.0,8.0,,4.0,4.0,6.0,,299.0,2.0,,7.0,6.0,10.0,29.0,467.0,,,24.0,12.0,9.0,18.0,2.0,,,,1.0,,,19.0,,,,,,3.0,4.0,4.0,2.0,11.0,13.0,79.0,58.0,,,,2.0,20.0,8.0,7.0,,,8.0,7.0,3.0,,7.0,2.0,47.0,67.0,2.0,17.0,9.0,,,62.0,8.0,16.0,,,6.0,1.0,1.0,181.0,,,,,,4.0,,,,9.0,1.0,7.0,7.0,,7.0,140.0,66.0,44.0,4.0,1.0,8.0,12.0,8.0,519.0,2.0,2.0,99.0,58.0,37.0,,,,,,130.0,130.0,5.0,24.0,21.0,53.6,,,,,20.0,0.0,145.0,2.0,,2.0,2.0,,8.0,,3.0,180.0,446.0,9.0,20.0,193.0,17.0,17.0,41.0,4.0,15.0,11.0,,225.0,14.0,367.0,,,20.0,12.0,52.0,3.0,545.0,,0.0,24.0,13.0,,28.0,1.0,768.0,39.0,12.0,28.0,8.0,10.0,0.0,,1.0,,,,,,,,,,,
2017-18,919071,18,2017-12-16 15:00:00,38,Huddersfield,Away,120.0,14.0,1.0,4.0,3.0,8.0,1.0,109.0,4.0,,,5.0,3.0,22.0,225.0,,,11.0,21.0,24.0,7.0,1.0,1.0,1.0,,1.0,,,9.0,1.0,,,,,,8.0,10.0,3.0,13.0,2.0,60.0,61.0,4.0,2.0,3.0,5.0,23.0,2.0,10.0,,,7.0,8.0,1.0,,12.0,2.0,65.0,66.0,5.0,20.0,10.0,,,44.0,17.0,11.0,2.0,,4.0,3.0,1.0,143.0,2.0,,1.0,2.0,,10.0,2.0,,,10.0,,10.0,10.0,,,54.0,67.0,29.0,8.0,2.0,3.0,7.0,9.0,285.0,3.0,1.0,45.0,66.0,18.0,,,,,1.0,147.0,147.0,5.0,24.0,31.0,40.6,,,,,23.0,0.0,53.0,2.0,,2.0,,1.0,4.0,,3.0,54.0,211.0,14.0,10.0,141.0,29.0,20.0,13.0,5.0,17.0,12.0,1.0,89.0,13.0,186.0,,,28.0,3.0,57.0,3.0,310.0,,1.0,15.0,24.0,1.0,19.0,2.0,508.0,24.0,19.0,7.0,7.0,15.0,0.0,,,,,,1.0,,,,,,,
2017-18,919071,18,2017-12-16 15:00:00,57,Watford,Home,196.0,9.0,3.0,4.0,1.0,2.0,1.0,164.0,5.0,1.0,5.0,9.0,14.0,28.0,356.0,,,28.0,24.0,21.0,7.0,3.0,,,,,,,8.0,,,,,,2.0,6.0,13.0,2.0,10.0,3.0,73.0,57.0,,,,3.0,25.0,3.0,7.0,2.0,2.0,8.0,7.0,3.0,,20.0,1.0,66.0,65.0,3.0,14.0,6.0,2.0,,55.0,12.0,17.0,,,3.0,4.0,,181.0,,,,,,5.0,,,1.0,6.0,,12.0,12.0,1.0,5.0,108.0,83.0,46.0,7.0,1.0,7.0,3.0,3.0,427.0,4.0,1.0,56.0,65.0,23.0,1.0,1.0,1.0,,,159.0,159.0,2.0,24.0,26.0,59.4,,,,1.0,25.0,0.0,90.0,5.0,,3.0,,,7.0,,3.0,70.0,336.0,6.0,10.0,222.0,25.0,14.0,14.0,8.0,22.0,14.0,,103.0,8.0,252.0,,1.0,32.0,15.0,62.0,3.0,452.0,1.0,1.0,13.0,18.0,,32.0,2.0,662.0,24.0,13.0,10.0,8.0,9.0,0.0,,,,,,,,,,,,,
2017-18,919070,18,2017-12-16 16:00:00,110,Stoke,Home,116.0,19.0,3.0,8.0,5.0,5.0,,225.0,7.0,1.0,3.0,3.0,7.0,32.0,333.0,,,19.0,19.0,25.0,12.0,3.0,,,,,,,12.0,,,,,1.0,2.0,7.0,11.0,3.0,8.0,9.0,72.0,52.0,1.0,1.0,,,22.0,9.0,19.0,,,7.0,12.0,10.0,,4.0,1.0,56.0,70.0,,14.0,7.0,,1.0,70.0,12.0,13.0,,1.0,2.0,1.0,,160.0,,,,,,11.0,,,1.0,7.0,1.0,9.0,9.0,,3.0,100.0,76.0,50.0,9.0,,8.0,7.0,,404.0,1.0,2.0,74.0,56.0,47.0,1.0,1.0,1.0,,,152.0,152.0,2.0,21.0,26.0,54.7,1.0,,,,22.0,0.0,100.0,2.0,2.0,4.0,,,8.0,,3.0,102.0,313.0,7.0,15.0,131.0,46.0,14.0,10.0,7.0,30.0,23.0,,165.0,7.0,331.0,,1.0,8.0,7.0,62.0,,432.0,,0.0,17.0,25.0,,21.0,2.0,624.0,25.0,19.0,7.0,7.0,19.0,0.0,,,,,,,,,,,,,
2017-18,919070,18,2017-12-16 16:00:00,21,West Ham,Away,143.0,19.0,,1.0,1.0,6.0,1.0,153.0,6.0,,2.0,1.0,6.0,22.0,295.0,,1.0,18.0,25.0,19.0,9.0,,1.0,,,,,1.0,13.0,1.0,,1.0,,,,7.0,8.0,9.0,11.0,3.0,49.0,55.0,4.0,3.0,3.0,3.0,19.0,1.0,7.0,,,9.0,4.0,1.0,,15.0,,70.0,56.0,3.0,47.0,31.0,,1.0,41.0,13.0,11.0,1.0,1.0,3.0,3.0,,141.0,2.0,,2.0,2.0,,13.0,2.0,,,31.0,2.0,8.0,8.0,,2.0,100.0,77.0,41.0,7.0,1.0,5.0,6.0,7.0,341.0,9.0,2.0,41.0,64.0,21.0,,,,,1.0,137.0,137.0,,27.0,23.0,45.3,1.0,,,,19.0,0.0,82.0,,,,1.0,1.0,6.0,,3.0,65.0,277.0,12.0,11.0,155.0,35.0,47.0,29.0,3.0,11.0,8.0,1.0,100.0,12.0,228.0,,,13.0,7.0,51.0,1.0,372.0,1.0,0.0,14.0,7.0,2.0,25.0,1.0,592.0,24.0,14.0,19.0,9.0,6.0,0.0,,,,,,,,,,,,,
2017-18,919069,18,2017-12-16 17:30:00,43,Man City,Home,184.0,20.0,2.0,4.0,2.0,2.0,1.0,190.0,6.0,,5.0,3.0,7.0,33.0,370.0,,1.0,13.0,6.0,3.0,9.0,1.0,1.0,,,,,,16.0,,,,1.0,,2.0,9.0,1.0,6.0,16.0,4.0,81.0,59.0,4.0,4.0,3.0,1.0,22.0,2.0,13.0,,3.0,5.0,5.0,1.0,,13.0,1.0,49.0,54.0,1.0,7.0,2.0,,,56.0,13.0,19.0,2.0,,4.0,1.0,,157.0,4.0,1.0,3.0,3.0,1.0,7.0,3.0,,,2.0,2.0,11.0,11.0,2.0,5.0,113.0,52.0,31.0,1.0,2.0,3.0,11.0,11.0,425.0,1.0,,75.0,60.0,21.0,,,,,1.0,138.0,138.0,4.0,22.0,26.0,52.9,1.0,,,1.0,22.0,0.0,105.0,,1.0,1.0,1.0,1.0,7.0,,3.0,103.0,344.0,11.0,15.0,210.0,34.0,7.0,18.0,4.0,11.0,7.0,2.0,144.0,4.0,257.0,,,14.0,9.0,57.0,4.0,456.0,,0.0,20.0,18.0,1.0,18.0,2.0,649.0,33.0,19.0,14.0,5.0,11.0,0.0,,,,,,,,,,1.0,,1.0,
2017-18,919069,18,2017-12-16 17:30:00,6,Spurs,Away,199.0,10.0,,1.0,1.0,,,129.0,7.0,1.0,1.0,8.0,3.0,39.0,327.0,,,22.0,3.0,6.0,4.0,,,,,,,,6.0,,,,,,1.0,13.0,16.0,4.0,1.0,6.0,62.0,51.0,,,,1.0,22.0,1.0,14.0,,,1.0,2.0,3.0,,12.0,6.0,54.0,49.0,1.0,13.0,4.0,1.0,,42.0,20.0,13.0,,,1.0,1.0,,140.0,,,,,,10.0,1.0,1.0,1.0,4.0,,17.0,17.0,2.0,2.0,97.0,54.0,35.0,5.0,1.0,3.0,1.0,2.0,381.0,2.0,,51.0,38.0,17.0,,1.0,1.0,,,141.0,141.0,5.0,29.0,13.0,47.1,,,,1.0,22.0,0.0,113.0,4.0,3.0,7.0,,,4.0,,3.0,57.0,304.0,10.0,4.0,230.0,28.0,13.0,19.0,1.0,7.0,6.0,,91.0,2.0,189.0,1.0,2.0,20.0,3.0,66.0,2.0,412.0,,0.0,7.0,17.0,1.0,26.0,4.0,607.0,7.0,25.0,13.0,1.0,10.0,0.0,,,,,,,,,,,,,
2017-18,919072,18,2017-12-17 14:15:00,1,Man Utd,Away,216.0,17.0,,2.0,2.0,4.0,,270.0,4.0,,7.0,9.0,25.0,34.0,484.0,,,20.0,9.0,13.0,5.0,,1.0,,,,,,7.0,,,,,,,2.0,7.0,5.0,5.0,3.0,86.0,61.0,1.0,,1.0,3.0,14.0,3.0,9.0,,,3.0,4.0,6.0,,10.0,1.0,39.0,48.0,3.0,20.0,11.0,,1.0,61.0,7.0,13.0,1.0,,2.0,,,184.0,2.0,,1.0,2.0,,8.0,2.0,,,11.0,,17.0,17.0,1.0,7.0,160.0,83.0,45.0,6.0,1.0,2.0,5.0,3.0,558.0,3.0,1.0,112.0,71.0,22.0,,,,,,141.0,141.0,5.0,24.0,18.0,56.9,,,,,14.0,0.0,158.0,1.0,3.0,4.0,,1.0,2.0,,3.0,132.0,465.0,5.0,7.0,239.0,25.0,20.0,15.0,2.0,12.0,10.0,1.0,181.0,10.0,361.0,,,37.0,25.0,77.0,1.0,588.0,,0.0,8.0,12.0,2.0,20.0,3.0,762.0,15.0,10.0,10.0,3.0,7.0,0.0,,,,,,,,,,,,,
2017-18,919072,18,2017-12-17 14:15:00,35,West Brom,Home,156.0,15.0,2.0,8.0,6.0,2.0,,193.0,2.0,3.0,4.0,8.0,11.0,21.0,341.0,,,22.0,13.0,9.0,10.0,,,,,,,,10.0,,,,,,,10.0,5.0,3.0,7.0,5.0,62.0,59.0,1.0,,1.0,1.0,16.0,4.0,10.0,,1.0,6.0,7.0,9.0,,7.0,,48.0,39.0,1.0,14.0,3.0,,,68.0,14.0,7.0,,,1.0,,,173.0,1.0,,,,1.0,6.0,,,1.0,3.0,,20.0,20.0,2.0,4.0,111.0,90.0,54.0,3.0,,3.0,8.0,5.0,416.0,3.0,1.0,64.0,58.0,33.0,,,,,,135.0,135.0,2.0,28.0,24.0,43.1,,,,1.0,16.0,0.0,87.0,,1.0,1.0,,,3.0,2.0,3.0,91.0,331.0,8.0,11.0,170.0,34.0,14.0,14.0,6.0,22.0,16.0,,144.0,7.0,285.0,,3.0,23.0,11.0,51.0,1.0,433.0,,0.0,12.0,15.0,,24.0,1.0,607.0,17.0,13.0,9.0,6.0,9.0,0.0,,,,,,,,,,,,,
2017-18,919063,18,2017-12-17 16:30:00,14,Liverpool,Away,323.0,23.0,3.0,8.0,5.0,3.0,,261.0,2.0,2.0,3.0,3.0,22.0,41.0,576.0,,1.0,16.0,9.0,8.0,12.0,1.0,,,,1.0,,1.0,18.0,,,,1.0,1.0,,7.0,4.0,2.0,15.0,6.0,106.0,72.0,4.0,2.0,2.0,2.0,14.0,2.0,6.0,,,3.0,10.0,6.0,1.0,7.0,1.0,34.0,30.0,2.0,18.0,8.0,,,88.0,10.0,4.0,3.0,,1.0,,1.0,207.0,4.0,,2.0,3.0,1.0,2.0,3.0,,,8.0,2.0,21.0,21.0,2.0,3.0,174.0,81.0,52.0,2.0,,9.0,8.0,7.0,646.0,2.0,2.0,46.0,94.0,31.0,,,,,,124.0,124.0,7.0,24.0,36.0,56.0,2.0,,,,14.0,0.0,168.0,1.0,1.0,2.0,,,12.0,,3.0,140.0,568.0,9.0,17.0,331.0,49.0,18.0,9.0,3.0,19.0,16.0,,195.0,4.0,343.0,,2.0,8.0,23.0,65.0,4.0,655.0,,0.0,21.0,12.0,6.0,18.0,1.0,829.0,42.0,17.0,7.0,3.0,8.0,0.0,,,,,,,,,1.0,,,,
2017-18,919063,18,2017-12-17 16:30:00,91,Bournemouth,Home,253.0,13.0,,,,3.0,,161.0,5.0,,9.0,1.0,11.0,23.0,414.0,1.0,2.0,18.0,8.0,9.0,5.0,1.0,,,,,,1.0,6.0,,,,1.0,,,2.0,15.0,6.0,4.0,2.0,87.0,62.0,1.0,1.0,,2.0,14.0,2.0,7.0,,1.0,2.0,7.0,,,10.0,3.0,30.0,34.0,2.0,17.0,9.0,,1.0,48.0,5.0,10.0,,,2.0,2.0,,182.0,,,,,,11.0,,,1.0,9.0,1.0,6.0,6.0,2.0,10.0,116.0,73.0,38.0,3.0,,2.0,4.0,2.0,483.0,2.0,2.0,66.0,62.0,19.0,,,,,,148.0,148.0,,32.0,20.0,44.0,1.0,,,,14.0,0.0,126.0,1.0,2.0,3.0,,,2.0,,3.0,79.0,394.0,3.0,6.0,286.0,32.0,17.0,8.0,2.0,11.0,9.0,,112.0,4.0,236.0,,,25.0,12.0,67.0,2.0,511.0,2.0,0.0,6.0,9.0,4.0,24.0,1.0,661.0,14.0,17.0,6.0,2.0,3.0,0.0,,,,,,,,,,,,,
2017-18,919067,18,2017-12-18 20:00:00,11,Everton,Home,185.0,17.0,1.0,2.0,1.0,3.0,,166.0,4.0,,2.0,12.0,9.0,35.0,349.0,,,22.0,16.0,17.0,6.0,1.0,,,,,,,8.0,1.0,1.0,,,,1.0,8.0,2.0,6.0,9.0,3.0,87.0,56.0,,1.0,1.0,2.0,16.0,2.0,8.0,,,6.0,4.0,5.0,,9.0,1.0,50.0,53.0,2.0,17.0,7.0,,,62.0,12.0,11.0,1.0,,3.0,1.0,,171.0,1.0,,,1.0,,7.0,1.0,,,7.0,1.0,14.0,14.0,1.0,2.0,97.0,84.0,48.0,3.0,2.0,3.0,5.0,7.0,425.0,1.0,,80.0,55.0,18.0,,,,,2.0,140.0,140.0,5.0,24.0,23.0,51.1,,,3.0,,16.0,0.0,90.0,1.0,1.0,2.0,,,3.0,,3.0,78.0,335.0,7.0,8.0,205.0,41.0,17.0,14.0,5.0,15.0,10.0,,126.0,10.0,255.0,,,29.0,10.0,71.0,1.0,445.0,,0.0,12.0,17.0,,25.0,2.0,617.0,17.0,13.0,9.0,6.0,13.0,0.0,,,,,,,,,,,,,
2017-18,919067,18,2017-12-18 20:00:00,80,Swansea,Away,170.0,5.0,1.0,2.0,1.0,3.0,,164.0,6.0,1.0,1.0,7.0,11.0,25.0,332.0,,,21.0,17.0,16.0,4.0,,,,1.0,1.0,,,6.0,,,,,,,8.0,9.0,3.0,2.0,6.0,74.0,60.0,1.0,,1.0,3.0,15.0,1.0,9.0,,1.0,3.0,5.0,2.0,,8.0,3.0,53.0,50.0,3.0,22.0,14.0,,,54.0,12.0,12.0,,,3.0,1.0,1.0,159.0,1.0,1.0,1.0,,1.0,7.0,,,1.0,14.0,,9.0,9.0,1.0,1.0,105.0,66.0,37.0,6.0,1.0,3.0,2.0,3.0,404.0,2.0,,69.0,73.0,14.0,1.0,2.0,2.0,1.0,,149.0,149.0,1.0,32.0,22.0,48.9,,3.0,,1.0,15.0,0.0,93.0,2.0,2.0,4.0,1.0,,4.0,,3.0,71.0,311.0,6.0,5.0,199.0,20.0,22.0,17.0,2.0,10.0,8.0,,116.0,11.0,242.0,,1.0,29.0,12.0,59.0,,431.0,,0.0,8.0,14.0,,29.0,3.0,603.0,7.0,17.0,8.0,3.0,10.0,0.0,,,,,,,,,,,,,
2017-18,919073,19,2017-12-22 19:45:00,14,Liverpool,Away,146.0,16.0,1.0,5.0,4.0,,,193.0,3.0,1.0,3.0,4.0,4.0,23.0,334.0,,2.0,20.0,18.0,23.0,7.0,1.0,2.0,,,,,1.0,13.0,,,,,,,6.0,5.0,6.0,11.0,3.0,66.0,86.0,2.0,4.0,1.0,,21.0,,8.0,,,8.0,9.0,4.0,,17.0,1.0,54.0,65.0,,30.0,15.0,1.0,,77.0,11.0,8.0,1.0,,1.0,,,166.0,2.0,,1.0,2.0,,3.0,3.0,,,15.0,,22.0,22.0,3.0,3.0,112.0,73.0,39.0,7.0,2.0,4.0,6.0,9.0,412.0,4.0,4.0,51.0,60.0,36.0,,,,,,166.0,166.0,5.0,35.0,38.0,46.5,,2.0,1.0,,21.0,0.0,92.0,1.0,,1.0,,2.0,5.0,,3.0,98.0,318.0,9.0,11.0,171.0,32.0,30.0,14.0,7.0,20.0,13.0,2.0,155.0,7.0,285.0,,1.0,28.0,8.0,59.0,1.0,436.0,,0.0,14.0,21.0,2.0,22.0,0.0,665.0,32.0,24.0,13.0,8.0,15.0,0.0,,,,,,,,,,,,,
2017-18,919073,19,2017-12-22 19:45:00,3,Arsenal,Home,195.0,25.0,,2.0,2.0,,,187.0,4.0,1.0,11.0,2.0,4.0,26.0,380.0,1.0,1.0,21.0,23.0,18.0,6.0,,,,,1.0,,,10.0,,,,,,,5.0,11.0,3.0,5.0,6.0,60.0,78.0,2.0,,2.0,4.0,17.0,4.0,13.0,,,7.0,6.0,,,17.0,4.0,65.0,54.0,4.0,17.0,9.0,1.0,1.0,57.0,9.0,11.0,,,2.0,1.0,1.0,196.0,3.0,,2.0,3.0,,9.0,3.0,4.0,1.0,9.0,,12.0,12.0,1.0,12.0,122.0,86.0,46.0,8.0,3.0,2.0,7.0,4.0,475.0,,2.0,55.0,75.0,30.0,,,,,,191.0,191.0,6.0,33.0,22.0,53.5,,2.0,1.0,1.0,17.0,0.0,125.0,5.0,1.0,6.0,,,3.0,,3.0,95.0,361.0,8.0,9.0,225.0,49.0,17.0,12.0,7.0,14.0,7.0,,151.0,5.0,292.0,4.0,1.0,14.0,5.0,65.0,3.0,503.0,3.0,0.0,11.0,18.0,3.0,27.0,1.0,716.0,27.0,23.0,8.0,7.0,14.0,0.0,,,,,,,,,,,,,
2017-18,919076,19,2017-12-23 12:30:00,11,Everton,Home,105.0,9.0,1.0,4.0,3.0,5.0,,129.0,5.0,,5.0,14.0,10.0,31.0,230.0,,,10.0,16.0,22.0,3.0,1.0,,,,,,,4.0,,,,,,,4.0,11.0,14.0,4.0,1.0,42.0,76.0,,,,4.0,11.0,2.0,11.0,3.0,,2.0,4.0,3.0,,10.0,3.0,54.0,48.0,4.0,57.0,21.0,,,74.0,8.0,3.0,,,1.0,1.0,,146.0,,,,,,10.0,,,,21.0,,26.0,26.0,4.0,5.0,74.0,77.0,42.0,7.0,,3.0,1.0,,308.0,10.0,,52.0,47.0,17.0,,,,,,146.0,146.0,4.0,33.0,29.0,32.2,,,,,11.0,0.0,65.0,8.0,,5.0,,,3.0,,3.0,60.0,219.0,4.0,4.0,122.0,23.0,57.0,14.0,2.0,10.0,8.0,,122.0,14.0,215.0,,,36.0,13.0,73.0,2.0,327.0,,0.0,5.0,18.0,,12.0,3.0,545.0,8.0,20.0,5.0,2.0,14.0,0.0,,,,,,,,,,,,,
