season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attObxdRight,attPenMiss,penaltySave,secondYellow,attLgRight,attPenPost
2016-17,855347,18,2016-12-27 17:15:00,110,Stoke,Away,105.0,10.0,,2.0,2.0,13.0,,153.0,8.0,,3.0,16.0,7.0,40.0,256.0,,,15.0,13.0,32.0,3.0,,,,,,,,1.0,,,,,6.0,,,,,,,5.0,12.0,9.0,4.0,2.0,55.0,54.0,,,,3.0,15.0,2.0,9.0,1.0,,2.0,4.0,3.0,,14.0,2.0,54.0,74.0,3.0,36.0,20.0,2.0,,55.0,6.0,8.0,1.0,,1.0,1.0,,154.0,1.0,,1.0,1.0,,,12.0,1.0,1.0,,20.0,,20.0,20.0,2.0,3.0,69.0,75.0,48.0,8.0,,2.0,2.0,2.0,323.0,9.0,2.0,1.0,30.0,71.0,17.0,,,,,151.0,151.0,5.0,21.0,20.0,36.2,,3.0,,,15.0,0.0,74.0,2.0,1.0,2.0,,,2.0,1.0,3.0,54.0,235.0,9.0,4.0,130.0,19.0,36.0,22.0,2.0,10.0,8.0,,100.0,25.0,232.0,1.0,,37.0,7.0,73.0,2.0,352.0,,0.0,6.0,25.0,1.0,22.0,1.0,575.0,9.0,10.0,10.0,2.0,12.0,0.0,,,,,,,
2016-17,855347,18,2016-12-27 17:15:00,14,Liverpool,Home,235.0,26.0,,2.0,2.0,1.0,,282.0,2.0,,6.0,6.0,14.0,46.0,515.0,,,29.0,32.0,13.0,12.0,,3.0,,,,,,,,,,1.0,17.0,,,,,,,4.0,4.0,2.0,11.0,9.0,107.0,59.0,,,1.0,1.0,15.0,8.0,10.0,,,8.0,9.0,3.0,,17.0,1.0,74.0,54.0,1.0,22.0,13.0,,,62.0,9.0,6.0,1.0,,,,,214.0,1.0,,,1.0,,,3.0,3.0,1.0,1.0,13.0,,7.0,7.0,,6.0,139.0,81.0,47.0,2.0,1.0,5.0,8.0,6.0,604.0,2.0,2.0,,72.0,104.0,33.0,,,,,168.0,168.0,3.0,27.0,21.0,63.8,,,3.0,,15.0,0.0,165.0,1.0,,1.0,,,6.0,1.0,3.0,137.0,498.0,6.0,13.0,259.0,46.0,22.0,17.0,2.0,13.0,12.0,,199.0,4.0,379.0,1.0,,33.0,15.0,91.0,,625.0,1.0,0.0,20.0,26.0,,31.0,0.0,831.0,38.0,18.0,9.0,8.0,18.0,0.0,,,,,,,
2016-17,855349,18,2016-12-28 19:45:00,20,Southampton,Home,124.0,13.0,,3.0,3.0,1.0,3.0,100.0,2.0,,1.0,6.0,5.0,24.0,221.0,,,19.0,10.0,14.0,4.0,1.0,,,,,,,,,,,,6.0,,,,,,3.0,5.0,10.0,7.0,5.0,4.0,48.0,69.0,,,,6.0,17.0,4.0,8.0,,,2.0,9.0,2.0,1.0,20.0,,54.0,62.0,6.0,23.0,10.0,,,41.0,7.0,15.0,,,3.0,6.0,,152.0,1.0,1.0,1.0,,1.0,,7.0,,,,10.0,,11.0,11.0,,1.0,51.0,73.0,31.0,10.0,,3.0,3.0,2.0,294.0,5.0,3.0,,45.0,57.0,28.0,,1.0,1.0,,160.0,160.0,8.0,32.0,25.0,34.3,,3.0,,,17.0,0.0,68.0,,1.0,1.0,,,3.0,,3.0,46.0,205.0,10.0,6.0,152.0,32.0,23.0,14.0,2.0,19.0,17.0,,82.0,8.0,186.0,,,30.0,5.0,71.0,2.0,319.0,,1.0,9.0,28.0,,20.0,1.0,530.0,9.0,11.0,5.0,2.0,20.0,0.0,,,,,,,
2016-17,855349,18,2016-12-28 19:45:00,6,Spurs,Away,218.0,14.0,2.0,2.0,1.0,1.0,,305.0,4.0,2.0,7.0,1.0,12.0,23.0,521.0,,,19.0,14.0,10.0,7.0,2.0,4.0,,,,,,,,,,,11.0,,,1.0,,,1.0,6.0,5.0,4.0,10.0,7.0,96.0,63.0,,1.0,,2.0,17.0,5.0,5.0,,,10.0,12.0,4.0,,17.0,,62.0,54.0,2.0,18.0,7.0,,2.0,71.0,16.0,7.0,1.0,,3.0,1.0,,190.0,2.0,1.0,2.0,1.0,1.0,,5.0,3.0,2.0,1.0,7.0,1.0,5.0,5.0,2.0,7.0,164.0,67.0,39.0,2.0,2.0,3.0,8.0,5.0,601.0,4.0,3.0,,64.0,94.0,40.0,,,,1.0,167.0,167.0,2.0,24.0,29.0,65.7,1.0,,3.0,2.0,17.0,0.0,172.0,,1.0,1.0,1.0,,7.0,,3.0,166.0,502.0,7.0,11.0,252.0,31.0,18.0,19.0,4.0,20.0,17.0,,213.0,4.0,390.0,2.0,2.0,20.0,12.0,55.0,,622.0,2.0,0.0,17.0,29.0,,23.0,4.0,825.0,25.0,13.0,8.0,10.0,24.0,0.0,,,1.0,,,,
2016-17,855355,19,2016-12-30 20:00:00,11,Everton,Away,172.0,12.0,1.0,5.0,4.0,3.0,,258.0,1.0,,3.0,8.0,17.0,32.0,425.0,,1.0,13.0,23.0,19.0,17.0,,,,,,,,,1.0,,,,20.0,,,,,1.0,,6.0,8.0,5.0,12.0,8.0,65.0,66.0,1.0,1.0,,3.0,15.0,6.0,10.0,,1.0,5.0,16.0,5.0,,11.0,1.0,67.0,65.0,3.0,35.0,21.0,,,55.0,13.0,10.0,,,2.0,1.0,,176.0,1.0,,1.0,1.0,,,3.0,1.0,1.0,1.0,21.0,3.0,13.0,13.0,2.0,3.0,147.0,82.0,45.0,5.0,1.0,6.0,12.0,7.0,503.0,4.0,,,62.0,82.0,38.0,,,,,153.0,153.0,3.0,24.0,33.0,56.6,1.0,,1.0,2.0,15.0,0.0,137.0,2.0,,2.0,,,7.0,,3.0,111.0,407.0,8.0,18.0,195.0,28.0,35.0,24.0,5.0,27.0,22.0,,148.0,11.0,357.0,1.0,,18.0,18.0,57.0,,525.0,,0.0,20.0,23.0,1.0,15.0,2.0,738.0,36.0,7.0,13.0,5.0,19.0,0.0,,,,,,,
2016-17,855355,19,2016-12-30 20:00:00,88,Hull,Home,142.0,16.0,2.0,5.0,3.0,7.0,,152.0,1.0,,3.0,11.0,12.0,32.0,289.0,,,14.0,19.0,23.0,6.0,,2.0,,1.0,,,2.0,1.0,,,,,8.0,,,1.0,,,1.0,5.0,13.0,8.0,8.0,5.0,70.0,65.0,,,,5.0,15.0,4.0,13.0,,,5.0,10.0,2.0,1.0,17.0,2.0,65.0,67.0,5.0,22.0,13.0,,,67.0,10.0,12.0,,,5.0,,2.0,169.0,1.0,,1.0,,1.0,,14.0,,2.0,,13.0,1.0,17.0,17.0,2.0,3.0,76.0,87.0,40.0,5.0,1.0,2.0,5.0,4.0,374.0,6.0,,1.0,46.0,64.0,25.0,,,,,168.0,168.0,4.0,25.0,29.0,43.4,1.0,2.0,,,15.0,0.0,90.0,5.0,1.0,6.0,,,5.0,1.0,2.0,70.0,283.0,7.0,7.0,170.0,33.0,22.0,16.0,5.0,17.0,12.0,,123.0,11.0,252.0,2.0,,37.0,16.0,86.0,4.0,405.0,,0.0,13.0,22.0,,18.0,2.0,613.0,17.0,9.0,10.0,5.0,15.0,0.0,1.0,,,,,,
2016-17,855353,19,2016-12-31 15:00:00,56,Sunderland,Away,167.0,16.0,,,,1.0,,147.0,5.0,3.0,8.0,6.0,9.0,33.0,314.0,,,24.0,11.0,18.0,8.0,,2.0,,,,,,,,,,,9.0,,,,,,,3.0,11.0,5.0,5.0,6.0,69.0,64.0,,,,4.0,10.0,3.0,6.0,,,2.0,6.0,3.0,,13.0,,47.0,53.0,4.0,39.0,24.0,,,79.0,9.0,9.0,1.0,,3.0,1.0,,166.0,1.0,,1.0,1.0,,,9.0,1.0,4.0,,24.0,,13.0,13.0,2.0,8.0,84.0,97.0,44.0,6.0,,3.0,6.0,3.0,388.0,2.0,1.0,,75.0,41.0,22.0,1.0,1.0,1.0,,154.0,154.0,1.0,24.0,26.0,54.2,,,,,10.0,0.0,99.0,2.0,,2.0,,,5.0,,3.0,72.0,293.0,5.0,9.0,186.0,45.0,39.0,24.0,1.0,11.0,10.0,,127.0,7.0,243.0,4.0,3.0,28.0,10.0,83.0,2.0,418.0,,0.0,11.0,12.0,3.0,25.0,1.0,626.0,19.0,14.0,16.0,2.0,8.0,0.0,,,,,,,
2016-17,855353,19,2016-12-31 15:00:00,90,Burnley,Home,117.0,12.0,1.0,4.0,3.0,2.0,,120.0,2.0,,4.0,14.0,5.0,37.0,233.0,,2.0,17.0,18.0,11.0,11.0,1.0,1.0,,,,,,,,,,2.0,13.0,1.0,,,,,1.0,3.0,5.0,6.0,11.0,5.0,51.0,74.0,2.0,,4.0,3.0,10.0,2.0,16.0,,,6.0,11.0,5.0,,10.0,,53.0,47.0,3.0,10.0,3.0,,1.0,70.0,10.0,9.0,4.0,,3.0,,,171.0,2.0,,2.0,2.0,,,7.0,3.0,,1.0,3.0,,12.0,12.0,4.0,4.0,60.0,102.0,42.0,2.0,,8.0,6.0,6.0,322.0,3.0,,,40.0,43.0,33.0,,,,1.0,166.0,166.0,3.0,36.0,26.0,45.8,,,,,10.0,0.0,62.0,1.0,1.0,2.0,,,8.0,,3.0,59.0,222.0,5.0,14.0,141.0,30.0,10.0,8.0,6.0,22.0,16.0,,107.0,8.0,225.0,,,49.0,5.0,96.0,3.0,344.0,,0.0,16.0,21.0,2.0,25.0,1.0,518.0,20.0,14.0,6.0,6.0,17.0,0.0,,,,,,,
2016-17,855354,19,2016-12-31 15:00:00,110,Stoke,Away,107.0,16.0,2.0,2.0,,1.0,,137.0,5.0,,2.0,14.0,8.0,38.0,242.0,,,12.0,11.0,22.0,,2.0,1.0,,,,,,,,,,,1.0,,,,,,3.0,8.0,10.0,8.0,4.0,1.0,57.0,49.0,1.0,,1.0,2.0,13.0,,11.0,,,3.0,4.0,1.0,1.0,10.0,3.0,43.0,54.0,2.0,31.0,12.0,1.0,1.0,46.0,10.0,12.0,1.0,,2.0,2.0,,117.0,1.0,,1.0,1.0,,,12.0,1.0,1.0,1.0,12.0,,11.0,11.0,1.0,2.0,75.0,65.0,37.0,8.0,,2.0,1.0,2.0,291.0,3.0,1.0,,40.0,37.0,24.0,,,,,120.0,120.0,1.0,26.0,19.0,40.4,,,,2.0,13.0,0.0,73.0,3.0,,3.0,,,3.0,,2.0,58.0,222.0,6.0,3.0,127.0,24.0,31.0,6.0,2.0,9.0,7.0,,98.0,7.0,204.0,1.0,,32.0,9.0,70.0,2.0,322.0,,0.0,5.0,17.0,,16.0,2.0,477.0,12.0,14.0,4.0,3.0,12.0,0.0,,,,,,,
2016-17,855354,19,2016-12-31 15:00:00,8,Chelsea,Home,175.0,23.0,2.0,3.0,1.0,,,229.0,4.0,1.0,4.0,1.0,11.0,34.0,401.0,,1.0,19.0,22.0,11.0,10.0,1.0,5.0,1.0,,1.0,,1.0,,,,,,12.0,,,,,,,6.0,4.0,1.0,10.0,8.0,83.0,52.0,1.0,1.0,1.0,,13.0,3.0,4.0,,,8.0,7.0,1.0,1.0,10.0,,54.0,43.0,,21.0,12.0,,,60.0,12.0,9.0,3.0,1.0,4.0,2.0,1.0,161.0,3.0,1.0,3.0,2.0,1.0,,5.0,3.0,,,12.0,,10.0,10.0,1.0,4.0,121.0,64.0,40.0,3.0,,6.0,8.0,7.0,452.0,,,,49.0,52.0,33.0,,,,,123.0,123.0,4.0,19.0,24.0,59.6,,,,,13.0,0.0,108.0,,,,,1.0,8.0,,3.0,124.0,384.0,7.0,14.0,193.0,35.0,21.0,18.0,4.0,14.0,10.0,1.0,165.0,4.0,294.0,,1.0,16.0,14.0,60.0,2.0,473.0,,0.0,18.0,12.0,4.0,23.0,3.0,647.0,30.0,16.0,11.0,8.0,9.0,0.0,,,,,,,
2016-17,855356,19,2016-12-31 15:00:00,13,Leicester,Home,86.0,15.0,1.0,5.0,4.0,4.0,,124.0,3.0,1.0,3.0,10.0,9.0,27.0,205.0,,,9.0,40.0,19.0,6.0,,1.0,,,,1.0,1.0,,,,,,10.0,,,,1.0,,,3.0,11.0,13.0,9.0,3.0,40.0,63.0,1.0,,1.0,3.0,15.0,2.0,8.0,,1.0,7.0,14.0,6.0,,6.0,4.0,68.0,51.0,3.0,41.0,22.0,,,52.0,11.0,8.0,1.0,,1.0,,1.0,147.0,1.0,,1.0,1.0,,,9.0,1.0,,1.0,22.0,1.0,13.0,13.0,2.0,3.0,68.0,81.0,35.0,7.0,,3.0,4.0,4.0,283.0,9.0,1.0,,52.0,67.0,31.0,,,,,157.0,157.0,4.0,24.0,25.0,39.7,1.0,,,1.0,15.0,0.0,56.0,2.0,3.0,5.0,1.0,,6.0,,3.0,64.0,192.0,11.0,7.0,106.0,23.0,41.0,13.0,5.0,25.0,20.0,,112.0,12.0,230.0,2.0,1.0,40.0,9.0,75.0,3.0,311.0,1.0,0.0,12.0,15.0,,14.0,5.0,520.0,28.0,12.0,9.0,7.0,14.0,0.0,,,,,,,
2016-17,855356,19,2016-12-31 15:00:00,21,West Ham,Away,187.0,22.0,2.0,7.0,5.0,6.0,,188.0,6.0,1.0,5.0,13.0,6.0,43.0,368.0,,,20.0,19.0,40.0,9.0,2.0,3.0,,,,2.0,3.0,,,,,,15.0,,,1.0,,,3.0,3.0,9.0,3.0,11.0,13.0,61.0,60.0,,2.0,,3.0,15.0,9.0,9.0,,,7.0,11.0,7.0,,12.0,2.0,51.0,68.0,3.0,21.0,13.0,,,53.0,8.0,10.0,,,6.0,4.0,3.0,180.0,,,,,,,9.0,,2.0,,13.0,1.0,7.0,7.0,3.0,5.0,120.0,86.0,55.0,7.0,,7.0,4.0,5.0,462.0,2.0,2.0,,60.0,58.0,40.0,,,,,170.0,170.0,2.0,31.0,21.0,60.3,1.0,,,,15.0,0.0,120.0,2.0,1.0,4.0,,,10.0,1.0,3.0,81.0,352.0,4.0,11.0,221.0,42.0,21.0,11.0,7.0,29.0,22.0,,124.0,22.0,289.0,2.0,1.0,25.0,8.0,69.0,2.0,481.0,,0.0,24.0,10.0,2.0,25.0,3.0,682.0,25.0,11.0,8.0,7.0,7.0,0.0,,,,,,,
2016-17,855358,19,2016-12-31 15:00:00,1,Man Utd,Home,180.0,27.0,2.0,15.0,13.0,2.0,1.0,367.0,3.0,,3.0,6.0,21.0,39.0,532.0,,2.0,12.0,10.0,21.0,18.0,3.0,7.0,,,1.0,,1.0,,,,,,23.0,,,,2.0,,1.0,6.0,3.0,6.0,24.0,8.0,78.0,63.0,1.0,2.0,,1.0,15.0,8.0,17.0,,1.0,12.0,27.0,12.0,,7.0,,48.0,63.0,1.0,20.0,11.0,,1.0,67.0,9.0,13.0,1.0,,2.0,1.0,1.0,162.0,2.0,,2.0,2.0,,,5.0,2.0,,,11.0,2.0,8.0,8.0,,3.0,187.0,79.0,51.0,2.0,1.0,7.0,16.0,12.0,587.0,3.0,4.0,,100.0,86.0,61.0,,,,,148.0,148.0,10.0,21.0,26.0,65.5,2.0,,3.0,,15.0,0.0,183.0,,1.0,1.0,,,12.0,,3.0,185.0,514.0,6.0,23.0,188.0,39.0,20.0,27.0,11.0,51.0,40.0,,234.0,2.0,473.0,,,16.0,23.0,60.0,5.0,610.0,1.0,0.0,32.0,7.0,5.0,15.0,1.0,831.0,65.0,10.0,22.0,12.0,7.0,0.0,,,,,,,
2016-17,855358,19,2016-12-31 15:00:00,25,Boro,Away,153.0,16.0,,3.0,3.0,1.0,,91.0,2.0,2.0,4.0,8.0,9.0,27.0,241.0,1.0,,12.0,21.0,10.0,5.0,,1.0,1.0,,,,,,,,,,8.0,,,,,,,8.0,24.0,8.0,3.0,6.0,54.0,52.0,1.0,,1.0,7.0,15.0,3.0,22.0,,1.0,2.0,8.0,2.0,,4.0,3.0,63.0,48.0,7.0,49.0,25.0,,,45.0,14.0,9.0,,,2.0,2.0,,122.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,1.0,25.0,,14.0,14.0,1.0,4.0,79.0,71.0,31.0,12.0,1.0,2.0,4.0,2.0,299.0,8.0,2.0,,27.0,50.0,17.0,,,,,120.0,120.0,,19.0,19.0,34.5,,3.0,,,15.0,0.0,77.0,8.0,2.0,10.0,,1.0,4.0,,3.0,36.0,225.0,9.0,6.0,184.0,30.0,49.0,20.0,1.0,13.0,12.0,1.0,62.0,7.0,161.0,1.0,2.0,32.0,11.0,72.0,,332.0,1.0,0.0,9.0,12.0,,14.0,1.0,537.0,13.0,8.0,17.0,2.0,6.0,0.0,,,,,,,
2016-17,855359,19,2016-12-31 15:00:00,20,Southampton,Home,218.0,29.0,2.0,3.0,1.0,5.0,1.0,260.0,1.0,,4.0,3.0,17.0,36.0,475.0,,,19.0,16.0,24.0,5.0,1.0,3.0,,,,,,,,,,,5.0,,,,,1.0,2.0,4.0,3.0,4.0,5.0,5.0,94.0,69.0,,,,2.0,24.0,2.0,9.0,,,8.0,19.0,8.0,,15.0,1.0,57.0,73.0,2.0,29.0,16.0,,,61.0,13.0,17.0,1.0,1.0,3.0,3.0,,184.0,1.0,1.0,1.0,,1.0,,3.0,,1.0,,16.0,1.0,7.0,7.0,,4.0,146.0,71.0,38.0,3.0,,4.0,3.0,1.0,551.0,1.0,4.0,,93.0,94.0,43.0,,,,,179.0,179.0,7.0,24.0,34.0,67.8,1.0,3.0,,2.0,24.0,0.0,148.0,1.0,,1.0,,,7.0,,3.0,126.0,457.0,11.0,7.0,239.0,50.0,29.0,18.0,8.0,38.0,30.0,,168.0,10.0,371.0,1.0,,13.0,17.0,62.0,1.0,572.0,1.0,1.0,10.0,22.0,,20.0,1.0,800.0,18.0,18.0,11.0,8.0,17.0,0.0,,,,,1.0,,
2016-17,855359,19,2016-12-31 15:00:00,35,West Brom,Away,67.0,9.0,1.0,2.0,1.0,7.0,,110.0,3.0,1.0,2.0,9.0,4.0,25.0,175.0,,1.0,16.0,24.0,16.0,2.0,,1.0,,,,,,,,,,,5.0,,,,,,1.0,7.0,5.0,5.0,3.0,4.0,53.0,62.0,1.0,1.0,,9.0,24.0,1.0,11.0,,,3.0,5.0,,,20.0,,73.0,57.0,9.0,28.0,16.0,,,64.0,17.0,12.0,1.0,,2.0,3.0,,145.0,2.0,,2.0,2.0,,,15.0,2.0,6.0,,16.0,,16.0,16.0,2.0,3.0,42.0,85.0,41.0,8.0,1.0,1.0,3.0,3.0,245.0,2.0,2.0,,50.0,53.0,23.0,,,,,155.0,155.0,5.0,26.0,20.0,32.2,,,3.0,,24.0,0.0,38.0,,,,,,3.0,,3.0,55.0,162.0,13.0,4.0,91.0,15.0,28.0,11.0,3.0,11.0,8.0,,102.0,15.0,198.0,6.0,1.0,38.0,4.0,75.0,1.0,278.0,,0.0,7.0,22.0,1.0,24.0,3.0,484.0,9.0,9.0,9.0,3.0,18.0,0.0,,,,,,,
2016-17,855360,19,2016-12-31 15:00:00,80,Swansea,Home,157.0,18.0,2.0,9.0,7.0,5.0,,222.0,4.0,,6.0,3.0,13.0,35.0,370.0,,,18.0,17.0,19.0,7.0,2.0,3.0,,,,,,,1.0,,,,8.0,,,,,,3.0,11.0,6.0,5.0,7.0,7.0,81.0,58.0,,,,4.0,15.0,4.0,10.0,,,4.0,17.0,7.0,,9.0,3.0,57.0,49.0,4.0,21.0,8.0,1.0,2.0,75.0,14.0,8.0,,1.0,3.0,2.0,,186.0,,,,,,,5.0,,,,8.0,,11.0,11.0,,6.0,99.0,70.0,52.0,3.0,,4.0,5.0,5.0,433.0,,2.0,,64.0,89.0,42.0,,,,,136.0,136.0,3.0,22.0,25.0,45.1,,,,,15.0,0.0,85.0,2.0,1.0,4.0,,,5.0,,3.0,105.0,356.0,6.0,9.0,180.0,30.0,21.0,16.0,4.0,30.0,26.0,,149.0,5.0,301.0,,,22.0,14.0,63.0,1.0,451.0,,0.0,14.0,14.0,,20.0,2.0,648.0,23.0,12.0,9.0,4.0,11.0,0.0,,,,,,,
2016-17,855360,19,2016-12-31 15:00:00,91,Bournemouth,Away,249.0,10.0,,2.0,2.0,2.0,,236.0,5.0,,9.0,8.0,17.0,32.0,483.0,,4.0,12.0,19.0,17.0,6.0,,,2.0,,,1.0,1.0,,,,,,10.0,,,,,,,4.0,7.0,7.0,6.0,5.0,107.0,68.0,3.0,1.0,3.0,4.0,15.0,,9.0,,,3.0,8.0,3.0,,11.0,1.0,49.0,57.0,4.0,19.0,10.0,,,63.0,9.0,14.0,1.0,,2.0,2.0,1.0,177.0,2.0,,2.0,2.0,,1.0,8.0,3.0,2.0,1.0,10.0,,16.0,16.0,3.0,9.0,143.0,77.0,43.0,4.0,1.0,4.0,4.0,6.0,546.0,4.0,1.0,,73.0,76.0,25.0,,,,,129.0,129.0,2.0,27.0,27.0,54.9,,,,1.0,15.0,0.0,144.0,3.0,2.0,5.0,1.0,2.0,5.0,,3.0,103.0,464.0,9.0,8.0,269.0,21.0,19.0,13.0,1.0,14.0,13.0,3.0,145.0,7.0,316.0,2.0,,25.0,19.0,63.0,2.0,571.0,2.0,0.0,11.0,16.0,4.0,14.0,0.0,753.0,15.0,10.0,10.0,3.0,12.0,0.0,,,,,,,
2016-17,855357,19,2016-12-31 17:30:00,14,Liverpool,Home,138.0,9.0,1.0,3.0,2.0,1.0,,171.0,5.0,2.0,3.0,13.0,12.0,26.0,306.0,,1.0,30.0,28.0,20.0,4.0,,,,,,,,,,,,,5.0,,,,,,,9.0,2.0,7.0,2.0,3.0,80.0,67.0,,,,4.0,16.0,1.0,16.0,,,4.0,5.0,,,14.0,,79.0,58.0,4.0,28.0,10.0,,1.0,51.0,12.0,11.0,,,2.0,1.0,,199.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,,10.0,,19.0,19.0,2.0,3.0,83.0,96.0,33.0,6.0,1.0,3.0,2.0,1.0,410.0,3.0,2.0,,70.0,84.0,17.0,,,,,189.0,189.0,5.0,19.0,35.0,43.0,,,,,16.0,0.0,75.0,,2.0,2.0,2.0,,3.0,,2.0,81.0,292.0,8.0,5.0,158.0,18.0,28.0,16.0,3.0,9.0,6.0,,137.0,7.0,288.0,1.0,2.0,52.0,14.0,80.0,2.0,437.0,,0.0,5.0,23.0,2.0,33.0,2.0,652.0,10.0,22.0,7.0,4.0,15.0,0.0,,,,,,,
2016-17,855357,19,2016-12-31 17:30:00,43,Man City,Away,239.0,17.0,1.0,1.0,,1.0,,223.0,4.0,,3.0,3.0,9.0,20.0,461.0,,1.0,18.0,20.0,28.0,5.0,1.0,1.0,,,,,1.0,,,,,,7.0,,,,,,,5.0,2.0,3.0,2.0,7.0,89.0,73.0,,,,,16.0,3.0,7.0,,,6.0,9.0,2.0,,16.0,,58.0,79.0,,33.0,23.0,,,68.0,12.0,12.0,,,3.0,1.0,1.0,185.0,,,,,,,8.0,,,1.0,23.0,,13.0,13.0,1.0,3.0,166.0,104.0,56.0,4.0,,4.0,2.0,2.0,551.0,1.0,5.0,,69.0,68.0,22.0,,,,,185.0,185.0,1.0,25.0,43.0,57.0,,,,1.0,16.0,0.0,135.0,,,,,,4.0,,2.0,83.0,443.0,8.0,6.0,268.0,38.0,33.0,23.0,5.0,17.0,12.0,,130.0,2.0,324.0,,,19.0,9.0,58.0,2.0,575.0,,0.0,9.0,23.0,1.0,25.0,1.0,790.0,12.0,18.0,16.0,6.0,16.0,0.0,,,,,,,
2016-17,855361,19,2017-01-01 13:30:00,57,Watford,Home,92.0,15.0,,1.0,1.0,3.0,,99.0,7.0,,4.0,9.0,7.0,30.0,190.0,,,17.0,14.0,13.0,3.0,,,,,,,,,,,,,4.0,,,,,,2.0,8.0,11.0,8.0,4.0,2.0,47.0,69.0,,1.0,1.0,3.0,17.0,3.0,5.0,,,,4.0,3.0,1.0,16.0,2.0,52.0,42.0,3.0,28.0,11.0,2.0,1.0,46.0,11.0,5.0,,,3.0,1.0,,130.0,,,,,,,13.0,,,,11.0,,12.0,12.0,2.0,6.0,54.0,61.0,24.0,3.0,,1.0,2.0,2.0,265.0,2.0,1.0,,44.0,33.0,17.0,,,,,155.0,155.0,3.0,36.0,19.0,33.8,,,,,17.0,0.0,62.0,,2.0,2.0,1.0,,1.0,,3.0,46.0,175.0,7.0,3.0,122.0,33.0,28.0,11.0,,8.0,8.0,,87.0,15.0,179.0,,,35.0,8.0,76.0,5.0,293.0,,0.0,6.0,19.0,,22.0,3.0,474.0,15.0,10.0,5.0,,14.0,0.0,,,,,,,
