season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attPenPost,attPostHigh,attLgCentre,penaltySave,attOboxOwnGoal,attLgLeft,attLgRight,attPenMiss,expectedGoalsFreekick
2018-19,987757,17,2018-12-15 12:30:00,11,Everton,Away,168.0,18.0,1.0,4.0,3.0,,,96.0,6.0,1.0,7.0,8.0,1.0,25.0,260.0,,,13.0,16.0,10.0,6.0,1.0,,1.0,,,,,,,,,8.0,,,,,,5.0,9.0,4.0,6.0,3.0,50.0,64.0,3.0,2.0,1.0,3.0,18.0,2.0,4.0,,,2.0,7.0,5.0,,13.0,2.0,43.0,38.0,3.0,19.0,6.0,,,,,,,37.0,9.0,6.0,1.0,,1.0,1.0,,120.0,1.0,,1.0,1.0,,,9.0,1.0,,,6.0,,15.0,15.0,3.0,7.0,84.0,54.0,32.0,6.0,,5.0,3.0,2.0,311.0,4.0,3.0,,37.0,48.0,17.0,,,,,126.0,126.0,5.0,26.0,24.0,33.0,,,,1.0,18.0,0.0,81.0,1.0,1.0,3.0,,1.0,1.0,5.0,,,3.0,42.0,243.0,14.0,8.0,198.0,26.0,19.0,14.0,2.0,15.0,13.0,1.0,72.0,1.0,152.0,,1.0,26.0,1.0,55.0,2.0,335.0,1.0,0.0,9.0,11.0,,16.0,2.0,516.0,13.0,17.0,12.0,2.0,6.0,0.0,,,,,,,,,,
2018-19,987757,17,2018-12-15 12:30:00,43,Man City,Home,277.0,16.0,1.0,3.0,2.0,,,339.0,2.0,,1.0,5.0,7.0,34.0,613.0,,1.0,29.0,10.0,16.0,6.0,2.0,,,,,,,,,,1.0,9.0,,,,,2.0,4.0,6.0,3.0,9.0,4.0,123.0,63.0,3.0,,3.0,2.0,19.0,4.0,12.0,,,6.0,9.0,3.0,,9.0,1.0,38.0,43.0,2.0,14.0,7.0,,2.0,,,,,67.0,7.0,9.0,2.0,,2.0,,,201.0,3.0,,3.0,3.0,,,5.0,3.0,,1.0,7.0,,5.0,5.0,,1.0,176.0,87.0,64.0,2.0,,3.0,8.0,5.0,687.0,2.0,1.0,,116.0,112.0,35.0,,,,,135.0,135.0,5.0,23.0,33.0,67.0,,,,2.0,19.0,0.0,205.0,1.0,,1.0,,,,4.0,,,2.0,125.0,599.0,2.0,11.0,295.0,33.0,14.0,6.0,6.0,18.0,12.0,,171.0,,428.0,,,16.0,8.0,57.0,3.0,705.0,,0.0,13.0,15.0,8.0,29.0,1.0,861.0,26.0,13.0,4.0,6.0,11.0,0.0,,,,,,,,,,
2018-19,987753,17,2018-12-15 15:00:00,13,Leicester,Away,190.0,36.0,2.0,5.0,3.0,2.0,,203.0,10.0,,2.0,4.0,1.0,47.0,388.0,,1.0,22.0,18.0,20.0,6.0,1.0,,,,,,,,,,,10.0,,,,,,7.0,4.0,4.0,8.0,4.0,73.0,73.0,1.0,1.0,,3.0,25.0,3.0,9.0,,,4.0,9.0,12.0,,17.0,,62.0,62.0,3.0,9.0,6.0,,,,,,,64.0,8.0,9.0,,,,,,174.0,,,,,,,10.0,,,,6.0,1.0,13.0,13.0,,2.0,117.0,87.0,60.0,4.0,,4.0,3.0,2.0,469.0,2.0,1.0,,90.0,84.0,35.0,,,,,185.0,185.0,3.0,31.0,37.0,56.7,,,,1.0,25.0,0.0,131.0,,,,,1.0,,7.0,,,3.0,78.0,366.0,8.0,7.0,222.0,67.0,9.0,19.0,4.0,25.0,21.0,,118.0,10.0,298.0,,,17.0,1.0,77.0,3.0,495.0,,0.0,12.0,24.0,1.0,28.0,1.0,717.0,16.0,21.0,9.0,4.0,9.0,0.0,,,,,,,,,,
2018-19,987753,17,2018-12-15 15:00:00,31,Crystal Palace,Home,119.0,14.0,,2.0,2.0,,,166.0,3.0,,2.0,7.0,6.0,23.0,283.0,,,22.0,20.0,18.0,5.0,,,1.0,,,,,,,,,6.0,,,,,2.0,8.0,8.0,4.0,4.0,4.0,59.0,76.0,,,,5.0,23.0,2.0,9.0,,,4.0,6.0,2.0,,17.0,2.0,62.0,62.0,5.0,31.0,17.0,,,,,,,57.0,10.0,8.0,,,3.0,1.0,,183.0,1.0,,,1.0,,,13.0,1.0,,,17.0,,12.0,12.0,1.0,2.0,71.0,80.0,41.0,4.0,1.0,3.0,3.0,1.0,355.0,3.0,4.0,,76.0,71.0,20.0,,,,,169.0,169.0,4.0,27.0,36.0,43.3,,,,,23.0,0.0,71.0,2.0,,2.0,,2.0,1.0,5.0,,,3.0,70.0,271.0,12.0,6.0,140.0,28.0,31.0,16.0,4.0,13.0,9.0,1.0,109.0,4.0,257.0,,,20.0,7.0,58.0,6.0,384.0,,0.0,8.0,27.0,1.0,26.0,2.0,618.0,11.0,19.0,9.0,4.0,19.0,0.0,,,,,,,,,,
2018-19,987755,17,2018-12-15 15:00:00,38,Huddersfield,Home,199.0,34.0,3.0,12.0,9.0,2.0,1.0,316.0,2.0,,5.0,7.0,3.0,55.0,503.0,,,26.0,22.0,32.0,9.0,4.0,,,,,1.0,1.0,,,,,8.0,,,,,2.0,2.0,3.0,5.0,10.0,5.0,111.0,71.0,,,,,19.0,3.0,5.0,,,10.0,12.0,16.0,,10.0,1.0,48.0,72.0,,13.0,5.0,,1.0,,,,,90.0,5.0,12.0,,,6.0,4.0,1.0,216.0,,,,,,,3.0,,,1.0,5.0,,14.0,14.0,1.0,5.0,157.0,79.0,51.0,1.0,,7.0,6.0,5.0,609.0,1.0,,,131.0,122.0,61.0,,,,,196.0,196.0,9.0,13.0,43.0,73.5,,,,1.0,19.0,0.0,140.0,2.0,2.0,4.0,,,,7.0,,,3.0,161.0,491.0,9.0,13.0,218.0,62.0,13.0,16.0,9.0,41.0,32.0,,233.0,15.0,447.0,,,18.0,3.0,86.0,2.0,624.0,,0.0,15.0,19.0,,31.0,1.0,859.0,33.0,22.0,9.0,10.0,10.0,0.0,,,,,,,,,,
2018-19,987755,17,2018-12-15 15:00:00,4,Newcastle,Away,73.0,9.0,,,,1.0,,56.0,3.0,,5.0,10.0,6.0,22.0,129.0,,,15.0,32.0,22.0,4.0,,,,,1.0,,1.0,,,,,6.0,,,,,1.0,8.0,10.0,5.0,3.0,5.0,26.0,71.0,2.0,1.0,1.0,4.0,15.0,1.0,9.0,,,1.0,2.0,1.0,,10.0,4.0,72.0,48.0,4.0,61.0,30.0,,,,,,,19.0,13.0,4.0,1.0,,1.0,,1.0,123.0,1.0,,1.0,1.0,,,11.0,1.0,3.0,1.0,30.0,,16.0,16.0,1.0,5.0,42.0,60.0,20.0,10.0,,,5.0,5.0,214.0,3.0,1.0,,35.0,31.0,11.0,,,,,167.0,167.0,2.0,36.0,22.0,26.5,,,,1.0,15.0,0.0,42.0,1.0,4.0,5.0,,1.0,,2.0,,,3.0,25.0,122.0,6.0,5.0,114.0,23.0,61.0,14.0,1.0,4.0,3.0,,43.0,9.0,123.0,3.0,,37.0,6.0,66.0,1.0,233.0,,0.0,8.0,17.0,2.0,27.0,1.0,474.0,8.0,26.0,5.0,1.0,7.0,0.0,,,,1.0,,,,,,
2018-19,987759,17,2018-12-15 15:00:00,6,Spurs,Home,229.0,20.0,,5.0,5.0,1.0,,306.0,4.0,,4.0,3.0,8.0,39.0,530.0,1.0,1.0,22.0,27.0,20.0,10.0,1.0,,,,,,,,,,,9.0,,,,,,3.0,3.0,1.0,10.0,5.0,80.0,66.0,3.0,2.0,1.0,2.0,23.0,6.0,2.0,,1.0,8.0,14.0,4.0,,9.0,,58.0,40.0,2.0,10.0,7.0,,1.0,,,,,82.0,7.0,8.0,,,1.0,1.0,,195.0,1.0,,1.0,1.0,,,4.0,1.0,,1.0,7.0,,6.0,6.0,,4.0,168.0,59.0,37.0,3.0,,4.0,8.0,3.0,608.0,2.0,5.0,,86.0,105.0,44.0,,,,,157.0,157.0,4.0,27.0,30.0,70.3,,,,1.0,23.0,0.0,180.0,,,,,,,6.0,,,3.0,141.0,516.0,10.0,12.0,258.0,48.0,10.0,19.0,7.0,26.0,19.0,,193.0,5.0,391.0,,,18.0,8.0,75.0,2.0,623.0,1.0,0.0,15.0,7.0,2.0,23.0,0.0,802.0,34.0,12.0,5.0,8.0,3.0,0.0,,,,,,,,,,
2018-19,987759,17,2018-12-15 15:00:00,90,Burnley,Away,75.0,12.0,1.0,3.0,2.0,4.0,,90.0,7.0,,,9.0,5.0,33.0,162.0,,,15.0,20.0,27.0,4.0,,,1.0,,,,,,,,,3.0,,,,,1.0,7.0,10.0,5.0,3.0,1.0,27.0,53.0,1.0,1.0,,5.0,20.0,2.0,5.0,,,3.0,7.0,2.0,,2.0,2.0,40.0,58.0,5.0,34.0,19.0,,,,,,,56.0,8.0,6.0,,,,,,137.0,,,,,,,16.0,,,,19.0,,11.0,11.0,5.0,,58.0,67.0,26.0,8.0,,2.0,2.0,,232.0,6.0,1.0,,36.0,46.0,23.0,,,,,136.0,136.0,3.0,29.0,15.0,29.7,,,,,20.0,0.0,42.0,2.0,,2.0,,,1.0,2.0,1.0,,3.0,47.0,143.0,8.0,4.0,98.0,32.0,34.0,7.0,3.0,12.0,9.0,1.0,93.0,15.0,178.0,,,31.0,6.0,82.0,1.0,264.0,,0.0,4.0,23.0,1.0,17.0,2.0,437.0,9.0,14.0,2.0,3.0,11.0,0.0,,,,,,,,,,
2018-19,987760,17,2018-12-15 15:00:00,57,Watford,Home,232.0,16.0,,1.0,1.0,3.0,,317.0,6.0,1.0,2.0,6.0,19.0,30.0,548.0,,,19.0,13.0,21.0,9.0,,,,,,1.0,1.0,,,,,14.0,,,,,2.0,3.0,6.0,4.0,9.0,8.0,105.0,69.0,2.0,1.0,1.0,1.0,17.0,3.0,3.0,,,5.0,4.0,1.0,1.0,9.0,,40.0,54.0,1.0,14.0,6.0,,1.0,,,,,70.0,7.0,5.0,1.0,,1.0,,1.0,214.0,3.0,,,3.0,,,8.0,3.0,,,6.0,,6.0,6.0,,2.0,176.0,94.0,61.0,,1.0,5.0,7.0,8.0,644.0,3.0,2.0,,55.0,80.0,35.0,,,,,166.0,166.0,4.0,23.0,32.0,71.5,,,,1.0,17.0,0.0,168.0,1.0,,1.0,,,,6.0,,,3.0,148.0,532.0,6.0,12.0,256.0,28.0,14.0,23.0,4.0,9.0,5.0,,196.0,6.0,416.0,1.0,1.0,28.0,19.0,65.0,2.0,663.0,,0.0,17.0,13.0,2.0,25.0,0.0,845.0,30.0,16.0,15.0,5.0,6.0,0.0,,,,,,,,,,
2018-19,987760,17,2018-12-15 15:00:00,97,Cardiff,Away,67.0,7.0,,3.0,3.0,6.0,,94.0,5.0,,,14.0,2.0,26.0,158.0,,,9.0,21.0,13.0,5.0,,,,,,,,,,,,6.0,,,,,,1.0,9.0,8.0,6.0,4.0,41.0,65.0,,,,,18.0,3.0,15.0,,,,8.0,3.0,,9.0,5.0,54.0,40.0,,26.0,9.0,,,,,,,48.0,5.0,7.0,,,1.0,2.0,,136.0,1.0,,,1.0,,,10.0,1.0,,,9.0,,12.0,12.0,,,34.0,67.0,25.0,5.0,1.0,4.0,2.0,3.0,232.0,3.0,1.0,,30.0,65.0,25.0,,,,,147.0,147.0,1.0,31.0,28.0,28.5,,,,1.0,18.0,0.0,44.0,4.0,1.0,5.0,,,,4.0,1.0,,3.0,53.0,145.0,11.0,6.0,97.0,13.0,26.0,7.0,,13.0,13.0,,95.0,19.0,171.0,,,46.0,2.0,71.0,1.0,255.0,,0.0,10.0,17.0,2.0,18.0,0.0,438.0,17.0,16.0,3.0,,11.0,0.0,,,,,,,,,,
2018-19,987761,17,2018-12-15 15:00:00,39,Wolves,Home,166.0,20.0,,,,3.0,,115.0,3.0,,,6.0,,31.0,281.0,,2.0,16.0,15.0,19.0,5.0,,,2.0,,,,,,,,1.0,9.0,,,,,,7.0,7.0,6.0,6.0,4.0,56.0,78.0,3.0,1.0,2.0,4.0,16.0,3.0,12.0,,1.0,5.0,2.0,2.0,,6.0,,49.0,48.0,4.0,25.0,12.0,,,,,,,37.0,15.0,6.0,1.0,,3.0,2.0,,164.0,2.0,,1.0,2.0,,1.0,7.0,2.0,,1.0,12.0,,16.0,16.0,,,92.0,75.0,39.0,3.0,,1.0,6.0,4.0,371.0,5.0,1.0,,32.0,62.0,18.0,,,,,149.0,149.0,6.0,41.0,26.0,37.8,,,,1.0,16.0,0.0,77.0,1.0,2.0,3.0,,1.0,2.0,3.0,,,3.0,57.0,271.0,8.0,7.0,203.0,43.0,25.0,5.0,3.0,9.0,6.0,3.0,88.0,8.0,195.0,,1.0,20.0,1.0,69.0,4.0,389.0,1.0,0.0,10.0,21.0,4.0,18.0,1.0,561.0,18.0,17.0,3.0,5.0,13.0,0.0,,,,,,,,,,
2018-19,987761,17,2018-12-15 15:00:00,91,Bournemouth,Away,303.0,12.0,1.0,5.0,4.0,2.0,,237.0,1.0,,3.0,8.0,7.0,28.0,535.0,,1.0,21.0,19.0,15.0,9.0,1.0,,,,,,1.0,,,,,9.0,,,,,,4.0,6.0,4.0,7.0,6.0,94.0,73.0,,,,1.0,19.0,5.0,3.0,,,3.0,12.0,5.0,,9.0,1.0,48.0,49.0,1.0,18.0,11.0,1.0,,,,,,58.0,7.0,14.0,,,3.0,,1.0,211.0,,,,,,,3.0,,,1.0,11.0,1.0,11.0,11.0,,3.0,169.0,83.0,55.0,5.0,,3.0,7.0,3.0,607.0,3.0,6.0,,116.0,54.0,34.0,,,,,161.0,161.0,10.0,24.0,35.0,62.2,1.0,,,1.0,19.0,0.0,159.0,1.0,1.0,2.0,,,,5.0,,,3.0,109.0,515.0,7.0,10.0,322.0,27.0,18.0,24.0,2.0,19.0,17.0,,166.0,5.0,330.0,,,21.0,8.0,52.0,,633.0,1.0,0.0,13.0,8.0,1.0,26.0,2.0,831.0,14.0,17.0,12.0,3.0,4.0,0.0,1.0,,1.0,,,,,,,
2018-19,987754,17,2018-12-15 17:30:00,21,West Ham,Away,135.0,15.0,1.0,5.0,4.0,3.0,,163.0,5.0,,2.0,9.0,6.0,31.0,293.0,,,15.0,21.0,19.0,3.0,1.0,,,,,,,,,,1.0,5.0,,,,,,4.0,7.0,9.0,4.0,2.0,64.0,67.0,1.0,,1.0,2.0,15.0,1.0,16.0,,,4.0,11.0,5.0,,11.0,5.0,62.0,62.0,2.0,36.0,13.0,,,,,,,58.0,10.0,14.0,1.0,,3.0,1.0,,169.0,2.0,,2.0,2.0,,,14.0,2.0,,1.0,13.0,,18.0,18.0,3.0,2.0,86.0,87.0,41.0,6.0,1.0,2.0,4.0,3.0,351.0,3.0,1.0,,69.0,62.0,27.0,,,,,154.0,154.0,4.0,29.0,25.0,44.0,,,,2.0,15.0,0.0,72.0,2.0,2.0,4.0,,3.0,,2.0,,,3.0,76.0,271.0,9.0,6.0,157.0,25.0,36.0,12.0,3.0,20.0,17.0,,120.0,8.0,254.0,,,34.0,7.0,77.0,2.0,391.0,,0.0,6.0,22.0,1.0,22.0,1.0,603.0,15.0,15.0,7.0,4.0,15.0,0.0,,,,,,,,,,
2018-19,987754,17,2018-12-15 17:30:00,54,Fulham,Home,140.0,20.0,1.0,4.0,3.0,2.0,,263.0,4.0,3.0,1.0,7.0,4.0,27.0,399.0,,1.0,23.0,19.0,21.0,8.0,3.0,,,,,,,,,,1.0,11.0,,,,,2.0,7.0,4.0,2.0,7.0,9.0,58.0,76.0,3.0,3.0,,2.0,15.0,3.0,7.0,,,6.0,10.0,10.0,,15.0,1.0,62.0,62.0,2.0,19.0,10.0,,,,,,,74.0,14.0,9.0,,,1.0,,,179.0,,,,,,,7.0,,,,10.0,,5.0,5.0,1.0,1.0,122.0,80.0,55.0,4.0,,5.0,6.0,4.0,474.0,1.0,3.0,,61.0,88.0,38.0,,,,,166.0,166.0,3.0,26.0,42.0,56.0,,,,,15.0,0.0,139.0,1.0,,1.0,,,,9.0,,,3.0,109.0,381.0,4.0,11.0,158.0,39.0,19.0,23.0,6.0,26.0,20.0,,163.0,6.0,366.0,,3.0,18.0,5.0,55.0,6.0,498.0,,0.0,16.0,16.0,2.0,26.0,2.0,700.0,24.0,11.0,16.0,6.0,11.0,0.0,,,,,,,,,,
2018-19,987752,17,2018-12-16 13:30:00,36,Brighton,Home,242.0,18.0,1.0,4.0,3.0,1.0,,125.0,2.0,,4.0,5.0,5.0,37.0,363.0,,,26.0,10.0,16.0,3.0,,,,,1.0,,1.0,,,,,4.0,,,,,,10.0,5.0,5.0,3.0,3.0,66.0,61.0,,,,,22.0,1.0,10.0,,1.0,4.0,7.0,5.0,,11.0,,49.0,51.0,,14.0,7.0,1.0,,,,,,37.0,14.0,6.0,,,2.0,2.0,1.0,163.0,1.0,,1.0,1.0,,,6.0,1.0,,,7.0,,16.0,16.0,,4.0,113.0,71.0,39.0,1.0,1.0,2.0,2.0,2.0,436.0,3.0,3.0,,68.0,62.0,16.0,,,,,142.0,142.0,4.0,27.0,25.0,41.7,,,,,22.0,0.0,113.0,,1.0,1.0,,1.0,,3.0,,,3.0,51.0,350.0,8.0,4.0,268.0,29.0,14.0,9.0,2.0,16.0,14.0,,82.0,9.0,203.0,,,15.0,6.0,63.0,5.0,455.0,,0.0,6.0,24.0,1.0,27.0,2.0,639.0,7.0,14.0,5.0,4.0,11.0,0.0,,,,,,,,,,
2018-19,987752,17,2018-12-16 13:30:00,8,Chelsea,Away,314.0,20.0,1.0,1.0,,2.0,,260.0,5.0,,4.0,2.0,14.0,21.0,573.0,,1.0,12.0,16.0,10.0,5.0,1.0,,1.0,,,1.0,2.0,,,,1.0,7.0,,,,1.0,,1.0,3.0,3.0,5.0,5.0,116.0,59.0,3.0,1.0,2.0,3.0,19.0,3.0,5.0,,1.0,1.0,4.0,2.0,,16.0,1.0,51.0,49.0,3.0,11.0,6.0,,1.0,,,,,50.0,6.0,14.0,2.0,,4.0,,2.0,188.0,2.0,,2.0,2.0,,1.0,6.0,2.0,,,6.0,1.0,11.0,11.0,1.0,4.0,171.0,66.0,47.0,4.0,,4.0,4.0,3.0,628.0,1.0,3.0,,74.0,90.0,15.0,,,,,129.0,129.0,5.0,19.0,29.0,58.3,1.0,,,1.0,19.0,0.0,179.0,,1.0,1.0,,1.0,1.0,4.0,,,3.0,132.0,550.0,11.0,9.0,334.0,36.0,11.0,18.0,1.0,7.0,6.0,2.0,170.0,2.0,327.0,,,8.0,15.0,42.0,4.0,654.0,,0.0,10.0,15.0,4.0,15.0,2.0,833.0,21.0,8.0,10.0,1.0,8.0,0.0,,,,,,,,,,
2018-19,987758,17,2018-12-16 13:30:00,20,Southampton,Home,108.0,11.0,1.0,4.0,3.0,4.0,1.0,130.0,2.0,1.0,4.0,1.0,3.0,12.0,234.0,,1.0,18.0,8.0,8.0,5.0,3.0,,1.0,,,,,,,,,9.0,,,,,1.0,6.0,7.0,6.0,5.0,7.0,47.0,63.0,2.0,,2.0,4.0,26.0,4.0,5.0,,,4.0,8.0,1.0,,11.0,2.0,39.0,41.0,4.0,20.0,8.0,,,,,,,51.0,12.0,9.0,2.0,,2.0,2.0,,131.0,3.0,,3.0,3.0,,,7.0,3.0,1.0,1.0,8.0,,15.0,15.0,2.0,4.0,69.0,60.0,27.0,5.0,,1.0,10.0,7.0,293.0,5.0,,,53.0,37.0,19.0,,,,,131.0,131.0,5.0,20.0,31.0,33.8,,,,,26.0,0.0,70.0,2.0,,2.0,,1.0,1.0,1.0,,,3.0,67.0,222.0,12.0,11.0,135.0,19.0,20.0,8.0,3.0,14.0,11.0,1.0,99.0,7.0,196.0,1.0,1.0,28.0,3.0,52.0,2.0,317.0,,0.0,12.0,20.0,1.0,22.0,3.0,519.0,17.0,17.0,4.0,4.0,13.0,0.0,,,,,,,,,,
2018-19,987758,17,2018-12-16 13:30:00,3,Arsenal,Away,323.0,19.0,2.0,4.0,3.0,1.0,,225.0,3.0,1.0,7.0,4.0,12.0,38.0,544.0,,2.0,31.0,8.0,8.0,7.0,3.0,,1.0,,,,,,,,,11.0,,,,,,4.0,5.0,7.0,7.0,6.0,104.0,61.0,3.0,3.0,1.0,1.0,29.0,5.0,4.0,,,5.0,16.0,,,9.0,3.0,41.0,39.0,1.0,14.0,6.0,1.0,,,,,,53.0,10.0,11.0,2.0,,,,,179.0,2.0,,1.0,2.0,,,3.0,2.0,,1.0,6.0,,12.0,12.0,1.0,8.0,184.0,68.0,49.0,4.0,,3.0,9.0,4.0,605.0,4.0,1.0,,83.0,68.0,28.0,,,,,143.0,143.0,5.0,29.0,19.0,66.2,,,,1.0,29.0,0.0,162.0,1.0,3.0,4.0,,1.0,1.0,4.0,,,3.0,89.0,521.0,13.0,12.0,352.0,43.0,14.0,16.0,3.0,18.0,16.0,1.0,123.0,6.0,295.0,,1.0,10.0,13.0,59.0,2.0,629.0,,0.0,13.0,15.0,3.0,32.0,1.0,845.0,21.0,19.0,5.0,5.0,8.0,0.0,,,,,,,,,,
2018-19,987756,17,2018-12-16 16:00:00,1,Man Utd,Away,104.0,7.0,1.0,1.0,,1.0,,108.0,5.0,,2.0,5.0,2.0,23.0,211.0,,,14.0,15.0,12.0,4.0,1.0,,,,,,,,,,,5.0,,,,,1.0,8.0,17.0,19.0,2.0,4.0,36.0,66.0,,,1.0,2.0,26.0,1.0,13.0,1.0,,2.0,3.0,2.0,,6.0,3.0,54.0,53.0,2.0,41.0,16.0,,1.0,,,,,59.0,14.0,6.0,1.0,,1.0,,,164.0,,,,,,,16.0,1.0,,,16.0,,21.0,21.0,5.0,2.0,51.0,78.0,30.0,13.0,,3.0,2.0,2.0,287.0,15.0,4.0,,52.0,36.0,18.0,,,,,153.0,153.0,,30.0,27.0,35.5,,,,,26.0,0.0,70.0,2.0,6.0,7.0,,,,3.0,,,3.0,52.0,195.0,17.0,5.0,135.0,25.0,41.0,14.0,2.0,7.0,5.0,,97.0,12.0,193.0,,,24.0,3.0,69.0,3.0,321.0,,0.0,6.0,27.0,,17.0,2.0,544.0,11.0,15.0,8.0,2.0,15.0,0.0,,,,,,,,,,
2018-19,987756,17,2018-12-16 16:00:00,14,Liverpool,Home,157.0,16.0,3.0,6.0,3.0,1.0,1.0,307.0,5.0,,8.0,5.0,8.0,20.0,458.0,,1.0,21.0,12.0,15.0,17.0,3.0,,,,,,,,,,,27.0,,,,,3.0,4.0,2.0,4.0,17.0,19.0,74.0,66.0,1.0,1.0,1.0,,28.0,14.0,8.0,,,13.0,9.0,5.0,,20.0,1.0,53.0,54.0,,9.0,5.0,1.0,,,,,,67.0,6.0,14.0,,,3.0,4.0,,200.0,1.0,,1.0,1.0,,,6.0,3.0,,,5.0,,4.0,4.0,,8.0,128.0,72.0,39.0,2.0,1.0,5.0,16.0,11.0,539.0,,1.0,,104.0,76.0,48.0,,,,,187.0,187.0,9.0,15.0,34.0,64.5,,,,1.0,28.0,0.0,160.0,,1.0,2.0,,,,11.0,3.0,,2.0,166.0,437.0,9.0,21.0,176.0,28.0,9.0,20.0,11.0,29.0,18.0,,222.0,4.0,415.0,1.0,,23.0,8.0,45.0,2.0,562.0,,0.0,36.0,12.0,1.0,29.0,0.0,794.0,42.0,22.0,13.0,13.0,8.0,0.0,,,,,,,,,,
2018-19,987771,18,2018-12-21 20:00:00,14,Liverpool,Away,270.0,18.0,3.0,2.0,,2.0,,306.0,4.0,1.0,4.0,1.0,6.0,35.0,574.0,1.0,3.0,31.0,7.0,11.0,8.0,2.0,,,,,,,,,,,10.0,,,,,1.0,,9.0,2.0,9.0,6.0,118.0,56.0,3.0,3.0,1.0,1.0,36.0,5.0,11.0,,,10.0,4.0,6.0,1.0,18.0,3.0,45.0,50.0,1.0,18.0,9.0,,3.0,,,,,55.0,3.0,7.0,1.0,,2.0,,,176.0,2.0,,2.0,,2.0,,8.0,,,1.0,9.0,,5.0,5.0,,4.0,192.0,71.0,53.0,1.0,,3.0,9.0,6.0,650.0,2.0,2.0,,88.0,113.0,24.0,,,,,159.0,159.0,4.0,19.0,27.0,61.7,,,,,36.0,0.0,189.0,5.0,,5.0,,1.0,,4.0,,,3.0,155.0,555.0,17.0,12.0,299.0,36.0,18.0,24.0,6.0,15.0,10.0,,202.0,4.0,391.0,,1.0,10.0,10.0,61.0,2.0,675.0,1.0,0.0,15.0,16.0,4.0,33.0,0.0,888.0,28.0,13.0,16.0,10.0,11.0,0.0,,,,,,,,,,
