season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,11077468,8,8,Chelsea,Home,851671,428399,João Félix,joao-felix,F,False,,,2.0,10.0,4.0,14.0,2.0,,3.0,,,2.0,,,,1.0,4.0,10.0,,,0.017453,0.2712,0.0,1.0,,,,,,,,,85.0,,,,,,,10.0,,7.2,,,2.0,,6.0,,,3.0,,16.0,5.0,21.0,4,,41.0,,5.0,5.0,
2022-23,11077468,8,8,Chelsea,Home,885908,225796,Reece James,reece-james,D,False,,,1.0,16.0,16.0,32.0,1.0,3.0,10.0,,,,,,,1.0,4.0,12.0,,,0.0220038,0.0282,0.0,,,,,,,,1.0,,90.0,,,,,,,24.0,,7.3,,,1.0,,7.0,7.0,,3.0,,29.0,21.0,43.0,1,2.0,79.0,2.0,2.0,5.0,
2022-23,11077468,8,8,Chelsea,Home,904827,242880,Benoît Badiashile,benoit-badiashile,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11077468,8,8,Chelsea,Home,904970,232787,Conor Gallagher,conor-gallagher,M,True,,,,8.0,6.0,14.0,1.0,,,,,,,,,,1.0,,,,0.00624271,0.0,0.0,,,,,,,,,,20.0,,,,,,,2.0,,6.6,,,,1.0,,,,,,9.0,7.0,16.0,0,,19.0,,,,
2022-23,11077468,8,8,Chelsea,Home,923894,444463,Wesley Fofana,wesley-fofana,D,False,,,,9.0,36.0,45.0,1.0,2.0,7.0,,,,1.0,,,2.0,5.0,10.0,,,0.00653697,0.0,0.0,1.0,,,,,,5.0,,,90.0,,2.0,,,,,10.0,,7.9,,,,3.0,,,,1.0,,11.0,39.0,50.0,0,7.0,80.0,2.0,1.0,,5.0
2022-23,11077468,8,8,Chelsea,Home,958966,465920,Mykhailo Mudryk,mykhailo-mudryk,M,True,,,,3.0,,3.0,,,1.0,,,,,,,1.0,1.0,1.0,,,0.00930308,0.0,0.0,,,,,,,,1.0,,12.0,,,,,,,5.0,,6.7,,,,,1.0,2.0,,,,5.0,,3.0,0,,11.0,2.0,,1.0,
2022-23,11077468,8,8,Chelsea,Home,966547,248857,Noni Madueke,noni-madueke,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11077468,8,8,Chelsea,Home,974505,448047,Enzo Fernández,enzo-fernandez,M,False,,,9.0,32.0,44.0,76.0,,,12.0,,,,,,,,,5.0,,,0.0187313,0.0324,0.0,,,,,,,,,,90.0,,,,,,,14.0,,7.4,,,1.0,,1.0,,,14.0,1.0,42.0,47.0,89.0,1,2.0,100.0,1.0,2.0,1.0,2.0
2022-23,10385629,9,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385629,9,8,Chelsea,Away,33541,51090,Thiago Silva,thiago-silva,D,False,,,15.0,57.0,59.0,116.0,,1.0,9.0,,,1.0,2.0,,,,2.0,2.0,,,0.150082,0.1553,0.0,1.0,1.0,,,,,1.0,1.0,,90.0,,,,,,,8.0,,7.6,,,,5.0,,,,19.0,,62.0,61.0,123.0,1,1.0,134.0,1.0,,,1.0
2022-23,10385629,9,8,Chelsea,Away,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,,,,12.0,8.0,20.0,3.0,,1.0,,,,,,,,3.0,,,,0.0121985,0.1021,0.2996,,,1.0,,,,1.0,1.0,,75.0,1.0,,,,,,5.0,,7.3,,,1.0,,,,,,,14.0,9.0,23.0,2,,29.0,2.0,,,
2022-23,10385629,9,8,Chelsea,Away,126071,86129,Kalidou Koulibaly,kalidou-koulibaly,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385629,9,8,Chelsea,Away,132874,85955,Jorginho,jorginho,M,False,,,1.0,18.0,11.0,29.0,1.0,,3.0,,,,1.0,,,,5.0,2.0,,,0.0139573,0.0,0.0,2.0,,,,,,1.0,,,56.0,,,,,,,11.0,,6.4,,,,,2.0,,,3.0,,25.0,13.0,38.0,0,1.0,48.0,1.0,,1.0,1.0
2022-23,10385629,9,8,Chelsea,Away,136710,91651,Mateo Kovačić,mateo-kovacic,M,False,,,4.0,40.0,26.0,66.0,1.0,,7.0,,,,,,,3.0,8.0,,,,0.0541231,0.0,0.0,4.0,,,,,,1.0,,,90.0,,,,,,,13.0,,6.3,,,,,,,,7.0,,48.0,27.0,75.0,0,,83.0,1.0,,,
2022-23,10385629,9,8,Chelsea,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,22.0,2.0,24.0,,,4.0,,1.0,1.0,1.0,,,2.0,5.0,2.0,,,0.0375035,0.4789,0.2262,2.0,,,,,1.0,,3.0,,90.0,1.0,,,,,,18.0,,6.8,,,1.0,,,1.0,,,,35.0,2.0,36.0,3,2.0,51.0,3.0,,,
2022-23,10385629,9,8,Chelsea,Away,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,False,,1.0,5.0,4.0,15.0,19.0,,,2.0,,,,,,,,,3.0,,,0.00135733,0.0,0.0,,,,0.2331,1.0,,,,,90.0,,,,,,,3.0,1.0,6.9,1.0,2.0,,1.0,,,1.0,8.0,,7.0,15.0,22.0,0,1.0,31.0,,2.0,,1.0
2022-23,10385629,9,8,Chelsea,Away,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385629,9,8,Chelsea,Away,257993,122074,Marcus Bettinelli,marcus-bettinelli,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385629,9,8,Chelsea,Away,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,True,,,1.0,21.0,6.0,27.0,,,2.0,,,,,,,,1.0,,,,0.0145996,0.0,0.0,,,,,,,,,,34.0,,,,,,,4.0,,6.5,,,,,1.0,,,2.0,,22.0,7.0,29.0,0,,34.0,1.0,,,
2022-23,10385629,9,8,Chelsea,Away,802695,172850,Ben Chilwell,ben-chilwell,D,False,1.0,,1.0,30.0,24.0,53.0,,5.0,5.0,,,,2.0,,,1.0,6.0,9.0,,,0.0435149,0.0438,0.0,2.0,,,,,,,,,90.0,,,,,,,12.0,,6.9,,,1.0,2.0,1.0,3.0,,3.0,,37.0,26.0,60.0,1,4.0,89.0,,,,1.0
2022-23,10385629,9,8,Chelsea,Away,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,,2.0,1.0,3.0,,,1.0,,,,,,,1.0,1.0,2.0,,,0.00838014,0.0,0.0,,1.0,,,,,,1.0,,11.0,,,,,,,2.0,,6.7,,,,,1.0,,,1.0,,3.0,1.0,4.0,0,1.0,8.0,,,1.0,1.0
2022-23,10385629,9,8,Chelsea,Away,826134,180736,Trevoh Chalobah,trevoh-chalobah,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385629,9,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,1.0,,2.0,23.0,9.0,31.0,1.0,,3.0,,,,1.0,,,1.0,6.0,4.0,,,0.0677758,0.1989,0.0,1.0,,,,,,,2.0,,84.0,,,,,,,7.0,,6.8,,,3.0,1.0,2.0,2.0,,2.0,,27.0,9.0,34.0,3,,49.0,,4.0,,
2022-23,10385629,9,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,False,1.0,,,18.0,2.0,19.0,,2.0,4.0,,,1.0,2.0,,,1.0,5.0,5.0,,,0.163063,0.1219,0.0,1.0,,,,,,,1.0,,76.0,,,,,,,7.0,,6.8,,,1.0,,2.0,1.0,,,,20.0,4.0,23.0,2,1.0,34.0,1.0,1.0,1.0,1.0
2022-23,10385629,9,8,Chelsea,Away,885908,225796,Reece James,reece-james,D,False,1.0,,4.0,36.0,23.0,58.0,,1.0,9.0,,,,,,,1.0,3.0,6.0,,,0.151254,0.0,0.0,,,,,,,1.0,2.0,,90.0,,,,,,,10.0,,7.1,,,,2.0,3.0,2.0,,6.0,,42.0,23.0,63.0,0,4.0,90.0,1.0,,1.0,2.0
2022-23,10385629,9,8,Chelsea,Away,904970,232787,Conor Gallagher,conor-gallagher,M,True,,,,3.0,2.0,5.0,,1.0,1.0,,,,1.0,,,,1.0,4.0,,,0.00051137,0.0378,0.5002,,,1.0,,,,,,,14.0,1.0,,,,,,4.0,,7.4,,,,,2.0,,,1.0,,5.0,4.0,9.0,1,1.0,13.0,,,2.0,1.0
2022-23,10385629,9,8,Chelsea,Away,923894,444463,Wesley Fofana,wesley-fofana,D,False,,,1.0,38.0,51.0,89.0,2.0,1.0,6.0,,,,,,,,2.0,3.0,,,0.013281,0.0,0.0,,,,,,,4.0,,,90.0,,,,,,,7.0,,6.9,,,,1.0,,,,3.0,,43.0,53.0,96.0,0,,106.0,,2.0,,
2022-23,10385629,9,8,Chelsea,Away,996985,440323,Armando Broja,armando-broja,F,True,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,0.0,0.0,0.0,,,,,,,,,,15.0,,,,,,,1.0,,6.5,,,,,,,,,,,,,0,,2.0,1.0,1.0,,
2022-23,10385760,10,8,Chelsea,Home,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,2.0,,,39.0,22.0,59.0,2.0,2.0,4.0,1.0,,1.0,,,,2.0,6.0,5.0,,,0.223363,0.0705,0.0,2.0,,,,,,2.0,3.0,,90.0,,,,,,,21.0,,7.6,,,,1.0,,2.0,,4.0,,51.0,26.0,75.0,1,2.0,101.0,,1.0,,2.0
2022-23,10385760,10,8,Chelsea,Home,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385760,10,8,Chelsea,Home,126071,86129,Kalidou Koulibaly,kalidou-koulibaly,D,False,,,2.0,20.0,52.0,72.0,1.0,4.0,8.0,,,,,,,,1.0,9.0,,,0.0130025,0.0825,0.0,,,,,,,1.0,1.0,,90.0,,,,,,,8.0,,7.8,,,1.0,4.0,,,,7.0,,25.0,55.0,80.0,1,5.0,93.0,,,,4.0
2022-23,10385760,10,8,Chelsea,Home,132874,85955,Jorginho,jorginho,M,False,,,1.0,32.0,22.0,54.0,,,12.0,,,,2.0,,,1.0,4.0,7.0,,,0.022079,0.0242,0.1586,1.0,,,,,,1.0,,,90.0,1.0,,,,,,8.0,,7.3,,,,,1.0,,,1.0,,34.0,24.0,58.0,1,4.0,75.0,3.0,2.0,1.0,2.0
2022-23,10385760,10,8,Chelsea,Home,136710,91651,Mateo Kovačić,mateo-kovacic,M,True,,,,6.0,7.0,13.0,,,1.0,,,,1.0,,,1.0,2.0,,,,0.148066,0.0,0.0,,1.0,,,,,,1.0,,24.0,,,,,,,2.0,,6.8,,,,,,,,1.0,,7.0,7.0,14.0,0,,18.0,,,,
2022-23,10385760,10,8,Chelsea,Home,138534,103955,Raheem Sterling,raheem-sterling,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385760,10,8,Chelsea,Home,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,False,,2.0,5.0,2.0,22.0,24.0,,,7.0,,,,,,1.0,,,1.0,,,0.00021867,0.0,0.0,,,,0.7337,1.0,,,,,90.0,,,,,,,4.0,,7.4,1.0,2.0,,,,,2.0,9.0,,5.0,23.0,28.0,0,1.0,36.0,,,,1.0
2022-23,10385760,10,8,Chelsea,Home,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,4.0,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2022-23,10385760,10,8,Chelsea,Home,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,,,,27.0,7.0,34.0,1.0,,3.0,1.0,,,2.0,,,1.0,5.0,,,,0.204982,0.0452,0.0,1.0,,,,,,,2.0,,66.0,,,,,,,6.0,,6.9,,,1.0,,,,,,,31.0,7.0,38.0,1,,42.0,,,,
2022-23,10385760,10,8,Chelsea,Home,794939,179268,Marc Cucurella,marc-cucurella,D,False,2.0,,2.0,33.0,28.0,59.0,3.0,,5.0,,,,2.0,,,,5.0,5.0,,,0.0379479,0.0,0.0,,,,,,,1.0,1.0,,90.0,,1.0,,,,,11.0,,7.6,,,,2.0,1.0,3.0,,3.0,,40.0,31.0,68.0,0,4.0,89.0,,,1.0,
2022-23,10385760,10,8,Chelsea,Home,802695,172850,Ben Chilwell,ben-chilwell,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385760,10,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,False,,,,22.0,6.0,28.0,,,1.0,,1.0,,1.0,,,,2.0,1.0,,,0.0211494,0.5015,0.6338,,,1.0,,,,,1.0,,72.0,2.0,,,,,,9.0,,7.2,,,2.0,,1.0,1.0,,,,25.0,8.0,32.0,4,1.0,44.0,2.0,,,1.0
2022-23,10385760,10,8,Chelsea,Home,826134,180736,Trevoh Chalobah,trevoh-chalobah,D,False,,,2.0,27.0,50.0,77.0,1.0,1.0,3.0,,,1.0,,,,,1.0,3.0,,,0.0194263,0.1357,0.0664,,,,,,,1.0,,,90.0,1.0,,,,,,3.0,,7.4,,,,3.0,,,,4.0,,29.0,51.0,80.0,2,2.0,90.0,,,,1.0
2022-23,10385760,10,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,False,2.0,,2.0,28.0,7.0,33.0,,1.0,4.0,1.0,,1.0,1.0,,,1.0,3.0,3.0,,,0.430742,0.1291,0.0,,2.0,,,,,,5.0,,72.0,,,,,,,12.0,,8.4,,,2.0,,3.0,3.0,,4.0,,34.0,8.0,39.0,3,,54.0,1.0,,2.0,
2022-23,10385760,10,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,False,,,1.0,18.0,,18.0,3.0,1.0,3.0,,2.0,,,,,1.0,6.0,2.0,,,0.0708975,0.6993,1.0394,1.0,,1.0,,,,,,,86.0,2.0,,,,,,11.0,,6.6,,,2.0,,1.0,,,1.0,3.0,22.0,,22.0,4,1.0,34.0,5.0,,,
2022-23,10385760,10,8,Chelsea,Home,845074,228286,Edouard Mendy,edouard-mendy,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385760,10,8,Chelsea,Home,885908,225796,Reece James,reece-james,D,True,,,,4.0,1.0,5.0,,,,,,,,,,,1.0,3.0,,,0.00073576,0.0,0.0,1.0,,,,,,,,,18.0,,,,,,,1.0,,6.7,,,,,,,,,,4.0,1.0,5.0,0,1.0,13.0,1.0,2.0,,
2022-23,10385760,10,8,Chelsea,Home,904970,232787,Conor Gallagher,conor-gallagher,M,False,3.0,,,27.0,16.0,40.0,1.0,,10.0,1.0,,,,,,2.0,6.0,6.0,,,0.408021,0.1473,0.0,2.0,,,,,,2.0,3.0,,86.0,,,,,,,15.0,,7.9,,,2.0,2.0,1.0,7.0,,1.0,,37.0,18.0,48.0,2,5.0,72.0,,1.0,,4.0
2022-23,10385760,10,8,Chelsea,Home,994556,478912,Carney Chukwuemeka,carney-chukwuemeka,M,True,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,0.00106234,0.0,0.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,0,,3.0,,1.0,,
2022-23,10385760,10,8,Chelsea,Home,996985,440323,Armando Broja,armando-broja,F,True,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,0.00087992,0.0698,0.5528,,,1.0,,,,,,,18.0,1.0,,,,,,1.0,,7.2,,,,,,,,,,2.0,,2.0,1,,3.0,,,,
2022-23,10385680,11,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,True,,,,11.0,13.0,24.0,1.0,,3.0,1.0,,,,,,,1.0,1.0,,,0.0370828,0.0,0.0,,,,,,,,2.0,,45.0,,,,,,,3.0,,7.1,,,,1.0,,,,1.0,,12.0,13.0,25.0,0,1.0,32.0,1.0,,,
2022-23,10385680,11,8,Chelsea,Away,33541,51090,Thiago Silva,thiago-silva,D,False,,,4.0,7.0,60.0,67.0,1.0,,5.0,,,,,,,,1.0,,,1.0,0.00231212,0.0,0.0,,,,,,,1.0,,,90.0,,1.0,,,,,6.0,,7.1,,,,5.0,,,,7.0,,11.0,62.0,73.0,0,,82.0,,,,
2022-23,10385680,11,8,Chelsea,Away,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,,,1.0,2.0,4.0,6.0,1.0,,1.0,,,,,,,1.0,2.0,1.0,,1.0,0.0495756,0.0,0.0,,,,,,,,1.0,,58.0,,,,,,,6.0,,6.4,,,,,,,,1.0,,4.0,5.0,9.0,0,,14.0,2.0,1.0,,
2022-23,10385680,11,8,Chelsea,Away,126071,86129,Kalidou Koulibaly,kalidou-koulibaly,D,True,,,1.0,10.0,33.0,43.0,,,3.0,,,,,,,,1.0,,,,0.00112044,0.0,0.0,1.0,,,,,,2.0,,,45.0,,,,,,,4.0,,6.8,,,,5.0,,1.0,,2.0,,12.0,34.0,45.0,0,,54.0,1.0,,,
2022-23,10385680,11,8,Chelsea,Away,132874,85955,Jorginho,jorginho,M,True,,,,2.0,12.0,14.0,,1.0,2.0,,,,,,,,,2.0,,,0.00053253,0.0,0.0,,,,,,,,,,25.0,,1.0,,,,,2.0,,6.7,,,,,,,,,,4.0,12.0,16.0,0,,18.0,,1.0,,
2022-23,10385680,11,8,Chelsea,Away,136710,91651,Mateo Kovačić,mateo-kovacic,M,False,,,2.0,16.0,22.0,38.0,1.0,1.0,6.0,,,,1.0,,,2.0,5.0,3.0,,,0.009566,0.0359,0.0,,,,,,,,,,65.0,,,,,,,13.0,,6.6,,,1.0,1.0,1.0,,,6.0,,21.0,26.0,47.0,1,2.0,56.0,1.0,,,2.0
2022-23,10385680,11,8,Chelsea,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,9.0,3.0,12.0,1.0,,1.0,,2.0,,,,,3.0,6.0,1.0,,,0.0201116,0.3096,0.1489,,,,,,1.0,1.0,1.0,,89.0,1.0,,,,,,8.0,,6.0,,,2.0,,2.0,1.0,,,1.0,11.0,4.0,14.0,3,1.0,30.0,,,,1.0
2022-23,10385680,11,8,Chelsea,Away,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,False,,1.0,3.0,1.0,27.0,28.0,1.0,2.0,7.0,,,,,,,,1.0,2.0,,,0.00016147,0.0,0.0,,,,2.2117,,,,,,90.0,,,,,,,8.0,2.0,8.9,5.0,7.0,,3.0,,,1.0,11.0,,7.0,29.0,36.0,0,,52.0,,,,
2022-23,10385680,11,8,Chelsea,Away,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,,,2.0,12.0,33.0,45.0,1.0,,8.0,,,,,,,2.0,6.0,9.0,,,0.0207755,0.0,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,15.0,,6.7,,,,1.0,5.0,,,4.0,,17.0,36.0,53.0,0,1.0,76.0,2.0,5.0,3.0,1.0
2022-23,10385680,11,8,Chelsea,Away,770677,212701,Denis Zakaria,denis-zakaria,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385680,11,8,Chelsea,Away,794939,179268,Marc Cucurella,marc-cucurella,D,False,,,,7.0,38.0,45.0,,,4.0,,,,1.0,,,,2.0,,,,0.00204934,0.0,0.0,1.0,,,,,,,,,45.0,,1.0,,,,,5.0,,6.5,,,,,,,,2.0,,9.0,40.0,49.0,0,,52.0,1.0,,,
2022-23,10385680,11,8,Chelsea,Away,802695,172850,Ben Chilwell,ben-chilwell,D,False,,,2.0,27.0,33.0,60.0,1.0,,6.0,,,,1.0,,,1.0,5.0,,,,0.0298178,0.0,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,20.0,,6.1,,,,,1.0,2.0,,7.0,,37.0,37.0,72.0,0,,90.0,2.0,,,
2022-23,10385680,11,8,Chelsea,Away,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385680,11,8,Chelsea,Away,826134,180736,Trevoh Chalobah,trevoh-chalobah,D,False,,,2.0,3.0,38.0,41.0,3.0,1.0,5.0,,,,,,,2.0,6.0,2.0,,,0.00103523,0.0,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,11.0,,6.9,,,,6.0,,,,2.0,,8.0,40.0,48.0,0,1.0,65.0,,,,1.0
2022-23,10385680,11,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,1.0,,2.0,16.0,9.0,24.0,,,6.0,,,1.0,1.0,,,2.0,5.0,8.0,,,0.0401133,0.4398,1.1184,2.0,,2.0,,,,,,,90.0,2.0,1.0,,,,,14.0,,8.7,,,,,3.0,1.0,,4.0,,23.0,12.0,34.0,3,1.0,54.0,2.0,4.0,3.0,
2022-23,10385680,11,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,False,,,,6.0,5.0,11.0,1.0,,1.0,,,,1.0,,,1.0,4.0,5.0,,,0.0776934,0.0806,0.0346,2.0,,,,,,,1.0,,45.0,1.0,,,,,,4.0,,7.0,,,,,2.0,,,,,7.0,6.0,13.0,1,2.0,22.0,1.0,1.0,2.0,1.0
2022-23,10385680,11,8,Chelsea,Away,845074,228286,Edouard Mendy,edouard-mendy,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385680,11,8,Chelsea,Away,904970,232787,Conor Gallagher,conor-gallagher,M,True,1.0,,,6.0,5.0,10.0,,,1.0,1.0,,,,,,4.0,6.0,,,,0.0863221,0.0,0.0,2.0,,,,,,1.0,1.0,,32.0,,,,,,,8.0,,6.4,,,,,,1.0,,1.0,,10.0,5.0,14.0,0,,22.0,,,,
2022-23,10385680,11,8,Chelsea,Away,994556,478912,Carney Chukwuemeka,carney-chukwuemeka,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385680,11,8,Chelsea,Away,996985,440323,Armando Broja,armando-broja,F,True,,,,,,,,1.0,,,,,,,,,,1.0,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0,,1.0,,,,
2022-23,10385718,12,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,1.0,,1.0,60.0,28.0,87.0,2.0,1.0,4.0,1.0,,1.0,,,,,3.0,2.0,,,0.0412198,0.0594,0.2021,,,,,,,,1.0,,90.0,1.0,,,,,,15.0,,7.4,,,,5.0,1.0,3.0,,5.0,,66.0,33.0,96.0,2,1.0,119.0,1.0,,,1.0
2022-23,10385718,12,8,Chelsea,Away,33541,51090,Thiago Silva,thiago-silva,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385718,12,8,Chelsea,Away,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,True,,,,2.0,,2.0,,,,,,,,,,,,1.0,,,0.0423121,0.0375,0.1198,,,,,,,,1.0,,9.0,1.0,,,,,,2.0,,7.0,,,,,1.0,1.0,,,,4.0,,3.0,1,,6.0,,,1.0,
2022-23,10385718,12,8,Chelsea,Away,126071,86129,Kalidou Koulibaly,kalidou-koulibaly,D,False,,,9.0,31.0,23.0,54.0,2.0,,4.0,,,,2.0,,,,5.0,2.0,,,0.0462063,0.0,0.0,1.0,,,,,,2.0,1.0,,90.0,,1.0,,,,,9.0,,7.4,,,,1.0,,1.0,,14.0,,37.0,26.0,62.0,0,2.0,74.0,,,,
2022-23,10385718,12,8,Chelsea,Away,132874,85955,Jorginho,jorginho,M,False,,,1.0,55.0,25.0,80.0,,1.0,5.0,,,1.0,1.0,,,,4.0,5.0,,,0.0975057,0.0314,0.0,1.0,,,,,,1.0,1.0,,90.0,,,,,,,11.0,,7.0,,,,1.0,2.0,,,4.0,,62.0,26.0,88.0,1,2.0,101.0,1.0,2.0,,1.0
2022-23,10385718,12,8,Chelsea,Away,136710,91651,Mateo Kovačić,mateo-kovacic,M,True,,,6.0,60.0,16.0,76.0,,,8.0,,,2.0,,,,,2.0,3.0,,,0.139786,0.1443,0.0,,,,,,,1.0,4.0,,75.0,,,,,,,17.0,,7.6,,,1.0,,2.0,,,10.0,,72.0,19.0,91.0,3,3.0,101.0,,,,1.0
2022-23,10385718,12,8,Chelsea,Away,138534,103955,Raheem Sterling,raheem-sterling,F,True,,,,17.0,3.0,20.0,,,4.0,,,1.0,,,,,,2.0,,,0.0430121,0.1122,0.0,,,,,,,,2.0,,28.0,,,,,,,7.0,,7.0,,,,,,2.0,,1.0,,23.0,4.0,25.0,1,1.0,31.0,,1.0,,1.0
2022-23,10385718,12,8,Chelsea,Away,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,False,,,3.0,2.0,15.0,17.0,,1.0,10.0,,,,,,,,,1.0,,,0.00034849,0.0,0.0,,,,1.1021,,,,,,90.0,,,,,,,13.0,1.0,8.3,4.0,5.0,,1.0,,,,15.0,,12.0,17.0,29.0,0,,42.0,,,,
2022-23,10385718,12,8,Chelsea,Away,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385718,12,8,Chelsea,Away,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,1.0,,,32.0,18.0,49.0,1.0,4.0,6.0,,,,,,,,2.0,8.0,,,0.102187,0.0511,0.0,,,,,,,1.0,,,90.0,,,,,,,15.0,,7.1,,,1.0,1.0,4.0,4.0,,3.0,,41.0,21.0,58.0,1,,78.0,2.0,1.0,3.0,
